Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Heater Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 10:00:00,2.9407124076673328,0.24021212261200584,0.23272669821594233,2.9407124076673328,0.24021212261200586,0.23272669821594233,0.2568210684863621,0.9166775903703706,1.5838506238106003,0.133363125,0.05,0.10090831983756397,0.13181837837837834,0.0,0.0,0.2256287892786725,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.15569434517318792,0.0,0.012635921052631578,0.0,0.24418514743373054,0.0,0.060380591183339334,0.0,0.2657736352223676,0.1993302264167756,1.066937301749176,0.0,0.10090831983756397,0.0,0.0,3066.784263599353,19.500000000000057,0.2775000000000001,640.0535334006473,3.8632158616216206,0.133363125,0.3,3573.474672,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,916.6775903703705,0.16666666666666666,36.41954036013088,51.66666666666668,46.10666666666668,0.0,51.517001956780824,0.07315039915109693,197.93602585958257,916.6775903703705,36.41954036013088,50.44756080367904,51.517001956780824,49.91284022712815,12.43753247303448,19.214668133346642,-0.053520569353895674,7.753049439924258,0.85,9.236100170605994,3257.4409303160323,-1507.9153853418813,-815.578058042795,0.0,0.0,843.5350478781723,945.4582803612028,2.0,0.03382253452198854,0.0,0.0,0.43769885215311927,131.99922844444444,162.69967688130157,0.25783776193308144,9.72203353316241,0.00348655075733818,101.16031593957788,1.2247604895345576,0.24193565034763856,-2204.492023195803,56.523104453274655
2025-01-01 11:00:00,2.1086833122001454,0.2308192234535175,0.22795937601889202,2.1086833122001454,0.23081922345351752,0.22795937601889205,0.20159414729106978,0.36667103614814817,1.3570550037609275,0.133363125,0.05,0.09614099764051369,0.13181837837837834,0.0,0.0,0.21623589012018415,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.012635921052631578,0.0,0.1889582262384382,0.0,0.05220966854831713,0.0,0.25324976967771645,0.18993732725828727,1.0165308150523646,0.0,0.09614099764051369,0.0,0.0,3066.784263599353,19.500000000000057,0.2775000000000001,640.0535334006473,3.8632158616216206,0.133363125,0.3,3573.474672,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,366.6710361481482,0.06666666666666667,35.96601395981228,51.66666666666668,46.10666666666668,0.0,51.45027728551582,0.3214622622941537,871.2281640643871,366.6710361481482,35.96601395981228,50.065482175638586,51.45027728551582,49.37308462069997,12.43753247303448,19.184242904495974,-0.06615547887558713,8.452317398684567,1.95,9.236100170605994,3183.6403110119636,-1217.990151115377,-728.2334835466796,0.0,0.0,623.3902734555257,1091.626642859147,1.5,0.032374044593201236,0.0,0.0,0.41895388261887645,98.99942133333333,221.69925750376424,0.25980838999031614,9.728448430514993,0.0035081628186483535,55.07683774325482,1.2242976058012027,0.22513850633545612,-1910.3876304381467,52.34394592212225
2025-01-01 12:00:00,2.313970947038066,0.23184734551543715,0.16857887637343774,2.313970947038066,0.23184734551543712,0.16857887637343774,0.1955025418748875,0.6416743132592593,1.352703466903919,0.07409062500000001,0.05,0.09534644394100532,0.07323243243243242,0.0,0.0,0.2172640121821038,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.02761349100499172,0.0,0.0,0.013162417763157892,0.0,0.18234012411172962,0.0,0.054888383391551214,0.0,0.25286736156948286,0.18965052117711206,1.0081297339362294,0.0,0.09534644394100532,0.0,0.0,1703.769035332974,19.500000000000057,0.15416666666666673,355.58529633369295,2.146231034234234,0.07409062500000001,0.16666666666666666,1985.2637066666668,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,641.6743132592594,0.11666666666666667,36.8439378397132,51.66666666666668,46.10666666666668,0.0,51.49102192919054,0.09139194744621032,248.8252111178819,641.6743132592594,36.8439378397132,50.83746419163223,51.49102192919054,50.510685322853085,12.43753247303448,19.211257674906356,-0.05452103900327009,8.69268416156594,3.05,9.236100170605994,1919.9760341187534,-1406.707481357859,-660.8854378301769,0.0,0.0,620.252987424269,1158.4214219108935,1.483,0.0314228670941227,0.0,0.0,0.4066446543063179,97.87742789155556,256.8394491916876,0.2603773351047554,9.753883818410412,0.0035237365385639157,40.13628753107059,1.2235582766911137,0.2515085115444743,-1816.5365319000941,54.2437542085421
2025-01-01 13:00:00,1.3532485458339434,0.22288465547871164,0.1447422653881864,1.3532485458339436,0.22288465547871164,0.1447422653881864,0.15098352753766872,0.0,1.0781743932962748,0.07409062500000001,0.05,0.07150983295575399,0.07323243243243242,0.0,0.0,0.2083013221453783,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.02761349100499172,0.0,0.0,0.014741907894736842,0.0,0.13624161964293185,0.0,0.04434199665026482,0.0,0.24091710818718218,0.18068783114038658,0.7560973004521722,0.0,0.07150983295575399,0.0,0.0,1703.769035332974,19.500000000000057,0.15416666666666673,355.58529633369295,2.146231034234234,0.07409062500000001,0.16666666666666666,1985.2637066666668,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,0.0,0.0,35.12749394982073,51.66666666666668,46.10666666666668,0.0,51.14859291481221,0.1844000210736051,497.6504222357638,0.0,35.12749394982073,49.30951736443164,51.14859291481221,48.38997958924136,12.43753247303448,19.166072193512164,-0.06174745271671558,9.006958876790806,4.45,9.236100170605994,1935.2561270922854,-1050.6248339866504,-564.8728723314556,0.0,0.0,522.1960370308909,1160.2894097973053,1.0,0.029652230988508506,0.0,0.0,0.3837307774499173,65.99961422222222,274.1639270598761,0.26136376185093846,9.735312078919522,0.0035288660027643975,12.33739953980255,1.223168745540831,0.2449997204721937,-1459.8368774789355,53.626747158592295
2025-01-01 14:00:00,2.1527688922448105,0.22783206037898412,0.09620774367934452,2.152768892244811,0.22783206037898412,0.09620774367934452,0.1778242982110686,0.9166775903703706,0.9712216911633718,0.037045312500000004,0.05,0.05959152746312832,0.03661621621621621,0.0,0.0,0.2132487270456508,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.02761349100499172,0.0,0.0,0.01579490131578947,0.0,0.16202939689527915,0.0,0.056808971392360554,0.0,0.24751364805421214,0.18563523604065904,0.6300810837101434,0.0,0.05959152746312832,0.0,0.0,851.884517666487,19.500000000000057,0.07708333333333336,177.79264816684648,1.073115517117117,0.037045312500000004,0.08333333333333333,992.6318533333334,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,916.6775903703705,0.16666666666666666,35.52296276357291,51.66666666666668,46.10666666666668,0.0,51.18819843463091,0.13734750843096213,372.55796637322214,916.6775903703705,35.52296276357291,49.59481681254696,51.18819843463091,48.79812600150498,12.43753247303448,19.144695942854742,-0.05021815521481485,9.454523018850947,4.7,9.236100170605994,1161.871245428837,-1189.3028605018876,-543.4200027307635,0.0,0.0,585.2604615200577,1063.8435273445778,1.267,0.029126201242794632,0.0,0.0,0.3769234042251911,83.62151121955554,268.146268973056,0.2618443135135066,9.725750164673697,0.0035326024213008624,15.16455435387381,1.2226406770272136,0.23020910431366406,-1419.077769657396,51.9822609886618
2025-01-01 15:00:00,1.3006481914266161,0.24502827486059392,0.12170020810244345,1.3006481914266161,0.24502827486059392,0.12170020810244346,0.2653510573201,0.0,0.9112065091065162,0.07409062500000001,0.05,0.04846777567001104,0.07323243243243242,0.0,0.0,0.23044494152726058,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.018427384868421052,0.0,0.24692367245167895,0.0,0.0914806389859187,0.0,0.27131855279175515,0.2034889145938163,0.51246594808425,0.0,0.04846777567001104,0.0,0.0,1703.769035332974,19.500000000000057,0.15416666666666673,355.58529633369295,2.146231034234234,0.07409062500000001,0.16666666666666666,1985.2637066666668,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,0.0,0.0,35.550505220240005,51.66666666666668,46.10666666666668,0.0,51.280061226783076,0.1840352460286163,496.97057193216307,0.0,35.550505220240005,49.65833472895971,51.280061226783076,48.847471480048036,12.43753247303448,19.143340602577577,-0.08014610482209701,9.302870381183908,4.15,9.236100170605994,2116.613271988308,-1034.3403474492816,-576.041949674982,0.0,0.0,777.0985480913878,779.6447886725475,2.0,0.029699658712445526,0.0,0.0,0.3843445416346792,131.99922844444444,211.7876382389284,0.26252218214274414,9.734526504975198,0.003541177367573705,45.368407332994664,1.2226405995143848,0.2182459652264608,-1445.9530624181384,56.02741863516394
2025-01-01 16:00:00,2.0056369832234515,0.24807618987964328,0.06601470309802618,2.0056369832234515,0.24807618987964325,0.06601470309802618,0.2830975215500916,0.9166775903703706,0.7188165588029893,0.037045312500000004,0.05,0.02939848688180997,0.03661621621621621,0.0,0.0,0.2334928565463099,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385712255307821,0.028928419148086568,0.0,0.0,0.02316585526315789,0.0,0.2599316662869337,0.0,0.0966527487775719,0.0,0.27275258319763124,0.20456443739822336,0.31084000129700406,0.0,0.02939848688180997,0.0,0.0,851.884517666487,19.500000000000057,0.07708333333333336,177.79264816684648,1.073115517117117,0.037045312500000004,0.08333333333333333,992.6318533333334,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,916.6775903703705,0.16666666666666666,36.46859980584225,51.66666666666668,46.10666666666668,0.0,51.49398807635878,0.16253547500038876,442.507899964731,916.6775903703705,36.46859980584225,50.50309910425431,51.49398807635878,50.00765461820208,12.43753247303448,19.215171146970867,-0.04124928010036915,9.168001440616946,3.05,9.236100170605994,1068.8479717297248,-1698.9209794200287,-659.0391349794852,0.0,0.0,786.3587296793538,269.0851020489927,1.733,0.03129675905042359,0.0,0.0,0.40501268477019425,114.3773314471111,89.64385936336946,0.26215108035608525,9.779325745128661,0.003552309049595041,-1.246262138133837,1.2223316305200946,0.23882907124184705,-1934.767634983048,58.054007396173084
2025-01-01 17:00:00,1.3006353054267994,0.25249858417317805,0.09150716752112512,1.3006353054267994,0.25249858417317805,0.0915071675211251,0.3336883031999062,0.0,0.842856377226893,0.07409062500000001,0.05,0.018274735088692685,0.07323243243243242,0.0,0.0,0.23791525083984472,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04207770057903502,0.03155827543427625,0.22593647389989252,0.0,0.029483815789473684,0.0,0.3042044874104325,0.0,0.10647470320276355,0.0,0.2751426338740914,0.20635697540556847,0.19322486567111063,0.0,0.018274735088692685,0.0,0.0,1703.769035332974,19.500000000000057,0.15416666666666673,355.58529633369295,2.146231034234234,0.07409062500000001,0.16666666666666666,1985.2637066666668,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,0.0,0.0,35.114713766220305,51.66666666666668,46.10666666666668,0.0,51.25161354860056,0.09887779133280945,267.55751576121503,0.0,35.114713766220305,49.2823606843732,51.25161354860056,48.297734252259524,12.43753247303448,19.164082511874028,-0.06219747870426821,8.360781754730452,1.95,9.236100170605994,1987.2783417027779,-1703.8972744518535,-733.5580441374001,0.0,0.0,1000.9190324676435,18.369523954287125,1.517,0.03267125238636635,0.0,0.0,0.4228000612615432,100.1214147751111,16.148318039560618,0.26213824566492205,9.741433644880503,0.0035424086958545774,-20.287192421185587,1.2219779287396733,0.25517027862093095,-2124.1938501317636,64.71127934621717
2025-01-01 18:00:00,2.3845047390865157,0.271380384788255,0.12017784674225754,2.3845047390865157,0.27138038478825494,0.12017784674225752,0.4946808341616614,1.1000131084444444,0.6286748589804099,0.1111359375,0.05,0.010329198093608908,0.10984864864864864,0.0,0.0,0.2567970514549216,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04383093810316148,0.0328732035773711,0.0,0.0,0.03369578947368421,0.0,0.46098504468797724,0.0,0.1770647358640894,0.0,0.2985651305034008,0.2239238478775505,0.10921405450975818,0.0,0.010329198093608908,0.0,0.0,2555.6535529994608,19.500000000000057,0.23125000000000007,533.3779445005395,3.2193465513513506,0.1111359375,0.25,2977.89556,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,1100.0131084444445,0.2,35.434316129625266,51.66666666666668,46.10666666666668,0.0,51.26736142686669,0.3983224126162926,1078.568085133501,1100.0131084444445,35.434316129625266,49.53819411818021,51.26736142686669,48.67361046383698,12.43753247303448,19.147908276161743,-0.06802473122422986,8.454537644630172,1.15,9.236100170605994,2893.670094660386,-1319.4734063349727,-779.1869860070251,0.0,0.0,1125.2413079415196,0.0,2.0,0.033093380365808375,0.0,0.0,0.42826283732710896,131.99922844444444,-8.037780273569705,0.26216759229055603,9.72846852910207,0.0035410316129640463,-13.54671838195714,1.2214319641531322,0.202257882242759,-1912.117996562636,59.26664572712373
2025-01-01 19:00:00,2.3084027310054274,0.2684880231986964,0.09423534851498591,2.3084027310054274,0.2684880231986964,0.09423534851498593,0.5116204981843205,1.0083453494074075,0.6495281334136994,0.08890875000000001,0.05,0.006356429596067021,0.0878789189189189,0.0,0.0,0.2539046898653631,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04207770057903502,0.03155827543427625,0.0,0.0,0.03580177631578947,0.0,0.47581872186853097,0.0,0.24377989799746658,0.0,0.29646188590811584,0.2223464144310868,0.06720864892908196,0.0,0.006356429596067021,0.0,0.0,2044.5228423995686,19.500000000000057,0.18500000000000005,426.7023556004316,2.5754772410810807,0.08890875000000001,0.2,2382.3164479999996,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,1008.3453494074075,0.18333333333333332,36.456650765860644,51.66666666666668,46.10666666666668,0.0,51.60543954680697,0.2780639507441861,757.0164573680564,1008.3453494074075,36.456650765860644,50.539174908406395,51.60543954680697,50.00604258920612,12.43753247303448,19.25518570078077,-0.04172656712453193,8.541117971020647,-0.25000000000000006,9.236100170605994,2333.164163803108,-1545.2285869420896,-888.8632870067702,0.0,0.0,1205.1868790998144,0.0,2.0,0.034627229467426586,0.0,0.0,0.44811244353322927,131.99922844444444,-27.68227068950497,0.25994888570521624,9.76952342164113,0.0035345153252544456,-26.60673598694065,1.2209887531764265,0.175829455473089,-2028.5065802580102,56.57563771548902
2025-01-01 20:00:00,1.0241709805777741,0.24230481790255468,0.13499659317641186,1.0241709805777741,0.24230481790255468,0.13499659317641186,0.3157279007312521,0.0,0.5250799548465219,0.133363125,0.05,0.0031782147980335103,0.13181837837837834,0.0,0.0,0.22772148456922134,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04120108181697179,0.030900811362728833,0.0,0.0,0.036854769736842104,0.0,0.27887313099440997,0.0,0.18784698428968571,0.0,0.26242756427532343,0.19682067320649252,0.03360432446454098,0.0,0.0031782147980335103,0.0,0.0,3066.784263599353,19.500000000000057,0.2775000000000001,640.0535334006473,3.8632158616216206,0.133363125,0.3,3573.474672,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,0.0,0.0,34.513066064338524,51.66666666666668,46.10666666666668,0.0,51.32188089547037,0.05597392210506742,152.22821805050995,0.0,34.513066064338524,48.76608459781995,51.32188089547037,47.48818644899474,12.43753247303448,19.191228622426763,-0.06081366365604222,8.429115256609547,-0.55,9.236100170605994,2991.8230786885406,-1291.5542282109118,-905.8917145967857,0.0,0.0,870.2111259499603,0.0,1.233,0.0348668947062001,0.0,0.0,0.451213961541703,81.37752433600001,-39.28059626398701,0.260158359150817,9.728137568916601,0.003523194765870199,-55.44579687643334,1.2212642474499378,0.16815304129555725,-1988.1833313958493,56.57556978429035
2025-01-01 21:00:00,0.7972954808989905,0.22436728744020046,0.13420203947690348,0.7972954808989906,0.22436728744020046,0.13420203947690348,0.18630170884761055,0.0,0.42763064705138,0.133363125,0.05,0.002383661098525133,0.13181837837837834,0.0,0.0,0.20978395410686712,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040324463054908555,0.030243347291181406,0.0,0.0,0.034222286184210526,0.0,0.15207942266340002,0.0,0.122715464893818,0.0,0.23938747575424768,0.1795406068156857,0.02520324334840574,0.0,0.002383661098525133,0.0,0.0,3066.784263599353,19.500000000000057,0.2775000000000001,640.0535334006473,3.8632158616216206,0.133363125,0.3,3573.474672,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,0.0,0.0,34.218539024355465,51.66666666666668,46.10666666666668,0.0,51.09573007799302,0.0,0.0,0.0,34.218539024355465,48.49025185864549,51.09573007799302,47.187512748971734,12.43753247303448,19.17657223202332,-0.05217667967189901,8.477003521877156,-0.3,9.236100170605994,2797.312409240896,-1640.7831208011241,-890.1094325076737,0.0,0.0,672.0934040228985,0.0,1.517,0.03476784217272673,0.0,0.0,0.44993211850962717,100.1214147751111,-51.4558258736814,0.2593241380429535,9.705580908563237,0.0035087509217207272,-27.59185544324663,1.2213358523582398,0.20212537166102917,-2336.6245523383386,55.78789813656692
2025-01-01 22:00:00,0.9222938704647312,0.23086782500913028,0.1561717692066332,0.9222938704647312,0.23086782500913028,0.1561717692066332,0.24559908178923331,0.0,0.47110447617549783,0.15559031250000002,0.05,0.002383661098525133,0.15378810810810808,0.0,0.0,0.21628449167579694,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385712255307821,0.028928419148086568,0.0,0.0,0.029483815789473684,0.0,0.21611526599975964,0.0,0.15752191059269607,0.0,0.24980809670361387,0.18735607252771036,0.02520324334840574,0.0,0.002383661098525133,0.0,0.0,3577.914974199245,19.500000000000057,0.3237500000000001,746.7291223007553,4.507085171891891,0.15559031250000002,0.35,4169.053784,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,0.0,0.0,33.97738945616733,51.66666666666668,46.10666666666668,0.0,50.88646725925173,0.0,0.0,0.0,33.97738945616733,48.31804825181857,50.88646725925173,47.03383874810198,12.43753247303448,19.210262745445238,-0.05852554324030758,7.572464638878332,-1.95,9.236100170605994,3327.7093246638838,-2241.5810766212085,-1033.9755396586638,0.0,0.0,840.1347768444058,0.0,2.5170000000000003,0.03685048335933489,0.0,0.0,0.4768836663373802,166.12102899733333,-56.36488672110295,0.2587201346463297,9.719538126549606,0.0035077423998739654,16.02858567451107,1.2211962119349864,0.241842482360648,-3054.1353563621738,65.8251574402099
2025-01-01 23:00:00,0.8120938269179304,0.2256688643812668,0.17814149893636294,0.8120938269179304,0.2256688643812668,0.17814149893636294,0.17992842974514503,0.0,0.40434789717278535,0.17781750000000002,0.05,0.002383661098525133,0.1757578378378378,0.0,0.0,0.21108553104793346,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.024745345394736842,0.0,0.15518308435040817,0.0,0.09769727909380156,0.0,0.24550600548598564,0.18412950411448917,0.02520324334840574,0.0,0.002383661098525133,0.0,0.0,4089.0456847991372,19.500000000000057,0.3700000000000001,853.4047112008632,5.150954482162161,0.17781750000000002,0.4,4764.632895999999,11911.58224,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7735.905048888889,0.0,0.0,33.77655456338451,51.66666666666668,46.10666666666668,0.0,50.6787533375681,0.0,0.0,0.0,33.77655456338451,48.146964042076625,50.6787533375681,46.881069394330886,12.43753247303448,19.21043933088764,-0.05528847715567124,6.9467549218789575,-3.05,9.236100170605994,3684.1346125186833,-1983.3445498535882,-1120.585506645465,0.0,0.0,774.0083064050613,0.0,3.5170000000000003,0.03791367248859111,0.0,0.0,0.4906424419014819,232.12064321955555,-58.33387204004989,0.25944778782159567,9.730686831270202,0.003517710376531902,59.511016556670626,1.2211880909394373,0.21852654962805182,-2905.112127423196,68.36286636874456
