Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,Pool Heater Gas Power (therms/hour),Pool Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.40695536259311843,0.20378775030275334,0.002383661098525133,0.006782589376551974,0.003396462505045889,3.972768497541888e-05,0.06788864622796992,0.0,0.2890667163651485,0.0,0.05,0.002383661098525133,0.0,0.0,0.0,0.18920441696942,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.04682877780691729,0,On,0.011590917057516033,0,On,0.21720780547669755,0.16290585410752312,On,0.02520324334840574,0,On,0.002383661098525133,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,11911.58224,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,7735.905048888889,Off,0.0,0.0,34.38838529142073,51.666666666666686,46.10666666666668,0.0,50.66163392893779,0.0,0.0,0.0,34.38838529142073,48.19000735206764,50.66163392893779,46.95419406363257,12.43753247303448,18.725416151233937,-0.2745838487661203,7.4663474992972105,2.8,9.236100170605994,-276.68556248770295,-2273.9675807129324,-690.5656614031903,-0.0,-0.0,453.0347750728995,0.0,2.068,0.033273350691829295,0.0,0,0.43059184094065445,136.48720221155557,-39.154676157412055,0.2422555686144468,9.138258250056985,0.0031857336495163587,22.684114993534738,1.2234605155852052,0.3839417528597999,-2334.8558463692607,60.88826565632806
2025-01-01 00:01:00,0.40695536259311843,0.20378775030275334,0.002383661098525133,0.006782589376551974,0.003396462505045889,3.972768497541888e-05,0.06788864622796992,0.0,0.2890667163651485,0.0,0.05,0.002383661098525133,0.0,0.0,0.0,0.18920441696942,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.04682877780691729,0,On,0.011590917057516033,0,On,0.21720780547669755,0.16290585410752312,On,0.02520324334840574,0,On,0.002383661098525133,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,11911.58224,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,7735.905048888889,Off,0.0,0.0,34.477243171312196,51.666666666666686,46.10666666666668,0.0,50.65813685605512,0.0,0.0,0.0,34.477243171312196,48.18711167900374,50.65813685605512,46.951599090478055,12.43753247303448,18.646127838750353,0.0,7.460549716983038,2.8,9.236100170605994,-273.1821971974062,-2270.8154038404427,-685.2831720291738,-0.0,-0.0,453.0347750728995,0.0,2.068,0.03318404014565785,0.0,0,0.42943606937897577,136.48720221155557,-40.933800241131934,0.24418001222394656,9.125457174276876,0.00318584228809459,22.90837202214475,1.2273677377746959,0.38392217407737755,-2331.8359492120358,61.02054537159316
2025-01-01 00:02:00,0.40695536259311843,0.20378775030275334,0.002383661098525133,0.006782589376551974,0.003396462505045889,3.972768497541888e-05,0.06788864622796992,0.0,0.2890667163651485,0.0,0.05,0.002383661098525133,0.0,0.0,0.0,0.18920441696942,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.04682877780691729,0,On,0.011590917057516033,0,On,0.21720780547669755,0.16290585410752312,On,0.02520324334840574,0,On,0.002383661098525133,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,11911.58224,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,7735.905048888889,Off,0.0,0.0,34.563985159208315,51.666666666666686,46.10666666666668,0.0,50.65463184364217,0.0,0.0,0.0,34.563985159208315,48.18420852366444,50.65463184364217,46.94899686367558,12.43753247303448,18.56865056766038,0.0,7.455009438992702,2.8,9.236100170605994,-270.01001243595266,-2267.86667040747,-680.1370561875086,-0.0,-0.0,453.0347750728995,0.0,2.068,0.03309666667414185,0.0,0,0.42830536558247806,136.48720221155557,-42.907731321343505,0.2453758584349587,9.089789919867385,0.003185951651421934,23.127500619754205,1.2276936322316987,0.38390346393950275,-2328.950449398109,61.08377899063928
2025-01-01 00:03:00,0.40695536259311843,0.20378775030275334,0.002383661098525133,0.006782589376551974,0.003396462505045889,3.972768497541888e-05,0.06788864622796992,0.0,0.2890667163651485,0.0,0.05,0.002383661098525133,0.0,0.0,0.0,0.18920441696942,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.04682877780691729,0,On,0.011590917057516033,0,On,0.21720780547669755,0.16290585410752312,On,0.02520324334840574,0,On,0.002383661098525133,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,11911.58224,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,7735.905048888889,Off,0.0,0.0,34.6486933503228,51.666666666666686,46.10666666666668,0.0,50.651119083075066,0.0,0.0,0.0,34.6486933503228,48.18129806421837,50.651119083075066,46.94638755479003,12.43753247303448,18.492913958651872,0.0,7.449728776702787,2.8,9.236100170605994,-267.1339269202609,-2265.074229139056,-675.1215933306444,-0.0,-0.0,453.0347750728995,0.0,2.068,0.03301115755062908,0.0,0,0.427198788392474,136.48720221155557,-45.047108662516,0.24655146064874425,9.05501409711346,0.0031860620315488646,23.341660744705724,1.228012369690814,0.38388562970404544,-2326.200409550471,61.126180411414694
2025-01-01 00:04:00,0.40695536259311843,0.20378775030275334,0.002383661098525133,0.006782589376551974,0.003396462505045889,3.972768497541888e-05,0.06788864622796992,0.0,0.2890667163651485,0.0,0.05,0.002383661098525133,0.0,0.0,0.0,0.18920441696942,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.04682877780691729,0,On,0.011590917057516033,0,On,0.21720780547669755,0.16290585410752312,On,0.02520324334840574,0,On,0.002383661098525133,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,11911.58224,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,7735.905048888889,Off,0.0,0.0,34.73144636263473,51.666666666666686,46.10666666666668,0.0,50.64759875830541,0.0,0.0,0.0,34.73144636263473,48.17838047192133,50.64759875830541,46.9437713287293,12.43753247303448,18.41885061367887,-0.025593830765615166,7.4447052676148076,2.8,9.236100170605994,-262.566929036932,-2262.4178131084914,-670.231335965144,-0.0,-0.0,453.0347750728995,0.0,2.068,0.03292744294596696,0.0,0,0.4261154341469416,136.48720221155557,-45.37036814468744,0.24770747040151786,9.021094973032662,0.003186173404878163,23.551038131641935,1.2283242228188425,0.3838686631759977,-2323.5845119763453,61.16669886785381
2025-01-01 00:05:00,0.40695536259311843,0.20378775030275334,0.002383661098525133,0.006782589376551974,0.003396462505045889,3.972768497541888e-05,0.06788864622796992,0.0,0.2890667163651485,0.0,0.05,0.002383661098525133,0.0,0.0,0.0,0.18920441696942,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.04682877780691729,0,On,0.011590917057516033,0,On,0.21720780547669755,0.16290585410752312,On,0.02520324334840574,0,On,0.002383661098525133,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,11911.58224,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,7735.905048888889,Off,0.0,0.0,34.812262843385874,51.666666666666686,46.10666666666668,0.0,50.64407104617471,0.0,0.0,0.0,34.812262843385874,48.1754559114091,50.64407104617471,46.94114834402631,12.43753247303448,18.346444671206076,-0.09799977323840992,7.439932783189278,2.8,9.236100170605994,-256.2502012298665,-2259.8944256404006,-665.4642962635282,-0.0,-0.0,453.0347750728995,0.0,2.068,0.03284551093551783,0.0,0,0.42505514852863974,136.48720221155557,-43.820680039237665,0.24884376125435698,8.98740955089081,0.0031862857487094014,23.7556655314061,1.2286292478695717,0.38385254377040723,-2321.099532335196,61.20510669479511
2025-01-01 00:06:00,0.40695536259311843,0.20378775030275334,0.002383661098525133,0.006782589376551974,0.003396462505045889,3.972768497541888e-05,0.06788864622796992,0.0,0.2890667163651485,0.0,0.05,0.002383661098525133,0.0,0.0,0.0,0.18920441696942,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.04682877780691729,0,On,0.011590917057516033,0,On,0.21720780547669755,0.16290585410752312,On,0.02520324334840574,0,On,0.002383661098525133,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,11911.58224,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,7735.905048888889,Off,0.0,0.0,34.89115959411929,51.666666666666686,46.10666666666668,0.0,50.64053612183658,0.0,0.0,0.0,34.89115959411929,48.17252454574728,50.64053612183658,46.93851875770263,12.43753247303448,18.27568185439268,-0.16876259005180572,7.435402364624199,2.8,9.236100170605994,-249.5186394870869,-2257.502717970984,-660.8186211761845,-0.0,-0.0,453.0347750728995,0.0,2.068,0.03276535121142788,0.0,0,0.4240177981431956,136.48720221155557,-41.73479338380189,0.2499601916067347,8.955185321445011,0.0031863990405267524,23.95557136506334,1.2289274947707738,0.3838372413331682,-2318.740775430878,61.238057459893845
2025-01-01 00:07:00,0.40695536259311843,0.20378775030275334,0.002383661098525133,0.006782589376551974,0.003396462505045889,3.972768497541888e-05,0.06788864622796992,0.0,0.2890667163651485,0.0,0.05,0.002383661098525133,0.0,0.0,0.0,0.18920441696942,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.04682877780691729,0,On,0.011590917057516033,0,On,0.21720780547669755,0.16290585410752312,On,0.02520324334840574,0,On,0.002383661098525133,On,0,0,Off,Off,0.0,18.944444444444485,0.0,0.0,0.0,0.0,0,0.0,11911.58224,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,7735.905048888889,Off,0.0,0.0,34.968191296841916,51.666666666666686,46.10666666666668,0.0,50.636994158923684,0.0,0.0,0.0,34.968191296841916,48.169586536586664,50.636994158923684,46.93588272541816,12.43753247303448,18.206515327787947,-0.23792911665653804,7.4311032336453415,2.8,9.236100170605994,-242.9194573409572,-2255.2381753482196,-656.2903582449212,-0.0,-0.0,453.0347750728995,0.0,2.068,0.03268691635487384,0.0,0,0.42300276934160835,136.48720221155557,-39.66387416893548,0.2510571424861368,8.923168876697725,0.0031865132579778255,24.15088203531683,1.229219151150846,0.3838227195540154,-2316.5026018148765,61.264426466656865
2025-01-01 00:08:00,0.8514991125931185,0.20378775030275334,0.4417782556931196,0.014191651876551975,0.003396462505045889,0.007362970928218661,0.06788864622796992,0.0,0.2890667163651485,0.44454375,0.05,0.002383661098525133,0.4393945945945945,0.0,0.0,0.18920441696942,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.04682877780691729,0,On,0.011590917057516033,0,On,0.21720780547669755,0.16290585410752312,On,0.02520324334840574,0,On,0.002383661098525133,On,0,0,Off,On,10222.614211997843,18.944444444444485,0.9250000000000003,2133.511778002158,12.877386205405402,0.44454375,1,11911.58224,11911.58224,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,7735.905048888889,Off,0.0,0.0,35.04342573864332,51.666666666666686,46.10666666666668,0.0,50.63344532612282,0.0,0.0,0.0,35.04342573864332,48.166642040973585,50.63344532612282,46.93324039839897,12.43753247303448,18.13888698828924,-0.30555745615524543,7.427023628604855,2.8,9.236100170605994,9986.05268761634,-119.58246063413708,-651.8748721084816,-0.0,-0.0,453.0347750728995,0.0,2.068,0.03261014582852276,0.0,0,0.4220092787076875,136.48720221155557,-37.72142734592077,0.25213519260477546,8.891945973020555,0.0031866283793267705,24.34175855758841,1.229504452784206,0.383808938790412,-2314.378863160228,61.28462452393302
2025-01-01 00:09:00,0.8514991125931185,0.20378775030275334,0.4417782556931196,0.014191651876551975,0.003396462505045889,0.007362970928218661,0.06788864622796992,0.0,0.2890667163651485,0.44454375,0.05,0.002383661098525133,0.4393945945945945,0.0,0.0,0.18920441696942,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.02105986842105263,0.0,On,0.04682877780691729,0,On,0.011590917057516033,0,On,0.21720780547669755,0.16290585410752312,On,0.02520324334840574,0,On,0.002383661098525133,On,0,0,Off,On,10222.614211997843,18.944444444444485,0.9250000000000003,2133.511778002158,12.877386205405402,0.44454375,1,11911.58224,11911.58224,Off,0.0,19.944444444444485,0,0.0,0.05,0.0,0.0,0,0,0,7735.905048888889,Off,0.0,0.0,34.818444039309334,51.666666666666686,46.10666666666668,0.0,50.62988978599013,0.0,0.0,0.0,34.818444039309334,48.16369121024634,50.62988978599013,46.930591922374454,12.43753247303448,18.329278350098555,-0.1151660943459305,7.529564153358388,2.8,9.236100170605994,9964.3738850429,-174.69511744298097,-664.3361058472332,-0.0,-0.0,453.0347750728995,0.0,2.068,0.032826072936098454,0.0,0,0.4248036005546556,136.48720221155557,-46.93899618060878,0.24914761752506975,8.980230936367118,0.003186744383612839,23.759141593001363,1.2287012667948136,0.384155167162912,-2367.802374858889,59.59547941375004
