Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,4.800759468507945,0.1454548954837685,0.0,0.08001265780846574,0.0024242482580628085,0.0,0.028536168397182874,0.0,0.2923677360081973,4.479855564102564,0.0,0.0,0.1454548954837685,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.02543286064864486,0,On,0.05666840786050333,0,On,0.154297466496369,0.11572309987227672,On,0.04175946750266929,0,On,0,0,Off,On,4479.855564102564,21.111111111111143,1.0,0.0,4.3740863333333335,0.10576923076923075,1,4374.086333333334,4374.086333333334,Off,0.0,0.0,21.887213029446684,51.666666666666686,46.10666666666668,0.0,51.772175870474854,0.7181122462581883,1969.2650102273785,0.0,21.887213029446684,51.78945866209705,51.798100057908144,51.772175870474854,12.43753247303448,20.5745954917636,-0.03651561934754355,2.8,3206.1954973746692,-1718.6681073131958,-0.0,-0.0,466.3424569146317,0.0,3.0,0.07419500015849675,0.0,0,1.3806525367086044,197.99884266666666,-21.334416329330608,0.2070345175333028,9.829207962780325,0.0030532929053383603,-7.657861338478993,1.215855156699086
2025-01-01 00:01:00,4.800759468507945,0.1454548954837685,0.0,0.08001265780846574,0.0024242482580628085,0.0,0.028536168397182874,0.0,0.2923677360081973,4.479855564102564,0.0,0.0,0.1454548954837685,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.02543286064864486,0,On,0.05666840786050333,0,On,0.154297466496369,0.11572309987227672,On,0.04175946750266929,0,On,0,0,Off,On,4479.855564102564,21.111111111111143,1.0,0.0,4.3740863333333335,0.10576923076923075,1,4374.086333333334,4374.086333333334,Off,0.0,0.0,21.658086912166027,51.666666666666686,46.10666666666668,0.0,51.72745150797433,0.718929685265613,1969.2650102273785,0.0,21.658086912166027,51.51001712923905,51.72745150797433,51.401299939871414,12.43753247303448,20.627443455086553,0.0,2.8,3194.3341836518657,-1726.0907716842532,-0.0,-0.0,466.3424569146317,0.0,3.0,0.0742945422291288,0.0,0,1.3825048584558082,197.99884266666666,-25.77306568107697,0.2069602263003503,9.877016970152852,0.003053239839094986,-7.8661391854831475,1.2191875055836376
2025-01-01 00:02:00,4.800759468507945,0.1454548954837685,0.0,0.08001265780846574,0.0024242482580628085,0.0,0.028536168397182874,0.0,0.2923677360081973,4.479855564102564,0.0,0.0,0.1454548954837685,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.02543286064864486,0,On,0.05666840786050333,0,On,0.154297466496369,0.11572309987227672,On,0.04175946750266929,0,On,0,0,Off,On,4479.855564102564,21.111111111111143,1.0,0.0,4.3740863333333335,0.10576923076923075,1,4374.086333333334,4374.086333333334,Off,0.0,0.0,21.430385091309063,51.666666666666686,46.10666666666668,0.0,51.682724301807205,0.7197490395547406,1969.2650102273788,0.0,21.430385091309063,51.23060775231202,51.682724301807205,51.00454947756443,12.43753247303448,20.678300053221562,0.0,2.8,3182.870825340667,-1733.2457030123594,-0.0,-0.0,466.3424569146317,0.0,3.0,0.07439029114952593,0.0,0,1.3842865956288117,197.99884266666666,-30.08149266416936,0.20630888233954164,9.899755589602137,0.003053185478548929,-8.065664404738724,1.218976525267935
2025-01-01 00:03:00,4.800759468507945,0.1454548954837685,0.0,0.08001265780846574,0.0024242482580628085,0.0,0.028536168397182874,0.0,0.2923677360081973,4.479855564102564,0.0,0.0,0.1454548954837685,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.02543286064864486,0,On,0.05666840786050333,0,On,0.154297466496369,0.11572309987227672,On,0.04175946750266929,0,On,0,0,Off,On,4479.855564102564,21.111111111111143,1.0,0.0,4.3740863333333335,0.10576923076923075,1,4374.086333333334,4374.086333333334,Off,0.0,0.0,21.20403262323839,51.666666666666686,46.10666666666668,0.0,51.63799404577983,0.7205703196500017,1969.265010227379,0.0,21.20403262323839,50.95123033142788,51.63799404577983,50.60784847425192,12.43753247303448,20.727271505280836,0.0,2.8,3171.7364769422447,-1740.1464950256088,-0.0,-0.0,466.3424569146317,0.0,3.0,0.07448245164546988,0.0,0,1.386001557853187,197.99884266666666,-34.31504904934211,0.20568363034171636,9.921470887798732,0.0030531297294961136,-8.256869506129162,1.2187734370578887
2025-01-01 00:04:00,4.800759468507945,0.1454548954837685,0.0,0.08001265780846574,0.0024242482580628085,0.0,0.028536168397182874,0.0,0.2923677360081973,4.479855564102564,0.0,0.0,0.1454548954837685,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.02543286064864486,0,On,0.05666840786050333,0,On,0.154297466496369,0.11572309987227672,On,0.04175946750266929,0,On,0,0,Off,On,4479.855564102564,21.111111111111143,1.0,0.0,4.3740863333333335,0.10576923076923075,1,4374.086333333334,4374.086333333334,Off,0.0,0.0,20.97896062692962,51.666666666666686,46.10666666666668,0.0,51.59326054483855,0.7213935359368554,1969.2650102273792,0.0,20.97896062692962,50.67188467721628,51.59326054483855,50.211196743405154,12.43753247303448,20.774455432275943,0.0,2.8,3162.3341111101813,-1746.8056733556682,-0.0,-0.0,466.3424569146317,0.0,3.0,0.07457121176143382,0.0,0,1.3876532443415268,197.99884266666666,-37.058236551346425,0.20508298923512105,9.942921307000512,0.0030530726493431977,-8.440185788040877,1.2185778283329982
2025-01-01 00:05:00,4.800759468507945,0.1454548954837685,0.0,0.08001265780846574,0.0024242482580628085,0.0,0.028536168397182874,0.0,0.2923677360081973,4.479855564102564,0.0,0.0,0.1454548954837685,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.02543286064864486,0,On,0.05666840786050333,0,On,0.154297466496369,0.11572309987227672,On,0.04175946750266929,0,On,0,0,Off,On,4479.855564102564,21.111111111111143,1.0,0.0,4.3740863333333335,0.10576923076923075,1,4374.086333333334,4374.086333333334,Off,0.0,0.0,20.755068747135965,51.666666666666686,46.10666666666668,0.0,51.548523614168545,0.7222186986765706,1969.265010227379,0.0,20.755068747135965,50.39257060997373,51.548523614168545,49.81459410787633,12.43753247303448,20.819994157558835,0.0,2.8,3154.3930982753573,-1753.242216632581,-0.0,-0.0,466.3424569146317,0.0,3.0,0.07465684312997155,0.0,0,1.3892467097494503,197.99884266666666,-38.56270610925759,0.20450494164670305,9.963480890952187,0.0030530142925495785,-8.61622921386842,1.2183891020092978
2025-01-01 00:06:00,4.800759468507945,0.1454548954837685,0.0,0.08001265780846574,0.0024242482580628085,0.0,0.028536168397182874,0.0,0.2923677360081973,4.479855564102564,0.0,0.0,0.1454548954837685,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.02543286064864486,0,On,0.05666840786050333,0,On,0.154297466496369,0.11572309987227672,On,0.04175946750266929,0,On,0,0,Off,On,4479.855564102564,21.111111111111143,1.0,0.0,4.3740863333333335,0.10576923076923075,1,4374.086333333334,4374.086333333334,Off,0.0,0.0,20.532268544350245,51.666666666666686,46.10666666666668,0.0,51.503783083871745,0.7230458179179572,1969.265010227379,0.0,20.532268544350245,50.11328796408077,51.503783083871745,49.418040404185284,12.43753247303448,20.864013098867964,0.0,2.8,3147.1275523106397,-1759.472866563823,-0.0,-0.0,466.3424569146317,0.0,3.0,0.0747395850589168,0.0,0,1.3907864072202556,197.99884266666666,-39.59760214273313,0.20394771379577908,9.982508915239464,0.0030529547093356693,-8.78554300689896,1.218206732032363
2025-01-01 00:07:00,4.800759468507945,0.1454548954837685,0.0,0.08001265780846574,0.0024242482580628085,0.0,0.028536168397182874,0.0,0.2923677360081973,4.479855564102564,0.0,0.0,0.1454548954837685,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.02543286064864486,0,On,0.05666840786050333,0,On,0.154297466496369,0.11572309987227672,On,0.04175946750266929,0,On,0,0,Off,On,4479.855564102564,21.111111111111143,1.0,0.0,4.3740863333333335,0.10576923076923075,1,4374.086333333334,4374.086333333334,Off,0.0,0.0,20.310495854783312,51.666666666666686,46.10666666666668,0.0,51.45903879719572,0.7238749035275199,1969.2650102273788,0.0,20.310495854783312,49.83403658632966,51.45903879719572,49.021535480896645,12.43753247303448,20.90660321490769,0.0,2.8,3140.209633990422,-1765.5096114905505,-0.0,-0.0,466.3424569146317,0.0,3.0,0.0748196116481862,0.0,0,1.3922755764802177,197.99884266666666,-40.47877553622331,0.2034099897484973,10.001469501915485,0.003052893946182695,-8.948524876909373,1.2180303359199716
2025-01-01 00:08:00,4.800759468507945,0.1454548954837685,0.0,0.08001265780846574,0.0024242482580628085,0.0,0.028536168397182874,0.0,0.2923677360081973,4.479855564102564,0.0,0.0,0.1454548954837685,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.02543286064864486,0,On,0.05666840786050333,0,On,0.154297466496369,0.11572309987227672,On,0.04175946750266929,0,On,0,0,Off,On,4479.855564102564,21.111111111111143,1.0,0.0,4.3740863333333335,0.10576923076923075,1,4374.086333333334,4374.086333333334,Off,0.0,0.0,20.08969812282794,51.666666666666686,46.10666666666668,0.0,51.414290606925356,0.7247059652541961,1969.265010227379,0.0,20.08969812282794,49.554816332517554,51.414290606925356,48.62507919531366,12.43753247303448,20.947838989657726,0.0,2.8,3133.5125690592185,-1771.3621999345723,-0.0,-0.0,466.3424569146317,0.0,3.0,0.07489706570746743,0.0,0,1.3937168749935485,197.99884266666666,-41.32325202340437,0.20289067906878416,10.02040684021585,0.0030528320468407298,-9.105502495083924,1.2178596000353303
2025-01-01 00:09:00,4.800759468507945,0.1454548954837685,0.0,0.08001265780846574,0.0024242482580628085,0.0,0.028536168397182874,0.0,0.2923677360081973,4.479855564102564,0.0,0.0,0.1454548954837685,0.0,1,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.003103307748538012,0.0,On,0.02543286064864486,0,On,0.05666840786050333,0,On,0.154297466496369,0.11572309987227672,On,0.04175946750266929,0,On,0,0,Off,On,4479.855564102564,21.111111111111143,1.0,0.0,4.3740863333333335,0.10576923076923075,1,4374.086333333334,4374.086333333334,Off,0.0,0.0,19.869828762198267,51.666666666666686,46.10666666666668,0.0,51.369538373657456,0.7255390127599033,1969.2650102273788,0.0,19.869828762198267,49.275627065817304,51.369538373657456,48.22867141189723,12.43753247303448,20.98778643847125,0.0,2.8,3127.04113660491,-1777.039258358631,-0.0,-0.0,466.3424569146317,0.0,3.0,0.07497207385938023,0.0,0,1.3951126590085225,197.99884266666666,-42.117626053654334,0.20238881310134757,10.037936378870558,0.00305276905281245,-9.256767104843673,1.2176942463134712
