Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,4.57889439559781,0.1403367074084579,0.0,4.57889439559781,0.1403367074084579,0.0,0.020990154798134396,0.9332947223703704,0.2647178453523816,3.3598916730769233,0.0,0.0,0.1403367074084579,0.0,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.003103307748538012,0.0,0.017886847049596383,0.0,0.03584276797176836,0.0,0.1474732157292882,0.11060491179696612,0.04175946750266928,0.0,0.0,0.0,3359.891673076923,21.111111111111143,0.75,0.0,3.2805647500000004,0.07932692307692307,0.75,3280.56475,4374.086333333334,933.2947223703704,0.26666666666666666,21.108540502306322,51.66666666666668,46.10666666666668,0.0,51.62216460554089,0.32732165819716014,885.1217732139017,933.2947223703704,21.108540502306322,50.851967013255255,51.62444534616748,50.46458747648587,12.43753247303448,20.903793600951133,-0.025173896083938097,2.8,1987.091630507283,-1765.2853654348282,0.0,0.0,431.62425021346314,0.0,3.0,0.07481371486784115,0.0,0.0,1.3921658466503852,197.99884266666666,-39.13892734827497,0.20337747055341204,9.998373097705382,0.0030515175803211506,-8.751100871217272,1.2179848766359191
2025-01-01 01:00:00,3.789763572143937,0.12649432100339267,0.0,3.789763572143937,0.12649432100339267,0.0,0.009759790601343767,0.0,0.19611933026054126,3.5838844512820516,0.0,0.0,0.12649432100339267,0.0,1.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.0028705596673976605,0.0,0.006889230933946108,0.0,0.005631423031137519,0.0,0.13000776037625095,0.09750582028218818,0.021828812558213492,0.0,0.0,0.0,3583.8844512820515,21.111111111111143,0.8,0.0,3.4992690666666664,0.0846153846153846,0.8,3499.269066666667,4374.086333333334,0.0,0.0,21.904145164899315,51.66666666666668,46.10666666666668,0.0,51.915789357771665,0.0,0.0,0.0,21.904145164899315,51.9263805936418,51.93167621157688,51.915789357771665,12.43753247303448,20.822389442525353,-0.0493969477137045,2.5,2241.714565381041,-1677.9631393480227,0.0,0.0,372.9486077440007,0.0,3.0,0.07026543765612488,0.0,0.0,1.3075295442500157,197.99884266666666,-37.15535429698807,0.20427034210402245,9.959931327512667,0.003049339657917339,4.627655588744557,1.2183831819250943
2025-01-01 02:00:00,3.262326381250739,0.12575102611310537,0.0,3.262326381250739,0.12575102611310537,0.0,0.009759790601343767,0.0,0.19133195517930948,3.0612346354700857,0.0,0.0,0.12575102611310537,0.0,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0028705596673976605,0.0,0.006889230933946108,0.0,0.005631423031137519,0.0,0.13000776037625095,0.09750582028218818,0.018032497330698102,0.0,0.0,0.0,3061.2346354700853,21.111111111111143,0.6833333333333333,0.0,2.988958994444445,0.07227564102564102,0.6833333333333333,2988.9589944444447,4374.086333333334,0.0,0.0,21.794138954167508,51.66666666666668,46.10666666666668,0.0,51.72129858525196,0.0,0.0,0.0,21.794138954167508,51.74259660265389,51.75324561135486,51.72129858525196,12.43753247303448,20.79449699269266,-0.05769910431858249,1.6500000000000001,1731.8646667730063,-1667.9625570563035,0.0,0.0,371.9575478902842,0.0,3.0,0.06654324863232301,0.0,0.0,1.2382654468466483,197.99884266666666,-33.36495953105985,0.20505947277708916,9.954569612613026,0.003055871508434268,25.209233692961583,1.2184940531389448
2025-01-01 03:00:00,3.3320481001837896,0.12500773122281805,0.0,3.3320481001837896,0.12500773122281805,0.0,0.009604625213916869,0.0,0.1865445800980777,3.135898894871795,0.0,0.0,0.12500773122281805,0.0,1.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.0027153942799707604,0.0,0.006889230933946108,0.0,0.005631423031137519,0.0,0.13000776037625095,0.09750582028218818,0.01423618210318271,0.0,0.0,0.0,3135.898894871795,21.111111111111143,0.7,0.0,3.0618604333333335,0.07403846153846153,0.7,3061.8604333333337,4374.086333333334,0.0,0.0,21.632390536105557,51.66666666666668,46.10666666666668,0.0,51.52805941271515,0.0,0.0,0.0,21.632390536105557,51.55989974046758,51.57581990434379,51.52805941271515,12.43753247303448,20.841169972999854,-0.04604268851602171,1.6500000000000001,1743.1671192428855,-1730.9099606523762,0.0,0.0,370.811322649141,0.0,3.0,0.06894971044841958,0.0,0.0,1.28304592536661,197.99884266666666,-32.633137625674365,0.205055989896748,9.985218009559771,0.003064654806348481,-6.34852229863078,1.218294174705089
2025-01-01 04:00:00,3.406670378538662,0.12426443633253077,0.0,3.4066703785386614,0.12426443633253079,0.0,0.009604625213916869,0.0,0.18650259905124014,3.2105631542735042,0.0,0.0,0.12426443633253077,0.0,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0027153942799707604,0.0,0.006889230933946108,0.0,0.005631423031137519,0.0,0.13000776037625095,0.09750582028218818,0.01518526091006156,0.0,0.0,0.0,3210.5631542735046,21.111111111111143,0.7166666666666667,0.0,3.134761872222222,0.07580128205128205,0.7166666666666667,3134.761872222223,4374.086333333334,0.0,0.0,21.441344939063537,51.66666666666668,46.10666666666668,0.0,51.33614016466323,0.0,0.0,0.0,21.441344939063537,51.37835601615175,51.399463941896,51.33614016466323,12.43753247303448,20.93060273357636,-0.025727925044230146,0.55,1649.1569692239823,-1899.0747965120731,0.0,0.0,369.8202627954246,0.0,3.0,0.0708946099996082,0.0,0.0,1.31923745435449,197.99884266666666,-32.15165133287344,0.2033474846219252,10.013399867811406,0.0030574295548927563,24.55816545911618,1.2173573548179808
2025-01-01 05:00:00,3.9409995044298314,0.12825488805226445,0.0,3.9409995044298314,0.12825488805226445,0.0,0.012276578763287693,0.0,0.19550995558107323,3.73321297008547,0.0,0.0,0.12825488805226445,0.0,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.003025725054824562,0.0,0.00925085370846313,0.0,0.007420019654234654,0.0,0.13532836266922918,0.10149627200192186,0.01708341852381926,0.0,0.0,0.0,3733.2129700854703,21.111111111111143,0.8333333333333334,0.0,3.6450719444444446,0.08814102564102562,0.8333333333333334,3645.071944444445,4374.086333333334,0.0,0.0,21.424239668046063,51.66666666666668,46.10666666666668,0.0,51.14537046978676,0.0,0.0,0.0,21.424239668046063,51.197806031791394,51.2240238127937,51.14537046978676,12.43753247303448,20.77404022341209,-0.06401619880233984,-0.25000000000000006,2131.983571448804,-1952.4430438440052,0.0,0.0,379.2289731003623,0.0,3.0,0.07053501505187688,0.0,0.0,1.3125459566024549,197.99884266666666,-28.015327893023287,0.20685862722841364,9.966292689869379,0.0030820030410650544,32.14775149130404,1.2173765471468216
2025-01-01 06:00:00,4.1561987034853365,0.1439683057031939,0.0,4.156198703485337,0.1439683057031939,0.0,0.029195851653474107,0.758301961925926,0.2328019950341418,3.135898894871795,0.0,0.0,0.1439683057031939,0.0,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.003413638523391813,0.0,0.025782213130082294,0.0,0.01616820511769986,0.0,0.15429746649636897,0.1157230998722767,0.024676048978850038,0.0,0.0,0.0,3135.898894871795,21.111111111111143,0.7,0.0,3.0618604333333335,0.07403846153846153,0.7,3061.8604333333337,4374.086333333334,758.301961925926,0.21666666666666667,20.318154258022982,51.66666666666668,46.10666666666668,0.0,51.114920799948216,0.3672512897909338,985.6799865021084,758.301961925926,20.318154258022982,49.682766248483865,51.116360357580184,48.96524941511973,12.43753247303448,20.857689203070212,-0.05709516606187416,0.3,1623.7034606806772,-1905.778350885961,0.0,0.0,424.5198177206867,0.0,3.0,0.07054114288626441,0.0,0.0,1.3126599859854806,197.99884266666666,-30.93690102584333,0.20562602514568276,10.000607628164287,0.0030792753844715768,-12.681707737290875,1.2170324380338884
2025-01-01 07:00:00,4.993026376027499,0.15452016080359826,0.0,4.993026376027499,0.15452016080359826,0.0,0.04740891459223003,0.8749638022222223,0.26277642972586723,3.80787722948718,0.0,0.0,0.15452016080359826,0.0,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0031808904422514625,0.0,0.04422802414997857,0.0,0.02542994802740087,0.0,0.1663844869228087,0.12478836519210648,0.03131960062700197,0.0,0.0,0.0,3807.8772294871796,21.111111111111143,0.85,0.0,3.7179733833333333,0.08990384615384614,0.85,3717.9733833333335,4374.086333333334,874.9638022222223,0.25,20.38299032596597,51.66666666666668,46.10666666666668,0.0,51.375962626651486,0.3662935026285197,993.3615166838464,874.9638022222223,20.38299032596597,49.72094093903838,51.37626707991125,48.893125641972055,12.43753247303448,20.817798971188843,-0.04517071332314752,-0.55,2209.1140049072405,-2033.774036283258,0.0,0.0,465.21767227316536,1.7140423495075974,3.0,0.07219604429074059,0.0,0.0,1.3434551044868857,197.99884266666666,-30.20686056984665,0.20616489979227545,9.983648199594628,0.0030799625632194024,24.992865893156807,1.2171966713135476
2025-01-01 08:00:00,4.516278848403955,0.15634781757424795,0.0,4.516278848403955,0.15634781757424795,0.0,0.047681145099407816,0.4666473611851852,0.26873737203389186,3.73321297008547,0.0,0.0,0.15634781757424795,0.0,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0024050635051169594,0.0,0.045276081594290855,0.0,0.02895401464122592,0.0,0.1678303027632919,0.12587272707246888,0.03131960062700197,0.0,0.0,0.0,3733.2129700854703,21.111111111111143,0.8333333333333334,0.0,3.6450719444444446,0.08814102564102562,0.8333333333333334,3645.071944444445,4374.086333333334,466.6473611851852,0.13333333333333333,20.91376416349737,51.66666666666668,46.10666666666668,0.0,51.48802184151662,0.09484786748505163,258.3787424766419,466.6473611851852,20.91376416349737,50.60139138034579,51.48916085363655,50.15693713764045,12.43753247303448,20.944334730189652,-0.030698921544752976,-1.4,1919.9569903991096,-2207.7902653059346,0.0,0.0,405.416023371534,122.62248081782415,2.0010000000000003,0.07472929189774381,0.0,0.0,1.3905948676413906,132.0652280586667,-10.881737751960406,0.20544237186476877,10.057054933896191,0.0030917569557745816,36.78506147702161,1.2172356993999145
2025-01-01 09:00:00,4.500408401200488,0.15747555392982487,0.0,4.500408401200488,0.15747555392982487,0.0,0.04910215233688923,0.8166328820740741,0.27478169371260186,3.3598916730769233,0.0,0.0,0.15747555392982487,0.0,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0019395673428362575,0.0,0.04716258499405298,0.0,0.03444376665271218,0.0,0.16933395123739445,0.1270004634280458,0.03037052182012312,0.0,0.0,0.0,3359.891673076923,21.111111111111143,0.75,0.0,3.2805647500000004,0.07932692307692307,0.75,3280.56475,4374.086333333334,816.6328820740741,0.23333333333333334,20.356685962157016,51.66666666666668,46.10666666666668,0.0,51.29920016012808,0.33921005546403177,916.5462148664664,816.6328820740741,20.356685962157016,49.63923217005124,51.29944826490805,48.80900007023285,12.43753247303448,20.774870898275683,-0.05163577702170254,-0.85,1715.1151748583636,-2092.3952506050514,0.0,0.0,413.7251757014171,352.49928079546163,2.0010000000000003,0.07327449202309375,0.0,0.0,1.3635233246391907,132.0652280586667,33.89357668507534,0.2096881047457397,10.018465396158001,0.003121550963329591,107.69212437211321,1.2185268847313637
2025-01-01 10:00:00,3.7228393716689934,0.14567176785984098,0.0,3.7228393716689934,0.14567176785984098,0.0,0.034002412941366314,0.5249782813333334,0.2519525607276266,2.9119061166666667,0.0,0.0,0.14567176785984098,0.0,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.001861984649122807,0.0,0.032140428292243506,0.0,0.02640393628750327,0.0,0.15458662966446565,0.1159399722483492,0.03131960062700197,0.0,0.0,0.0,2911.9061166666665,21.111111111111143,0.65,0.0,2.843156116666667,0.06874999999999999,0.65,2843.1561166666665,4374.086333333334,524.9782813333334,0.15,21.033977895436045,51.66666666666668,46.10666666666668,0.0,51.44370868163894,0.09677584307200851,262.21950756751096,524.9782813333334,21.033977895436045,50.634880939848024,51.445414301540126,50.22876144905138,12.43753247303448,20.808533505806174,-0.058152188323518136,0.85,1489.3118586218436,-1814.999031108357,0.0,0.0,326.280826936145,517.9334105350765,1.2495000000000003,0.06926536367648542,0.0,0.0,1.2889197366627674,82.46651797066667,66.12394612738905,0.21252039963367303,10.087111718038114,0.003170278950168138,97.73297404416967,1.2183518737229473
2025-01-01 11:00:00,3.7032280248790945,0.14198493746660878,0.0,3.703228024879094,0.14198493746660878,0.0,0.0281332912532175,0.8166328820740741,0.24521277249197368,2.613249079059829,0.0,0.0,0.14198493746660878,0.0,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.001861984649122807,0.0,0.026271306604094692,0.0,0.02457992190949332,0.0,0.1496708558068227,0.112253141855117,0.03131960062700197,0.0,0.0,0.0,2613.249079059829,21.111111111111143,0.5833333333333334,0.0,2.5515503611111114,0.06169871794871794,0.5833333333333334,2551.550361111111,4374.086333333334,816.6328820740741,0.23333333333333334,20.81948798314311,51.66666666666668,46.10666666666668,0.0,51.306495388123494,0.243964775919386,654.6758677617617,816.6328820740741,20.81948798314311,50.37117727088601,51.30819606372479,49.901817536665966,12.43753247303448,20.84615293982192,-0.050625112460337185,1.95,1357.828643206089,-1638.8916440637247,0.0,0.0,297.48311781971165,585.378570342576,0.9990000000000001,0.06645303551021292,0.0,0.0,1.2365867221937796,65.933614608,85.9880903902729,0.21411763816177137,10.136142448379896,0.0032032138804118015,63.24598431371104,1.2176001896253148
