Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.17729967882619585,0.08639686317799426,0.0,0.002954994647103264,0.0014399477196332378,0.0,0.052072113069671994,0.006998,0.11822956575652385,0.0,0.0,0.0,0.0,0,0.08639686317799426,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.01879599780701754,0.0,On,0.033276115262654456,0,On,0.003033748185864803,0,On,0.07753554312943613,0.05815165734707708,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11397.24244,Off,0.0,0.0,4.213341557128084e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,4.213341557128084e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,9.533154509357015,0.0,-2.8032553802640927,-1.5859580901840655,2.8,9.236100170605994,-98.81116324700878,92.91057727467798,587.0015199582051,-356.9715638652748,-0.0,-0.0,296.8734192515798,0.0,2.0,0.04068154042915994,0.0,0,0.7338192609394397,131.99922844444444,-38.71301863331379,0.40948143922416136,4.323819708884154,0.002965301962475344,25.222903529537618,1.2634128038575503,0,0,92.91057727467798,0.12276914345885405,701.7321192621716,-114.73059930396653
2025-01-01 00:01:00,0.17729967882619585,0.08639686317799426,0.0,0.002954994647103264,0.0014399477196332378,0.0,0.052072113069671994,0.006998,0.11822956575652385,0.0,0.0,0.0,0.0,0,0.08639686317799426,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.01879599780701754,0.0,On,0.033276115262654456,0,On,0.003033748185864803,0,On,0.07753554312943613,0.05815165734707708,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11397.24244,Off,0.0,0.0,4.218939200958024e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,4.218939200958024e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,9.477229997577423,-0.02277000242263405,-2.6335860417255343,-1.5137104849449161,2.8,9.236100170605994,-97.79925648628904,90.74562625502054,573.6044325039276,-353.2586684934634,-0.0,-0.0,296.8734192515798,0.0,2.0,0.040595588345013554,0.0,0,0.7322688453406416,131.99922844444444,-41.414007244405425,0.4122478987128758,4.3133838098895945,0.002965465013846202,25.36848301717643,1.2673539981387612,0,0,90.74562625502054,0.12251225902141524,688.7287207306346,-115.12428822670702
2025-01-01 00:02:00,0.17729967882619585,0.08639686317799426,0.0,0.002954994647103264,0.0014399477196332378,0.0,0.052072113069671994,0.006998,0.11822956575652385,0.0,0.0,0.0,0.0,0,0.08639686317799426,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.01879599780701754,0.0,On,0.033276115262654456,0,On,0.003033748185864803,0,On,0.07753554312943613,0.05815165734707708,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11397.24244,Off,0.0,0.0,4.22443777144584e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,4.22443777144584e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,9.422541300495288,-0.0774586995047688,-2.468128928640931,-1.4445410197535293,2.8,9.236100170605994,-96.99266509916248,88.7673996629788,561.063781375122,-349.6402206157352,-0.0,-0.0,296.8734192515798,0.0,2.0,0.04051156850452951,0.0,0,0.7307532838206542,131.99922844444444,-44.225863735007096,0.4137905467936528,4.284406476348273,0.0029656284963228566,25.510348344713663,1.267599155072799,0,0,88.7673996629788,0.12226581353636158,676.3218662124019,-115.25808483727997
2025-01-01 00:03:00,0.17729967882619585,0.08639686317799426,0.0,0.002954994647103264,0.0014399477196332378,0.0,0.052072113069671994,0.006998,0.11822956575652385,0.0,0.0,0.0,0.0,0,0.08639686317799426,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.01879599780701754,0.0,On,0.033276115262654456,0,On,0.003033748185864803,0,On,0.07753554312943613,0.05815165734707708,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11397.24244,Off,0.0,0.0,4.229787731920472e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,4.229787731920472e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,9.369039469203882,-0.13096053079617498,-2.306680320924304,-1.378063104935133,2.8,9.236100170605994,-96.37440242309833,86.79597965945389,549.3767894953694,-346.1121713971965,-0.0,-0.0,296.8734192515798,0.0,2.0,0.04042940489959706,0.0,0,0.7292712053346478,131.99922844444444,-47.13565027748159,0.41530656373997005,4.256093797501933,0.0029657928612295188,25.64858630163583,1.267839080015917,0,0,86.79597965945389,0.12202848879856439,664.4371093328333,-115.06031983746396
2025-01-01 00:04:00,0.17729967882619585,0.08639686317799426,0.0,0.002954994647103264,0.0014399477196332378,0.0,0.052072113069671994,0.006998,0.11822956575652385,0.0,0.0,0.0,0.0,0,0.08639686317799426,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.01879599780701754,0.0,On,0.033276115262654456,0,On,0.003033748185864803,0,On,0.07753554312943613,0.05815165734707708,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11397.24244,Off,0.0,0.0,4.23498908238192e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,4.23498908238192e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,9.316676568660434,-0.18332343133962326,-2.1490756279224117,-1.313936447944409,2.8,9.236100170605994,-93.64531225736363,84.86035901736307,538.3864676930718,-342.67059853138926,-0.0,-0.0,296.8734192515798,0.0,2.0,0.04034902309329231,0.0,0,0.7278212671790797,131.99922844444444,-47.848132977554144,0.4167969153738077,4.2284187726646,0.0029659580855398784,25.783342077859103,1.2680739821825515,0,0,84.86035901736307,0.12179911982030422,653.0093207550849,-114.62285306201304
2025-01-01 00:05:00,0.17729967882619585,0.08639686317799426,0.0,0.002954994647103264,0.0014399477196332378,0.0,0.052072113069671994,0.006998,0.11822956575652385,0.0,0.0,0.0,0.0,0,0.08639686317799426,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.01879599780701754,0.0,On,0.033276115262654456,0,On,0.003033748185864803,0,On,0.07753554312943613,0.05815165734707708,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11397.24244,Off,0.0,0.0,4.2401408961723064e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,4.2401408961723064e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,9.265485073277336,-0.23451492672272067,-1.995172239741097,-1.2518755732281324,2.8,9.236100170605994,-89.77323510351258,82.96640755360394,527.98592049292,-339.31689601908465,-0.0,-0.0,296.8734192515798,0.0,2.0,0.04027047202998153,0.0,0,0.7264043522192075,131.99922844444444,-47.32975833600771,0.4182603275758831,4.201400699813306,0.0029661241471590533,25.914521344337402,1.2683037101140027,0,0,82.96640755360394,0.12157672771066014,641.9839968933616,-113.99807640044166
2025-01-01 00:06:00,0.17729967882619585,0.08639686317799426,0.0,0.002954994647103264,0.0014399477196332378,0.0,0.052072113069671994,0.006998,0.11822956575652385,0.0,0.0,0.0,0.0,0,0.08639686317799426,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.01879599780701754,0.0,On,0.033276115262654456,0,On,0.003033748185864803,0,On,0.07753554312943613,0.05815165734707708,On,Off,0.0,10.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11397.24244,Off,0.0,0.0,4.2451440999495084e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,4.2451440999495084e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,9.215461899074667,-0.2845381009253902,-1.8448437541909872,-1.1916390395079521,2.8,9.236100170605994,-85.65738506357428,81.11835835608265,518.0984399557524,-336.05012799450685,-0.0,-0.0,296.8734192515798,0.0,2.0,0.04019374594847918,0.0,0,0.7250203565339685,131.99922844444444,-46.48067632064721,0.41969652322105905,4.175038404483684,0.002966291023426883,26.042135910792993,1.268528272009106,0,0,81.11835835608265,0.12136048330025632,631.3151489629223,-113.21670900716994
2025-01-01 00:07:00,0.7444309288261958,0.08639686317799426,0.4861125,0.012407182147103263,0.0014399477196332378,0.008101875,0.052072113069671994,0.006998,0.11822956575652385,0.56713125,0.0,0.4861125,0.0,0,0.08639686317799426,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.01879599780701754,0.0,On,0.033276115262654456,0,On,0.003033748185864803,0,On,0.07753554312943613,0.05815165734707708,On,On,9188.538620766622,10.000000000000057,0.8,2775.835069233379,14.24655305,0.56713125,1,11397.24244,11397.24244,Off,0.0,0.0,4.249998693713527e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,4.249998693713527e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,9.166573234964195,-0.33342676503586155,-1.6979756422917032,-1.1330218148590097,2.8,9.236100170605994,9106.889021854708,2855.1533721082556,508.65647910125745,-332.86738004040245,-0.0,-0.0,296.8734192515798,0.0,2.0,0.04011879190623914,0.0,0,0.7236683251383829,131.99922844444444,-45.65563812309075,0.4211061047251237,4.149312993904498,0.002966458691780439,26.166289172709625,1.2687478143001731,0,0,79.31830287487682,0.12114968152480175,620.9638013243548,-112.30732222309734
2025-01-01 00:08:00,0.7444309288261958,0.08639686317799426,0.4861125,0.012407182147103263,0.0014399477196332378,0.008101875,0.052072113069671994,0.006998,0.11822956575652385,0.56713125,0.0,0.4861125,0.0,0,0.08639686317799426,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.01879599780701754,0.0,On,0.033276115262654456,0,On,0.003033748185864803,0,On,0.07753554312943613,0.05815165734707708,On,On,9188.538620766622,10.000000000000057,0.8,2775.835069233379,14.24655305,0.56713125,1,11397.24244,11397.24244,Off,0.0,0.0,4.2227039879586904e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,4.2227039879586904e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,9.439908902840457,-0.06009109715959937,-1.4572457600403388,-1.0758504424428719,2.8,9.236100170605994,9081.359157219737,2852.190972986187,499.60246846317705,-350.7880095778128,-0.0,-0.0,296.8734192515798,0.0,2.0,0.04053824724962438,0.0,0,0.7312345187198684,131.99922844444444,-53.264873220652554,0.4134456644664311,4.29535699237497,0.002966627130324588,25.32990655113396,1.2675204866003689,0,0,76.35590375280808,0.12094372544607823,610.8970171586981,-111.29454869552106
2025-01-01 00:09:00,0.7444309288261958,0.08639686317799426,0.4861125,0.012407182147103263,0.0014399477196332378,0.008101875,0.052072113069671994,0.006998,0.11822956575652385,0.56713125,0.0,0.4861125,0.0,0,0.08639686317799426,0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.01879599780701754,0.0,On,0.033276115262654456,0,On,0.003033748185864803,0,On,0.07753554312943613,0.05815165734707708,On,On,9188.538620766622,10.000000000000057,0.8,2775.835069233379,14.24655305,0.56713125,1,11397.24244,11397.24244,Off,0.0,0.0,4.1962514056118984e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,4.1962514056118984e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,9.70437099560414,0.0,-1.222134136641676,-1.0199784978561617,2.8,9.236100170605994,9056.86303058879,2849.380741621806,490.88709142640806,-368.41849297248643,-0.0,-0.0,296.8734192515798,0.0,2.0,0.04094488449713605,0.0,0,0.7385694977125905,131.99922844444444,-60.130516456924695,0.4061821226020633,4.4365166119945005,0.0029667903427616485,24.51866429396148,1.2663352605001519,0,0,73.54567238842705,0.12074211104693244,601.0869995034028,-110.19990807699476
