Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.50939339043058,0.31321731096982997,0.0,0.50939339043058,0.3132173109698299,0.0,0.012319966158392488,0.0,0.3150454475045723,0.13202797676761518,0.05,0.0,0.0,0.21335232949912872,0.08528164813736788,0.01458333333333334,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.0028521290204678363,0.0,0.009467837137924652,0.0,0.03057567483906729,0.0,0.24284525880941654,0.18213394410706232,276.84491576338957,18.33333333333337,0.33896047242515515,0.0,0.11496110176761518,0.017066875,0.15,259.7780407633896,1730.062126591091,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2286.540808888889,0.0,0.0,36.09258298159976,51.66666666666668,46.10666666666668,0.0,50.698292942537066,0.21871360323170996,584.8180547689797,0.0,36.09258298159976,48.99916512850678,50.698292942537066,48.14960122149164,12.43753247303448,18.017543225531124,-0.04222895443521721,2.8,163.99388168541296,-626.9344983452108,0.0,0.0,508.3650882129723,0.0,3.0,0.03160815341926876,0.0,0.0,0.8062666639765977,197.99884266666666,5.718376054261979,0.2840181568329838,9.264194670078309,0.0035639223826329303,37.36534536728561,1.2296786549586307
2025-01-01 01:00:00,0.5720055207685492,0.36839401193979626,0.0,0.5720055207685492,0.36839401193979626,0.0,0.008323534458423435,0.0,0.2797219813066244,0.23396000500350128,0.05,0.0,0.0,0.20268744462671198,0.15112323397975091,0.01458333333333334,1.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.0026382193439327484,0.0,0.005685315114490686,0.0,0.00947205513767501,0.0,0.2296660251592631,0.17224951886944728,492.5775847830238,18.33333333333337,0.6053888277122053,0.0,0.20361889389239016,0.03034111111111111,0.26666666666666666,462.2364736719127,1730.6362115028298,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2286.540808888889,0.0,0.0,34.64857202536131,51.66666666666668,46.10666666666668,0.0,50.31499872471167,0.0,0.0,0.0,34.64857202536131,47.68931083450374,50.31499872471167,46.37646688939979,12.43753247303448,18.006776765398904,-0.04633807186643004,2.5,372.1445782536051,-594.0200963310101,0.0,0.0,469.96773667056607,0.0,3.0,0.029394408646149946,0.0,0.0,0.749798050026184,197.99884266666666,3.619353131025399,0.2859525973872435,9.284253746634368,0.0035857623607459515,44.85583285227757,1.2297677242696035
2025-01-01 02:00:00,0.5819481440247436,0.37470802197455516,0.0,0.5819481440247436,0.3747080219745551,0.0,0.008323534458423435,0.0,0.2786813684602222,0.24494324110609805,0.05,0.0,0.0,0.20190698499191032,0.15821770364931148,0.01458333333333334,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0026382193439327484,0.0,0.005685315114490686,0.0,0.00947205513767501,0.0,0.2296660251592631,0.17224951886944728,506.0789832874523,18.33333333333337,0.6311374963868368,0.0,0.2127058105505425,0.03223743055555556,0.2833333333333333,473.8415527318967,1660.7861033192441,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2286.540808888889,0.0,0.0,34.47197626451938,51.66666666666668,46.10666666666668,0.0,50.1026005391042,0.0,0.0,0.0,34.47197626451938,47.51436273082095,50.1026005391042,46.220243826679315,12.43753247303448,17.98222646651071,-0.07497154941122393,1.6500000000000001,389.8701527929167,-588.7854767599846,0.0,0.0,468.9271238241638,0.0,3.0,0.02751698708206188,0.0,0.0,0.7019084311270226,197.99884266666666,3.6495224412853067,0.28872243348646404,9.30594518565912,0.0036150148406655313,55.16524533131427,1.2298500902804572
2025-01-01 03:00:00,1.4965157933682471,0.373328959237696,0.0,1.4965157933682471,0.37332895923769593,0.0,0.008180928007400043,0.9166775903703706,0.27764075561381996,0.24401651937665667,0.05,0.0,0.0,0.20112652535710865,0.15761910054725398,0.01458333333333334,1.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.002495612892909357,0.0,0.005685315114490686,0.0,0.00947205513767501,0.0,0.2296660251592631,0.17224951886944728,501.3512714076833,18.33333333333337,0.6275084763665288,0.0,0.2117790888211011,0.03223743055555556,0.2833333333333333,469.11384085212774,1662.3192196569473,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2286.540808888889,916.6775903703705,0.16666666666666666,37.8745474844515,51.66666666666668,46.10666666666668,0.0,51.196935496778444,0.0,0.0,916.6775903703705,37.8745474844515,50.46073823478943,51.2007677953409,50.088807305232464,12.43753247303448,17.973102207924093,-0.06579869572529808,1.6500000000000001,361.2276332563771,-611.7247927530979,0.0,0.0,467.7439045267382,0.0,3.0,0.028654193356704584,0.0,0.0,0.7309165005687025,197.99884266666666,3.857250075053456,0.2911929872224955,9.334591101316281,0.0036441218041367465,37.64847245642628,1.2298668709458136
2025-01-01 04:00:00,0.6408573952437501,0.41263517358615637,0.0,0.6408573952437502,0.41263517358615637,0.0,0.008180928007400043,0.0,0.27660014276741773,0.30607632446893235,0.05,0.0,0.0,0.200346065722307,0.19770577453051602,0.01458333333333334,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.002495612892909357,0.0,0.005685315114490686,0.0,0.00947205513767501,0.0,0.2296660251592631,0.17224951886944728,606.106291761335,18.33333333333337,0.7816066344754198,0.0,0.26435729669115454,0.04171902777777778,0.36666666666666664,564.3872639835572,1584.7462697276408,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2286.540808888889,0.0,0.0,39.300073455114564,51.66666666666668,46.10666666666668,0.0,51.75215368067943,0.0,0.0,0.0,39.300073455114564,51.76807793222509,51.776040057997925,51.75215368067943,12.43753247303448,17.990350586275564,-0.06837176685575136,0.55,400.0580765878868,-677.1644990661417,0.0,0.0,466.70329168033606,0.0,3.0,0.0295174884714717,0.0,0.0,0.7529375931323151,197.99884266666666,4.412992212357368,0.29212029287007363,9.358058287430875,0.0036614148820733766,46.643915192236015,1.229204889009979
2025-01-01 05:00:00,0.6441711513716459,0.4119225684004593,0.0,0.6441711513716459,0.4119225684004593,0.0,0.010804269995578646,0.0,0.2914423957469491,0.29192448562911816,0.05,0.0,0.0,0.20877464538228885,0.1885645896848371,0.01458333333333334,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.0027808257949561406,0.0,0.008023444200622504,0.0,0.013076201903897262,0.0,0.24090413137257222,0.1806780985294291,577.0035958940122,18.33333333333337,0.7454213989068773,0.0,0.25210177729578487,0.03982270833333333,0.35,537.1808875606789,1528.835378363538,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2286.540808888889,0.0,0.0,38.767461451897724,51.66666666666668,46.10666666666668,0.0,51.504036824251024,0.14950002262404738,405.2282584226001,0.0,38.767461451897724,51.33145195988557,51.5369736780852,51.21222267386868,12.43753247303448,18.001909657529787,-0.05617788719786378,-0.25000000000000006,358.5453113968978,-707.7450309623417,0.0,0.0,483.38221921311435,0.0,3.0,0.02946459200432365,0.0,0.0,0.7515883001971064,197.99884266666666,5.904527252112888,0.2944438103819561,9.397544276039437,0.0036953887124212543,48.5580992970702,1.2285133514174293
2025-01-01 06:00:00,1.8417650494391846,0.4078153567660124,0.0,1.8417650494391846,0.4078153567660123,0.0,0.01856438105924873,1.1916808674814816,0.31367285792706406,0.2678469429713902,0.05,0.0,0.0,0.22021998988950722,0.1730120335431718,0.01458333333333334,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.0031373419225146203,0.0,0.015427039136734107,0.0,0.020046204741054344,0.0,0.25408336502272566,0.1905625237670442,535.5548605836389,18.33333333333337,0.6823528173923205,0.0,0.23181687352694577,0.036030069444444444,0.31666666666666665,499.52479113919435,1580.916952878378,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2286.540808888889,1191.6808674814815,0.21666666666666667,37.59099235655138,51.66666666666668,46.10666666666668,0.0,51.345782950469435,0.42176527516649315,1137.8625301843692,1191.6808674814815,37.59099235655138,50.25132967942674,51.345782950469435,49.704103043905405,12.43753247303448,17.985351805377164,-0.05981932409134375,0.3,370.1474085343543,-683.2455698515888,0.0,0.0,512.4502461013886,0.0,3.0,0.02939251292829927,0.0,0.0,0.7497496937021992,197.99884266666666,5.387871700915666,0.29618536720010735,9.410235117754091,0.003713458911726333,28.633135510353547,1.2285698198605266
2025-01-01 07:00:00,2.290040412542699,0.45076275839082613,0.0,2.290040412542699,0.45076275839082613,0.0,0.027140798859428703,1.5583519036296296,0.33888014634873465,0.31566756370490556,0.05,0.0,0.0,0.23227832200836068,0.2039011030491321,0.01458333333333334,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.002923432245979533,0.0,0.024217366613449167,0.0,0.029175717004253685,0.0,0.2680799154883925,0.20105993661629432,613.2741491978949,18.33333333333337,0.8025895711784478,0.0,0.2720522164826834,0.043615347222222225,0.38333333333333336,569.6588019756726,1513.484811666004,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2286.540808888889,1558.3519036296298,0.2833333333333333,36.80959439675169,51.66666666666668,46.10666666666668,0.0,51.18967283707593,0.4322184568214839,1160.6566197206405,1558.3519036296298,36.80959439675169,49.53431371023706,51.18967283707593,48.70663414681762,12.43753247303448,17.974538169277825,-0.06826484289223606,-0.55,426.43293753538427,-738.4310985266576,0.0,0.0,545.2541937906425,1.7804751714627598,3.0,0.030200118210743768,0.0,0.0,0.7703502396515066,197.99884266666666,6.3356930735043635,0.2978838551566173,9.426380641840499,0.0037322836925814612,40.88718360290103,1.2286016844344056
2025-01-01 08:00:00,0.7430195335935799,0.4640335262001154,0.0,0.7430195335935798,0.4640335262001154,0.0,0.019998632372407975,0.0,0.3231886011435868,0.3498323000775851,0.05,0.0,0.0,0.22348085021136477,0.2259693426554173,0.01458333333333334,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0022103999908625735,0.0,0.017788232381545404,0.0,0.025214134195100303,0.0,0.2553093402459957,0.19148200518449673,668.2303665362475,18.33333333333337,0.8923410958444049,0.0,0.30052799452202955,0.04930430555555555,0.43333333333333335,618.926060980692,1436.3224361029745,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2286.540808888889,0.0,0.0,37.78739893533423,51.66666666666668,46.10666666666668,0.0,51.5747099336004,0.19915142051651508,541.5323089829293,0.0,37.78739893533423,50.48732352783194,51.5747099336004,49.943630324947705,12.43753247303448,18.028276778556897,-0.04682491272805898,-1.4,356.5302375871568,-805.596491324562,0.0,0.0,467.28074989077504,115.64032440874163,2.1510000000000002,0.03135336340919899,0.0,0.0,0.7997674329488121,141.96517019200002,26.61561248469607,0.29843277252465655,9.474886231631634,0.003750246315989506,20.025831182118957,1.2289379182259383
2025-01-01 09:00:00,2.0007184206623823,0.42529392532791177,0.0,2.0007184206623823,0.4252939253279117,0.0,0.03427421417750338,1.2833486265185186,0.3779944208323894,0.2551011591339709,0.05,0.0,0.0,0.24593152148749825,0.16477907050708013,0.01458333333333334,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0017825806377923979,0.0,0.032491633539710976,0.0,0.050085725515724926,0.0,0.2852435686141737,0.21393267646063024,493.5143859238237,18.33333333333337,0.6612569891473974,0.0,0.2190710896895265,0.036030069444444444,0.31666666666666665,457.48431647937923,1431.9411702633113,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2286.540808888889,1283.3486265185188,0.23333333333333334,37.03562477355932,51.66666666666668,46.10666666666668,0.0,51.36339515833886,0.3615317187526577,979.9156067310149,1283.3486265185188,37.03562477355932,49.77586698537315,51.36339515833886,48.9821028988903,12.43753247303448,18.01554482871061,-0.059322045712079864,-0.85,315.9446030920305,-767.4079555631565,0.0,0.0,524.3668132655673,331.04902874281356,2.0010000000000003,0.030815123988935007,0.0,0.0,0.7860379215774712,132.0652280586667,65.47135946579604,0.30011260702662457,9.491252241161627,0.003766454392839025,45.2844066471033,1.2295972035581348
