occupants,plug_loads_other,plug_loads_tv,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.614,0.0879,0.116,0.0,0.0,0,0,0,0
1.0,0.612,0.0697,0.099,0.0,0.254,0,0,0,0
1.0,0.589,0.0318,0.0641,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0,0,0,0
1.0,0.58,0.0199,0.0628,0.0,0.0,0,0,0,0
1.0,0.608,0.026,0.0831,0.0,0.0,0,0,0,0
1.0,0.608,0.026,0.0831,0.0,0.176,0,0,0,0
1.0,0.608,0.026,0.0831,0.0,0.265,0,0,0,0
1.0,0.613,0.0298,0.11,0.0,0.0882,0,0,0,0
1.0,0.621,0.0355,0.151,0.0,0.0,0,0,0,0
1.0,0.645,0.0433,0.191,0.0,0.141,0,0,0,0
1.0,0.68,0.0551,0.252,0.0,0.0,0,0,0,0
