Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.2871216774334657,0.7998207359612645,0.0,0.02145202795722443,0.013330345599354407,0.0,0.01622934105456357,0.0,0.34490515650811066,0.8759871798707914,0.05,0.0,0.0,0.21940558216402475,0.5658318204639063,0.01458333333333334,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.013377212034095733,0,On,0.05236438028941091,0,On,0.2509162623626113,0.1881871967719584,On,HP On,1847.8969554167056,18.33333333333337,2.2751240589301305,0.0,0.7622080132041248,0.11377916666666667,1,1734.117788750039,1734.117788750039,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2286.540808888889,Off,0.0,0.0,38.344172463919946,51.666666666666686,46.10666666666668,0.0,51.07485605800677,0.0,0.0,0.0,38.344172463919946,50.91246465671361,51.07485605800677,50.831268956067035,12.43753247303448,17.962876550978002,0.0,2.8,1779.740922493631,-623.6520886088585,-0.0,-0.0,541.5692018639581,0.0,3.0,0.031560445867996,0.0,0,0.8050497308738962,197.99884266666666,13.926853821825539,0.28330413368028534,9.204429442595416,0.0035535743381703497,38.75212531368562,1.226393390049265
2025-01-01 00:01:00,1.2882480317614609,0.8005482889832058,0.0,0.02147080052935768,0.01334247148305343,0.0,0.01622934105456357,0.0,0.34490515650811066,0.8771135341987866,0.05,0.0,0.0,0.21940558216402475,0.5665593734858477,0.01458333333333334,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.013377212034095733,0,On,0.05236438028941091,0,On,0.2509162623626113,0.1881871967719584,On,HP On,1847.2883437642074,18.33333333333337,2.270969644275315,0.0,0.7633343675321198,0.11377916666666667,1,1733.5091770975407,1733.5091770975407,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2286.540808888889,Off,0.0,0.0,38.254589225185235,51.666666666666686,46.10666666666668,0.0,51.07136375530624,0.0,0.0,0.0,38.254589225185235,50.90923588669663,51.07136375530624,50.828171952391834,12.43753247303448,18.036631958678285,0.0,2.8,1771.1479000311438,-627.9709330158554,-0.0,-0.0,541.5692018639581,0.0,3.0,0.0316251732058567,0.0,0,0.8067008078625701,197.99884266666666,10.261287418833797,0.2828452400884119,9.262277043311983,0.0035539392838578395,38.46890901467349,1.2296640299599437
2025-01-01 00:02:00,1.28933914783097,0.8012530803387583,0.0,0.021488985797182832,0.01335421800564597,0.0,0.01622934105456357,0.0,0.34490515650811066,0.8782046502682956,0.05,0.0,0.0,0.21940558216402475,0.5672641648414002,0.01458333333333334,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.013377212034095733,0,On,0.05236438028941091,0,On,0.2509162623626113,0.1881871967719584,On,HP On,1846.6993784362148,18.33333333333337,2.266957668136347,0.0,0.7644254836016289,0.11377916666666667,1,1732.9202117695481,1732.9202117695481,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2286.540808888889,Off,0.0,0.0,38.16788106294816,51.666666666666686,46.10666666666668,0.0,51.06787959346564,0.0,0.0,0.0,38.16788106294816,50.906014660033875,51.06787959346564,50.825082193317996,12.43753247303448,18.107923896602323,0.0,2.8,1762.7978307510361,-632.1566237195123,-0.0,-0.0,541.5692018639581,0.0,3.0,0.03168770209135931,0.0,0,0.8082958063190642,197.99884266666666,6.6858741703754525,0.281608666441176,9.295329659585699,0.0035543005987913943,38.19428657425832,1.229362774470693
2025-01-01 00:03:00,1.2903965332049137,0.8019360838173695,0.0,0.02150660888674856,0.013365601396956158,0.0,0.01622934105456357,0.0,0.34490515650811066,0.8792620356422395,0.05,0.0,0.0,0.21940558216402475,0.5679471683200114,0.01458333333333334,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.013377212034095733,0,On,0.05236438028941091,0,On,0.2509162623626113,0.1881871967719584,On,HP On,1846.129182813937,18.33333333333337,2.2630813651853923,0.0,0.7654828689755728,0.11377916666666667,1,1732.3500161472703,1732.3500161472703,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2286.540808888889,Off,0.0,0.0,38.08391467232856,51.666666666666686,46.10666666666668,0.0,51.064403312446586,0.0,0.0,0.0,38.08391467232856,50.9028007346296,51.064403312446586,50.82199944572111,12.43753247303448,18.17686669318015,0.0,2.8,1754.6452589916694,-636.2147569776511,-0.0,-0.0,541.5692018639581,0.0,3.0,0.031748136367852356,0.0,0,0.809837375098852,197.99884266666666,3.1616312914251807,0.280419379057497,9.327102335017814,0.0035546594222725277,37.92775688179321,1.2290715789213456
2025-01-01 00:04:00,1.2914215973371108,0.8025982098362673,0.0,0.021523693288951845,0.013376636830604454,0.0,0.01622934105456357,0.0,0.34490515650811066,0.8802870997744366,0.05,0.0,0.0,0.21940558216402475,0.5686092943389092,0.01458333333333334,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.013377212034095733,0,On,0.05236438028941091,0,On,0.2509162623626113,0.1881871967719584,On,HP On,1845.5769392710347,18.33333333333337,2.259334441044695,0.0,0.76650793310777,0.11377916666666667,1,1731.797772604368,1731.797772604368,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2286.540808888889,Off,0.0,0.0,38.00256594810922,51.666666666666686,46.10666666666668,0.0,51.06093466426601,0.0,0.0,0.0,38.00256594810922,50.89959387961301,51.06093466426601,50.818923487286504,12.43753247303448,18.24356678151741,0.0,2.8,1747.8752279906896,-640.1505691039393,-0.0,-0.0,541.5692018639581,0.0,3.0,0.0318065726354748,0.0,0,0.8113279782962686,197.99884266666666,0.8796559596363487,0.2792748961820694,9.358225823919646,0.0035550158262101852,37.66895290872191,1.2287899802531146
2025-01-01 00:05:00,1.2924165888272603,0.8032409108473716,0.0,0.021540276480454337,0.01338734851412286,0.0,0.01622934105456357,0.0,0.34490515650811066,0.881282091264586,0.05,0.0,0.0,0.21940558216402475,0.5692519953500135,0.01458333333333334,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.013377212034095733,0,On,0.05236438028941091,0,On,0.2509162623626113,0.1881871967719584,On,HP On,1845.041384243615,18.33333333333337,2.2557076489108168,0.0,0.7675029245979195,0.11377916666666667,1,1731.2622175769484,1731.2622175769484,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2286.540808888889,Off,0.0,0.0,37.92364904055897,51.666666666666686,46.10666666666668,0.0,51.05747341216426,0.0,0.0,0.0,37.92364904055897,50.89639387456356,51.05747341216426,50.8158541057632,12.43753247303448,18.30818367217464,0.0,2.8,1742.253220189068,-643.9725356811699,-0.0,-0.0,541.5692018639581,0.0,3.0,0.03186315366100143,0.0,0,0.8127712576327932,197.99884266666666,-0.3848302373352084,0.2781718687633789,9.388217208607294,0.003555369879307557,37.417331267906526,1.2285172929770025
2025-01-01 00:06:00,1.293383494578246,0.8038654702631588,0.0,0.021556391576304103,0.013397757837719314,0.0,0.01622934105456357,0.0,0.34490515650811066,0.8822489970155717,0.05,0.0,0.0,0.21940558216402475,0.5698765547658007,0.01458333333333334,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.013377212034095733,0,On,0.05236438028941091,0,On,0.2509162623626113,0.1881871967719584,On,HP On,1844.521401535431,18.33333333333337,2.252192820742179,0.0,0.768469830348905,0.11377916666666667,1,1730.7422348687644,1730.7422348687644,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2286.540808888889,Off,0.0,0.0,37.846999790443775,51.666666666666686,46.10666666666668,0.0,51.054019336187515,0.0,0.0,0.0,37.846999790443775,50.89320051471019,51.054019336187515,50.812791103971534,12.43753247303448,18.37085824949907,0.0,2.8,1737.0703772419006,-647.6881460886558,-0.0,-0.0,541.5692018639581,0.0,3.0,0.03191800553551515,0.0,0,0.8141704294632514,197.99884266666666,-1.3320800688325747,0.2771073429180082,9.417152219897282,0.003555721645457984,37.17241190805843,1.2282529116915988
2025-01-01 00:07:00,1.2943236877317865,0.8044727750455576,0.0,0.02157206146219644,0.013407879584092626,0.0,0.01622934105456357,0.0,0.34490515650811066,0.8831891901691122,0.05,0.0,0.0,0.21940558216402475,0.5704838595481995,0.01458333333333334,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.013377212034095733,0,On,0.05236438028941091,0,On,0.2509162623626113,0.1881871967719584,On,HP On,1844.0162103288542,18.33333333333337,2.248784121353064,0.0,0.7694100235024456,0.11377916666666667,1,1730.2370436621875,1730.2370436621875,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2286.540808888889,Off,0.0,0.0,37.772501890812755,51.666666666666686,46.10666666666668,0.0,51.050572231226475,0.0,0.0,0.0,37.772501890812755,50.89001360910489,51.050572231226475,50.8097342980441,12.43753247303448,18.431690284109813,0.0,2.8,1732.1144716774947,-651.302546640802,-0.0,-0.0,541.5692018639581,0.0,3.0,0.03197121806911979,0.0,0,0.8155277846804972,197.99884266666666,-2.1683938745153384,0.2760791375326799,9.445084827925587,0.0035560711843054204,36.93385299377146,1.227996405529225
2025-01-01 00:08:00,1.2952383254157651,0.8050635726253429,0.0,0.021587305423596086,0.01341772621042238,0.0,0.01622934105456357,0.0,0.34490515650811066,0.8841038278530909,0.05,0.0,0.0,0.21940558216402475,0.5710746571279848,0.01458333333333334,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.013377212034095733,0,On,0.05236438028941091,0,On,0.2509162623626113,0.1881871967719584,On,HP On,1843.5251499933743,18.33333333333337,2.2454765769313676,0.0,0.7703246611864244,0.11377916666666667,1,1729.7459833267076,1729.7459833267076,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2286.540808888889,Off,0.0,0.0,37.70005650324558,51.666666666666686,46.10666666666668,0.0,51.04713190268975,0.0,0.0,0.0,37.70005650324558,50.886832976593226,51.04713190268975,50.806683513544975,12.43753247303448,18.490764542680672,0.0,2.8,1727.3299642768202,-654.8200650660305,-0.0,-0.0,541.5692018639581,0.0,3.0,0.03202286771724064,0.0,0,0.816845273523758,197.99884266666666,-2.9443225144819287,0.27508537570939484,9.472641089925387,0.003556418552484411,36.7013634693192,1.227747407808085
2025-01-01 00:09:00,0.41113449756267423,0.2339889154973581,0.0,0.006852241626044571,0.0038998152582893015,0.0,0.01622934105456357,0.0,0.34490515650811066,0.0,0.05,0.0,0.0,0.21940558216402475,0.0,0.01458333333333334,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0028521290204678363,0.0,On,0.013377212034095733,0,On,0.05236438028941091,0,On,0.2509162623626113,0.1881871967719584,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,1729.7459833267076,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2286.540808888889,Off,0.0,0.0,37.62957255124752,51.666666666666686,46.10666666666668,0.0,51.04369816492433,0.0,0.0,0.0,37.62957255124752,50.883658444343496,51.04369816492433,50.80363858405308,12.43753247303448,18.548159129247065,0.0,2.8,-120.32045609160588,-658.2446955166367,-0.0,-0.0,541.5692018639581,0.0,3.0,0.0320730249104179,0.0,0,0.8181246925483698,197.99884266666666,-3.644962438927241,0.27412433366038713,9.498704969946132,0.003556763804071905,36.474675106424236,1.2275055807525053
