Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),Water Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,7.026316937659726,0.49893971563920925,0.0005374307564263491,0.6970417941567739,5.066698715361111,0.11256331969739675,1.1000131084444444,0.05,0.0005374307564263491,0.0,51.40861352764862,16.372517755696823,-0.04588927957136602
2025-01-01 01:00:00,9.435084794893958,0.4979229251546438,0.00013435768910658726,0.6794628104684326,7.600048073041666,0.09722856197645083,1.0083453494074075,0.05,0.00013435768910658726,0.0,51.36550367269332,16.350996912679527,-0.0635179578713022
2025-01-01 02:00:00,7.162445204889639,0.49729567353129284,0.00013435768910658726,0.671485309523138,5.066698715361111,0.09091255348687154,1.2833486265185186,0.05,0.00013435768910658726,0.0,51.41654051406571,16.414836781398833,-0.04881011100044527
2025-01-01 03:00:00,7.15737246076149,0.4966684219079418,0.00026871537821317453,0.6685981777942617,5.066698715361111,0.08872694108759792,1.2833486265185186,0.05,0.00026871537821317453,0.0,51.36614012974938,16.332600431326178,-0.06246543636051373
2025-01-01 04:00:00,10.112522513885493,0.5112331858719544,0.0009405038237461108,1.0882606411969653,7.600048073041666,0.09086517312834091,1.2833486265185186,0.05,0.0009405038237461108,0.0,51.286540716130155,16.39363453147384,-0.05114965285871828
2025-01-01 05:00:00,7.832049104618809,0.5299310512102481,0.0016122922692790472,0.7335661765918942,5.066698715361111,0.14842903192506382,1.833355180740741,0.05,0.0016122922692790472,0.0,51.34615496827645,16.403880433292507,-0.039776549513761444
2025-01-01 06:00:00,14.735024734145645,0.5348861736384873,0.003896372984091031,0.9517568816321484,12.666746788402778,0.24151123277738573,0.8250098313333335,0.05,0.003896372984091031,0.0,51.49281261819335,17.81107142371607,-0.20423160495574008
2025-01-01 07:00:00,9.347999256737031,0.6191124543238671,0.006180453698903013,1.469028864493979,6.152419868652777,0.48486965610879196,1.1916808674814816,0.05,0.006180453698903013,0.0,51.44699773938258,18.059372832962104,-0.04995969999877173
2025-01-01 08:00:00,11.7107848403406,0.7590309019843139,0.00591173832068984,2.4133715177452175,7.600048073041666,0.4556843820722338,1.1916808674814816,0.05,0.00591173832068984,0.0,51.60150719666457,18.041764468857203,-0.05559116938468023
2025-01-01 09:00:00,10.165957505602291,0.7450458321501531,0.005508665253370079,1.780270970626448,7.238141021944444,0.4558711997721408,0.6416743132592593,0.05,0.005508665253370079,0.0,51.44774402472146,17.996592958603447,-0.05980843044816459
2025-01-01 10:00:00,7.8432719466420355,0.5928185811918918,0.00591173832068984,1.3229087869724432,5.066698715361111,0.3953190949010738,1.0083453494074075,0.05,0.00591173832068984,0.0,51.06704378470745,18.08096652015514,-0.0492094274992325
2025-01-01 11:00:00,6.598740811897825,0.5860016511206388,0.006180453698903013,0.9241237208056142,4.3428846131666665,0.365054887555173,0.9166775903703706,0.05,0.006180453698903013,0.0,51.500430434663905,18.006670220578858,-0.05929407345541134
2025-01-01 12:00:00,4.092706996944525,0.5823869186021603,0.005643022942476665,1.5292132269116783,2.1714423065833333,0.34205146344951376,0.0,0.05,0.005643022942476665,0.0,51.18251935344891,17.989553769857796,-0.03828654254657984
2025-01-01 13:00:00,4.7565774249378014,0.5823869186021603,0.005105592186050316,1.5478901211589684,1.809535255486111,0.340806698885314,1.0083453494074075,0.05,0.005105592186050316,0.0,51.43309305769848,17.925756632890444,-0.08799394760191052
2025-01-01 14:00:00,4.318498355500286,0.6394803034545254,0.006583526766222776,1.6693923561042432,0.0,0.3990797825071538,2.200026216888889,0.05,0.006583526766222776,0.0,51.22772240725702,17.66007044866545,-0.17326288466792097
2025-01-01 15:00:00,2.8565057795212225,0.6553825117483404,0.007927103657288648,1.1737371748207355,0.0,0.5327554962560427,1.1000131084444444,0.05,0.007927103657288648,0.0,51.612539132358656,17.63949521996886,-0.19383811336451082
2025-01-01 16:00:00,4.591865259118717,0.6689504324548268,0.0147793458017246,1.2247869609049942,1.809535255486111,0.5908654523572409,0.9166775903703706,0.05,0.0147793458017246,0.0,51.55988404976657,17.848683454752017,-0.1362557738628057
2025-01-01 17:00:00,4.094718709499955,0.6638634311545489,0.02163158794616055,1.224229923920387,2.1714423065833333,0.6490464789962348,0.0,0.05,0.02163158794616055,0.0,51.54629457851265,17.942329986806257,-0.0760743154022362
2025-01-01 18:00:00,6.551103618229326,0.6794716746525196,0.015451134247257537,1.4497704250424968,4.3428846131666665,0.7084485800201633,0.0,0.05,0.015451134247257537,0.0,51.1149030437951,18.073712931060392,-0.04399824514830317
2025-01-01 19:00:00,7.990029409584253,0.6974401474222667,0.009405038237461109,1.774772078664962,4.3428846131666665,0.7223596093081793,1.1000131084444444,0.05,0.009405038237461109,0.0,51.480617162855516,17.998419111795787,-0.058538936366550644
2025-01-01 20:00:00,9.21353846691435,0.5968198036941341,0.00591173832068984,1.3241708584015794,6.51432691975,0.5000308574294386,0.8250098313333335,0.05,0.00591173832068984,0.0,51.58233664937077,18.00307106681824,-0.06762124031471851
2025-01-01 21:00:00,3.2184618038632604,0.6006722489747495,0.002552796093025158,2.6882869238600837,0.0,0.48017488000317676,0.0,0.05,0.002552796093025158,0.0,51.81189679069085,17.17733599404864,0.0
2025-01-01 22:00:00,6.171128358139687,0.5499463103538124,0.0017466499583856344,1.0745377111955567,4.704791664263889,0.3417989826802418,0.0,0.05,0.0017466499583856344,0.0,51.677668495776985,16.371384209581294,-0.048910357224924775
2025-01-01 23:00:00,9.54774584931997,0.5143694439887094,0.0009405038237461108,0.8005255272029014,7.600048073041666,0.18049465870503187,0.9166775903703706,0.05,0.0009405038237461108,0.0,51.328872159459,16.334813149538494,-0.06546833159816812
2025-01-02 00:00:00,6.996159825691112,0.5172480421162885,0.0005374307564263491,0.747783654878765,5.790512817555555,0.13286007614568024,0.2750032771111111,0.05,0.0005374307564263491,0.0,51.709466413693846,16.33319209150619,-0.061185156770923545
2025-01-02 01:00:00,7.71214477133795,0.5006496971831449,0.00013435768910658726,0.686247943575585,6.876233970847222,0.09966285691514284,0.0,0.05,0.00013435768910658726,0.0,51.44431327713259,16.372193393877655,-0.04546200182167797
2025-01-02 02:00:00,8.39057857537268,0.48210365794392934,0.00013435768910658726,0.649617948844142,7.600048073041666,0.09091255348687154,0.0,0.05,0.00013435768910658726,0.0,51.29379570113488,16.36479447590918,-0.05411429135546791
2025-01-02 03:00:00,8.38271242651572,0.4787496342920772,0.00026871537821317453,0.6439374123864556,7.600048073041666,0.08872694108759792,0.0,0.05,0.00026871537821317453,0.0,51.15698156863937,16.34756358560728,-0.05819101376431354
2025-01-02 04:00:00,9.003654759390095,0.502273792064022,0.0009405038237461108,1.0750696565032363,7.238141021944444,0.09043752672019231,0.5500065542222222,0.05,0.0009405038237461108,0.0,50.82642689786324,16.304864353660168,-0.06415292504330088
2025-01-02 05:00:00,7.715848002849382,0.4960411702845908,0.0016122922692790472,0.6743170659636465,6.51432691975,0.110532980987588,0.36667103614814817,0.05,0.0016122922692790472,0.0,51.657665711423505,16.35742840787832,-0.052220957620734185
2025-01-02 06:00:00,15.024420402248262,0.5019701398658664,0.003896372984091031,1.5063389283467783,12.304839737305555,0.15489638718851956,1.0083453494074075,0.05,0.003896372984091031,0.0,51.35178812068071,17.914333930178937,-0.1438483232365209
2025-01-02 07:00:00,10.072798477526836,0.5285446690915075,0.006180453698903013,0.74585351255015,9.047676277430556,0.22926868754612964,0.0,0.05,0.006180453698903013,0.0,51.382345792509796,18.034181636899294,-0.054920072254064325
2025-01-02 08:00:00,9.75357292293106,0.6043529209292474,0.00591173832068984,1.312250118759852,7.961955124138888,0.42936768003232,0.0,0.05,0.00591173832068984,0.0,51.125815412179286,17.99164349381477,-0.06547785045395357
2025-01-02 09:00:00,9.000851924508757,0.615260009043252,0.005508665253370079,0.9627686510897397,6.51432691975,0.46541100426160953,1.0083453494074075,0.05,0.005508665253370079,0.0,51.377800225791994,18.08192608021812,-0.04629823668686897
2025-01-02 10:00:00,9.788370243029657,0.5910656563164267,0.00591173832068984,0.9222697078350702,7.600048073041666,0.39104263081958784,0.8250098313333335,0.05,0.00591173832068984,0.0,51.38126150263586,18.033594384839372,-0.05368916874209019
2025-01-02 11:00:00,7.880658160091362,0.5469885673855278,0.006180453698903013,0.929471427869702,5.790512817555555,0.1939963242957336,0.9166775903703706,0.05,0.006180453698903013,0.0,51.46625019250954,17.99001292088838,-0.06693709682733241
2025-01-02 12:00:00,7.1101869317251305,0.7720050019391951,0.005643022942476665,1.3800638567214998,4.3428846131666665,0.3288931124295569,1.0083453494074075,0.05,0.005643022942476665,0.0,51.620775568596535,17.99581761875459,-0.06078676913984591
2025-01-02 13:00:00,6.2999745251286,0.6970511829639893,0.005105592186050316,1.2511587997422557,3.619070510972222,0.37139986500671374,1.0083453494074075,0.05,0.005105592186050316,0.0,51.53259326671265,18.06466951028024,-0.03389225709401901
