Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.8896492436999537,0.5001083322228527,0.0005374307564263491,0.014827487394999228,0.008335138870380877,8.957179273772484e-06,0.12489927377860632,0.0,0.7147499699213473,0.0,0.05,0.0005374307564263491,0.0,0.0,0.48552499888951933,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03345341991205265,0.025090064934039476,On,0.0,0,Off,0.027264309210526312,0.0,On,0.09763496456808002,0,On,0.06738330473532138,0,On,0.6139132452739733,0.46043493395547985,On,0.0005374307564263491,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20933.190253333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,15600.175244444445,Off,0.0,0.0,22.998301264278098,51.666666666666686,46.10666666666668,0.0,51.34910531775576,0.6357555253120318,1724.6681503164482,0.0,22.998301264278098,49.392707745160536,51.34910531775576,48.41450895886293,12.43753247303448,16.7377663127652,0.0,3.394360876086826,2.8,9.236100170605994,-701.1463910505914,-340.6634987724339,-1681.6265573700457,-0.0,-0.0,1126.5413884134423,0.0,4.997999999999999,0.09258033050074398,0.0,0,0.6751948519823624,329.86607188266663,-146.06122209398796,0.27120426575425954,8.1657261309655,0.0031461799829833816,36.227536752081306,1.231878692382338,0.14775332279581194,-114.4471869790974,-226.21631179333653
2025-01-01 00:01:00,0.8896492436999537,0.5001083322228527,0.0005374307564263491,0.014827487394999228,0.008335138870380877,8.957179273772484e-06,0.12489927377860632,0.0,0.7147499699213473,0.0,0.05,0.0005374307564263491,0.0,0.0,0.48552499888951933,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03345341991205265,0.025090064934039476,On,0.0,0,Off,0.027264309210526312,0.0,On,0.09763496456808002,0,On,0.06738330473532138,0,On,0.6139132452739733,0.46043493395547985,On,0.0005374307564263491,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20933.190253333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,15600.175244444445,Off,0.0,0.0,22.945049120029807,51.666666666666686,46.10666666666668,0.0,51.32500609203522,0.6361495137736554,1724.6681503164482,0.0,22.945049120029807,49.245545538338774,51.32500609203522,48.205815261490564,12.43753247303448,16.670756744290067,0.0,3.292544468557396,2.8,9.236100170605994,-698.4153119861693,-318.29459083279096,-1669.7073578215336,-0.0,-0.0,1126.5413884134423,0.0,4.997999999999999,0.09236821554335822,0.0,0,0.6736478827019474,329.86607188266663,-155.2493425780776,0.2731656276025165,8.156844376563683,0.0031462770930361338,36.732185198908155,1.2357627523749433,0.1472413375396613,-94.51328364885998,-223.78130718393095
2025-01-01 00:02:00,0.8896492436999537,0.5001083322228527,0.0005374307564263491,0.014827487394999228,0.008335138870380877,8.957179273772484e-06,0.12489927377860632,0.0,0.7147499699213473,0.0,0.05,0.0005374307564263491,0.0,0.0,0.48552499888951933,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03345341991205265,0.025090064934039476,On,0.0,0,Off,0.027264309210526312,0.0,On,0.09763496456808002,0,On,0.06738330473532138,0,On,0.6139132452739733,0.46043493395547985,On,0.0005374307564263491,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20933.190253333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,15600.175244444445,Off,0.0,0.0,22.890736638018097,51.666666666666686,46.10666666666668,0.0,51.30089728816183,0.6365441477415241,1724.6681503164482,0.0,22.890736638018097,49.0983878156124,51.30089728816183,47.997133079337694,12.43753247303448,16.605256781354523,0.0,3.19507277650652,2.8,9.236100170605994,-696.3017111806906,-296.2039435573049,-1658.0893519971594,-0.0,-0.0,1126.5413884134423,0.0,4.997999999999999,0.09216070522668277,0.0,0,0.6721344953896027,329.86607188266663,-164.75374759697348,0.27431415528321396,8.125946669846911,0.0031463752463557126,37.22508206464087,1.2360420267571597,0.14674952623046464,-75.55643604508461,-220.64750751222033
2025-01-01 00:03:00,0.8896492436999537,0.5001083322228527,0.0005374307564263491,0.014827487394999228,0.008335138870380877,8.957179273772484e-06,0.12489927377860632,0.0,0.7147499699213473,0.0,0.05,0.0005374307564263491,0.0,0.0,0.48552499888951933,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03345341991205265,0.025090064934039476,On,0.0,0,Off,0.027264309210526312,0.0,On,0.09763496456808002,0,On,0.06738330473532138,0,On,0.6139132452739733,0.46043493395547985,On,0.0005374307564263491,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20933.190253333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,15600.175244444445,Off,0.0,0.0,22.835420415704448,51.666666666666686,46.10666666666668,0.0,51.27677900364882,0.6369394271105051,1724.668150316448,0.0,22.835420415704448,48.951234666267126,51.27677900364882,47.788462497576276,12.43753247303448,16.541186147213377,0.0,3.101967129000405,2.8,9.236100170605994,-694.740228542786,-275.2231531924202,-1646.756165269006,-0.0,-0.0,1126.5413884134423,0.0,4.997999999999999,0.0919575566249815,0.0,0,0.6706529183708753,329.86607188266663,-174.52545168722207,0.2754431585407421,8.095231394926016,0.0031464746942871575,37.70676246259697,1.236315326486602,0.14627820050031112,-57.564790819314084,-217.65836237310617
2025-01-01 00:04:00,0.8896492436999537,0.5001083322228527,0.0005374307564263491,0.014827487394999228,0.008335138870380877,8.957179273772484e-06,0.12489927377860632,0.0,0.7147499699213473,0.0,0.05,0.0005374307564263491,0.0,0.0,0.48552499888951933,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03345341991205265,0.025090064934039476,On,0.0,0,Off,0.027264309210526312,0.0,On,0.09763496456808002,0,On,0.06738330473532138,0,On,0.6139132452739733,0.46043493395547985,On,0.0005374307564263491,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20933.190253333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,15600.175244444445,Off,0.0,0.0,22.77915008831792,51.666666666666686,46.10666666666668,0.0,51.25265133089129,0.63733535185622,1724.6681503164482,0.0,22.77915008831792,48.804086174822864,51.25265133089129,47.57980359678865,12.43753247303448,16.47847444644424,0.0,3.0131604591723202,2.8,9.236100170605994,-686.7251164990063,-254.9665220765636,-1635.6933618103026,-0.0,-0.0,1126.5413884134423,0.0,4.997999999999999,0.09175855712843589,0.0,0,0.669201601067427,329.86607188266663,-177.573143102146,0.2765535563774954,8.065793762461887,0.0031465754067739253,38.17776820685293,1.2365829441309937,0.1458272178734971,-40.51006026934765,-214.45646180721596
2025-01-01 00:05:00,0.8896492436999537,0.5001083322228527,0.0005374307564263491,0.014827487394999228,0.008335138870380877,8.957179273772484e-06,0.12489927377860632,0.0,0.7147499699213473,0.0,0.05,0.0005374307564263491,0.0,0.0,0.48552499888951933,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03345341991205265,0.025090064934039476,On,0.0,0,Off,0.027264309210526312,0.0,On,0.09763496456808002,0,On,0.06738330473532138,0,On,0.6139132452739733,0.46043493395547985,On,0.0005374307564263491,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20933.190253333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,15600.175244444445,Off,0.0,0.0,22.72190124284475,51.666666666666686,46.10666666666668,0.0,51.22851435779573,0.6377319220251912,1724.6681503164482,0.0,22.72190124284475,48.656942421620016,51.22851435779573,47.37115645353216,12.43753247303448,16.417156425389006,0.0,2.928593814436403,2.8,9.236100170605994,-674.0338246026892,-235.4839482176506,-1624.9051518195754,-0.0,-0.0,1126.5413884134423,0.0,4.997999999999999,0.09156382724550473,0.0,0,0.6677814223559112,329.86607188266663,-175.67006119655605,0.27764443483466583,8.036524865248426,0.00314667735522045,38.637802939904674,1.2368447238381177,0.1453964669200679,-24.366412056777477,-211.11753616087313
2025-01-01 00:06:00,0.8896492436999537,0.5001083322228527,0.0005374307564263491,0.014827487394999228,0.008335138870380877,8.957179273772484e-06,0.12489927377860632,0.0,0.7147499699213473,0.0,0.05,0.0005374307564263491,0.0,0.0,0.48552499888951933,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03345341991205265,0.025090064934039476,On,0.0,0,Off,0.027264309210526312,0.0,On,0.09763496456808002,0,On,0.06738330473532138,0,On,0.6139132452739733,0.46043493395547985,On,0.0005374307564263491,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20933.190253333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,15600.175244444445,Off,0.0,0.0,22.663665873662012,51.666666666666686,46.10666666666668,0.0,51.20436817447502,0.6381291376250737,1724.6681503164484,0.0,22.663665873662012,48.50980348905467,51.20436817447502,47.162521146344496,12.43753247303448,16.35724353451747,0.0,2.8481873900600423,2.8,9.236100170605994,-660.3128382801812,164.9440684283477,-1614.3916371505925,-0.0,-0.0,1126.5413884134423,0.0,4.997999999999999,0.09137341355450151,0.0,0,0.6663927219352394,329.86607188266663,-172.46258954303119,0.27871528685586855,8.007997086105448,0.003146780510288545,39.08675616155713,1.2371006092105181,0.14498571971342453,372.6335345625638,-207.6894661342161
2025-01-01 00:07:00,0.8896492436999537,0.5001083322228527,0.0005374307564263491,0.014827487394999228,0.008335138870380877,8.957179273772484e-06,0.12489927377860632,0.0,0.7147499699213473,0.0,0.05,0.0005374307564263491,0.0,0.0,0.48552499888951933,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03345341991205265,0.025090064934039476,On,0.0,0,Off,0.027264309210526312,0.0,On,0.09763496456808002,0,On,0.06738330473532138,0,On,0.6139132452739733,0.46043493395547985,On,0.0005374307564263491,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20933.190253333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,15600.175244444445,Off,0.0,0.0,22.604470671465606,51.666666666666686,46.10666666666668,0.0,51.18021287176495,0.6385269986488544,1724.6681503164482,0.0,22.604470671465606,48.362669460197026,51.18021287176495,46.95389775441307,12.43753247303448,16.298697957021602,0.0,2.8000000000010243,2.8,9.236100170605994,-646.7520385369177,790.7153177835227,-1604.1443266444041,-0.0,-0.0,1126.5413884134423,0.0,4.997999999999999,0.09118720577400163,0.0,0,0.6650346955152368,329.86607188266663,-169.14910030595607,0.27976648492314127,7.98019066369803,0.0031468848423855363,39.52491184152677,1.2373507545447722,0.1447390012273527,995.548787406759,-204.8334696232364
2025-01-01 00:08:00,0.8896492436999537,0.5001083322228527,0.0005374307564263491,0.014827487394999228,0.008335138870380877,8.957179273772484e-06,0.12489927377860632,0.0,0.7147499699213473,0.0,0.05,0.0005374307564263491,0.0,0.0,0.48552499888951933,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03345341991205265,0.025090064934039476,On,0.0,0,Off,0.027264309210526312,0.0,On,0.09763496456808002,0,On,0.06738330473532138,0,On,0.6139132452739733,0.46043493395547985,On,0.0005374307564263491,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20933.190253333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,15600.175244444445,Off,0.0,0.0,22.54435173070692,51.666666666666686,46.10666666666668,0.0,51.1560485380872,0.6389255051265221,1724.668150316448,0.0,22.54435173070692,48.2155404158698,51.1560485380872,46.74528635476111,12.43753247303448,16.241468521408073,0.0,2.800000000001024,2.8,9.236100170605994,-633.6308730939401,776.6197099047813,-1594.152506646579,-0.0,-0.0,1126.5413884134423,0.0,4.997999999999999,0.09100505053430871,0.0,0,0.6637062245599372,329.86607188266663,-166.01975486080335,0.28079865645806107,7.953078525502515,0.0031469903226986075,39.952662120098125,1.2375953716701094,0.1447390012273527,979.736161646516,-203.11645174173478
2025-01-01 00:09:00,0.8896492436999537,0.5001083322228527,0.0005374307564263491,0.014827487394999228,0.008335138870380877,8.957179273772484e-06,0.12489927377860632,0.0,0.7147499699213473,0.0,0.05,0.0005374307564263491,0.0,0.0,0.48552499888951933,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03345341991205265,0.025090064934039476,On,0.0,0,Off,0.027264309210526312,0.0,On,0.09763496456808002,0,On,0.06738330473532138,0,On,0.6139132452739733,0.46043493395547985,On,0.0005374307564263491,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,20933.190253333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,15600.175244444445,Off,0.0,0.0,22.48334546446631,51.666666666666686,46.10666666666668,0.0,51.13187525859914,0.6393246571393387,1724.6681503164482,0.0,22.48334546446631,48.068416433856385,51.13187525859914,46.53668702148501,12.43753247303448,16.185503600685127,0.0,2.800000000001024,2.8,9.236100170605994,-621.1024895173815,761.9792486342077,-1584.4055097404566,-0.0,-0.0,1126.5413884134423,0.0,4.997999999999999,0.09082679234559458,0.0,0,0.6624061750711041,329.86607188266663,-163.2383681903671,0.2818124563631179,7.926633308780319,0.0031470969234764436,40.37040421464786,1.2378346748591629,0.1447390012273527,962.7987819189057,-200.81953328469797
