Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,7.026316937659726,0.49893971563920925,0.0005374307564263491,7.026316937659726,0.49893971563920925,0.0005374307564263491,0.11256331969739675,1.1000131084444444,0.6970417941567739,5.066698715361111,0.05,0.0005374307564263491,0.0,0.0,0.4843563823058759,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345341991205265,0.025090064934039476,0.0,0.0,0.027264309210526312,0.0,0.08529901048687044,0.0,0.05123328441560577,0.0,0.6123550898291155,0.4592663173718365,0.0005374307564263491,0.0,0.0,3671.668185685467,16.666666666666686,0.2333333333333334,1395.0305296756442,4.884411059111112,0.18228765625,0.23333333333333334,4884.411059111111,20933.190253333338,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,15600.175244444445,1100.0131084444445,0.2,23.565959522219313,51.66666666666668,46.10666666666668,0.0,51.41020811303265,0.44407547424680993,1205.4329518701131,1100.0131084444445,23.565959522219313,49.798192233969665,51.41020811303265,48.992184294438175,12.43753247303448,16.390284798194383,-0.04643257819599933,4.1206822813180315,2.8,9.236100170605994,2967.7460130812965,1102.0553943574653,-1620.5555214503195,0.0,0.0,1096.6063294487992,0.0,4.997999999999999,0.09147647968915426,0.0,0.0,0.667144390493289,329.86607188266663,-179.97298060265055,0.2783918339446276,8.026023212553941,0.0031492191825696547,38.08483694345927,1.2368990817765095,0.15128333973564437,-106.78662391572782,-186.18851140245113
2025-01-01 01:00:00,7.98745659050507,0.4979229251546438,0.00013435768910658726,7.987456590505069,0.49792292515464376,0.00013435768910658726,0.09722856197645083,1.0083453494074075,0.6794628104684326,6.152419868652777,0.05,0.00013435768910658726,0.0,0.0,0.4833395918213105,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032617084414251325,0.024462813310688485,0.0,0.0,0.025219486019736836,0.0,0.072009075956714,0.0,0.035010021373351755,0.0,0.6118357046808295,0.458876778510622,0.00013435768910658726,0.0,0.0,4458.4542254752105,16.666666666666686,0.2833333333333334,1693.965643177568,5.931070571777778,0.22134929687500002,0.2833333333333333,5931.070571777777,20933.190253333338,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,15600.175244444445,1008.3453494074075,0.18333333333333332,23.392574248800297,51.66666666666668,46.10666666666668,0.0,51.367108643132404,0.361029387476122,981.0426169938349,1008.3453494074075,23.392574248800297,49.47012581608406,51.367108643132404,48.52163440255988,12.43753247303448,16.324358224707233,-0.06856623886471104,5.456142587826959,2.5,9.236100170605994,3781.056325121828,1050.1222022297834,-1563.5492639053364,0.0,0.0,1063.728944999892,0.0,4.997999999999999,0.0867656006826965,0.0,0.0,0.6327876190682128,329.86607188266663,-177.57758144793726,0.28016697854421374,8.002671567601416,0.0031557858014493096,52.13185501933651,1.2372360793474328,0.12929904879133064,-482.6682165473179,-161.1752244004665
2025-01-01 02:00:00,8.61007340927853,0.49729567353129284,0.00013435768910658726,8.61007340927853,0.49729567353129284,0.00013435768910658726,0.09091255348687154,1.2833486265185186,0.671485309523138,6.51432691975,0.05,0.00013435768910658726,0.0,0.0,0.4827123401979595,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03178074891645001,0.0238355616873375,0.0,0.0,0.025219486019736836,0.0,0.0656930674671347,0.0,0.02786885592585846,0.0,0.6118357046808295,0.458876778510622,0.00013435768910658726,0.0,0.0,4720.716238738458,16.666666666666686,0.30000000000000004,1793.6106810115425,6.279957076,0.23436984375,0.3,6279.957076000001,20933.190253333338,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,15600.175244444445,1283.3486265185188,0.23333333333333334,23.314891764856238,51.66666666666668,46.10666666666668,0.0,51.41812695150465,0.4903436434498393,1332.0309331167462,1283.3486265185188,23.314891764856238,49.48484420048562,51.41812695150465,48.51820282497611,12.43753247303448,16.44755800927116,-0.039882302218424245,6.249003600516978,1.6500000000000001,9.236100170605994,3988.2279504610456,978.8535611265856,-1631.6848053348406,0.0,0.0,1072.6013001570182,0.0,5.349,0.08417683845989302,0.0,0.0,0.6139075943762585,353.0319364746666,-173.4047830995891,0.27892140271531785,8.074088814083467,0.0031665974744425384,91.21289612826662,1.2367016258378638,0.10549255045557512,-638.5991668430962,-176.15795304186057
2025-01-01 03:00:00,7.15737246076149,0.4966684219079418,0.00026871537821317453,7.157372460761489,0.4966684219079418,0.00026871537821317453,0.08872694108759792,1.2833486265185186,0.6685981777942617,5.066698715361111,0.05,0.00026871537821317453,0.0,0.0,0.48208508857460847,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03094441341864869,0.02320831006398651,0.0,0.0,0.023856270559210524,0.0,0.0648706705283874,0.0,0.025818059694783464,0.0,0.6118357046808295,0.458876778510622,0.00026871537821317453,0.0,0.0,3671.668185685467,16.666666666666686,0.2333333333333334,1395.0305296756442,4.884411059111112,0.18228765625,0.23333333333333334,4884.411059111111,20933.190253333338,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,15600.175244444445,1283.3486265185188,0.23333333333333334,23.40281656523875,51.66666666666668,46.10666666666668,0.0,51.36782029953941,0.3579999254585838,970.5845228908524,1283.3486265185188,23.40281656523875,49.52212141212563,51.36782029953941,48.59927196841873,12.43753247303448,16.37149770418591,-0.04698661156736147,5.889998029357177,1.6500000000000001,9.236100170605994,2954.373323659357,563.5170793265866,-1665.0404439612028,0.0,0.0,1110.4943048875348,0.0,6.0,0.08643169837334233,0.0,0.0,0.6303524460771297,395.9976853333333,-162.74872295244163,0.28177956342127863,8.058062339385767,0.003183760361084594,83.84685018682505,1.2370135578490662,0.11933817929302726,-651.0704119025829,-180.44303844647476
2025-01-01 04:00:00,9.75061546278827,0.5112331858719544,0.0009405038237461108,9.75061546278827,0.5112331858719544,0.0009405038237461109,0.09086517312834091,1.2833486265185186,1.0882606411969653,7.238141021944444,0.05,0.0009405038237461108,0.0,0.0,0.49664985253862104,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030108077920847374,0.022581058440635526,0.3953355157072813,0.0,0.023856270559210524,0.0,0.0670089025691304,0.0,0.03072532210485578,0.0,0.632091725463981,0.4740687940979856,0.0009405038237461108,0.0,0.0,5245.2402652649525,16.666666666666686,0.33333333333333337,1992.900756679492,6.9777300844444445,0.2604109375,0.3333333333333333,6977.730084444444,20933.190253333338,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,15600.175244444445,1283.3486265185188,0.23333333333333334,23.46261271414916,51.66666666666668,46.10666666666668,0.0,51.288137484441066,0.6090548073460269,1647.6085095576284,1283.3486265185188,23.46261271414916,49.6003651783266,51.288137484441066,48.75647902526937,12.43753247303448,16.331399898633226,-0.06363668540890798,5.528477009228894,0.55,9.236100170605994,4650.278411050217,1093.1630605986231,-1861.4071400554,0.0,0.0,1420.1831344781224,0.0,6.0,0.08949921819029312,0.0,0.0,0.6527240835249178,395.9976853333333,-153.73784863745666,0.2836588661067314,8.052528865219003,0.0031983679455323227,147.15936176113172,1.236593612631927,0.11654307701731005,-727.8145803571417,-171.92311572372708
2025-01-01 05:00:00,7.832049104618809,0.5299310512102481,0.0016122922692790472,7.83204910461881,0.5299310512102481,0.0016122922692790472,0.14842903192506382,1.833355180740741,0.7335661765918942,5.066698715361111,0.05,0.0016122922692790472,0.0,0.0,0.5153477178769147,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030108077920847374,0.022581058440635526,0.0,0.0,0.026582701480263156,0.0,0.12184633044480069,0.0,0.04643588608934104,0.0,0.6570222125817058,0.4927666594362792,0.0016122922692790472,0.0,0.0,3671.668185685467,16.666666666666686,0.2333333333333334,1395.0305296756442,4.884411059111112,0.18228765625,0.23333333333333334,4884.411059111111,20933.190253333338,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,15600.175244444445,1833.355180740741,0.3333333333333333,23.719622020572068,51.66666666666668,46.10666666666668,0.0,51.34767127984336,0.5725874004908511,1547.7979272414423,1833.355180740741,23.719622020572068,50.01587344880472,51.34767127984336,49.34997453328539,12.43753247303448,16.395215801369673,-0.04770397995294842,5.182086033614927,-0.25000000000000006,9.236100170605994,2763.4679845640435,432.69728216476545,-1987.6554123539413,0.0,0.0,1232.0013389695719,0.0,6.0,0.09061998754900301,0.0,0.0,0.6608979331662778,395.9976853333333,-152.54612773705415,0.28467177974697677,8.109741605198858,0.0032245941096247896,120.78971914731963,1.2356809942758888,0.1079912305397179,-761.9385840768804,-200.39466343399843
2025-01-01 06:00:00,14.373117683048424,0.5348861736384873,0.003896372984091031,14.373117683048424,0.5348861736384873,0.0038963729840910313,0.24151123277738573,0.8250098313333335,0.9517568816321484,12.304839737305555,0.05,0.003896372984091031,0.0,0.0,0.520302840305154,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03178074891645001,0.0238355616873375,0.19766775785364066,0.0,0.029990740131578944,0.0,0.2115204926458068,0.0,0.06035200337163567,0.0,0.6619563714904222,0.4964672786178165,0.003896372984091031,0.0,0.0,8916.908450950421,18.33333333333337,0.5666666666666668,3387.931286355136,11.862141143555556,0.44269859375000004,0.5666666666666667,11862.141143555555,20933.190253333338,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,15600.175244444445,825.0098313333333,0.15,23.119932134692565,51.66666666666668,46.10666666666668,0.0,51.494368255640985,0.2387275611386804,646.934031703808,825.0098313333333,23.119932134692565,50.644066400242885,51.494368255640985,50.21891547254384,12.43753247303448,17.853047273958698,-0.18044016952901126,7.18869429552189,0.3,9.236100170605994,7973.911479345994,1993.856174436606,-2185.516330341283,0.0,0.0,1454.5160748141852,0.0,5.499,0.09467324644533952,0.0,0.0,0.6904586349455412,362.93187860800003,-211.99671607732782,0.2603517408654095,8.803413166751056,0.003232870616004273,37.31058313299517,1.2294876841847124,0.12854900368224081,-1169.4562739568241,-224.61883796170565
2025-01-01 07:00:00,10.433720410028696,0.6191124543238671,0.006180453698903013,10.433720410028696,0.6191124543238671,0.006180453698903014,0.48486965610879196,1.1916808674814816,1.469028864493979,7.238141021944444,0.05,0.006180453698903013,0.0,0.0,0.6045291209905337,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345341991205265,0.025090064934039476,0.5358772915412199,0.0,0.027945916940789472,0.0,0.45692373916800244,0.0,0.1271127449653807,0.0,0.7725854080753259,0.5794390560564943,0.006180453698903013,0.0,0.0,5245.2402652649525,18.33333333333337,0.33333333333333337,1992.900756679492,6.9777300844444445,0.2604109375,0.3333333333333333,6977.730084444444,20933.190253333338,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,15600.175244444445,1191.6808674814815,0.21666666666666667,22.461547548408483,51.66666666666668,46.10666666666668,0.0,51.44848934338397,0.5593531700556736,1519.1757749595952,1191.6808674814815,22.461547548408483,49.82953192879759,51.450132653362374,49.01840991152601,12.43753247303448,17.981025538269467,-0.0684854288418455,6.113068720054088,-0.55,9.236100170605994,4824.3551069815485,661.612646811484,-2391.876999098706,0.0,0.0,2139.1366245099566,8.117850671349228,5.899500000000001,0.09787514645674172,0.0,0.0,0.7138103165885837,389.364724104,-168.14478369465456,0.2591896399989701,8.878792754070094,0.0032461480823448947,129.92993267372213,1.2289341523923205,0.12721214664824604,-1121.4520970847277,-209.8360127832798
2025-01-01 08:00:00,10.138851294125582,0.6137018535983941,0.00591173832068984,10.138851294125582,0.6137018535983941,0.00591173832068984,0.4556843820722338,1.1916808674814816,2.2890661759190896,6.152419868652777,0.05,0.00591173832068984,0.0,0.0,0.5991185202650607,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034289755409853954,0.025717316557390464,1.3528381347503167,0.0,0.021129839638157892,0.0,0.4345545424340758,0.0,0.13740334748202487,0.0,0.7645349382768939,0.5734012037076702,0.00591173832068984,0.0,0.0,4458.4542254752105,18.33333333333337,0.2833333333333334,1693.965643177568,5.931070571777778,0.22134929687500002,0.2833333333333333,5931.070571777777,20933.190253333338,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,15600.175244444445,1191.6808674814815,0.21666666666666667,22.437220114985518,51.66666666666668,46.10666666666668,0.0,51.602960893044646,0.37590613581388427,1026.9984389634067,1191.6808674814815,22.437220114985518,49.8498096369066,51.603251124340005,48.97294377754222,12.43753247303448,18.060866977424904,-0.04300420130896576,4.894596113094805,-1.4,9.236100170605994,4461.345804496442,415.5445917925202,-2610.084204701636,0.0,0.0,2642.304506464519,522.5522512878027,4.997999999999999,0.10143933504378343,0.0,0.0,0.739804194256211,329.86607188266663,-29.32872274164979,0.260258508190263,8.952065426967813,0.003274623138468672,226.38560736904643,1.2291531543434515,0.12950055021839596,-1080.273467481023,-198.14758390402463
2025-01-01 09:00:00,10.040235168388893,0.611754159292322,0.005508665253370079,10.040235168388893,0.6117541592923219,0.005508665253370079,0.4558711997721408,0.6416743132592593,1.292641582315826,7.600048073041666,0.05,0.005508665253370079,0.0,0.0,0.5971708259589885,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034289755409853954,0.025717316557390464,0.33820953368757917,0.0,0.017040193256578944,0.0,0.43883100651556184,0.0,0.15820428068292847,0.0,0.7619380125354643,0.571453509401598,0.005508665253370079,0.0,0.0,5507.502278528201,18.33333333333337,0.35000000000000003,2092.5457945134663,7.326616588666666,0.273431484375,0.35,7326.616588666667,20933.190253333338,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,15600.175244444445,641.6743132592594,0.11666666666666667,22.84323517256462,51.66666666666668,46.10666666666668,0.0,51.4491357409425,0.14864254536942312,404.8527195337025,641.6743132592594,22.84323517256462,50.40914602176155,51.4491357409425,49.88915116217108,12.43753247303448,18.02045739049782,-0.06564281802232598,4.712307030996272,-0.85,9.236100170605994,5090.160956020362,1018.8593195356874,-2481.0394326873216,0.0,0.0,1867.8758887992954,1361.5006542252258,4.051500000000001,0.09953116980846834,0.0,0.0,0.7258878111903059,267.39743702133336,195.8222213801876,0.2639104803754995,8.978345592148571,0.003310563219612846,192.0741349672739,1.2299143007009108,0.12520390341898208,-923.4571270728876,-150.22934790489134
