Metric,Value
Total Electric Energy (kWh),1507.6232124053183
Total Gas Energy (therms),0.0
Average Electric Power (kW),2.09392112834072
Peak Electric Power (kW),8.701529847155584
Other Electric Energy (kWh),207.59917958813529
HVAC Heating Electric Energy (kWh),1147.0423224290257
Lighting Electric Energy (kWh),37.14647401571298
Water Heating Electric Energy (kWh),115.14523637244444
HVAC Cooling Electric Energy (kWh),0.6900000000000001
Average Temperature - Indoor (C),18.022637964147673
Unmet Heating Load (C-hours),37.57679284672339
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
