Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,2.8469231858096506,0.11378105842779998,0.0,2.8469231858096506,0.11378105842779998,0.0,0.012979537335752763,0.0,0.15574593616620577,2.6781977123076923,0.0,0.0,0.0,0.11378105842779998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05868172968480915,0.04401129726360685,0.0,0.0,0.003412116228070175,0.0,0.009567421107682588,0.0,0.004037858262472441,0.0,0.09302634821892419,0.06976976116419313,0.0,0.0,2678.197712307692,18.33333333333337,0.75,0.0,2.5202650199999996,0.1579326923076923,0.75,2520.26502,3360.35336,0.0,0.0,39.06038006984103,51.66666666666668,46.10666666666668,0.0,51.661456163899096,0.0,0.0,0.0,39.06038006984103,51.679023727565166,51.687807509398205,51.661456163899096,12.43753247303448,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4922.661969901312,18.106276526730213,-0.03476439096374406,1.4664414433972388,2.8,9.236100170605994,2374.8171461805305,-834.8356037319477,-602.2359462773622,0.0,0.0,228.21324334885608,0.0,1.0,0.030185114394321953,0.0,0.0,0.4215200040891648,65.99961422222222,70.64213680134444,0.21281481677678352,8.292102356296223,0.002681599708172266,21.891348320776608,1.2299583939349583,0.0,0.0,34.83648345179949
2025-01-01 01:00:00,2.666653719696579,0.1126807759962098,0.0,2.666653719696579,0.1126807759962098,0.0,0.0127236286186475,0.0,0.15427889292408556,2.4996511981538463,0.0,0.0,0.0,0.1126807759962098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057214686442688914,0.042911014832016675,0.0,0.0,0.0031562075109649117,0.0,0.009567421107682588,0.0,0.004037858262472441,0.0,0.09302634821892419,0.06976976116419313,0.0,0.0,2499.6511981538456,18.33333333333337,0.7,0.0,2.352247352,0.14740384615384616,0.7,2352.247352,3360.35336,0.0,0.0,38.672638930113344,51.66666666666668,46.10666666666668,0.0,51.314856649682525,0.0,0.0,0.0,38.672638930113344,51.351414828002085,51.36969391716187,51.314856649682525,12.43753247303448,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4919.120334637194,18.111368579486307,-0.0403679951090617,2.508544406631045,2.5,9.236100170605994,2190.590437826313,-2642.6115104453647,-597.8030630341931,0.0,0.0,226.49029138963058,0.0,1.0,0.029364457721539172,0.0,0.0,0.4100599446854387,65.99961422222222,62.252011317029435,0.2133013832919045,8.302772962871293,0.0026884335318159607,23.529816570805117,1.229991653416516,0.0,0.0,54.40309194048695
2025-01-01 02:00:00,2.2485781434288175,0.11158049356461963,0.0,2.248578143428818,0.11158049356461963,0.0,0.0127236286186475,0.0,0.15281184968196532,2.0830426651282052,0.0,0.0,0.0,0.11158049356461963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05574764320056869,0.04181073240042651,0.0,0.0,0.0031562075109649117,0.0,0.009567421107682588,0.0,0.004037858262472441,0.0,0.09302634821892419,0.06976976116419313,0.0,0.0,2083.042665128205,18.33333333333337,0.5833333333333334,0.0,1.9602061266666666,0.12283653846153846,0.5833333333333334,1960.2061266666667,3360.35336,0.0,0.0,38.32117265143099,51.66666666666668,46.10666666666668,0.0,50.97189173650335,0.0,0.0,0.0,38.32117265143099,51.02700009848731,51.0545542794793,50.97189173650335,12.43753247303448,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4907.333077382683,18.08848972363,-0.03195542373197575,1.6663433545401254,1.6500000000000001,9.236100170605994,1744.6606011998736,-3449.264778720052,-625.0824126768798,0.0,0.0,225.02324814751037,0.0,1.0,0.029020140803524108,0.0,0.0,0.40525173137891635,65.99961422222222,61.6771006010378,0.21423002610349623,8.301409544670852,0.0026964328500222344,29.31625908314506,1.230082032716528,0.0,0.0,74.25158375557594
2025-01-01 03:00:00,3.8214022279677393,0.1274571058647081,0.0,3.8214022279677393,0.1274571058647081,0.0,0.01307699921679253,1.3416111634074075,0.26464039077943663,2.2020736745641027,0.0,0.0,0.0,0.1274571058647081,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05428059995844845,0.040710449968836326,0.088856655913482,0.0,0.002985601699561403,0.0,0.010091397517231128,0.0,0.005840927046343782,0.0,0.1156622078611624,0.08674665589587177,0.0,0.0,2202.0736745641025,18.33333333333337,0.6166666666666667,0.0,2.0722179053333334,0.12985576923076922,0.6166666666666667,2072.2179053333334,3360.35336,1341.6111634074075,0.38333333333333336,37.09130577653052,51.66666666666668,46.10666666666668,0.0,50.79386543470266,0.51332701454055,1354.5332614676424,1341.6111634074075,37.09130577653052,49.8483982922413,50.796717995771964,49.37281215994132,12.43753247303448,0.0,25.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4906.267959644295,17.995204005963288,-0.06540946270633802,1.5809098531718528,1.6500000000000001,9.236100170605994,1940.1641579568313,-2742.6667488899175,-629.9247581564218,0.0,0.0,303.46811254058656,0.0,1.0,0.029442350984693513,0.0,0.0,0.4111476850919986,65.99961422222222,64.54712900856411,0.21628676905193842,8.26886825176748,0.002706307297311517,32.51812720954848,1.2304691053196228,0.0,0.0,72.6644345527824
2025-01-01 04:00:00,2.871505419641361,0.12882365076873972,0.0,2.871505419641361,0.12882365076873972,0.0,0.022625013790788136,0.0,0.2226981982608297,2.6186822075897433,0.007499999999999999,0.0,0.0,0.1266361507687397,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052813556716328224,0.03961016753724616,0.044428327956741,0.0,0.002985601699561403,0.0,0.01963941209122673,0.0,0.009421669279102362,0.0,0.11603464430865809,0.08702598323149355,0.0,0.0,2618.6822075897435,18.33333333333337,0.7333333333333333,0.0,2.4642591306666666,0.1544230769230769,0.7333333333333333,2464.259130666667,3360.35336,0.0,0.0,35.80243739743616,51.66666666666668,46.10666666666668,0.0,51.02682436350009,0.09703789452878651,262.0406164002858,0.0,35.80243739743616,48.747527151457,51.02682436350009,47.607878545435454,12.43753247303448,0.0,25.5555555555556,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,4886.9885738299845,18.024878904830132,-0.044125108080387436,0.6025742809927608,0.55,9.236100170605994,2266.213258777782,-4758.7202154477645,-703.3115384053941,0.0,0.0,287.1241326084422,0.0,1.0,0.03055324944959873,0.0,0.0,0.4266608257530649,65.99961422222222,63.71845698499031,0.21652868797130537,8.290228973507507,0.0027157707786411287,38.185173781118785,1.2297587908017833,0.0,0.0,88.63897729506759
2025-01-01 05:00:00,2.8492990341305626,0.11184675603706105,0.0,2.849299034130563,0.11184675603706105,0.0,0.013224145502729719,0.0,0.15037717632014105,2.6781977123076923,0.007499999999999999,0.0,0.0,0.10965925603706106,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052813556716328224,0.03961016753724616,0.0,0.0,0.003326813322368421,0.0,0.009897332180361297,0.0,0.0041648349373929585,0.0,0.09339878466641989,0.0700490884998149,0.0,0.0,2678.197712307692,18.33333333333337,0.75,0.0,2.5202650199999996,0.1579326923076923,0.75,2520.26502,3360.35336,0.0,0.0,34.64441175957052,51.66666666666668,46.10666666666668,0.0,50.579458280277,0.0,0.0,0.0,34.64441175957052,47.79136399237042,50.579458280277,46.39731684841714,12.43753247303448,0.0,25.5555555555556,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,4876.134329017131,18.096987533157634,-0.036979632669853935,-0.3737594129607553,-0.25000000000000006,9.236100170605994,2151.555770604915,-3461.97627701544,-752.8543477362216,0.0,0.0,158.16395046337695,0.0,0.016675,0.031120567255267476,0.0,0.0,0.4345831347641028,1.1005435671555555,68.0484555700671,0.21598680045624097,8.328437611259837,0.0027226996642450703,-15.58771612295901,1.2288325733231438,0.0,0.0,84.37679245467525
2025-01-01 06:00:00,3.376808592281551,0.11376799356461964,0.0,3.376808592281551,0.11376799356461963,0.0,0.01332074895855978,0.5249782813333334,0.15281184968196532,2.6781977123076923,0.007499999999999999,0.0,0.0,0.11158049356461963,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05574764320056869,0.04181073240042651,0.0,0.0,0.003753327850877193,0.0,0.009567421107682588,0.0,0.004037858262472441,0.0,0.09302634821892419,0.06976976116419313,0.0,0.0,2678.197712307692,18.33333333333337,0.75,0.0,2.5202650199999996,0.1579326923076923,0.75,2520.26502,3360.35336,524.9782813333334,0.15,35.953934624923,51.66666666666668,46.10666666666668,0.0,50.694738499000124,0.0,0.0,524.9782813333334,35.953934624923,48.89867639114754,50.695600725541325,47.99978311068005,12.43753247303448,0.0,25.5555555555556,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,4886.121813485946,18.085222151545608,-0.039257067762512796,0.3078580197745405,0.3,9.236100170605994,2188.0344104114047,-3740.1025184421583,-718.1825508974689,0.0,0.0,159.62075426520045,0.0,0.0,0.030731164391449392,0.0,0.0,0.42914531880605533,0.0,68.39849473598102,0.2153412524334568,8.31100157683561,0.002712512425917793,-35.82532718571162,1.2288897948148343,0.0,0.0,77.3676197772775
2025-01-01 07:00:00,2.9215239934333015,0.11815605842779998,0.0,2.921523993433301,0.1181560584278,0.0,0.013064840241454517,0.0,0.15574593616620577,2.737713217025641,0.014999999999999998,0.0,0.0,0.11378105842779998,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05868172968480915,0.04401129726360685,0.0,0.0,0.0034974191337719296,0.0,0.009567421107682588,0.0,0.004037858262472441,0.0,0.09302634821892419,0.06976976116419313,0.0,0.0,2737.7132170256414,18.33333333333337,0.7666666666666667,0.0,2.576270909333333,0.1614423076923077,0.7666666666666667,2576.2709093333333,3360.35336,0.0,0.0,38.98945309286106,51.66666666666668,46.10666666666668,0.0,51.58508085752732,0.0,0.0,0.0,38.98945309286106,51.59943913505732,51.60661827382232,51.58508085752732,12.43753247303448,0.0,25.5555555555556,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,4870.1272329668955,18.087748151307924,-0.03678784600912521,-0.5339847282773136,-0.55,9.236100170605994,2192.9814061568354,-4338.825763423037,-777.411934865869,0.0,0.0,162.2989320323356,0.695300528596681,0.0,0.031643893675417825,0.0,0.0,0.44189112610977216,0.0,70.38119196472813,0.21459644453113985,8.30171305107061,0.0027035178177668845,-17.747748587485134,1.2288857629992487,0.0,0.0,86.3892113172836
2025-01-01 08:00:00,2.9221380076184045,0.11925634085939014,0.0,2.922138007618404,0.11925634085939013,0.0,0.012211811184436974,0.0,0.15721297940832601,2.737713217025641,0.014999999999999998,0.0,0.0,0.11488134085939014,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06014877292692938,0.04511157969519702,0.0,0.0,0.0026443900767543858,0.0,0.009567421107682588,0.0,0.004037858262472441,0.0,0.09302634821892419,0.06976976116419313,0.0,0.0,2737.7132170256414,18.33333333333337,0.7666666666666667,0.0,2.576270909333333,0.1614423076923077,0.7666666666666667,2576.2709093333333,3360.35336,0.0,0.0,38.52737803470586,51.66666666666668,46.10666666666668,0.0,51.23959203925262,0.0,0.0,0.0,38.52737803470586,51.27291965530381,51.28958346332942,51.23959203925262,12.43753247303448,0.0,25.5555555555556,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,4854.478507152516,18.157819934815123,-0.03757209460751767,-1.3924030109647518,-1.4,9.236100170605994,2133.935716463155,-4523.159440237048,-846.4915014660339,0.0,0.0,162.9129462174383,28.24411951475769,0.0,0.03273741365092648,0.0,0.0,0.4571615848705544,0.0,79.80105468610994,0.2136708717012005,8.337110553905918,0.0027023960504879295,12.655443803078898,1.2291683360698602,0.0,0.0,89.40525954088646
2025-01-01 09:00:00,3.040657199620091,0.11925634085939014,0.0,3.040657199620091,0.11925634085939013,0.0,0.011699993750226447,0.0,0.15721297940832601,2.8567442264615384,0.014999999999999998,0.0,0.0,0.11488134085939014,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06014877292692938,0.04511157969519702,0.0,0.0,0.0021325726425438594,0.0,0.009567421107682588,0.0,0.004037858262472441,0.0,0.09302634821892419,0.06976976116419313,0.0,0.0,2856.7442264615383,18.33333333333337,0.8,0.0,2.688282688,0.16846153846153847,0.8,2688.282688,3360.35336,0.0,0.0,38.14739674853468,51.66666666666668,46.10666666666668,0.0,50.89749362120585,0.0,0.0,0.0,38.14739674853468,50.94936411065237,50.97529935537563,50.89749362120585,12.43753247303448,0.0,25.5555555555556,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,4865.37360218287,18.16030900579524,-0.006666875328685862,-0.9758124747192861,-0.85,9.236100170605994,2312.7515009421827,-3383.156306229877,-807.3470449972234,0.0,0.0,162.40112878322776,114.32863933683619,0.0,0.03215871912682926,0.0,0.0,0.44908040568477264,0.0,100.95319069463979,0.2144232239867588,8.35278611635676,0.002711288619430545,45.07119928494622,1.2297673811087304,0.0,0.0,77.72885387835706
