Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,12.1683734140482,7.821308036095914,0.0,0.20280622356747,0.1303551339349319,0.0,0.08971075048953563,0.0,0.44743418757214753,11.581228475986515,0.05,0.0,0.0,0.3259901185618657,7.4807345842007145,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.0201562774122807,0.0,On,0.002360329591061886,0.0,On,0.03359707174309652,0,On,0.03359707174309652,0.0,On,0.01278069615632645,0,On,0.3885108432612657,0.2913831324459492,On,0,0,Off,HP and ER On,9872.939173622437,22.222222222222285,1.1786242503434639,3726.3532115930802,2.2328334382087363,0.2834125,1,13315.879885215516,4250.897347437738,9.064982537777778,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5695.543973333333,Off,0.0,0.0,35.72691179036787,51.666666666666686,46.10666666666668,0.0,51.91191655327471,0.0,0.0,0.0,35.72691179036787,51.925029898291776,51.93158657080032,51.91191655327471,12.43753247303448,21.21842289860341,-0.5037993236188747,-2.647851155442898,-1.2728754086114722,-2.0087751479132003,2.8,9.236100170605994,5946.13603772017,5698.029110698355,3863.1143604953536,1366.86108702122,-2573.28501969924,-0.0,-0.0,641.948407477839,0.0,2.0,0.10720568087910397,0.0,0,1.5637171187729406,131.99922844444444,-20.87868895637841,0.18550751238480487,9.88807217607511,0.002845402054918096,-56.34360645081651,1.213348047651126,0,0,-2.9119356192124144,0.7249112727551998,3847.721501571744,15.392858923609753,0.2460423496656154,1541.920520484681,-175.0594334634608
2025-01-01 00:01:00,12.174243890160325,7.825099989062628,0.0,0.2029040648360054,0.13041833315104379,0.0,0.08971075048953563,0.0,0.44743418757214753,11.587098952098641,0.05,0.0,0.0,0.3259901185618657,7.4845265371674286,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.0201562774122807,0.0,On,0.002360329591061886,0.0,On,0.03359707174309652,0,On,0.03359707174309652,0.0,On,0.01278069615632645,0,On,0.3885108432612657,0.2913831324459492,On,0,0,Off,HP and ER On,9870.933254125226,22.222222222222285,1.1777677066638619,3725.596115410355,2.2387039143208636,0.2834125,1,13313.116869535581,4248.134331757803,9.064982537777778,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5695.543973333333,Off,0.0,0.0,35.57479055171646,51.666666666666686,46.10666666666668,0.0,51.90868843002811,0.0,0.0,0.0,35.57479055171646,51.92202151463983,51.928688056945695,51.90868843002811,12.43753247303448,21.34614969253343,-0.3760725296888552,-2.4174193360033205,-0.9883361574432187,-1.945723741149137,2.8,9.236100170605994,5908.6877754541465,5691.798209767767,3593.2651154255564,1342.367567278387,-2599.688290616298,-0.0,-0.0,641.948407477839,0.0,2.0,0.10755977011095857,0.0,0,1.5688819140420327,131.99922844444444,-30.318944707575987,0.18457776339663018,9.969016895458921,0.0028450953769553226,-56.790193916979064,1.2163648375180913,0,0,-7.984556467633361,0.7249112727551998,3578.911954280814,14.35316114474308,0.24554243828964295,1518.611448051885,-176.24388077349798
2025-01-01 00:02:00,12.179955599017136,7.828789388513526,0.0,0.20299925998361892,0.1304798231418921,0.0,0.08971075048953563,0.0,0.44743418757214753,11.592810660955452,0.05,0.0,0.0,0.3259901185618657,7.488215936618326,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.0201562774122807,0.0,On,0.002360329591061886,0.0,On,0.03359707174309652,0,On,0.03359707174309652,0.0,On,0.01278069615632645,0,On,0.3885108432612657,0.2913831324459492,On,0,0,Off,HP and ER On,9868.983900462865,22.222222222222285,1.176935463758141,3724.8603689267065,2.2444156231776713,0.2834125,1,13310.431769389572,4245.449231611793,9.064982537777778,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5695.543973333333,Off,0.0,0.0,35.42715031245777,51.666666666666686,46.10666666666668,0.0,51.90547409502359,0.0,0.0,0.0,35.42715031245777,51.91902594035271,51.92580186301728,51.90547409502359,12.43753247303448,21.47003805809024,-0.25218416413204636,-2.1909414948117467,-0.7250397513428308,-1.885002704321155,2.8,9.236100170605994,5872.202652952066,5686.204012711748,3343.6544052652343,1319.030012810413,-2625.4006461049057,-0.0,-0.0,641.948407477839,0.0,2.0,0.107902804513259,0.0,0,1.5738854620145524,131.99922844444444,-39.53222879116116,0.18316211764383128,10.023551514632533,0.0028447870348610256,-57.21832509700283,1.2158535796675025,0,0,-12.453136307531551,0.7249112727551998,3330.170919655252,13.48348560998274,0.24506003960446382,1496.2356464309157,-177.2056336205028
2025-01-01 00:03:00,12.185514049353165,7.832379792739599,0.0,0.20309190082255274,0.13053966321232666,0.0,0.08971075048953563,0.0,0.44743418757214753,11.59836911129148,0.05,0.0,0.0,0.3259901185618657,7.491806340844399,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.0201562774122807,0.0,On,0.002360329591061886,0.0,On,0.03359707174309652,0,On,0.03359707174309652,0.0,On,0.01278069615632645,0,On,0.3885108432612657,0.2913831324459492,On,0,0,Off,HP and ER On,9867.088999202775,22.222222222222285,1.1761266199103007,3724.145174467183,2.2499740735137017,0.2834125,1,13307.821673669958,4242.839135892179,9.064982537777778,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5695.543973333333,Off,0.0,0.0,35.283809703543966,51.666666666666686,46.10666666666668,0.0,51.902273142966415,0.0,0.0,0.0,35.283809703543966,51.916042798107995,51.92292762567879,51.902273142966415,12.43753247303448,21.59024349762983,-0.13197872459245374,-1.9681957648077288,-0.48135697643325837,-1.8263177943076843,2.8,9.236100170605994,5836.57806660682,5680.793721542458,3112.645505176828,1297.4173446674968,-2650.4449869862688,-0.0,-0.0,641.948407477839,0.0,2.0,0.10823525244413679,0.0,0,1.578734594227989,131.99922844444444,-48.59655324697097,0.1817994497602707,10.077507658406686,0.002844476237597348,-57.628482907181706,1.215357939719381,0,0,-16.769252765279873,0.7249112727551998,3099.959248902994,12.68625627383381,0.24459291285257148,1474.6772599515514,-177.25991528405459
2025-01-01 00:04:00,3.13119059003001,1.983864604636557,0.0,0.052186509833833494,0.033064410077275945,0.0,0.08971075048953563,0.0,0.44743418757214753,2.544045651968327,0.05,0.0,0.0,0.3259901185618657,1.6432911527413578,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.0201562774122807,0.0,On,0.002360329591061886,0.0,On,0.03359707174309652,0,On,0.03359707174309652,0.0,On,0.01278069615632645,0,On,0.3885108432612657,0.2913831324459492,On,0,0,Off,HP On,3284.1672853559385,22.222222222222285,1.8757140198498121,1239.5465115283243,2.260633151968327,0.2834125,1,4240.301296884262,4240.301296884262,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5695.543973333333,Off,0.0,0.0,35.14459815281061,51.666666666666686,46.10666666666668,0.0,51.89908518496437,0.0,0.0,0.0,35.14459815281061,51.91307172585542,51.920064996300944,51.89908518496437,12.43753247303448,21.70691224952221,-0.015309972700073615,-1.7490114588717827,-0.2557885578923584,-1.769386512581716,2.8,9.236100170605994,539.5570431608207,1875.4909572654324,2898.821339499323,1276.6805541381964,-2674.843071382336,-0.0,-0.0,641.948407477839,0.0,2.0,0.10855755349142676,0.0,0,1.5834357225722426,131.99922844444444,-54.88212121943259,0.1804870145967981,10.128711852710826,0.002844163084791297,-58.02140819835856,1.2148772773916905,0,0,-20.8890113340794,0.7249112727551998,2886.860549085106,11.960790414217037,0.2441388907092826,1453.826277426431,-177.1457232882347
2025-01-01 00:05:00,3.129523037811508,1.9827874723117975,0.0,0.05215871729685847,0.03304645787186329,0.0,0.08971075048953563,0.0,0.44743418757214753,2.542378099749825,0.05,0.0,0.0,0.3259901185618657,1.6422140204165985,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.0201562774122807,0.0,On,0.002360329591061886,0.0,On,0.03359707174309652,0,On,0.03359707174309652,0.0,On,0.01278069615632645,0,On,0.3885108432612657,0.2913831324459492,On,0,0,Off,HP On,3284.7351651732324,22.222222222222285,1.8774449299330545,1239.760846970259,2.2589655997498252,0.2834125,1,4241.083512143491,4241.083512143491,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5695.543973333333,Off,0.0,0.0,35.18295974607272,51.666666666666686,46.10666666666668,0.0,51.89590984755142,0.0,0.0,0.0,35.18295974607272,51.910112375907744,51.91721364008591,51.89590984755142,12.43753247303448,21.670974390536024,-0.051247831686261236,-1.641272166083694,-0.04695001011597641,-1.7139944578006543,2.8,9.236100170605994,548.1994450330471,1874.337631045183,2700.8681329056385,1256.8731362141334,-2667.3181470653367,-0.0,-0.0,641.948407477839,0.0,2.0,0.10845831238443597,0.0,0,1.581988177846861,131.99922844444444,-54.218947518041915,0.18086407695854392,10.112676272378812,0.00284384767208906,-57.758491206309145,1.2150255987960288,0,0,-22.37024895972273,0.7249112727551998,2689.5668707817595,11.301262123879212,0.24369633189395512,1433.5989218314671,-176.7257856173336
2025-01-01 00:06:00,3.1279115261114554,1.9817465385859476,0.0,0.052131858768524254,0.03302910897643246,0.0,0.08971075048953563,0.0,0.44743418757214753,2.5407665880497725,0.05,0.0,0.0,0.3259901185618657,1.6411730866907486,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.0201562774122807,0.0,On,0.002360329591061886,0.0,On,0.03359707174309652,0,On,0.03359707174309652,0.0,On,0.01278069615632645,0,On,0.3885108432612657,0.2913831324459492,On,0,0,Off,HP On,3285.2841355861074,22.222222222222285,1.879120206909042,1239.9680454169538,2.2573540880497727,0.2834125,1,4241.839681003061,4241.839681003061,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5695.543973333333,Off,0.0,0.0,35.21994680505121,51.666666666666686,46.10666666666668,0.0,51.892731075645756,0.0,0.0,0.0,35.21994680505121,51.90714979572314,51.91435915576184,51.892731075645756,12.43753247303448,21.636214661493568,-0.08600756072871718,-1.534947043380047,0.14643697170816714,-1.6599513109583346,2.8,9.236100170605994,557.2992902772203,1873.07049477211,2517.5729784308,1237.8609192732565,-2660.047954682759,-0.0,-0.0,641.948407477839,0.0,2.0,0.10836229217084259,0.0,0,1.5805876135249617,131.99922844444444,-52.82847098674547,0.1812290673573048,10.096505866545122,0.002843533726970119,-57.50127580623331,1.2151690987767851,0,0,-23.954377762065263,0.7249112727551998,2506.870575551235,10.702402879565142,0.24326377432077342,1413.9212128262925,-176.06029355303608
2025-01-01 00:07:00,3.1263543660003257,1.9807407125183056,0.0,0.05210590610000543,0.033012345208638424,0.0,0.08971075048953563,0.0,0.44743418757214753,2.539209427938643,0.05,0.0,0.0,0.3259901185618657,1.6401672606231066,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.0201562774122807,0.0,On,0.002360329591061886,0.0,On,0.03359707174309652,0,On,0.03359707174309652,0.0,On,0.01278069615632645,0,On,0.3885108432612657,0.2913831324459492,On,0,0,Off,HP On,3285.8147552454857,22.222222222222285,1.8807413559353254,1240.1683177205796,2.2557969279386434,0.2834125,1,4242.570572966065,4242.570572966065,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5695.543973333333,Off,0.0,0.0,35.25559849363987,51.666666666666686,46.10666666666668,0.0,51.889548993555344,0.0,0.0,0.0,35.25559849363987,51.90418410104422,51.911501654788665,51.889548993555344,12.43753247303448,21.60259951842286,-0.11962270379942552,-1.4300291575503365,0.32555259141898935,-1.6070956299170502,2.8,9.236100170605994,566.3850320438628,1871.912796497088,2347.816061429999,1219.5356322137948,-2653.0246887112494,-0.0,-0.0,641.948407477839,0.0,2.0,0.10826940337468172,0.0,0,1.579232724497553,131.99922844444444,-51.190490919115625,0.18158226976454073,10.081698986954617,0.0028432212168491688,-57.24960106709983,1.2153079122380561,0,0,-25.418472272588573,0.7249112727551998,2337.6567027744013,10.159358655597869,0.24283997585941222,1394.7305294909766,-175.19489727718175
2025-01-01 00:08:00,3.12484935590075,1.9797685720303762,0.0,0.05208082259834583,0.03299614286717294,0.0,0.08971075048953563,0.0,0.44743418757214753,2.537704417839067,0.05,0.0,0.0,0.3259901185618657,1.639195120135177,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.0201562774122807,0.0,On,0.002360329591061886,0.0,On,0.03359707174309652,0,On,0.03359707174309652,0.0,On,0.01278069615632645,0,On,0.3885108432612657,0.2913831324459492,On,0,0,Off,HP On,3286.327758675662,22.222222222222285,1.8823104346914292,1240.3619411133686,2.2542919178390672,0.2834125,1,4243.27719978903,4243.27719978903,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5695.543973333333,Off,0.0,0.0,35.28996709465385,51.666666666666686,46.10666666666668,0.0,51.88636372204591,0.0,0.0,0.0,35.28996709465385,51.90121540431582,51.90864124545078,51.88636372204591,12.43753247303448,21.57008413858925,-0.15213808363303372,-1.3264968068663046,0.49148648558049757,-1.5552906759025538,2.8,9.236100170605994,574.3851729754733,1870.837273461023,2190.563501097176,1201.8056775514542,-2646.2382458498087,-0.0,-0.0,641.948407477839,0.0,2.0,0.10817952511665231,0.0,0,1.5779217476021723,131.99922844444444,-50.38719559308682,0.18192409964917028,10.066718171929303,0.002842910110078592,-57.003258203453214,1.2154422208335942,0,0,-26.790219387477883,0.7249112727551998,2180.8958524290106,9.667648668165263,0.24242388323365427,1375.9739156764874,-174.16823812503313
2025-01-01 00:09:00,3.1233930227379516,1.9788278737374745,0.0,0.05205655037896586,0.03298046456229124,0.0,0.08971075048953563,0.0,0.44743418757214753,2.5362480846762687,0.05,0.0,0.0,0.3259901185618657,1.6382544218422754,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.0201562774122807,0.0,On,0.002360329591061886,0.0,On,0.03359707174309652,0,On,0.03359707174309652,0.0,On,0.01278069615632645,0,On,0.3885108432612657,0.2913831324459492,On,0,0,Off,HP On,3286.8243152688638,22.222222222222285,1.8838308490403688,1240.5493569601874,2.252835584676269,0.2834125,1,4243.961172229051,4243.961172229051,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,5695.543973333333,Off,0.0,0.0,35.323137146996366,51.666666666666686,46.10666666666668,0.0,51.88317537715479,0.0,0.0,0.0,35.323137146996366,51.89824381358029,51.90577803179304,51.88317537715479,12.43753247303448,21.53859597185501,-0.18362625036727565,-1.2243239900473033,0.6452446741802303,-1.5044210150612416,2.8,9.236100170605994,582.7888256011033,1869.8394810669315,2044.8607560512037,1184.5930178186834,-2639.67280634344,-0.0,-0.0,641.948407477839,0.0,2.0,0.10809245958901059,0.0,0,1.5766517975872854,131.99922844444444,-48.94622774838715,0.1822552885671359,10.052282339896786,0.002842600376218601,-56.76192031989913,1.215572320855629,0,0,-28.074738947028603,0.7249112727551998,2035.6376186350114,9.223137416192012,0.2420146066717208,1357.606702308262,-173.0136844895785
