Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.10542850672792227,0.06304292665744844,0.0,0.0017571417787987044,0.0010507154442908073,0.0,0.007542964740912342,0.0,0.07788554198700993,0.0,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.002524835526315789,0.0,On,0.005018129214596553,0,On,0.0016060842215231018,0,On,0.04296794480708411,0.03222595860531307,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2315.2617777777778,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,967.1346666666667,Off,0.0,0.0,41.001711325120155,51.666666666666686,46.10666666666668,0.0,50.803915240974824,0.0,0.0,0.0,41.001711325120155,50.86849876267924,50.900790523531455,50.803915240974824,12.43753247303448,15.625797101123316,0.0,2.8,9.236100170605994,-112.25755994743376,-254.7694857272954,-0.0,-0.0,148.42036481364863,0.0,1.0,0.015242120588101154,0.0,0,0.7522412543909609,65.99961422222222,-5.908439033786964,0.2842143025300911,7.544707907043075,0.003070898762117934,17.466912959522155,1.236678336963163
2025-01-01 00:01:00,0.10542850672792227,0.06304292665744844,0.0,0.0017571417787987044,0.0010507154442908073,0.0,0.007542964740912342,0.0,0.07788554198700993,0.0,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.002524835526315789,0.0,On,0.005018129214596553,0,On,0.0016060842215231018,0,On,0.04296794480708411,0.03222595860531307,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2315.2617777777778,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,967.1346666666667,Off,0.0,0.0,41.08404783271668,51.666666666666686,46.10666666666668,0.0,50.79783552268662,0.0,0.0,0.0,41.08404783271668,50.86274451600304,50.89519901266125,50.79783552268662,12.43753247303448,15.549265368186733,0.0,2.8,9.236100170605994,-112.1979202694224,-252.66191044982932,-0.0,-0.0,148.42036481364863,0.0,1.0,0.015206769494854906,0.0,0,0.7504965791291466,65.99961422222222,-7.95637463324171,0.2864757484156353,7.53032829185906,0.0030712143745407054,17.532052271732823,1.240619389032028
2025-01-01 00:02:00,0.10542850672792227,0.06304292665744844,0.0,0.0017571417787987044,0.0010507154442908073,0.0,0.007542964740912342,0.0,0.07788554198700993,0.0,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.002524835526315789,0.0,On,0.005018129214596553,0,On,0.0016060842215231018,0,On,0.04296794480708411,0.03222595860531307,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2315.2617777777778,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,967.1346666666667,Off,0.0,0.0,41.16321670851911,51.666666666666686,46.10666666666668,0.0,50.791743639318156,0.0,0.0,0.0,41.16321670851911,50.8569787140878,50.889596251472625,50.791743639318156,12.43753247303448,15.47544462789654,0.0,2.8,9.236100170605994,-112.310646513901,-250.63538319090074,-0.0,-0.0,148.42036481364863,0.0,1.0,0.01517265307512947,0.0,0,0.7488128384566299,65.99961422222222,-10.095628136648887,0.2878649355991786,7.495150199260402,0.003071530157637061,17.59444386818032,1.240936461696074
2025-01-01 00:03:00,0.10542850672792227,0.06304292665744844,0.0,0.0017571417787987044,0.0010507154442908073,0.0,0.007542964740912342,0.0,0.07788554198700993,0.0,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.002524835526315789,0.0,On,0.005018129214596553,0,On,0.0016060842215231018,0,On,0.04296794480708411,0.03222595860531307,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2315.2617777777778,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,967.1346666666667,Off,0.0,0.0,41.23944324133504,51.666666666666686,46.10666666666668,0.0,50.785640061815826,0.0,0.0,0.0,41.23944324133504,50.85120180148411,50.88398267131826,50.785640061815826,12.43753247303448,15.404141690809084,0.0,2.8,9.236100170605994,-112.57521672570412,-248.68393983455945,-0.0,-0.0,148.42036481364863,0.0,1.0,0.01513968400038771,0.0,0,0.7471857224660103,65.99961422222222,-12.311641704793317,0.28921499303386844,7.460779509222629,0.0030718469835426723,17.654240979646517,1.2412428651519558
2025-01-01 00:04:00,0.10542850672792227,0.06304292665744844,0.0,0.0017571417787987044,0.0010507154442908073,0.0,0.007542964740912342,0.0,0.07788554198700993,0.0,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.002524835526315789,0.0,On,0.005018129214596553,0,On,0.0016060842215231018,0,On,0.04296794480708411,0.03222595860531307,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2315.2617777777778,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,967.1346666666667,Off,0.0,0.0,41.31292418690247,51.666666666666686,46.10666666666668,0.0,50.77952522763509,0.0,0.0,0.0,41.31292418690247,50.84541419112516,50.8783586728702,50.77952522763509,12.43753247303448,15.33518785986338,0.0,2.8,9.236100170605994,-111.19958632382343,-246.80236885061456,-0.0,-0.0,148.42036481364863,0.0,1.0,0.015107786016731567,0.0,0,0.7456114678142809,65.99961422222222,-12.817582286857498,0.2905283739123029,7.427668895190263,0.0030721648077492755,17.71161633145605,1.2415393095120355
2025-01-01 00:05:00,0.10542850672792227,0.06304292665744844,0.0,0.0017571417787987044,0.0010507154442908073,0.0,0.007542964740912342,0.0,0.07788554198700993,0.0,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.002524835526315789,0.0,On,0.005018129214596553,0,On,0.0016060842215231018,0,On,0.04296794480708411,0.03222595860531307,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2315.2617777777778,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,967.1346666666667,Off,0.0,0.0,41.383639837178904,51.666666666666686,46.10666666666668,0.0,50.7733995449818,0.0,0.0,0.0,41.383639837178904,50.83961626833111,50.87272463000578,50.7733995449818,12.43753247303448,15.268600460068193,0.0,2.8,9.236100170605994,-108.95706214954801,-244.99058556729437,-0.0,-0.0,148.42036481364863,0.0,1.0,0.015076968763020211,0.0,0,0.7440905502060833,65.99961422222222,-12.386841395902259,0.29180412232846575,7.395829548627544,0.0030724835887337505,17.766547001266822,1.2418257058258597
2025-01-01 00:06:00,0.10542850672792227,0.06304292665744844,0.0,0.0017571417787987044,0.0010507154442908073,0.0,0.007542964740912342,0.0,0.07788554198700993,0.0,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.002524835526315789,0.0,On,0.005018129214596553,0,On,0.0016060842215231018,0,On,0.04296794480708411,0.03222595860531307,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2315.2617777777778,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,967.1346666666667,Off,0.0,0.0,41.45164950755326,51.666666666666686,46.10666666666668,0.0,50.76726342498594,0.0,0.0,0.0,41.45164950755326,50.833808421188,50.86708091928904,50.76726342498594,12.43753247303448,15.204328898778954,0.0,2.8,9.236100170605994,-106.58425107219391,-243.2466778425181,-0.0,-0.0,148.42036481364863,0.0,1.0,0.015047210368214166,0.0,0,0.7426218902444873,65.99961422222222,-11.757938043324447,0.29304257106694115,7.365235237620583,0.0030728032846361612,17.819081859414148,1.2421022580433343
2025-01-01 00:07:00,0.10542850672792227,0.06304292665744844,0.0,0.0017571417787987044,0.0010507154442908073,0.0,0.007542964740912342,0.0,0.07788554198700993,0.0,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.002524835526315789,0.0,On,0.005018129214596553,0,On,0.0016060842215231018,0,On,0.04296794480708411,0.03222595860531307,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2315.2617777777778,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,967.1346666666667,Off,0.0,0.0,41.51938224148577,51.666666666666686,46.10666666666668,0.0,50.827991029457436,0.0,0.0,0.0,41.51938224148577,50.827991029457436,50.827991029457436,50.827991029457436,12.43753247303448,15.142260915499747,0.0,2.8,9.236100170605994,-104.28668428462261,-241.56709988205074,-0.0,-0.0,148.42036481364863,0.0,1.0,0.015018460282464296,0.0,0,0.7412029931531461,65.99961422222222,-11.139949216220494,0.29424525376257604,7.3352944963471565,0.003073123854474284,17.869335213872617,1.2423694367229488
2025-01-01 00:08:00,0.10542850672792227,0.06304292665744844,0.0,0.0017571417787987044,0.0010507154442908073,0.0,0.007542964740912342,0.0,0.07788554198700993,0.0,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.002524835526315789,0.0,On,0.005018129214596553,0,On,0.0016060842215231018,0,On,0.04296794480708411,0.03222595860531307,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2315.2617777777778,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,967.1346666666667,Off,0.0,0.0,41.582383189696785,51.666666666666686,46.10666666666668,0.0,50.82181993806055,0.0,0.0,0.0,41.582383189696785,50.82216413200511,50.8223362289774,50.82181993806055,12.43753247303448,15.08227480882738,0.0,2.8,9.236100170605994,-102.11158882158223,-239.94810020563924,-0.0,-0.0,148.42036481364863,0.0,1.0,0.014990663432691351,0.0,0,0.7398311409216632,65.99961422222222,-10.583853429591567,0.2954139370806818,7.306476634107213,0.003073445259248291,17.917431775387442,1.2426277543897688
2025-01-01 00:09:00,0.10542850672792227,0.06304292665744844,0.0,0.0017571417787987044,0.0010507154442908073,0.0,0.007542964740912342,0.0,0.07788554198700993,0.0,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.002524835526315789,0.0,On,0.005018129214596553,0,On,0.0016060842215231018,0,On,0.04296794480708411,0.03222595860531307,On,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,2315.2617777777778,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,967.1346666666667,Off,0.0,0.0,41.64308736211475,51.666666666666686,46.10666666666668,0.0,50.815639559641575,0.0,0.0,0.0,41.64308736211475,50.816328392897525,50.81667280952551,50.815639559641575,12.43753247303448,15.02425391621669,-0.03130163933890984,2.8,9.236100170605994,-100.06186431836183,-238.38611150746974,-0.0,-0.0,148.42036481364863,0.0,1.0,0.014963766937716458,0.0,0,0.7385037237160529,65.99961422222222,-10.096117624540708,0.2965503457466981,7.278718533391416,0.003073767462112142,17.963491342926346,1.2428777030974953
