Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.6703357420555576,0.06304292665744844,0.0,0.6703357420555576,0.06304292665744844,0.0,0.007542964740912342,0.0,0.07788554198700993,0.5649072353276353,0.020000000000000004,0.0,0.0,0.0572095933241151,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0025248355263157896,0.0,0.005018129214596553,0.0,0.0016060842215231018,0.0,0.04296794480708411,0.03222595860531307,564.9072353276354,15.5555555555556,0.23333333333333334,0.0,0.5402277481481481,0.024679487179487182,0.23333333333333334,540.2277481481482,2315.2617777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,967.1346666666667,0.0,0.0,41.214270686443555,51.66666666666668,46.10666666666668,0.0,50.68201138577228,0.0,0.0,0.0,41.214270686443555,50.69749850838976,50.70524206969851,50.68201138577228,12.43753247303448,15.27355305017664,-0.046308037549955564,2.8,9.236100170605994,455.5998775450907,-245.18303936103317,0.0,0.0,148.42036481364863,0.0,1.0,0.015079107231199597,0.0,0.0,0.7441960895879848,65.99961422222222,-12.544683235160115,0.29249523003010885,7.406840110802516,0.0030802217324887088,17.390483552000468,1.2417398739727143
2025-01-01 01:00:00,0.8710661756127078,0.062418335789478384,0.0,0.8710661756127078,0.06241833578947839,0.0,0.007353602076438657,0.0,0.07705275416304985,0.7666598193732194,0.020000000000000004,0.0,0.0,0.05658500245614505,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.0023354728618421045,0.0,0.005018129214596553,0.0,0.0016060842215231018,0.0,0.04296794480708411,0.03222595860531307,766.6598193732194,15.5555555555556,0.31666666666666665,0.0,0.7331662296296296,0.03349358974358974,0.31666666666666665,733.1662296296296,2315.2617777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,967.1346666666667,0.0,0.0,40.86600042078646,51.66666666666668,46.10666666666668,0.0,50.32420343326137,0.0,0.0,0.0,40.86600042078646,50.35205076835167,50.365974435896824,50.32420343326137,12.43753247303448,15.227077044709397,-0.068453443399436,2.5,9.236100170605994,673.9966211761318,-228.61485917400222,0.0,0.0,147.39821432521487,0.0,1.0,0.013798041789308517,0.0,0.0,0.680971929314817,65.99961422222222,-11.44655334830013,0.2952202052295593,7.407675808090199,0.003099464533633693,20.125446983250303,1.2419860277328632
2025-01-01 02:00:00,0.7088313205522805,0.06179374492150833,0.0,0.7088313205522805,0.061793744921508326,0.0,0.007353602076438657,0.0,0.0762199663390898,0.6052577521367521,0.020000000000000004,0.0,0.0,0.055960411588174996,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0023354728618421045,0.0,0.005018129214596553,0.0,0.0016060842215231018,0.0,0.04296794480708411,0.03222595860531307,605.2577521367522,15.5555555555556,0.25,0.0,0.5788154444444444,0.026442307692307692,0.25,578.8154444444444,2315.2617777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,967.1346666666667,0.0,0.0,40.37952403621854,51.66666666666668,46.10666666666668,0.0,49.962264111538005,0.0,0.0,0.0,40.37952403621854,50.00982301503142,50.033602466778134,49.962264111538005,12.43753247303448,15.302391467842492,-0.051522211187897474,1.6500000000000001,9.236100170605994,513.3725027475467,-228.14089374552603,0.0,0.0,146.5654265012548,0.0,1.0,0.012757720188640163,0.0,0.0,0.629629150510948,65.99961422222222,-10.309782144934143,0.2960998679335177,7.4734743256677065,0.0031239257757947406,24.205042066430703,1.2416434384744142
2025-01-01 03:00:00,0.6675217741428878,0.06116915405353828,0.0,0.6675217741428878,0.06116915405353828,0.0,0.007227360300122868,0.0,0.07538717851512972,0.5649072353276353,0.020000000000000004,0.0,0.0,0.055335820720204945,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.0022092310855263155,0.0,0.005018129214596553,0.0,0.0016060842215231018,0.0,0.04296794480708411,0.03222595860531307,564.9072353276354,15.5555555555556,0.23333333333333334,0.0,0.5402277481481481,0.024679487179487182,0.23333333333333334,540.2277481481482,2315.2617777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,967.1346666666667,0.0,0.0,40.04852574110353,51.66666666666668,46.10666666666668,0.0,49.637681645101,0.0,0.0,0.0,40.04852574110353,49.6711077350239,49.687820779985366,49.637681645101,12.43753247303448,15.248585207666292,-0.053560939168422285,1.6500000000000001,9.236100170605994,463.609895624295,-238.01999324584767,0.0,0.0,145.60639690097892,0.0,1.0,0.013389456892358848,0.0,0.0,0.6608071226115714,65.99961422222222,-8.883743358471582,0.299465633368464,7.477138516962017,0.003148723538142598,16.839192354303204,1.2418564016878058
2025-01-01 04:00:00,0.868441570364512,0.06054456318556823,0.0,0.8684415703645119,0.06054456318556823,0.0,0.007227360300122868,0.0,0.07455439069116965,0.7666598193732194,0.020000000000000004,0.0,0.0,0.054711229852234894,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.0022092310855263155,0.0,0.005018129214596553,0.0,0.0016060842215231018,0.0,0.04296794480708411,0.03222595860531307,766.6598193732194,15.5555555555556,0.31666666666666665,0.0,0.7331662296296296,0.03349358974358974,0.31666666666666665,733.1662296296296,2315.2617777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,967.1346666666667,0.0,0.0,39.65009720617757,51.66666666666668,46.10666666666668,0.0,49.315918058407206,0.0,0.0,0.0,39.65009720617757,49.335443570837064,49.34520632705201,49.315918058407206,12.43753247303448,15.255779204764782,-0.05827939485367484,0.55,9.236100170605994,635.9420513446029,-267.5147675885644,0.0,0.0,144.77360907701888,0.0,1.0,0.013839937023473215,0.0,0.0,0.6830395762225353,65.99961422222222,-7.976609517070884,0.3006008548640554,7.494953671286253,0.0031637018956745533,21.62948938587906,1.2412316604363796
2025-01-01 05:00:00,0.6669414698715594,0.06054456318556823,0.0,0.6669414698715594,0.06054456318556823,0.0,0.007479843852754447,0.0,0.07455439069116965,0.5649072353276353,0.020000000000000004,0.0,0.0,0.054711229852234894,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.0024617146381578944,0.0,0.005018129214596553,0.0,0.0016060842215231018,0.0,0.04296794480708411,0.03222595860531307,564.9072353276354,15.5555555555556,0.23333333333333334,0.0,0.5402277481481481,0.024679487179487182,0.23333333333333334,540.2277481481482,2315.2617777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,967.1346666666667,0.0,0.0,39.28768963411345,51.66666666666668,46.10666666666668,0.0,48.96453544951643,0.0,0.0,0.0,39.28768963411345,49.003292035645345,49.02267032870979,48.96453544951643,12.43753247303448,15.234547427717882,-0.0578667552037851,-0.25000000000000006,9.236100170605994,422.50587273730923,-280.8459050184543,0.0,0.0,145.02609262965044,0.0,1.0,0.013772990062223576,0.0,0.0,0.6797355565609007,65.99961422222222,-6.581550201522314,0.30375243375739286,7.517397319810016,0.003194257495980056,22.876403404804567,1.24067700784745
2025-01-01 06:00:00,0.9791160599416513,0.06739888273942535,0.0,0.9791160599416513,0.06739888273942535,0.0,0.02479652399472017,0.0,0.08695868295547814,0.847360852991453,0.020000000000000004,0.0,0.0,0.061565549406092,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.002777319078947368,0.0,0.022019204915772805,0.0,0.0048712837473554454,0.0,0.05044146189764011,0.037831096423230064,847.360852991453,15.5555555555556,0.35,0.0,0.8103416222222222,0.03701923076923077,0.35,810.3416222222222,2315.2617777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,967.1346666666667,0.0,0.0,38.294949620426145,51.66666666666668,46.10666666666668,0.0,48.54587961319908,0.0555676942962608,139.70081815527917,0.0,38.294949620426145,48.20355636386213,48.56679299268034,48.01148135971239,12.43753247303448,15.28976561160939,-0.05424211351793913,0.3,9.236100170605994,741.6554476635308,-271.5638299733305,0.0,0.0,174.22391883958574,0.0,1.0,0.013783061274020209,0.0,0.0,0.6802325990131858,65.99961422222222,-8.365494194177447,0.30421240606322913,7.563318357099527,0.003210407510715285,13.355558600273897,1.2404276834903465
2025-01-01 07:00:00,1.6106220275928822,0.07590177223972862,0.0,1.6106220275928822,0.07590177223972863,0.0,0.04617850075830684,0.9166287451851853,0.10325806313087132,0.5245567185185185,0.020000000000000004,0.0,0.0,0.07006843890639528,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.002587956414473684,0.0,0.043590544343833144,0.0,0.009833477922344272,0.0,0.06011307225012434,0.045084804187593246,524.5567185185186,15.5555555555556,0.21666666666666667,0.0,0.5016400518518519,0.022916666666666665,0.21666666666666667,501.64005185185187,2315.2617777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,967.1346666666667,916.6287451851853,0.36666666666666664,39.82343399351621,51.66666666666668,46.10666666666668,0.0,50.297949152708334,0.29481833640288185,778.999058237728,916.6287451851853,39.82343399351621,49.464654509191504,50.297949152708334,49.0480071874331,12.43753247303448,15.270326309572805,-0.04597067271026679,-0.55,9.236100170605994,431.6787593914704,-296.79225634037886,0.0,0.0,211.22826305389168,0.5648188714229058,1.0,0.014218340692023613,0.0,0.0,0.701714854944494,65.99961422222222,-7.313965840560964,0.3061835348303497,7.574358470967914,0.0032274783251036525,19.778728231674062,1.2404981174578855
2025-01-01 08:00:00,1.570031913248812,0.07811759149079019,0.0,1.570031913248812,0.07811759149079019,0.0,0.0497460308240323,0.6249741444444445,0.10865191860711589,0.7666598193732194,0.020000000000000004,0.0,0.0,0.07228425815745684,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0019567475328947366,0.0,0.04778928329113756,0.0,0.01227290773050672,0.0,0.06223471009424637,0.04667603257068476,766.6598193732194,15.5555555555556,0.31666666666666665,0.0,0.7331662296296296,0.03349358974358974,0.31666666666666665,733.1662296296296,2315.2617777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,967.1346666666667,624.9741444444445,0.25,40.92733829797376,51.66666666666668,46.10666666666668,0.0,51.36668860978024,0.08562785609825511,231.05659913676718,624.9741444444445,40.92733829797376,50.336895057680074,51.36668860978024,49.82199828163,12.43753247303448,15.217193026590142,-0.07036912823918952,-1.4,9.236100170605994,659.6361195831482,-325.0501081698886,0.0,0.0,220.04113394677316,18.915156252436592,1.0,0.014791933160106787,0.0,0.0,0.7300232464971058,65.99961422222222,-2.0147255669559234,0.30992983141176367,7.584192137726033,0.0032542718635397492,31.0778916745427,1.2412896365967334
2025-01-01 09:00:00,1.4542500942831822,0.07834695774420879,0.0,1.4542500942831822,0.07834695774420879,0.0,0.05107224797671764,0.6666390874074075,0.1112810067623049,0.6052577521367521,0.020000000000000004,0.0,0.0,0.07251362441087544,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0015780222039473682,0.0,0.04949422577277027,0.0,0.014596174214470955,0.0,0.06254053176547117,0.04690539882410336,605.2577521367522,15.5555555555556,0.25,0.0,0.5788154444444444,0.026442307692307692,0.25,578.8154444444444,2315.2617777777778,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,967.1346666666667,666.6390874074075,0.26666666666666666,40.15203916671718,51.66666666666668,46.10666666666668,0.0,51.181106018198925,0.21998363317825204,593.5002078492251,666.6390874074075,40.15203916671718,49.757039289740504,51.18260690870356,49.043505035006646,12.43753247303448,15.293390608227531,-0.05223935943327014,-0.85,9.236100170605994,524.5664927001394,-310.4161930056047,0.0,0.0,223.9750317376618,57.31541670467102,1.0,0.014544219193136669,0.0,0.0,0.7177978698399213,65.99961422222222,5.749901831330109,0.31240204494371565,7.673098848219106,0.0032949005451752196,44.678866014475325,1.2415541533517864
