occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.907,0.581,0.0191,0.376,0.052,0.0,0.0,0.0,0.108,0,0,0,0
1.0,0.594,0.022,0.337,0.0543,0.0,0.0,0.533,0.0,0,0,0,0
1.0,0.594,0.022,0.337,0.0543,0.0,0.0,0.467,0.0,0,0,0,0
1.0,0.594,0.022,0.337,0.0543,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0195,0.337,0.0516,0.0,0.0,0.0,0.234,0,0,0,0
1.0,0.594,0.0173,0.337,0.0493,0.0,0.0,0.0,0.312,0,0,0,0
1.0,0.594,0.0173,0.337,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0173,0.337,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0168,0.337,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0163,0.337,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0163,0.337,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0163,0.337,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.579,0.0161,0.382,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0191,0.376,0.0601,0.0,0.0,0.0,0.124,0,0,0,0
1.0,0.594,0.022,0.337,0.0696,0.0,0.0,0.0,0.0781,0,0,0,0
1.0,0.617,0.0313,0.292,0.124,0.0,0.0,0.0,0.12,0,0,0,0
1.0,0.637,0.0394,0.253,0.171,0.0,0.0,0.0,0.142,0,0,0,0
1.0,0.676,0.052,0.163,0.236,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.709,0.063,0.0842,0.293,0.0,0.0,0.0,0.3,0,0,0,0
0.787,0.683,0.0565,0.174,0.248,0.0,0.0,0.533,0.0407,0,0,0,0
0.6,0.661,0.0508,0.253,0.208,0.0,0.0,1.0,0.0781,0,0,0,0
0.6,0.661,0.0508,0.253,0.208,0.0,0.0,0.533,0.312,0,0,0,0
0.493,0.636,0.0415,0.298,0.166,0.0,0.0,0.0,0.156,0,0,0,0
0.4,0.615,0.0358,0.337,0.132,0.0,0.0,0.0,0.234,0,0,0,0
0.4,0.617,0.038,0.337,0.135,0.0,0.0,0.0,0.156,0,0,0,0
0.4,0.617,0.038,0.337,0.135,0.0,0.0,0.0,0.234,0,0,0,0
0.4,0.617,0.038,0.337,0.135,0.0,0.0,0.0,0.312,0,0,0,0
0.4,0.645,0.0547,0.292,0.183,0.0,0.0,0.0,0.192,0,0,0,0
0.4,0.669,0.0693,0.253,0.225,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.669,0.0693,0.253,0.225,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.669,0.0693,0.253,0.225,0.0,0.0,0.0,0.207,0,0,0,0
0.4,0.669,0.0732,0.253,0.222,0.0,0.0,0.0,0.312,0,0,0,0
0.4,0.669,0.0765,0.253,0.22,0.0,0.0,0.0,0.234,0,0,0,0
0.4,0.669,0.0765,0.253,0.22,0.0,0.0,0.0,0.312,0,0,0,0
0.4,0.669,0.0765,0.253,0.22,0.0,0.0,0.0,0.0584,0,0,0,0
0.293,0.641,0.0623,0.298,0.172,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.617,0.0498,0.337,0.131,0.0,0.0,0.0,0.166,0,0,0,0
0.0933,0.59,0.0317,0.382,0.0874,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.107,0.593,0.0378,0.376,0.091,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.617,0.057,0.337,0.127,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.617,0.057,0.337,0.127,0.0,0.0,0.0,0.0781,0,0,0,0
0.2,0.617,0.057,0.337,0.127,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.617,0.0584,0.337,0.128,0.0,0.0,0.0,0.156,0,0,0,0
0.2,0.617,0.0596,0.337,0.129,0.0,0.0,0.0,0.234,0,0,0,0
0.307,0.645,0.0829,0.292,0.172,0.0,0.0,0.0,0.156,0,0,0,0
0.4,0.669,0.103,0.253,0.209,0.0,0.0,0.0,0.0,0,0,0,0
0.507,0.709,0.136,0.208,0.267,0.0,0.0,0.0,0.0781,0,0,0,0
0.493,0.712,0.138,0.213,0.269,0.0,0.0,0.0,0.0781,0,0,0,0
0.4,0.684,0.115,0.253,0.228,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.684,0.115,0.253,0.228,0.0,0.0,0.0,0.0,0,0,0,0
0.507,0.697,0.128,0.253,0.254,0.0,0.0,0.533,0.0781,0,0,0,0
0.6,0.708,0.14,0.253,0.276,0.0,0.0,0.467,0.0781,0,0,0,0
0.6,0.708,0.14,0.253,0.276,0.0,0.0,0.0,0.156,0,0,0,0
0.6,0.708,0.14,0.253,0.276,0.0,0.0,0.0,0.247,0,0,0,0
0.6,0.721,0.156,0.253,0.319,0.0,0.0,0.0,0.126,0,0,0,0
0.387,0.687,0.129,0.298,0.275,0.0,0.0,0.0,0.0,0,0,0,0
0.307,0.693,0.134,0.292,0.285,0.0,0.0,0.0,0.0,0,0,0,0
0.507,0.776,0.212,0.208,0.438,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.821,0.292,0.168,0.564,0.0,0.0,0.0,0.0781,0,0,0,0
0.6,0.826,0.331,0.168,0.612,0.0,0.0,0.0,0.0,0,0,0,0
