Metric,Value
Total Electric Energy (kWh),4440.340293342515
Total Gas Energy (therms),0.0
Average Electric Power (kW),6.167139296309049
Peak Electric Power (kW),29.60306610116153
Other Electric Energy (kWh),203.5292250797018
HVAC Heating Electric Energy (kWh),4053.1932267941115
Lighting Electric Energy (kWh),43.19958431077644
Water Heating Electric Energy (kWh),133.46825715792593
HVAC Cooling Electric Energy (kWh),6.950000000000004
Average Temperature - Indoor (C),19.29208979925309
Unmet Heating Load (C-hours),46.93147607139147
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
