Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,7.095773235512839,0.15363711701769184,0.0,7.095773235512839,0.15363711701769184,0.0,0.0286741991741265,0.0,0.21568925189426758,6.841409784444445,0.010000000000000002,0.0,0.0,0.15072045035102516,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004021034356725146,0.0,0.0008350129075973444,0.0,0.02381815190980401,0.0,0.014728651426233983,0.0,0.1658958499855044,0.12442188748912827,0.0,0.0,5441.0394489810915,17.77777777777783,0.3333333333333333,1400.370335463352,6.5952722844444445,0.2461375,0.3333333333333333,6595.272284444445,19785.816853333334,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1661.127057777778,0.0,0.0,38.291931891322754,51.66666666666668,46.10666666666668,0.0,51.279026820011254,0.0,0.0,0.0,38.291931891322754,50.42190361154261,51.279026820011254,49.9933420073083,12.43753247303448,17.542824668080975,-0.04882776157968139,10.539509059408854,2.656917710240735,2.8,9.236100170605994,3792.6834960280135,-405.3606081395561,155.48446698596308,-1708.665830326439,0.0,0.0,232.75074156940875,0.0,0.0,0.0889047824815576,0.0,0.0,0.8320608029901001,0.0,-172.4408641960484,0.21766218163081316,7.983480350690075,0.0026467172672586196,-78.82114935732768,1.2323687994089942,0.18007671152107513,-1816.9016677961338,11.170724193225578,0.7249112727551998,119.97679264475437,35.50767434120873
2025-01-01 01:00:00,7.436665528396243,0.1529796529461444,0.0,7.436665528396243,0.1529796529461444,0.0,0.028372621597372114,0.0,0.21481263313220436,7.183480273666666,0.010000000000000002,0.0,0.0,0.15006298627947773,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0037194567799707597,0.0,0.0008350129075973444,0.0,0.02381815190980401,0.0,0.014728651426233983,0.0,0.1658958499855044,0.12442188748912827,0.0,0.0,5713.0914214301465,17.77777777777783,0.35,1470.3888522365196,6.925035898666667,0.258444375,0.35,6925.035898666667,19785.816853333334,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1661.127057777778,0.0,0.0,38.14451373205123,51.66666666666668,46.10666666666668,0.0,51.06372538101591,0.0,0.0,0.0,38.14451373205123,50.228806808483924,51.06372538101591,49.811347522217936,12.43753247303448,17.475610463136498,-0.060679837952244145,10.683562616156651,3.520808257276315,2.5,9.236100170605994,4091.3909800298416,-34.1878090448703,-934.3049242031045,-1708.4606401305248,0.0,0.0,256.86689738125784,0.0,0.38325000000000004,0.0874423311144175,0.0,0.0,0.8183737051207703,25.29435215066667,-170.10669865103844,0.21739122319144016,7.934388994771849,0.002632019645298805,-49.46503715299654,1.232724584734116,0.1442397825645901,-1514.5712848840244,9.994623602634581,0.7249112727551998,-965.6161856525446,31.31126144944004
2025-01-01 02:00:00,7.435788909634181,0.15232218887459698,0.0,7.435788909634181,0.15232218887459698,0.0,0.028372621597372114,0.0,0.21393601437014112,7.183480273666666,0.010000000000000002,0.0,0.0,0.1494055222079303,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0037194567799707597,0.0,0.0008350129075973444,0.0,0.02381815190980401,0.0,0.014728651426233983,0.0,0.1658958499855044,0.12442188748912827,0.0,0.0,5713.0914214301465,17.77777777777783,0.35,1470.3888522365196,6.925035898666667,0.258444375,0.35,6925.035898666667,19785.816853333334,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1661.127057777778,0.0,0.0,37.8568224899123,51.66666666666668,46.10666666666668,0.0,50.849818792714736,0.0,0.0,0.0,37.8568224899123,50.03681561077106,50.849818792714736,49.630314019799215,12.43753247303448,17.530072697772944,-0.05173635908188068,11.599153952218462,3.0949034951937424,1.6500000000000001,9.236100170605994,4008.466254330658,99.71363866734042,-1340.0903587286941,-1833.9762947861125,0.0,0.0,296.69554069075014,0.0,1.0,0.08817434941907343,0.0,0.0,0.8252246722045918,65.99961422222222,-167.3444130041258,0.21629789018344914,7.955453877963139,0.0026278055631378068,1.4311236452839675,1.2324967189684688,0.10581118945905917,-1375.2959312776659,4.620717708486737,0.7249112727551998,-1371.1604033149608,31.070044586266995
2025-01-01 03:00:00,7.092640749932058,0.15166472480304957,0.0,7.092640749932058,0.15166472480304957,0.0,0.028171569879535858,0.0,0.21305939560807788,6.841409784444445,0.010000000000000002,0.0,0.0,0.1487480581363829,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.003518405062134503,0.0,0.0008350129075973444,0.0,0.02381815190980401,0.0,0.014728651426233983,0.0,0.1658958499855044,0.12442188748912827,0.0,0.0,5441.0394489810915,17.77777777777783,0.3333333333333333,1400.370335463352,6.5952722844444445,0.2461375,0.3333333333333333,6595.272284444445,19785.816853333334,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1661.127057777778,0.0,0.0,37.72141744447899,51.66666666666668,46.10666666666668,0.0,50.637222975527294,0.0,0.0,0.0,37.72141744447899,49.84585417927729,50.637222975527294,49.45016978115229,12.43753247303448,17.454690003403876,-0.06826211759641966,11.355438890221683,2.799586765602582,1.6500000000000001,9.236100170605994,3734.2193971764664,-162.1172893933336,-1059.83656967095,-1840.6507072281156,0.0,0.0,295.6178702108507,0.0,1.0,0.08893184590396214,0.0,0.0,0.8323140898476689,65.99961422222222,-161.7872147873612,0.21733382184057962,7.919469487356432,0.0026278502764149735,-29.82208673236249,1.2328164108013115,0.12549423095058185,-1570.3074439025706,7.819819045885069,0.7249112727551998,-1091.1984891294917,31.361919458541777
2025-01-01 04:00:00,7.775905109614439,0.15100726073150214,0.0,7.775905109614439,0.15100726073150214,0.0,0.028171569879535858,0.0,0.21218277684601466,7.525550762888888,0.010000000000000002,0.0,0.0,0.14809059406483546,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003518405062134503,0.0,0.0008350129075973444,0.0,0.02381815190980401,0.0,0.014728651426233983,0.0,0.1658958499855044,0.12442188748912827,0.0,0.0,5985.1433938792015,17.77777777777783,0.36666666666666664,1540.4073690096873,7.254799512888889,0.27075125,0.36666666666666664,7254.799512888889,19785.816853333334,0.0,21.111111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1661.127057777778,0.0,0.0,37.398926116062434,51.66666666666668,46.10666666666668,0.0,50.42612105231195,0.0,0.0,0.0,37.398926116062434,49.656095582458484,50.42612105231195,49.27108284753175,12.43753247303448,17.541315474184366,-0.04185628066330137,11.181259647222346,2.6275743043531166,0.55,9.236100170605994,4036.4434635298408,14.414796669843971,-1950.6392298479243,-2081.079364340193,0.0,0.0,294.74125144878747,0.0,1.0,0.09279162838336268,0.0,0.0,0.8684378350448784,65.99961422222222,-162.3618174579548,0.21536083707918863,7.947465146221385,0.002619547255643818,15.898979199535614,1.2318766550012756,0.11575188341836713,-1534.7626137483974,8.77004140855421,0.7249112727551998,-1982.3309212392444,31.691691391319985
2025-01-01 05:00:00,14.959787486716777,0.15100726073150214,0.0,14.959787486716777,0.15100726073150214,0.0,0.02857367331520837,0.0,0.21218277684601466,14.709031036555555,0.010000000000000002,0.0,0.0,0.14809059406483546,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0039205084978070175,0.0,0.0008350129075973444,0.0,0.02381815190980401,0.0,0.014728651426233983,0.0,0.1658958499855044,0.12442188748912827,0.0,0.0,11698.234815309348,20.611111111111143,0.7166666666666667,3010.7962212462066,14.179835411555556,0.5291956250000001,0.7166666666666667,14179.835411555558,19785.816853333334,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1661.127057777778,0.0,0.0,34.48657510664564,51.66666666666668,46.10666666666668,0.0,50.22259153967616,0.0,0.0,0.0,34.48657510664564,49.473204510703255,50.22259153967616,49.09851099621681,12.43753247303448,19.860734972620083,-0.4062602246008405,13.753387732595474,1.375962398533032,-0.25000000000000006,9.236100170605994,9036.862328355031,995.4402149870144,-1517.1304489586225,-2718.45968925055,0.0,0.0,295.14335488445994,0.0,1.0,0.10258722845071234,0.0,0.0,0.9601149600578055,65.99961422222222,-238.05615258822687,0.18736063692315366,9.044144895288424,0.0026322399176829606,22.225311036378457,1.2215128584836499,0.11039477259615266,-2008.213312748484,-7.14269351070839,0.7249112727551998,-1552.7808854432499,35.65043648462714
2025-01-01 06:00:00,11.199267972091052,0.15232218887459698,0.0,11.199267972091052,0.15232218887459698,0.0,0.02907630260979902,0.0,0.21393601437014112,10.946255655111111,0.010000000000000002,0.0,0.0,0.1494055222079303,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.00442313779239766,0.0,0.0008350129075973444,0.0,0.02381815190980401,0.0,0.014728651426233983,0.0,0.1658958499855044,0.12442188748912827,0.0,0.0,8705.663118369748,20.611111111111143,0.5333333333333333,2240.5925367413633,10.552435655111111,0.39382,0.5333333333333333,10552.43565511111,19785.816853333334,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1661.127057777778,0.0,0.0,33.74172479254738,51.66666666666668,46.10666666666668,0.0,50.03163694045368,0.0,0.0,0.0,33.74172479254738,49.30184910683463,50.03163694045368,48.93695519002511,12.43753247303448,20.32883180000142,-0.05513521511136889,12.65004829381535,1.9699017665945484,0.3,9.236100170605994,6090.123608201225,246.52410445810347,-1555.5526941531962,-2703.9375999460885,0.0,0.0,297.3992217031771,0.0,1.0,0.10271522788642687,0.0,0.0,0.9613129081354018,65.99961422222222,-209.00113192561128,0.1812498161235348,9.25371501764632,0.0026252355727663305,-42.68099016808365,1.2195595934689247,0.12329148272080012,-1999.4114858929124,5.343053609652713,0.7249112727551998,-1590.72909755288,35.17640339968371
2025-01-01 07:00:00,11.200719632038425,0.15363711701769184,0.0,11.200719632038425,0.15363711701769184,0.0,0.028774725033044627,0.0,0.21568925189426758,10.946255655111111,0.010000000000000002,0.0,0.0,0.15072045035102516,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004121560215643275,0.0,0.0008350129075973444,0.0,0.02381815190980401,0.0,0.014728651426233983,0.0,0.1658958499855044,0.12442188748912827,0.0,0.0,8705.663118369748,20.611111111111143,0.5333333333333333,2240.5925367413633,10.552435655111111,0.39382,0.5333333333333333,10552.43565511111,19785.816853333334,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1661.127057777778,0.0,0.0,33.58123218206078,51.66666666666668,46.10666666666668,0.0,49.842264410621155,0.0,0.0,0.0,33.58123218206078,49.1317965555163,49.842264410621155,48.776562627963884,12.43753247303448,20.296005252062063,-0.06927076090154358,12.358061267383809,1.4787801613223224,-0.55,9.236100170605994,5923.452229617778,128.44928473947024,-1901.0527702451318,-2896.0427399611267,0.0,0.0,298.8508816505491,2.9628914099824204,1.0,0.10535789646275913,0.0,0.0,0.9860456713938448,65.99961422222222,-185.01903044139155,0.18132345458180202,9.233789572271426,0.0026209242477747575,17.233427580009224,1.2196993269013112,0.12444693594538313,-2120.780289838752,8.637037836859216,0.7249112727551998,-1938.3659700788935,37.313199833762
2025-01-01 08:00:00,11.200590992211305,0.15429458108923924,0.0,11.200590992211305,0.15429458108923924,0.0,0.02776946644386334,0.0,0.21656587065633082,10.946255655111111,0.010000000000000002,0.0,0.0,0.15137791442257256,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0031163016264619883,0.0,0.0008350129075973444,0.0,0.02381815190980401,0.0,0.014728651426233983,0.0,0.1658958499855044,0.12442188748912827,0.0,0.0,8705.663118369748,20.611111111111143,0.5333333333333333,2240.5925367413633,10.552435655111111,0.39382,0.5333333333333333,10552.43565511111,19785.816853333334,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1661.127057777778,0.0,0.0,33.38539363663776,51.66666666666668,46.10666666666668,0.0,49.654135897846785,0.0,0.0,0.0,33.38539363663776,48.96273425051182,49.654135897846785,48.617033426844344,12.43753247303448,20.294556991592277,-0.06679905718594933,11.779125301601903,0.7815312279367039,-1.4,9.236100170605994,5767.870530979648,-30.107499357856135,-2050.5697419810144,-3106.3775411165248,0.0,0.0,298.7222418234311,213.39589013442108,1.0,0.10829744873754528,0.0,0.0,1.013556972337608,65.99961422222222,-130.13728809700518,0.1823203570748401,9.251690032549467,0.002633936574306371,114.09622279016624,1.2202686392234143,0.1310241224106291,-2283.317603379399,12.617567280179253,0.7249112727551998,-2090.4638735206504,39.89413153963589
2025-01-01 09:00:00,10.173776369391131,0.15429458108923924,0.0,10.173776369391131,0.15429458108923924,0.0,0.02716631129035457,0.0,0.21656587065633082,9.920044187444443,0.010000000000000002,0.0,0.0,0.15137791442257256,0.0,0.0029166666666666685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0025131464729532165,0.0,0.0008350129075973444,0.0,0.02381815190980401,0.0,0.014728651426233983,0.0,0.1658958499855044,0.12442188748912827,0.0,0.0,7889.507201022584,20.611111111111143,0.48333333333333334,2030.5369864218603,9.563144812444445,0.356899375,0.48333333333333334,9563.144812444445,19785.816853333334,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,1661.127057777778,0.0,0.0,33.16767277408979,51.66666666666668,46.10666666666668,0.0,49.467244747577915,0.0,0.0,0.0,33.16767277408979,48.794658212050784,49.467244747577915,48.458364944287226,12.43753247303448,20.31291139674754,-0.060194925074409746,11.671382331144438,0.7822604484584872,-0.85,9.236100170605994,5144.736341474184,-101.03033093753298,-1522.7763941711978,-2979.5286736368307,0.0,0.0,272.82473451925557,599.6960663043178,0.61675,0.10658568438079014,0.0,0.0,0.9975365515519548,40.70526207155556,-38.066920430824176,0.1844997594395693,9.301866428976002,0.0026672387115380626,193.0620170122814,1.220780092077546,0.12964951770464564,-2144.2192341410428,12.651916781649422,0.7249112727551998,-1562.4377285656226,39.66133439442469
