Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.2662032707902986,0.17743022174301373,0.0,0.00443672117983831,0.0029571703623835622,0.0,0.022786101309003135,0.0,0.24341716948129546,0.0,0.0,0.0,0.0,0.17743022174301373,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.0005643044428650278,0.0,On,0.00878749519841993,0,On,0.00878749519841993,0.0,On,0.0068435404906104155,0,On,0.20150887850815585,0.15113165888111685,On,0,0,Off,Off,0.0,0.0,19.8333913862302,51.666666666666686,46.10666666666668,0.0,50.956603275709256,0.0,0.0,0.0,19.8333913862302,48.068065431532176,50.956603275709256,46.623796509443636,12.43753247303448,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,6632.223875363917,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,9568.98744478048,20.0118777486955,0.0,-2.76850966841216,-1.0853852855294641,2.8,9.236100170605994,-979.5063226665063,110.1678056418054,2757.2353000871776,-1361.286682659165,-0.0,-0.0,450.09649196139435,0.0,3.0,0.06068812099350267,0.0,0.0,1.135961537193775,197.99884266666666,-68.3161319687355,0.22230229814776314,9.702682639777827,0.0031669748937763983,1.3629203878462919,1.2181054653033851,0,0,110.1678056418054,0.5436834545663999,2752.947059234789,4.288240852388647
2025-01-01 00:01:00,0.2662032707902986,0.17743022174301373,0.0,0.00443672117983831,0.0029571703623835622,0.0,0.022786101309003135,0.0,0.24341716948129546,0.0,0.0,0.0,0.0,0.17743022174301373,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.0005643044428650278,0.0,On,0.00878749519841993,0,On,0.00878749519841993,0.0,On,0.0068435404906104155,0,On,0.20150887850815585,0.15113165888111685,On,0,0,Off,Off,0.0,0.0,19.9197174376934,51.666666666666686,46.10666666666668,0.0,50.954472245150036,0.0,0.0,0.0,19.9197174376934,48.06639536134085,50.954472245150036,46.622356919436264,12.43753247303448,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,6632.223875363917,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,9570.375820738032,19.887610935322385,0.0,-2.6402408612051445,-0.8704596436865891,2.8,9.236100170605994,-972.5039587656017,108.1670112402122,2605.082564222841,-1346.9171287073336,-0.0,-5.107447370182055,450.09649196139435,0.0,3.0,0.06048419109596818,0.0,0.00022935325133712482,1.1364374120700025,197.99884266666666,-70.5758746494806,0.2246758305445543,9.670481733792013,0.003166984376398949,1.2955063123747594,1.222181766195173,0,0,108.1670112402122,0.5436834545663999,2600.6638568792564,4.418707343584497
2025-01-01 00:02:00,0.2662032707902986,0.17743022174301373,0.0,0.00443672117983831,0.0029571703623835622,0.0,0.022786101309003135,0.0,0.24341716948129546,0.0,0.0,0.0,0.0,0.17743022174301373,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.0005643044428650278,0.0,On,0.00878749519841993,0,On,0.00878749519841993,0.0,On,0.0068435404906104155,0,On,0.20150887850815585,0.15113165888111685,On,0,0,Off,Off,0.0,0.0,20.003893032536403,51.666666666666686,46.10666666666668,0.0,50.9523334634847,0.0,0.0,0.0,20.003893032536403,48.06471802206667,50.9523334634847,46.62091030135767,12.43753247303448,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,6642.088703570894,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,9567.155201863896,19.766390402783266,0.0,-2.5144077938245153,-0.6678953515114414,2.8,9.236100170605994,-957.5543695860683,106.38063816333805,2461.7580215536,-1332.9582916727863,-0.0,-1.3623728211087875,450.09649196139435,0.0,3.0,0.06028502600062602,0.0,6.161534194743647e-05,1.1295697138379082,197.99884266666666,-73.33019705356772,0.2263721642202625,9.615367583364659,0.0031669933599202307,2.2402822026762452,1.2226875473318304,0,0,106.38063816333805,0.5436834545663999,2457.1391530290543,4.6188685245456025
2025-01-01 00:03:00,0.2662032707902986,0.17743022174301373,0.0,0.00443672117983831,0.0029571703623835622,0.0,0.022786101309003135,0.0,0.24341716948129546,0.0,0.0,0.0,0.0,0.17743022174301373,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.0005643044428650278,0.0,On,0.00878749519841993,0,On,0.00878749519841993,0.0,On,0.0068435404906104155,0,On,0.20150887850815585,0.15113165888111685,On,0,0,Off,Off,0.0,0.0,20.08579569066485,51.666666666666686,46.10666666666668,0.0,50.95018712519937,0.0,0.0,0.0,20.08579569066485,48.06303359478879,50.95018712519937,46.6194568295835,12.43753247303448,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,6651.711705048097,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,9563.983017300949,19.648390249738398,0.0,-2.390870121170657,-0.47697702861390456,2.8,9.236100170605994,-945.5680206085583,104.634638056744,2326.6317228924927,-1319.4258461811082,-0.0,-0.0,450.09649196139435,0.0,3.0,0.06009092952473537,0.0,0.0,1.1247832946027325,197.99884266666666,-76.2386663888444,0.22803776349476043,9.561874675732923,0.0031670088884417193,2.8969826069561053,1.2231802889918926,0,0,104.634638056744,0.5436834545663999,2321.8660727679317,4.765650124561232
2025-01-01 00:04:00,0.2662032707902986,0.17743022174301373,0.0,0.00443672117983831,0.0029571703623835622,0.0,0.022786101309003135,0.0,0.24341716948129546,0.0,0.0,0.0,0.0,0.17743022174301373,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.0005643044428650278,0.0,On,0.00878749519841993,0,On,0.00878749519841993,0.0,On,0.0068435404906104155,0,On,0.20150887850815585,0.15113165888111685,On,0,0,Off,Off,0.0,0.0,20.16558246217031,51.666666666666686,46.10666666666668,0.0,50.94803343585242,0.0,0.0,0.0,20.16558246217031,48.06134227089976,50.94803343585242,46.61799668842343,12.43753247303448,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,6661.0790591033565,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,9560.904200981937,19.533387662692714,0.0,-2.2695188865054554,-0.29703484422153864,2.8,9.236100170605994,-932.7297923596191,102.95077316187925,2199.272526961687,-1306.2899992679504,-0.0,-0.0,450.09649196139435,0.0,3.0,0.059901552390206926,0.0,0.0,1.1212385293780633,197.99884266666666,-76.53628505306293,0.22967467721612514,9.509884949242116,0.0031670289607945083,3.3817110210532393,1.2236608921612935,0,0,102.95077316187925,0.5436834545663999,2194.3700148608345,4.902512100852427
2025-01-01 00:05:00,0.2662032707902986,0.17743022174301373,0.0,0.00443672117983831,0.0029571703623835622,0.0,0.022786101309003135,0.0,0.24341716948129546,0.0,0.0,0.0,0.0,0.17743022174301373,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.0005643044428650278,0.0,On,0.00878749519841993,0,On,0.00878749519841993,0.0,On,0.0068435404906104155,0,On,0.20150887850815585,0.15113165888111685,On,0,0,Off,Off,0.0,0.0,20.243307002715195,51.666666666666686,46.10666666666668,0.0,50.945872586801165,0.0,0.0,0.0,20.243307002715195,48.05964422856777,50.945872586801165,46.61653004945108,12.43753247303448,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,6670.2084536196335,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,9557.911953427456,19.421306631504862,0.0,-2.150262114508093,-0.12741295006817482,2.8,9.236100170605994,-918.3438758428128,101.33023866748664,2079.227670075592,-1293.538129513343,-0.0,-0.0,450.09649196139435,0.0,3.0,0.05971678543067704,0.0,0.0,1.1177800575068935,197.99884266666666,-74.90223829086428,0.23128300781822528,9.45870878953546,0.0031670523824872967,3.8539339491577254,1.2241296466646299,0,0,101.33023866748664,0.5436834545663999,2074.186285223915,5.041384851676728
2025-01-01 00:06:00,0.2662032707902986,0.17743022174301373,0.0,0.00443672117983831,0.0029571703623835622,0.0,0.022786101309003135,0.0,0.24341716948129546,0.0,0.0,0.0,0.0,0.17743022174301373,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.0005643044428650278,0.0,On,0.00878749519841993,0,On,0.00878749519841993,0.0,On,0.0068435404906104155,0,On,0.20150887850815585,0.15113165888111685,On,0,0,Off,Off,0.0,0.0,20.319002296805532,51.666666666666686,46.10666666666668,0.0,50.943704764550176,0.0,0.0,0.0,20.319002296805532,48.05793964144293,50.943704764550176,46.615057079889304,12.43753247303448,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,6679.105922605254,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,9554.966420436242,19.31210049358227,0.0,-2.033020686219881,0.032513336032028675,2.8,9.236100170605994,-903.8379132660896,99.7730825962981,1966.05582143316,-1281.161159636993,-0.0,-0.0,450.09649196139435,0.0,3.0,0.059536567019928766,0.0,0.0,1.1144067254683854,197.99884266666666,-72.77324559049086,0.23286255410366397,9.408982385936788,0.003167079064569563,4.313832094649915,1.2245867202811793,0,0,99.7730825962981,0.5436834545663999,1960.8722721571517,5.183549276008323
2025-01-01 00:07:00,0.2662032707902986,0.17743022174301373,0.0,0.00443672117983831,0.0029571703623835622,0.0,0.022786101309003135,0.0,0.24341716948129546,0.0,0.0,0.0,0.0,0.17743022174301373,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.0005643044428650278,0.0,On,0.00878749519841993,0,On,0.00878749519841993,0.0,On,0.0068435404906104155,0,On,0.20150887850815585,0.15113165888111685,On,0,0,Off,Off,0.0,0.0,20.39273535554929,51.666666666666686,46.10666666666668,0.0,50.941530152620324,0.0,0.0,0.0,20.39273535554929,48.056228680397865,50.941530152620324,46.61357794428664,12.43753247303448,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,6687.7751703352915,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,9552.104379609511,19.20567426680321,0.0,-1.9177250774303054,0.1833308754910364,2.8,9.236100170605994,-889.7349596625781,98.27776261523647,1859.3396488285186,-1269.1447343222278,-0.0,-0.0,450.09649196139435,0.0,3.0,0.05936075497965009,0.0,0.0,1.1111158719658767,197.99884266666666,-70.68671730174479,0.23441385088920852,9.36065830508053,0.0031671089195340844,4.761793250907009,1.2250324844969975,0,0,98.27776261523647,0.5436834545663999,1854.0121614543534,5.327487374165137
2025-01-01 00:08:00,0.2662032707902986,0.17743022174301373,0.0,0.00443672117983831,0.0029571703623835622,0.0,0.022786101309003135,0.0,0.24341716948129546,0.0,0.0,0.0,0.0,0.17743022174301373,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.0005643044428650278,0.0,On,0.00878749519841993,0,On,0.00878749519841993,0.0,On,0.0068435404906104155,0,On,0.20150887850815585,0.15113165888111685,On,0,0,Off,Off,0.0,0.0,20.464583148850647,51.666666666666686,46.10666666666668,0.0,50.93934892847226,0.0,0.0,0.0,20.464583148850647,48.054511510662564,50.93934892847226,46.61209280175772,12.43753247303448,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,6696.223736894572,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,9549.323099250476,19.101918822580163,0.0,-1.8043131541813675,0.3255893382956384,2.8,9.236100170605994,-876.1137479745869,96.84187756319476,1758.6883099953286,-1257.4731526588237,-0.0,-0.0,450.09649196139435,0.0,3.0,0.05918918273752491,0.0,0.0,1.107904379095218,197.99884266666666,-68.73708727715754,0.23593769188189262,9.313040339651359,0.0031671418627352062,5.198267200531892,1.2254673718955484,0,0,96.84187756319476,0.5436834545663999,1753.2164904850524,5.471819510276127
2025-01-01 00:09:00,0.2662032707902986,0.17743022174301373,0.0,0.00443672117983831,0.0029571703623835622,0.0,0.022786101309003135,0.0,0.24341716948129546,0.0,0.0,0.0,0.0,0.17743022174301373,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004646806469298245,0.0,On,0.0005643044428650278,0.0,On,0.00878749519841993,0,On,0.00878749519841993,0.0,On,0.0068435404906104155,0,On,0.20150887850815585,0.15113165888111685,On,0,0,Off,Off,0.0,0.0,20.534621073892474,51.666666666666686,46.10666666666668,0.0,50.937161262606146,0.0,0.0,0.0,20.534621073892474,48.05278829098575,50.937161262606146,46.610601805175556,12.43753247303448,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,6704.460285374541,0.0,Off,0.0,21.111111111111143,0,0.0,0.0,0.0,0.0,0,0.0,0,9546.582345807634,19.000727258853022,0.0,-1.6927286209527608,0.45980373265905344,2.8,9.236100170605994,-862.9432598193073,95.46256158412304,1663.735929274812,-1246.131219474421,-0.0,-0.0,450.09649196139435,0.0,3.0,0.05902168636536237,0.0,0.0,1.1047691784450528,197.99884266666666,-66.90853230628066,0.23743489341185176,9.2667216377029,0.0031671778128030525,5.6236959185296245,1.2258918075924163,0,0,95.46256158412304,0.5436834545663999,1658.1203558376512,5.615573437160648
