Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.8183152223769308,0.3212982342235347,0.6226171538237654,0.013638587039615513,0.005354970570392245,0.010376952563729423,0.30392656936941764,0.5143886530075131,0.0,0.6226171538237654,0.0,0.0,0.3212982342235347,0,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.05271568358610226,0,On,0.04949851973684211,0.0,On,0.004725665159323166,0.0,On,0.24970238447325238,0,On,0.03327532379003117,0,On,0.3658102703706314,0.2743577027779735,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,35182.01460444445,On,14067.413333333334,0,82.65344427254168,51.666666666666686,46.10666666666668,0.0,50.49483905106997,0.0,0.0,14067.413333333334,129.14600667584637,50.49483905106997,50.494839051069974,50.49483905106997,12.43753247303448,19.558638166065634,0.0,9.34005868449246,2.3852907819537665,2.8,9.236100170605994,-1477.427063201597,-6439.3389759963675,173.74687189666247,-2207.362198080047,-0.0,-0.0,971.6323206591392,0.0,3.0,0.10106882683958002,0.0,0,0.2874790354568148,197.99884266666666,-241.6971857806892,0.18955331935813738,8.8818737714052,0.0026232569072229288,83.87317058525421,1.2203918696301048,0.7504064593834309,-6395.814524825284,-43.524451171084195,0.27184172728319994,146.91883022642892,26.82804167023356
2025-01-01 00:01:00,0.8183152223769308,0.3212982342235347,0.6226171538237654,0.013638587039615513,0.005354970570392245,0.010376952563729423,0.30392656936941764,0.5143886530075131,0.0,0.6226171538237654,0.0,0.0,0.3212982342235347,0,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.05271568358610226,0,On,0.04949851973684211,0.0,On,0.004725665159323166,0.0,On,0.24970238447325238,0,On,0.03327532379003117,0,On,0.3658102703706314,0.2743577027779735,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,35182.01460444445,On,14067.413333333334,0,85.68095053434372,51.666666666666686,46.10666666666668,0.0,51.60673829819795,0.0,0.0,14067.413333333334,133.87648520991206,51.60673829819796,51.60673829819797,51.60673829819795,12.43753247303448,19.51759945869037,0.0,9.191747980338874,2.4541239119880407,2.8,9.236100170605994,-1478.8907046320357,-6281.126723685484,148.07841605101444,-2199.288986435005,-0.0,-0.0,971.6323206591392,0.0,3.0,0.10094637589118798,0.0,0,0.28713073735506295,197.99884266666666,-251.2340388561699,0.19059905390143772,8.885763166299562,0.002623345417895631,83.94899365796208,1.2241283537176595,0.7494582426413038,-6242.876379733128,-38.25034395235629,0.27184172728319994,122.53335118378126,25.545064867233204
2025-01-01 00:02:00,0.8183152223769308,0.3212982342235347,0.0,0.013638587039615513,0.005354970570392245,0.0,0.30392656936941764,0.5143886530075131,0.0,0.0,0.0,0.0,0.3212982342235347,0,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.05271568358610226,0,On,0.04949851973684211,0.0,On,0.004725665159323166,0.0,On,0.24970238447325238,0,On,0.03327532379003117,0,On,0.3658102703706314,0.2743577027779735,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,35182.01460444445,Off,0.0,0,87.287772013303,51.666666666666686,46.10666666666668,0.0,52.71826018023477,0.0,0.0,0.0,136.38714377078594,52.71826018023477,52.71826018023478,52.71826018023477,12.43753247303448,19.477243774506427,-0.02275622549363021,9.050960784530298,2.5205966007294434,2.8,9.236100170605994,-1480.902595027728,-6131.272261393035,123.46211895898594,-2191.361675261924,-0.0,-0.0,971.6323206591392,0.0,3.0,0.10082590598457918,0.0,0,0.2867880741063004,197.99884266666666,-261.17324042494295,0.19108437527620833,8.867329980478857,0.002623433738172865,84.0232593403544,1.2242971057236256,0.7485570157778223,-6098.026556835273,-33.245704557760845,0.27184172728319994,98.98410451426633,24.478014444719612
2025-01-01 00:03:00,0.8183152223769308,0.3212982342235347,0.0,0.013638587039615513,0.005354970570392245,0.0,0.30392656936941764,0.5143886530075131,0.0,0.0,0.0,0.0,0.3212982342235347,0,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.05271568358610226,0,On,0.04949851973684211,0.0,On,0.004725665159323166,0.0,On,0.24970238447325238,0,On,0.03327532379003117,0,On,0.3658102703706314,0.2743577027779735,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,35182.01460444445,Off,0.0,0,87.3633570302434,51.666666666666686,46.10666666666668,0.0,52.70655943726931,0.0,0.0,0.0,136.50524535975532,52.70738015053505,52.70779050716793,52.70655943726931,12.43753247303448,19.43754842882701,-0.062451571173046005,8.917299384599916,2.584801575800274,2.8,9.236100170605994,-1483.3712097919854,-5989.293441171921,99.69208383697634,-2183.5752447760124,-0.0,-0.0,971.6323206591392,0.0,3.0,0.10070735216867902,0.0,0,0.28645086096442035,197.99884266666666,-271.4282856751124,0.19156321707697022,8.849248157399732,0.00262352212439838,84.0959390156213,1.2244631407445012,0.7477003983676866,-5960.806165907014,-28.487275264906966,0.27184172728319994,76.23823964884677,23.453844188129565
2025-01-01 00:04:00,0.8183152223769308,0.3212982342235347,0.0,0.013638587039615513,0.005354970570392245,0.0,0.30392656936941764,0.5143886530075131,0.0,0.0,0.0,0.0,0.3212982342235347,0,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.05271568358610226,0,On,0.04949851973684211,0.0,On,0.004725665159323166,0.0,On,0.24970238447325238,0,On,0.03327532379003117,0,On,0.3658102703706314,0.2743577027779735,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,35182.01460444445,Off,0.0,0,87.43724131247525,51.666666666666686,46.10666666666668,0.0,52.69484888592689,0.0,0.0,0.0,136.62068955074258,52.696490699501624,52.69731160628899,52.69484888592689,12.43753247303448,19.39849132269863,-0.10150867730142821,8.790389545499666,2.6468221282026825,2.8,9.236100170605994,-1479.1470495411156,-5854.745642713459,76.73724804480031,-2175.924823835487,-0.0,-0.0,971.6323206591392,0.0,3.0,0.10059065107697136,0.0,0,0.28611891769041636,197.99884266666666,-274.8545463647677,0.19203578123630757,8.83078778556756,0.0026236105750821314,84.16708562687016,1.2246265490586967,0.746886141493703,-5830.786208339955,-23.95943437350429,0.27184172728319994,54.266249125253005,22.470998919547306
2025-01-01 00:05:00,0.8183152223769308,0.3212982342235347,0.0,0.013638587039615513,0.005354970570392245,0.0,0.30392656936941764,0.5143886530075131,0.0,0.0,0.0,0.0,0.3212982342235347,0,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.05271568358610226,0,On,0.04949851973684211,0.0,On,0.004725665159323166,0.0,On,0.24970238447325238,0,On,0.03327532379003117,0,On,0.3658102703706314,0.2743577027779735,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,35182.01460444445,Off,0.0,0,87.50937979471148,51.666666666666686,46.10666666666668,0.0,52.683128754340046,0.0,0.0,0.0,136.73340592923668,52.685592039123435,52.686823681515136,52.683128754340046,12.43753247303448,19.360089830550404,-0.13991016944965295,8.669878417621547,2.706738574805233,2.8,9.236100170605994,-1469.6374905266819,-5727.212655617755,54.57104151929452,-2168.413289550132,-0.0,-0.0,971.6323206591392,0.0,3.0,0.10047585720914212,0.0,0,0.2857923993025826,197.99884266666666,-272.8565216356892,0.19250180023674457,8.813395985311713,0.0026236990887842614,84.23665167750582,1.2247872557958888,0.7461121163709717,-5707.564794298425,-19.647861319329927,0.27184172728319994,33.03967912605511,21.531362393239405
2025-01-01 00:06:00,0.8183152223769308,0.3212982342235347,0.0,0.013638587039615513,0.005354970570392245,0.0,0.30392656936941764,0.5143886530075131,0.0,0.0,0.0,0.0,0.3212982342235347,0,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.05271568358610226,0,On,0.04949851973684211,0.0,On,0.004725665159323166,0.0,On,0.24970238447325238,0,On,0.03327532379003117,0,On,0.3658102703706314,0.2743577027779735,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,35182.01460444445,Off,0.0,0,87.57975020151547,51.666666666666686,46.10666666666668,0.0,52.67139927667588,0.0,0.0,0.0,136.84335968986792,52.67468438700665,52.67632694217204,52.67139927667588,12.43753247303448,19.322352653521655,-0.17764734647840186,8.555432958266632,2.7646284525140277,2.8,9.236100170605994,-1458.645824364363,-5606.304747452274,-541.3012132647241,-2161.0418154187005,-0.0,-0.0,971.6323206591392,0.0,3.0,0.10036299917437876,0.0,0,0.2854713871765705,197.99884266666666,-269.2363296048017,0.1929611091939884,8.795642919927513,0.0026237876640213655,84.30461170011664,1.2249452223698083,0.7453763060302404,-5590.764961279582,-15.539786172691652,0.27184172728319994,-561.9335466331655,20.63233336844145
2025-01-01 00:07:00,0.8183152223769308,0.3212982342235347,0.0,0.013638587039615513,0.005354970570392245,0.0,0.30392656936941764,0.5143886530075131,0.0,0.0,0.0,0.0,0.3212982342235347,0,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.05271568358610226,0,On,0.04949851973684211,0.0,On,0.004725665159323166,0.0,On,0.24970238447325238,0,On,0.03327532379003117,0,On,0.3658102703706314,0.2743577027779735,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,35182.01460444445,Off,0.0,0,87.64838601132246,51.666666666666686,46.10666666666668,0.0,52.65966069008091,0.0,0.0,0.0,136.95060314269134,52.66376796353394,52.66582160026046,52.65966069008091,12.43753247303448,19.28526726337666,-0.21473273662339665,8.446738509785122,2.800000000000064,2.8,9.236100170605994,-1447.8130822683913,-5491.656517092215,20.138826325730662,-2153.8074357459236,-0.0,-0.0,971.6323206591392,0.0,3.0,0.10025204205619134,0.0,0,0.2851557819963084,197.99884266666666,-265.63796718160705,0.1934137985905313,8.778954504937847,0.0026238762992870476,84.37099439452031,1.2251004991288146,0.7446767978081543,-5480.032716703921,-11.623800388293937,0.27184172728319994,-2.2812453488581732e-11,20.138826325753474
2025-01-01 00:08:00,0.8183152223769308,0.3212982342235347,0.0,0.013638587039615513,0.005354970570392245,0.0,0.30392656936941764,0.5143886530075131,0.0,0.0,0.0,0.0,0.3212982342235347,0,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.05271568358610226,0,On,0.04949851973684211,0.0,On,0.004725665159323166,0.0,On,0.24970238447325238,0,On,0.03327532379003117,0,On,0.3658102703706314,0.2743577027779735,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,35182.01460444445,Off,0.0,0,87.71534289390284,51.666666666666686,46.10666666666668,0.0,52.64791322720737,0.0,0.0,0.0,137.05522327172318,52.652842984915054,52.6553078637689,52.64791322720737,12.43753247303448,19.248812676733742,-0.2511873232663149,8.343497536756635,2.854729529663794,2.8,9.236100170605994,-1437.3740754375283,-5382.924887170989,-0.13633873953798314,-2146.705560294729,-0.0,-0.0,971.6323206591392,0.0,3.0,0.10014292551954923,0.0,0,0.28484541214551307,197.99884266666666,-262.30083580193855,0.19386006335096514,8.76188919157432,0.002623964993102421,84.4358501796327,1.2252531719398527,0.7440117766841771,-5375.035298900314,-7.889588270674789,0.27184172728319994,-19.389003492444356,19.252664752906373
2025-01-01 00:09:00,0.8183152223769308,0.3212982342235347,0.0,0.013638587039615513,0.005354970570392245,0.0,0.30392656936941764,0.5143886530075131,0.0,0.0,0.0,0.0,0.3212982342235347,0,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.05271568358610226,0,On,0.04949851973684211,0.0,On,0.004725665159323166,0.0,On,0.24970238447325238,0,On,0.03327532379003117,0,On,0.3658102703706314,0.2743577027779735,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,35182.01460444445,Off,0.0,0,87.78067758458492,51.666666666666686,46.10666666666668,0.0,52.63615711323856,0.0,0.0,0.0,137.15730872591394,52.64190966042074,52.644785934011836,52.63615711323856,12.43753247303448,19.212967497428135,-0.2870325025719218,8.245428513437812,2.9076223034444175,2.8,9.236100170605994,-1427.2866061850038,-5279.787326526713,-19.67309865236074,-2139.731548152689,-0.0,-0.0,971.6323206591392,0.0,3.0,0.10003558784817301,0.0,0,0.2845401020790927,197.99884266666666,-259.1873786914541,0.1943001067140845,8.745151096139098,0.0026240537440363233,84.49923070227572,1.2254033285210844,0.7433795194296259,-5275.459640407206,-4.327686119506268,0.27184172728319994,-38.127300383674786,18.454201731314047
