Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.196573839002001,0.7595932994862483,0.0,0.019942897316700018,0.012659888324770805,0.0,0.007210166390494042,0.0,0.10813919964213273,1.0312244729693743,0.05,0.0,0.0,0.0789047602145587,0.6661052059383562,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0024715551900584792,0.0,On,0.0047386112004355625,0,On,0.0029328526893877636,0,On,0.06754607251152205,0.05065955438364152,On,0,0,Off,HP On,1629.9298184424413,20.000000000000057,2.1856172628763337,469.5475337017236,0.9010098896360408,0.13021458333333333,1,1969.2627688108314,1969.2627688108314,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2616.8319511111113,Off,0.0,0.0,35.473310204771494,51.666666666666686,46.10666666666668,0.0,50.45198791841033,0.0,0.0,0.0,35.473310204771494,50.04565261993617,50.45198791841033,49.8424849706991,12.43753247303448,19.56849644886055,0.0,7.80780390545664,2.8,9.236100170605994,1731.6238653657301,-81.03955282555279,-221.64121559421238,-0.0,-0.0,308.61998362348686,0.0,3.0,0.010142353614984334,0.0,0,0.5903964357439399,197.99884266666666,14.715278894014254,0.30546407535621545,10.67960583599426,0.004240910040944391,94.31434988600094,1.2191620390536908,0.08561108289378362,-558.7209510156498,8.133864488373485
2025-01-01 00:01:00,1.199053434673653,0.7611949600643314,0.0,0.01998422391122755,0.012686582667738857,0.0,0.007210166390494042,0.0,0.10813919964213273,1.0337040686410262,0.05,0.0,0.0,0.0789047602145587,0.6677068665164393,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0024715551900584792,0.0,On,0.0047386112004355625,0,On,0.0029328526893877636,0,On,0.06754607251152205,0.05065955438364152,On,0,0,Off,HP On,1628.9115023076322,20.000000000000057,2.178167128473348,469.2541788442211,0.9034894853076929,0.13021458333333333,1,1967.95109781852,1967.95109781852,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2616.8319511111113,Off,0.0,0.0,35.31002326639432,51.666666666666686,46.10666666666668,0.0,50.44662467068144,0.0,0.0,0.0,35.31002326639432,50.040674238040815,50.44662467068144,49.8376990217205,12.43753247303448,19.70385111980507,0.0,7.895601526984185,2.8,9.236100170605994,1725.2426485684236,-91.94353630898729,-224.4119708555436,-0.0,-0.0,308.61998362348686,0.0,3.0,0.010186915621945179,0.0,0,0.5929904342454722,197.99884266666666,12.12313349284813,0.30393638046696286,10.765539772801322,0.004242948980046754,93.981226915983,1.2221567383388552,0.08567677191360137,-568.9527566911769,7.7550415379684825
2025-01-01 00:02:00,1.2014464565828926,0.7627406995162659,0.0,0.020024107609714875,0.012712344991937765,0.0,0.007210166390494042,0.0,0.10813919964213273,1.0360970905502658,0.05,0.0,0.0,0.0789047602145587,0.6692526059683738,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0024715551900584792,0.0,On,0.0047386112004355625,0,On,0.0029328526893877636,0,On,0.06754607251152205,0.05065955438364152,On,0,0,Off,HP On,1627.9302613407804,20.000000000000057,2.171017948663562,468.97150454086204,0.9058825072169326,0.13021458333333333,1,1966.687182548309,1966.687182548309,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2616.8319511111113,Off,0.0,0.0,35.15280968076966,51.666666666666686,46.10666666666668,0.0,50.44128577854457,0.0,0.0,0.0,35.15280968076966,50.03571877209925,50.44128577854457,49.8329352688766,12.43753247303448,19.834008728755208,0.0,7.976999385940031,2.8,9.236100170605994,1719.086294216108,-102.06273410285007,-227.08933346485458,-0.0,-0.0,308.61998362348686,0.0,3.0,0.010229683997102945,0.0,0,0.5954800236656634,197.99884266666666,9.625382716695277,0.30163443635060155,10.82455763114962,0.004244975739067737,93.65869617059394,1.2216123089598554,0.08573762775629117,-578.4518686785914,7.417630034879247
2025-01-01 00:03:00,1.20375734739973,0.7642333875233863,0.0,0.02006262245666217,0.012737223125389772,0.0,0.007210166390494042,0.0,0.10813919964213273,1.0384079813671032,0.05,0.0,0.0,0.0789047602145587,0.6707452939754942,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0024715551900584792,0.0,On,0.0047386112004355625,0,On,0.0029328526893877636,0,On,0.06754607251152205,0.05065955438364152,On,0,0,Off,HP On,1626.9840862774436,20.000000000000057,2.1641518636507837,468.69893196601066,0.9081933980337699,0.13021458333333333,1,1965.468434910121,1965.468434910121,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2616.8319511111113,Off,0.0,0.0,35.00132270217291,51.666666666666686,46.10666666666668,0.0,50.435970338986024,0.0,0.0,0.0,35.00132270217291,50.03078536976731,50.435970338986024,49.82819288515796,12.43753247303448,19.959266448313457,0.0,8.05255160812825,2.8,9.236100170605994,1713.1155261526385,-111.47363629444675,-229.67790421569245,-0.0,-0.0,308.61998362348686,0.0,3.0,0.010270766282588606,0.0,0,0.597871464138328,197.99884266666666,7.189360467400551,0.29944276551299903,10.880992834392197,0.004246996442683279,93.34595065255405,1.221088780068392,0.08579407457180822,-587.2800853004362,7.107517039978855
2025-01-01 00:04:00,1.205990056541249,0.7656755751571122,0.0,0.02009983427568748,0.012761259585951869,0.0,0.007210166390494042,0.0,0.10813919964213273,1.040640690508622,0.05,0.0,0.0,0.0789047602145587,0.67218748160922,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0024715551900584792,0.0,On,0.0047386112004355625,0,On,0.0029328526893877636,0,On,0.06754607251152205,0.05065955438364152,On,0,0,Off,HP On,1626.0711919785022,20.000000000000057,2.157552974397146,468.43594685969,0.9104261071752888,0.13021458333333333,1,1964.292555504859,1964.292555504859,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2616.8319511111113,Off,0.0,0.0,34.85525409278921,51.666666666666686,46.10666666666668,0.0,50.43067750054081,0.0,0.0,0.0,34.85525409278921,50.025873227363675,50.43067750054081,49.823471090775115,12.43753247303448,20.079888402343904,0.0,8.122747590131393,2.8,9.236100170605994,1707.8091714834918,-120.23131704028714,-232.18177119123567,-0.0,-0.0,308.61998362348686,0.0,3.0,0.01031025803650467,0.0,0,0.6001703181951294,197.99884266666666,5.299767072738522,0.297354097447993,10.935540866030387,0.004249011262219035,93.04244440143856,1.2205849990794921,0.08584648635427836,-595.4921603337667,6.8248964337896245
2025-01-01 00:05:00,1.2081492219899164,0.7670702582581622,0.0,0.020135820366498604,0.012784504304302703,0.0,0.007210166390494042,0.0,0.10813919964213273,1.0427998559572895,0.05,0.0,0.0,0.0789047602145587,0.6735821647102701,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0024715551900584792,0.0,On,0.0047386112004355625,0,On,0.0029328526893877636,0,On,0.06754607251152205,0.05065955438364152,On,0,0,Off,HP On,1625.1895317414449,20.000000000000057,2.151203801891974,468.1819596111662,0.9125852726239563,0.13021458333333333,1,1963.1569080192778,1963.1569080192778,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2616.8319511111113,Off,0.0,0.0,34.71425905614692,51.666666666666686,46.10666666666668,0.0,50.42540645756845,0.0,0.0,0.0,34.71425905614692,50.020981584465616,50.42540645756845,49.81876914791421,12.43753247303448,20.19617018030385,0.0,8.18802640039304,2.8,9.236100170605994,1703.2024143017252,-128.38709013010026,-234.6058312335164,-0.0,-0.0,308.61998362348686,0.0,3.0,0.01034826407911226,0.0,0,0.6023826875271454,197.99884266666666,3.9987301703097025,0.2953608664458244,10.987806920957045,0.004251020359631446,92.74757323417847,1.2200996881984667,0.085895198034903,-603.1373899192085,6.568340177942083
2025-01-01 00:06:00,0.1653493660326268,0.09348809354789203,0.0,0.0027558227672104464,0.0015581348924648673,0.0,0.007210166390494042,0.0,0.10813919964213273,0.0,0.05,0.0,0.0,0.0789047602145587,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0024715551900584792,0.0,On,0.0047386112004355625,0,On,0.0029328526893877636,0,On,0.06754607251152205,0.05065955438364152,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1963.1569080192778,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2616.8319511111113,Off,0.0,0.0,34.578011811390866,51.666666666666686,46.10666666666668,0.0,50.42015645568624,0.0,0.0,0.0,34.578011811390866,50.01610972903971,50.42015645568624,49.814086365716456,12.43753247303448,20.30839107607684,0.0,8.248784428539402,2.8,9.236100170605994,74.6015061784552,-603.9240676738156,-236.95479138816978,-0.0,-0.0,308.61998362348686,0.0,3.0,0.010384882911420066,0.0,0,0.6045143059755196,197.99884266666666,2.9363139431380745,0.293456076029972,11.038499050147946,0.004253023886402172,92.46076850899763,1.2196316430609573,0.08594051145593452,-610.2604318723958,6.336364198580206
2025-01-01 00:07:00,0.1653493660326268,0.09348809354789203,0.0,0.0027558227672104464,0.0015581348924648673,0.0,0.007210166390494042,0.0,0.10813919964213273,0.0,0.05,0.0,0.0,0.0789047602145587,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0024715551900584792,0.0,On,0.0047386112004355625,0,On,0.0029328526893877636,0,On,0.06754607251152205,0.05065955438364152,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1963.1569080192778,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2616.8319511111113,Off,0.0,0.0,34.65877128442359,51.666666666666686,46.10666666666668,0.0,50.414926788942246,0.0,0.0,0.0,34.65877128442359,50.01125699477314,50.414926788942246,49.809422097688596,12.43753247303448,20.23411479009369,0.0,8.200875189559108,2.8,9.236100170605994,77.13016812680232,-598.1323735468239,-235.399022480974,-0.0,-0.0,308.61998362348686,0.0,3.0,0.010360652367156746,0.0,0,0.6031038220274875,197.99884266666666,3.9092069842894333,0.2949440971094469,11.008770603643605,0.004255021984131411,92.54112222783827,1.2199389527686237,0.08590478267242783,-604.6431491992868,6.510775652462871
2025-01-01 00:08:00,0.1653493660326268,0.09348809354789203,0.0,0.0027558227672104464,0.0015581348924648673,0.0,0.007210166390494042,0.0,0.10813919964213273,0.0,0.05,0.0,0.0,0.0789047602145587,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0024715551900584792,0.0,On,0.0047386112004355625,0,On,0.0029328526893877636,0,On,0.06754607251152205,0.05065955438364152,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1963.1569080192778,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2616.8319511111113,Off,0.0,0.0,34.73579804084012,51.666666666666686,46.10666666666668,0.0,50.409685203013815,0.0,0.0,0.0,34.73579804084012,50.006392926591126,50.409685203013815,49.80474678837979,12.43753247303448,20.163035406729886,0.0,8.156880270765198,2.8,9.236100170605994,79.40663814430985,-592.6706224224741,-233.91406198469105,-0.0,-0.0,308.61998362348686,0.0,3.0,0.010337440619154684,0.0,0,0.6017526432175161,197.99884266666666,4.700716505514045,0.2963818389543663,10.98004129630955,0.004257021314552501,92.61558468732603,1.220233117409939,0.08587195993802806,-599.4886526373879,6.818030214913758
2025-01-01 00:09:00,0.1653493660326268,0.09348809354789203,0.0,0.0027558227672104464,0.0015581348924648673,0.0,0.007210166390494042,0.0,0.10813919964213273,0.0,0.05,0.0,0.0,0.0789047602145587,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.0024715551900584792,0.0,On,0.0047386112004355625,0,On,0.0029328526893877636,0,On,0.06754607251152205,0.05065955438364152,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,1963.1569080192778,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,2616.8319511111113,Off,0.0,0.0,34.80940864171025,51.666666666666686,46.10666666666668,0.0,50.404432252831285,0.0,0.0,0.0,34.80940864171025,50.00151804834917,50.404432252831285,49.80006094610812,12.43753247303448,20.094881367938406,0.0,8.116419845862298,2.8,9.236100170605994,81.5874302518722,-587.7998426176271,-232.4937544191824,-0.0,-0.0,308.61998362348686,0.0,3.0,0.010315161963756356,0.0,0,0.6004557806509311,197.99884266666666,5.461201047567766,0.2977733956451898,10.952740151168069,0.004259021771347117,92.68465884047376,1.2205152481348664,0.08584176306061748,-594.7515071576832,6.951664540056155
