Metric,Value
Total Electric Energy (kWh),593.2183001405868
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.8239143057508151
Peak Electric Power (kW),9.501491553232153
Other Electric Energy (kWh),190.81571706843374
HVAC Heating Electric Energy (kWh),117.36217515674488
Lighting Electric Energy (kWh),18.26839100597315
Water Heating Electric Energy (kWh),231.03210872962967
HVAC Cooling Electric Energy (kWh),35.7399081798054
Average Temperature - Indoor (C),19.792236993227558
Unmet Heating Load (C-hours),40.755376176004226
Unmet Cooling Load (C-hours),1.2901908585206323
Total Hot Water Unmet Demand (kWh),0.0
