Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.18484430724445539,0.1053509362526998,0.0,0.0030807384540742565,0.0017558489375449967,0.0,0.010536871856083683,0.0,0.12430743538837172,0.0,0.05,0.0,0.0,0.09076760291936646,0.0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.00674961856661,0,On,0.003283964829216401,0,On,0.08595872007662612,0.06446904005746958,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1117.1231829646047,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1537.7455879399447,Off,0.0,0.0,34.045148066724,51.666666666666686,46.10666666666668,0.0,50.580985588256134,0.0,0.0,0.0,34.045148066724,47.63766614137414,50.580985588256134,46.16600641793315,12.43753247303448,18.462938806944173,0.0,4.320977327739893,2.8,9.236100170605994,-26.585720700051127,-197.48133436026478,-235.34342876380936,-0.0,-8.043985270738057,194.8268110613138,0.0,1.0,0.011529518575754322,0.0,0.00039407634234455606,0.5884627369397939,65.99961422222222,21.974882273182473,0.2549260878115087,9.145253235610992,0.0032982967158856577,17.29722636179267,1.2244786571360713,0.09785054486834552,-193.95618828719088,-3.5251460730739046
2025-01-01 00:01:00,0.18484430724445539,0.1053509362526998,0.0,0.0030807384540742565,0.0017558489375449967,0.0,0.010536871856083683,0.0,0.12430743538837172,0.0,0.05,0.0,0.0,0.09076760291936646,0.0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.00674961856661,0,On,0.003283964829216401,0,On,0.08595872007662612,0.06446904005746958,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1117.1231829646047,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1537.7455879399447,Off,0.0,0.0,34.03918056253668,51.666666666666686,46.10666666666668,0.0,50.57526773420677,0.0,0.0,0.0,34.03918056253668,47.63288819006985,50.57526773420677,46.1616984180014,12.43753247303448,18.463262139846677,0.0,4.370076343334139,2.8,9.236100170605994,-27.10893538273507,-204.0865673583832,-235.35089493426185,-0.0,-8.045265249314726,194.8268110613138,0.0,1.0,0.011529646336248518,0.0,0.00039413091261802284,0.5884717354728122,65.99961422222222,21.460413739527677,0.25568991708535543,9.169029172205935,0.003298612376164219,17.28471446815499,1.2280539226117704,0.09789526502959464,-200.30883654330188,-3.777730815081326
2025-01-01 00:02:00,0.18484430724445539,0.1053509362526998,0.0,0.0030807384540742565,0.0017558489375449967,0.0,0.010536871856083683,0.0,0.12430743538837172,0.0,0.05,0.0,0.0,0.09076760291936646,0.0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.00674961856661,0,On,0.003283964829216401,0,On,0.08595872007662612,0.06446904005746958,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1117.1231829646047,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1537.7455879399447,Off,0.0,0.0,34.03367128319745,51.666666666666686,46.10666666666668,0.0,50.56955097713352,0.0,0.0,0.0,34.03367128319745,47.62811107625478,50.56955097713352,46.15739112581542,12.43753247303448,18.463192475592837,0.0,4.415988595992198,2.8,9.236100170605994,-27.61088321192861,-210.24002181150556,-235.34928628947648,-0.0,-8.044989468623381,194.8268110613138,0.0,1.0,0.01152961880944143,0.0,0.00039411915524192474,0.5884697966885685,65.99961422222222,20.95658148485746,0.2557152844799981,9.169524811897197,0.003298926889785653,17.27291033044656,1.228053983212481,0.097937064161535,-206.25430625737462,-3.985715554130942
2025-01-01 00:03:00,0.18484430724445539,0.1053509362526998,0.0,0.0030807384540742565,0.0017558489375449967,0.0,0.010536871856083683,0.0,0.12430743538837172,0.0,0.05,0.0,0.0,0.09076760291936646,0.0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.00674961856661,0,On,0.003283964829216401,0,On,0.08595872007662612,0.06446904005746958,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1117.1231829646047,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1537.7455879399447,Off,0.0,0.0,34.02858537945359,51.666666666666686,46.10666666666668,0.0,50.563835248871705,0.0,0.0,0.0,34.02858537945359,47.623334735620915,50.563835248871705,46.153084478995524,12.43753247303448,18.462759702535596,0.0,4.458994452959834,2.8,9.236100170605994,-28.099288137863937,-215.99088673878313,-235.33929305468828,-0.0,-8.043276253222599,194.8268110613138,0.0,1.0,0.011529447804872417,0.0,0.00039404611332859765,0.5884577523125287,65.99961422222222,20.456470108733114,0.255746456687028,9.169826668741017,0.003299241188602834,17.26172873061255,1.2280555731141434,0.09797620109676437,-211.82791038659062,-4.1629763521925165
2025-01-01 00:04:00,0.18484430724445539,0.1053509362526998,0.0,0.0030807384540742565,0.0017558489375449967,0.0,0.010536871856083683,0.0,0.12430743538837172,0.0,0.05,0.0,0.0,0.09076760291936646,0.0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.00674961856661,0,On,0.003283964829216401,0,On,0.08595872007662612,0.06446904005746958,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1117.1231829646047,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1537.7455879399447,Off,0.0,0.0,34.02389357983785,51.666666666666686,46.10666666666668,0.0,50.55812048643723,0.0,0.0,0.0,34.02389357983785,47.61855910875103,50.55812048643723,46.14877841990793,12.43753247303448,18.46198891989105,0.0,4.499333528117841,2.8,9.236100170605994,-28.442958241009705,-221.37830349774597,-235.32149520534037,-0.0,-8.040224997389057,194.8268110613138,0.0,1.0,0.011529143237499498,0.0,0.0003939160150913354,0.5884363003497292,65.99961422222222,20.091950900405923,0.2557830342920588,9.169948127874239,0.003299555283552372,17.251127421673512,1.2280585866216736,0.09801289695700928,-217.05985267079782,-4.318450826948162
2025-01-01 00:05:00,0.18484430724445539,0.1053509362526998,0.0,0.0030807384540742565,0.0017558489375449967,0.0,0.010536871856083683,0.0,0.12430743538837172,0.0,0.05,0.0,0.0,0.09076760291936646,0.0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.00674961856661,0,On,0.003283964829216401,0,On,0.08595872007662612,0.06446904005746958,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1117.1231829646047,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1537.7455879399447,Off,0.0,0.0,34.019555677820485,51.666666666666686,46.10666666666668,0.0,50.55240663119746,0.0,0.0,0.0,34.019555677820485,47.61378414033591,50.55240663119746,46.144472894905135,12.43753247303448,18.46091462966897,0.0,4.5372144481201016,2.8,9.236100170605994,-28.576623973314668,-226.43031611675946,-235.29669007764812,-0.0,-8.035972338361791,194.8268110613138,0.0,1.0,0.011528718736096134,0.0,0.0003937346710208677,0.5884064001821923,65.99961422222222,19.929227381381416,0.2558244671980208,9.169301019018857,0.0032998691848298875,17.241048227902358,1.2280628784507444,0.09804734416568801,-221.9764588503441,-4.45385726641532
2025-01-01 00:06:00,0.18484430724445539,0.1053509362526998,0.0,0.0030807384540742565,0.0017558489375449967,0.0,0.010536871856083683,0.0,0.12430743538837172,0.0,0.05,0.0,0.0,0.09076760291936646,0.0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.00674961856661,0,On,0.003283964829216401,0,On,0.08595872007662612,0.06446904005746958,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1117.1231829646047,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1537.7455879399447,Off,0.0,0.0,34.01552759391681,51.666666666666686,46.10666666666668,0.0,50.54669363049644,0.0,0.0,0.0,34.01552759391681,47.609009780708995,50.54669363049644,46.14016785581527,12.43753247303448,18.45957466809467,0.0,4.5728224463020615,2.8,9.236100170605994,-28.69219645538641,-231.17268916828297,-235.2657521248779,-0.0,-8.030668123156918,194.8268110613138,0.0,1.0,0.011528189246077025,0.0,0.00039350845186787167,0.5883691038222604,65.99961422222222,19.777412731334653,0.2558701517079133,9.16911870611007,0.0033001829016101516,17.231427297479147,1.2280682892807067,0.09807971344995078,-226.60113566027937,-4.5715535080036105
2025-01-01 00:07:00,0.18484430724445539,0.1053509362526998,0.0,0.0030807384540742565,0.0017558489375449967,0.0,0.010536871856083683,0.0,0.12430743538837172,0.0,0.05,0.0,0.0,0.09076760291936646,0.0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.00674961856661,0,On,0.003283964829216401,0,On,0.08595872007662612,0.06446904005746958,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1117.1231829646047,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1537.7455879399447,Off,0.0,0.0,34.01178951680014,51.666666666666686,46.10666666666668,0.0,50.54098143823052,0.0,0.0,0.0,34.01178951680014,47.60423598638991,50.54098143823052,46.135863260469606,12.43753247303448,18.457986019433203,0.0,4.606323538744546,2.8,9.236100170605994,-28.78087352819631,-235.62826118915427,-235.22907442620868,-0.0,-8.024379662589764,194.8268110613138,0.0,1.0,0.011527561472676527,0.0,0.000393240206663384,0.5883248827996358,65.99961422222222,19.645769499288335,0.2559198183739508,9.16880361820495,0.003300496441947255,17.222236069908856,1.2280747476084564,0.09811015771102885,-230.95489274511485,-4.673368444039411
2025-01-01 00:08:00,0.18484430724445539,0.1053509362526998,0.0,0.0030807384540742565,0.0017558489375449967,0.0,0.010536871856083683,0.0,0.12430743538837172,0.0,0.05,0.0,0.0,0.09076760291936646,0.0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.00674961856661,0,On,0.003283964829216401,0,On,0.08595872007662612,0.06446904005746958,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1117.1231829646047,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1537.7455879399447,Off,0.0,0.0,34.00832230620415,51.666666666666686,46.10666666666668,0.0,50.535270011241195,0.0,0.0,0.0,34.00832230620415,47.59946271667863,50.535270011241195,46.13155906939735,12.43753247303448,18.456165093899106,0.0,4.637867789280875,2.8,9.236100170605994,-28.850455441462742,-239.81761816564884,-235.18703688733183,-0.0,-8.017172001905989,194.8268110613138,0.0,1.0,0.011526841893760381,0.0,0.0003929326859342326,0.5882741925612863,65.99961422222222,19.526942386461293,0.255973206915586,9.168364506886824,0.0033008098133942296,17.213446944482723,1.2280821843513914,0.0981388150507169,-235.05675056863979,-4.760867597009031
2025-01-01 00:09:00,0.18484430724445539,0.1053509362526998,0.0,0.0030807384540742565,0.0017558489375449967,0.0,0.010536871856083683,0.0,0.12430743538837172,0.0,0.05,0.0,0.0,0.09076760291936646,0.0,0.01458333333333334,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0037872532894736837,0.0,On,0.00674961856661,0,On,0.003283964829216401,0,On,0.08595872007662612,0.06446904005746958,On,0,0,Off,Off,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1117.1231829646047,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,1537.7455879399447,Off,0.0,0.0,34.005108954242424,51.666666666666686,46.10666666666668,0.0,50.52955930921538,0.0,0.0,0.0,34.005108954242424,47.59468993356131,50.52955930921538,46.127255245734275,12.43753247303448,18.454126471556066,0.0,4.667591725650532,2.8,9.236100170605994,-28.908946898053472,-243.75944247944847,-235.13997721400233,-0.0,-8.009102946441303,194.8268110613138,0.0,1.0,0.011526036263636383,0.0,0.00039258833012416534,0.5882174375411057,65.99961422222222,19.41332220107634,0.2560300863471197,9.16780914832937,0.003301123023019828,17.20503540898577,1.2280905381364504,0.09816581101464088,-238.92404126560345,-4.835401213845029
