Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.14980087644399334,0.07356342410892261,0.0,0.0024966812740665556,0.0012260570684820434,0.0,0.03227761227632665,0.0,0.11752326416766669,0.0,0.0,0.0,0.0,0.07356342410892261,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004278193530701754,0.0,On,0.0279994187456249,0,On,0.019438698689103185,0,On,0.06042429103734059,0.045318218278005425,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1217.4173955555557,Off,0.0,0.0,39.3555170373362,51.666666666666686,46.10666666666668,0.0,50.004827517966405,0.337912072427486,885.0142179737747,0.0,39.3555170373362,50.03813101146793,50.0547827582187,50.004827517966405,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,1760.6751416781478,16.15070539661898,-0.01596127004770409,4.017764519829556,2.8,9.236100170605994,-149.76046277499944,-290.82522516564393,-446.0074566473474,-0.0,-0.0,277.57040451582395,0.0,2.0,0.025634228723448133,0.0,0,0.6538826802791997,131.99922844444444,18.67658935652403,0.27198041568521114,7.759425140295255,0.0030388882176835773,48.036776203880244,1.23445833259684,0.18878432293407463,-299.6035086906888,8.77828352504487
2025-01-01 00:01:00,0.14980087644399334,0.07356342410892261,0.0,0.0024966812740665556,0.0012260570684820434,0.0,0.03227761227632665,0.0,0.11752326416766669,0.0,0.0,0.0,0.0,0.07356342410892261,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004278193530701754,0.0,On,0.0279994187456249,0,On,0.019438698689103185,0,On,0.06042429103734059,0.045318218278005425,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1217.4173955555557,Off,0.0,0.0,39.219253756881926,51.666666666666686,46.10666666666668,0.0,49.980343041761515,0.338132450176817,885.0142179737744,0.0,39.219253756881926,49.9084034634372,49.980343041761515,49.87243367427505,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,1760.770666044741,16.141203897029513,-0.025462769637172755,4.07064263941785,2.8,9.236100170605994,-150.5549080101818,-304.89199565785674,-445.5263390326386,-0.0,-0.0,277.57040451582395,0.0,2.0,0.025624813343009364,0.0,0,0.6536425110014902,131.99922844444444,17.40102650663283,0.2729805513266712,7.778072695148362,0.00303933764548018,48.0206196330662,1.238104672749665,0.18887776878192278,-312.7677174753912,7.875721817534457
2025-01-01 00:02:00,0.14980087644399334,0.07356342410892261,0.0,0.0024966812740665556,0.0012260570684820434,0.0,0.03227761227632665,0.0,0.11752326416766669,0.0,0.0,0.0,0.0,0.07356342410892261,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004278193530701754,0.0,On,0.0279994187456249,0,On,0.019438698689103185,0,On,0.06042429103734059,0.045318218278005425,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1217.4173955555557,Off,0.0,0.0,39.08302184220088,51.666666666666686,46.10666666666668,0.0,49.95585530254959,0.33835314499029906,885.0142179737745,0.0,39.08302184220088,49.77869503881629,49.95585530254959,49.69011490694964,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,1760.7232635800133,16.131693900942867,-0.034972765723818355,4.120478888960429,2.8,9.236100170605994,-151.34283412060068,-318.05927083402815,-445.0449994797505,-0.0,-0.0,277.57040451582395,0.0,2.0,0.025615388092917038,0.0,0,0.6534020899668197,131.99922844444444,16.13176084332584,0.2731863746344484,7.773642887383776,0.0030397855989534187,48.00463149349797,1.2381450403624537,0.18896579675890943,-325.1863573968077,7.127086562779539
2025-01-01 00:03:00,0.14980087644399334,0.07356342410892261,0.0,0.0024966812740665556,0.0012260570684820434,0.0,0.03227761227632665,0.0,0.11752326416766669,0.0,0.0,0.0,0.0,0.07356342410892261,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004278193530701754,0.0,On,0.0279994187456249,0,On,0.019438698689103185,0,On,0.06042429103734059,0.045318218278005425,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1217.4173955555557,Off,0.0,0.0,38.94680266043633,51.666666666666686,46.10666666666668,0.0,49.93136430067082,0.3385741575437169,885.0142179737745,0.0,38.94680266043633,49.64900573320325,49.93136430067082,49.507826449469476,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,1760.6818683301428,16.122191418904013,-0.044475247762672865,4.167522963935499,2.8,9.236100170605994,-152.1399162047265,-330.4249987697362,-444.56424842324225,-0.0,-0.0,277.57040451582395,0.0,2.0,0.025605968840223342,0.0,0,0.6531618219149103,131.99922844444444,14.853927702691767,0.2733922137336636,7.769781790216509,0.003040233388683689,47.98867047225258,1.2381853785894756,0.1890488551855704,-336.91964280182253,6.494644032086327
2025-01-01 00:04:00,0.14980087644399334,0.07356342410892261,0.0,0.0024966812740665556,0.0012260570684820434,0.0,0.03227761227632665,0.0,0.11752326416766669,0.0,0.0,0.0,0.0,0.07356342410892261,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004278193530701754,0.0,On,0.0279994187456249,0,On,0.019438698689103185,0,On,0.06042429103734059,0.045318218278005425,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1217.4173955555557,Off,0.0,0.0,38.8105839055122,51.666666666666686,46.10666666666668,0.0,49.90687003923377,0.3387954884897485,885.0142179737746,0.0,38.8105839055122,49.519335544811156,49.90687003923377,49.32556829759985,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,1760.640505684392,16.11270702633996,-0.05395964032672396,4.21198624059309,2.8,9.236100170605994,-152.491892877456,-342.08700610562994,-444.0846200994326,-0.0,-0.0,277.57040451582395,0.0,2.0,0.025596566072991288,0.0,0,0.6529219743772268,131.99922844444444,14.02232270615254,0.2735978837038652,7.765929540764411,0.0030406810149452433,47.972713661831726,1.2382256421550304,0.18912732356714562,-348.01855003763643,5.931543932006501
2025-01-01 00:05:00,0.14980087644399334,0.07356342410892261,0.0,0.0024966812740665556,0.0012260570684820434,0.0,0.03227761227632665,0.0,0.11752326416766669,0.0,0.0,0.0,0.0,0.07356342410892261,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004278193530701754,0.0,On,0.0279994187456249,0,On,0.019438698689103185,0,On,0.06042429103734059,0.045318218278005425,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1217.4173955555557,Off,0.0,0.0,38.67433107400916,51.666666666666686,46.10666666666668,0.0,49.88237252317498,0.3390171384663223,885.0142179737746,0.0,38.67433107400916,49.38968447358008,49.88237252317498,49.14334044878264,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,1760.5931590100936,16.103270378877156,-0.06339628778952999,4.254049650597328,2.8,9.236100170605994,-152.27434075569664,-353.09430987783236,-443.60761208772425,-0.0,-0.0,277.57040451582395,0.0,2.0,0.02558720920605902,0.0,0,0.6526832976729384,131.99922844444444,13.76286681620363,0.27380286543724514,7.761538121348121,0.00304112847781499,47.95669685837068,1.238265704091236,0.1892015267299561,-358.52671742187493,5.432407544042573
2025-01-01 00:06:00,0.14980087644399334,0.07356342410892261,0.0,0.0024966812740665556,0.0012260570684820434,0.0,0.03227761227632665,0.0,0.11752326416766669,0.0,0.0,0.0,0.0,0.07356342410892261,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004278193530701754,0.0,On,0.0279994187456249,0,On,0.019438698689103185,0,On,0.06042429103734059,0.045318218278005425,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1217.4173955555557,Off,0.0,0.0,38.53800635191203,51.666666666666686,46.10666666666668,0.0,49.85787176255816,0.3392391080666056,885.0142179737745,0.0,38.53800635191203,49.2600525242924,49.85787176255816,48.96114290515952,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,1760.5521642741087,16.09391398240735,-0.0727526842593349,4.293874013248433,2.8,9.236100170605994,-151.927178203212,-363.49509229023363,-443.13486338069316,-0.0,-0.0,277.57040451582395,0.0,2.0,0.025577930498996086,0.0,0,0.6524466146851532,131.99922844444444,13.6372806616572,0.27400658820574014,7.757754313771967,0.003041575776816825,47.940549531302416,1.2383054251952659,0.1892717532277209,-368.4829771306637,4.9878848404300635
2025-01-01 00:07:00,0.14980087644399334,0.07356342410892261,0.0,0.0024966812740665556,0.0012260570684820434,0.0,0.03227761227632665,0.0,0.11752326416766669,0.0,0.0,0.0,0.0,0.07356342410892261,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004278193530701754,0.0,On,0.0279994187456249,0,On,0.019438698689103185,0,On,0.06042429103734059,0.045318218278005425,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1217.4173955555557,Off,0.0,0.0,38.401599977935575,51.666666666666686,46.10666666666668,0.0,49.83336777306621,0.3394613978342396,885.0142179737745,0.0,38.401599977935575,49.13043970703734,49.83336777306621,48.77897567402292,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,1760.5116302565655,16.08464623699025,-0.08202042967643663,4.331603636666391,2.8,9.236100170605994,-151.51856609548025,-373.33083315761627,-442.66679298272527,-0.0,-0.0,277.57040451582395,0.0,2.0,0.025568738319632682,0.0,0,0.652212138862042,131.99922844444444,13.577822371421028,0.27420890148664273,7.754018095689024,0.003042022910867049,47.92425315847522,1.2383447694373204,0.18933826182265354,-377.9222196232706,4.591386465654367
2025-01-01 00:08:00,0.14980087644399334,0.07356342410892261,0.0,0.0024966812740665556,0.0012260570684820434,0.0,0.03227761227632665,0.0,0.11752326416766669,0.0,0.0,0.0,0.0,0.07356342410892261,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004278193530701754,0.0,On,0.0279994187456249,0,On,0.019438698689103185,0,On,0.06042429103734059,0.045318218278005425,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1217.4173955555557,Off,0.0,0.0,38.265107165346535,51.666666666666686,46.10666666666668,0.0,49.8088605718316,0.3396840083009084,885.0142179737745,0.0,38.265107165346535,49.00084603327408,49.8088605718316,48.59683876399532,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,1760.4655384747168,16.075471268399326,-0.09119539826735945,4.36736948899187,2.8,9.236100170605994,-151.10511890478972,-382.6385823415623,-442.20360349073616,-0.0,-0.0,277.57040451582395,0.0,2.0,0.02555963680009608,0.0,0,0.6519799756066769,131.99922844444444,13.528080070122535,0.274409729192936,7.749768448501591,0.0030424698787221856,47.907798433477744,1.2383837190804974,0.18940128718070992,-386.8761581426365,4.237575801074198
2025-01-01 00:09:00,0.14980087644399334,0.07356342410892261,0.0,0.0024966812740665556,0.0012260570684820434,0.0,0.03227761227632665,0.0,0.11752326416766669,0.0,0.0,0.0,0.0,0.07356342410892261,0.0,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.004278193530701754,0.0,On,0.0279994187456249,0,On,0.019438698689103185,0,On,0.06042429103734059,0.045318218278005425,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,1217.4173955555557,Off,0.0,0.0,38.128527083433255,51.666666666666686,46.10666666666668,0.0,49.78435017669701,0.3399069399929851,885.0142179737745,0.0,38.128527083433255,48.871271515133536,49.78435017669701,48.414732184351806,12.43753247303448,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0.0,0,0.0,0,1760.4260528129003,16.066389802954454,-0.10027686371223155,4.401291416338159,2.8,9.236100170605994,-150.70532759439618,-391.45176832815565,-441.74532569685095,-0.0,-0.0,277.57040451582395,0.0,2.0,0.025550626701590848,0.0,0,0.651750144336006,131.99922844444444,13.469593586630815,0.2746090546446022,7.746132687020021,0.0030429166790583314,47.89118339950914,1.2384222709406512,0.18946104386514412,-395.37386058476045,3.9220922566048166
