Metric,Value
Total Electric Energy (kWh),25.430466130714304
Total Gas Energy (therms),5.1597333333333335
Average Electric Power (kW),1.0596027554464293
Peak Electric Power (kW),6.6594479648601945
Lighting Electric Energy (kWh),1.470920393898063
Water Heating Electric Energy (kWh),8.250098313333334
Other Electric Energy (kWh),8.489758534594017
HVAC Heating Electric Energy (kWh),6.019688888888889
HVAC Cooling Electric Energy (kWh),1.2
HVAC Heating Gas Energy (therms),5.1597333333333335
Average Temperature - Indoor (C),19.715510337251818
Unmet Heating Load (C-hours),1.1858465917330852
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),103.39745979817836
Average HVAC Heating COP (-),0.7999999999999999
Average HVAC Heating Duct Efficiency (-),0.8141968768657665
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
