Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7314070714918051,0.20039264645714547,0.3518,0.01219011785819675,0.0033398774409524245,0.005863333333333333,0.016047281622002307,0.0,0.25492645653646934,0.4104333333333333,0.05,0.3518,0.0,0.0,0.18580931312381213,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0004073339780446984,0.0,On,0.011618913287232463,0,On,0.007180705704719783,0,On,0.20380037163693493,0.15285027872770116,On,0,0,Off,On,7049.826804421252,20.000000000000057,0.8,1608.7998800231921,10.310241688888889,0.4104333333333333,1,8248.193351111111,8248.193351111111,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6067.1581422222225,Off,0.0,0.0,33.392674815375386,51.666666666666686,46.10666666666668,0.0,50.547684321160524,0.0,0.0,0.0,33.392674815375386,48.63381532357759,50.547684321160524,47.67688082478614,12.43753247303448,20.00444426398992,0.0,-2.751602453140132,-1.122729624227603,-2.538492133568562,2.8,9.236100170605994,6527.432941686877,1879.3596160123514,2816.400731933287,2241.9770054316928,-1075.7783017077436,-0.0,-0.0,454.7065548105529,0.0,3.0,0.04798046800623932,0.0,0,0.44904970939436084,197.99884266666666,98.6778841628157,0.20143073755777888,9.363138749659232,0.0028669356592061672,79.95792547087692,1.2183568003462752,0,0,270.5597359891592,0.5436834545663999,2779.4069801546007,36.99375177868609,0.3567826532124602,2482.218395657907,-240.24139022621418
2025-01-01 00:01:00,0.7314070714918051,0.20039264645714547,0.3518,0.01219011785819675,0.0033398774409524245,0.005863333333333333,0.016047281622002307,0.0,0.25492645653646934,0.4104333333333333,0.05,0.3518,0.0,0.0,0.18580931312381213,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0004073339780446984,0.0,On,0.011618913287232463,0,On,0.007180705704719783,0,On,0.20380037163693493,0.15285027872770116,On,0,0,Off,On,7049.826804421252,20.000000000000057,0.8,1608.7998800231921,10.310241688888889,0.4104333333333333,1,8248.193351111111,8248.193351111111,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6067.1581422222225,Off,0.0,0.0,33.35296561592134,51.666666666666686,46.10666666666668,0.0,50.54436481138161,0.0,0.0,0.0,33.35296561592134,48.63100349428771,50.54436481138161,47.67432283574076,12.43753247303448,20.035742490884694,0.0,-2.4333070525492504,-0.9089489086734055,-2.48054462543851,2.8,9.236100170605994,6514.65010535425,1867.2951924522265,2660.8831524663765,2205.3670529874244,-1078.8090450475013,-0.0,-0.0,454.7065548105529,0.0,3.0,0.0480282685361,0.0,0,0.4494970750607408,197.99884266666666,88.92579116994642,0.2016473880694335,9.401429250207668,0.0028672137585076707,79.83774856568542,1.2217851311266834,0,0,258.49531242903436,0.5436834545663999,2627.935002742755,32.948149723621626,0.3560736515474526,2450.3956191928005,-245.02856620537636
2025-01-01 00:02:00,0.7314070714918051,0.20039264645714547,0.3518,0.01219011785819675,0.0033398774409524245,0.005863333333333333,0.016047281622002307,0.0,0.25492645653646934,0.4104333333333333,0.05,0.3518,0.0,0.0,0.18580931312381213,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0004073339780446984,0.0,On,0.011618913287232463,0,On,0.007180705704719783,0,On,0.20380037163693493,0.15285027872770116,On,0,0,Off,On,7049.826804421252,20.000000000000057,0.8,1608.7998800231921,10.310241688888889,0.4104333333333333,1,8248.193351111111,8248.193351111111,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6067.1581422222225,Off,0.0,0.0,33.31436075169593,51.666666666666686,46.10666666666668,0.0,50.54104897151349,0.0,0.0,0.0,33.31436075169593,48.628195008709895,50.54104897151349,47.671768027308104,12.43753247303448,20.06609493310634,0.0,-2.125970641929965,-0.7078518999176263,-2.42439039535511,2.8,9.236100170605994,6501.937767753211,1857.1313260117672,2514.9008652944744,2172.32327429814,-1081.7514659244514,-0.0,-0.0,454.7065548105529,0.0,3.0,0.048074604053957616,0.0,0,0.4499307296642327,197.99884266666666,79.15587444585759,0.20128811242481126,9.41552003736652,0.002867490660651261,79.72005456288665,1.2216584531992307,0,0,248.3314459885751,0.5436834545663999,2485.4499264397764,29.450938854698133,0.35538524158010026,2419.650626899059,-247.32735260091908
2025-01-01 00:03:00,0.7314070714918051,0.20039264645714547,0.3518,0.01219011785819675,0.0033398774409524245,0.005863333333333333,0.016047281622002307,0.0,0.25492645653646934,0.4104333333333333,0.05,0.3518,0.0,0.0,0.18580931312381213,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0004073339780446984,0.0,On,0.011618913287232463,0,On,0.007180705704719783,0,On,0.20380037163693493,0.15285027872770116,On,0,0,Off,On,7049.826804421252,20.000000000000057,0.8,1608.7998800231921,10.310241688888889,0.4104333333333333,1,8248.193351111111,8248.193351111111,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6067.1581422222225,Off,0.0,0.0,33.27681265053784,51.666666666666686,46.10666666666668,0.0,50.53773670165857,0.0,0.0,0.0,33.27681265053784,48.62538977385365,50.53773670165857,47.66921630995119,12.43753247303448,20.09554238413465,0.0,-1.828806263274668,-0.5186491866340649,-2.369747866944865,2.8,9.236100170605994,6489.312184371325,1847.51292489876,2377.5420256257066,2141.3047964504876,-1084.6092233390848,-0.0,-0.0,454.7065548105529,0.0,3.0,0.048119538713421964,0.0,0,0.45035127361915145,197.99884266666666,69.38804847860538,0.20094079294885547,9.429114403364498,0.002867767183266043,79.60461831226577,1.2215355715700487,0,0,238.71304487556782,0.5436834545663999,2351.3924225229557,26.14960310275093,0.3547140814135442,2389.8213904116196,-248.51659396113183
2025-01-01 00:04:00,0.7314070714918051,0.20039264645714547,0.3518,0.01219011785819675,0.0033398774409524245,0.005863333333333333,0.016047281622002307,0.0,0.25492645653646934,0.4104333333333333,0.05,0.3518,0.0,0.0,0.18580931312381213,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0004073339780446984,0.0,On,0.011618913287232463,0,On,0.007180705704719783,0,On,0.20380037163693493,0.15285027872770116,On,0,0,Off,On,7049.826804421252,20.000000000000057,0.8,1608.7998800231921,10.310241688888889,0.4104333333333333,1,8248.193351111111,8248.193351111111,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6067.1581422222225,Off,0.0,0.0,33.24027805557943,51.666666666666686,46.10666666666668,0.0,50.53442790622149,0.0,0.0,0.0,33.24027805557943,48.62258770073424,50.53442790622149,47.66666759799063,12.43753247303448,20.12412193266175,0.0,-1.5412107868010698,-0.3406167634714238,-2.3164065526522917,2.8,9.236100170605994,6480.852459257692,1838.4375491417088,2248.299449286677,2111.6177990609804,-1087.3856420756144,-0.0,-0.0,454.7065548105529,0.0,3.0,0.04816313085244781,0.0,0,0.4507592529110352,197.99884266666666,63.7047421015026,0.2006049022829421,9.442940892335223,0.0028680433332472863,79.49134756171664,1.2214163294874116,0,0,229.63766911851673,0.5436834545663999,2225.249504954551,23.049944332126056,0.3540576765457216,2360.786502239392,-249.16870317841185
2025-01-01 00:05:00,0.7314070714918051,0.20039264645714547,0.3518,0.01219011785819675,0.0033398774409524245,0.005863333333333333,0.016047281622002307,0.0,0.25492645653646934,0.4104333333333333,0.05,0.3518,0.0,0.0,0.18580931312381213,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0004073339780446984,0.0,On,0.011618913287232463,0,On,0.007180705704719783,0,On,0.20380037163693493,0.15285027872770116,On,0,0,Off,On,7049.826804421252,20.000000000000057,0.8,1608.7998800231921,10.310241688888889,0.4104333333333333,1,8248.193351111111,8248.193351111111,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6067.1581422222225,Off,0.0,0.0,33.204632076564835,51.666666666666686,46.10666666666668,0.0,50.53112249351893,0.0,0.0,0.0,33.204632076564835,48.61978870400944,50.53112249351893,47.6641218092547,12.43753247303448,20.15194083228827,0.0,-1.2626734130767805,-0.17307310824629824,-2.264198744452264,2.8,9.236100170605994,6475.898749616922,1829.8277306633513,2126.6781047351474,2083.4111302115807,-1090.0908966504285,-0.0,-0.0,454.7065548105529,0.0,3.0,0.04820554561804574,0.0,0,0.451156213152509,197.99884266666666,61.45628703554627,0.2002790493592538,9.455642151505668,0.002868319117211154,79.37997575972261,1.2213002782231195,0,0,221.02785064015904,0.5436834545663999,2106.53828867871,20.139816056437375,0.3534140397503077,2332.4491879113802,-249.0380576997996
2025-01-01 00:06:00,0.7314070714918051,0.20039264645714547,0.3518,0.01219011785819675,0.0033398774409524245,0.005863333333333333,0.016047281622002307,0.0,0.25492645653646934,0.4104333333333333,0.05,0.3518,0.0,0.0,0.18580931312381213,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0004073339780446984,0.0,On,0.011618913287232463,0,On,0.007180705704719783,0,On,0.20380037163693493,0.15285027872770116,On,0,0,Off,On,7049.826804421252,20.000000000000057,0.8,1608.7998800231921,10.310241688888889,0.4104333333333333,1,8248.193351111111,8248.193351111111,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6067.1581422222225,Off,0.0,0.0,33.169770129074564,51.666666666666686,46.10666666666668,0.0,50.52782038316028,0.0,0.0,0.0,33.169770129074564,48.616992708853346,50.52782038316028,47.66157887169988,12.43753247303448,20.179088894883318,0.0,-0.9927520211449313,-0.015377764416452278,-2.2129732301852116,2.8,9.236100170605994,6472.172410778877,1821.6327946865088,2012.2129425976661,2056.4381172332996,-1092.733511387601,-0.0,-0.0,454.7065548105529,0.0,3.0,0.04824692127329394,0.0,0,0.45154344834918914,197.99884266666666,60.37256293467303,0.19996207046313286,9.467974267509184,0.0028685945409553633,79.27027973955757,1.2211870420575461,0,0,212.83291466331661,0.5436834545663999,1994.804985248486,17.407957349180084,0.35278137167441437,2304.7227133433485,-248.28459611004902
2025-01-01 00:07:00,0.32097373815847163,0.20039264645714547,0.0,0.005349562302641194,0.0033398774409524245,0.0,0.016047281622002307,0.0,0.25492645653646934,0.0,0.05,0.0,0.0,0.0,0.18580931312381213,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0004073339780446984,0.0,On,0.011618913287232463,0,On,0.007180705704719783,0,On,0.20380037163693493,0.15285027872770116,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8248.193351111111,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6067.1581422222225,Off,0.0,0.0,33.13563957290536,51.666666666666686,46.10666666666668,0.0,50.52452150421161,0.0,0.0,0.0,33.13563957290536,48.6141996492466,50.52452150421161,47.659038721764105,12.43753247303448,20.205611296730343,0.0,-0.7310543479624001,0.1330709303575499,-2.162603460729902,2.8,9.236100170605994,-581.0880490197223,205.0146394494705,1904.4672139033912,2030.5201212632649,-1095.317698789193,-0.0,-0.0,454.7065548105529,0.0,3.0,0.048287327843891004,0.0,0,0.4519216138723324,197.99884266666666,59.523094958917625,0.19965336241774576,9.480672427983862,0.0028688696095923497,79.16214730721805,1.2210764313847349,0,0,205.0146394494705,0.5436834545663999,1889.62329342313,14.843920480261135,0.35215816430565217,2277.5346205632068,-247.014499299942
2025-01-01 00:08:00,0.32097373815847163,0.20039264645714547,0.0,0.005349562302641194,0.0033398774409524245,0.0,0.016047281622002307,0.0,0.25492645653646934,0.0,0.05,0.0,0.0,0.0,0.18580931312381213,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0004073339780446984,0.0,On,0.011618913287232463,0,On,0.007180705704719783,0,On,0.20380037163693493,0.15285027872770116,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8248.193351111111,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6067.1581422222225,Off,0.0,0.0,33.25111194546001,51.666666666666686,46.10666666666668,0.0,50.521225790499116,0.0,0.0,0.0,33.25111194546001,48.611409463602435,50.521225790499116,47.6565013001541,12.43753247303448,20.103557711317865,0.0,-0.5354146752646006,0.2728380942645693,-2.1129833101964115,2.8,9.236100170605994,-564.8619396230126,199.7346328656909,1803.0307024861238,2005.5036570172192,-1085.3876017471923,-0.0,-0.0,454.7065548105529,0.0,3.0,0.04813176622724718,0.0,0,0.4504657110508396,197.99884266666666,65.81910731362669,0.20093713063487817,9.434636573753108,0.002869144327891733,79.373986143448,1.2215011691323223,0,0,199.7346328656909,0.5436834545663999,1790.592804918312,12.437897567811817,0.3515431514422672,2250.8242338586206,-245.32057684140125
2025-01-01 00:09:00,0.32097373815847163,0.20039264645714547,0.0,0.005349562302641194,0.0033398774409524245,0.0,0.016047281622002307,0.0,0.25492645653646934,0.0,0.05,0.0,0.0,0.0,0.18580931312381213,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.004021034356725146,0.0,On,0.0004073339780446984,0.0,On,0.011618913287232463,0,On,0.007180705704719783,0,On,0.20380037163693493,0.15285027872770116,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8248.193351111111,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,6067.1581422222225,Off,0.0,0.0,33.363021855958394,51.666666666666686,46.10666666666668,0.0,50.51791971591049,0.0,0.0,0.0,33.363021855958394,48.608609554610226,50.51791971591049,47.65395447396009,12.43753247303448,20.00455619967307,0.0,-0.34533645738721647,0.404454430880998,-2.06402430034235,2.8,9.236100170605994,-549.7179240149242,194.43769082112073,1707.5181765691443,1981.2579073650234,-1075.7891348388848,-0.0,-0.0,454.7065548105529,0.0,3.0,0.047980638999508565,0.0,0,0.4490513097221828,197.99884266666666,71.36465601340785,0.20219197444083847,9.389470419727854,0.002869419685560435,79.57875457335388,1.2219134804855802,0,0,194.43769082112073,0.5436834545663999,1697.3374955452857,10.180681023858645,0.3509352766716278,2224.540999302243,-243.28309193721967
