Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.3184249539532512,0.1942976535294147,0.0,0.00530708256588752,0.003238294225490245,0.0,0.024111515530229784,0.27431343842302136,0.0,0.020000000000000004,0.0,0.0,0.0,0.18846432019608136,0,0.005833333333333337,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00284234283625731,0.0,On,0.010634586346986236,0,On,0.010634586346986236,0.0,On,0.023027678161579492,0,On,0.20734038106662725,0.1555052857999704,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,9091.358937777777,Off,0.0,21.0555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2331.67376,Off,0.0,0,40.897338304174994,51.666666666666686,46.10666666666668,0.0,49.89821252838871,0.0,0.0,0.0,63.90209110027343,47.449205483514376,49.89821252838871,46.22470196107721,12.43753247303448,20.50719446976503,0.0,-2.64084819762228,2.8,9.236100170605994,-1271.8637792940058,79.16480512489164,-1686.5548119083303,-0.0,-0.0,481.9099699452539,0.0,3.0,0.0730858077446277,0.0,0,1.891613068660493,197.99884266666666,-67.21893733092948,0.20683654759472497,9.78160410850669,0.003037640985796941,-0.4468764593071608,1.2161457023718116,0,0,79.16480512489164
2025-01-01 00:01:00,0.3184249539532512,0.1942976535294147,0.0,0.00530708256588752,0.003238294225490245,0.0,0.024111515530229784,0.27431343842302136,0.0,0.020000000000000004,0.0,0.0,0.0,0.18846432019608136,0,0.005833333333333337,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00284234283625731,0.0,On,0.010634586346986236,0,On,0.010634586346986236,0.0,On,0.023027678161579492,0,On,0.20734038106662725,0.1555052857999704,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,9091.358937777777,Off,0.0,21.0555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2331.67376,Off,0.0,0,41.14331894182834,51.666666666666686,46.10666666666668,0.0,49.890671471223534,0.0,0.0,0.0,64.28643584660678,47.44283339603399,49.890671471223534,46.21891435843923,12.43753247303448,20.338232240785718,0.0,-2.5131906165570226,2.8,9.236100170605994,-1252.0853554743944,77.73530865670793,-1663.8906731983102,-0.0,-0.0,481.9099699452539,0.0,3.0,0.0727983135824149,0.0,0,1.8841721203945105,197.99884266666666,-70.10465222133811,0.20961582509953777,9.729398104116733,0.0030376366796975003,0.17755488432180933,1.2204004092777383,0,0,77.73530865670793
2025-01-01 00:02:00,0.3184249539532512,0.1942976535294147,0.0,0.00530708256588752,0.003238294225490245,0.0,0.024111515530229784,0.27431343842302136,0.0,0.020000000000000004,0.0,0.0,0.0,0.18846432019608136,0,0.005833333333333337,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00284234283625731,0.0,On,0.010634586346986236,0,On,0.010634586346986236,0.0,On,0.023027678161579492,0,On,0.20734038106662725,0.1555052857999704,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,9091.358937777777,Off,0.0,21.0555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2331.67376,Off,0.0,0,41.3819654589097,51.666666666666686,46.10666666666668,0.0,49.883089810232235,0.0,0.0,0.0,64.6593210295464,47.436422983073115,49.883089810232235,46.21308956949356,12.43753247303448,20.174078175823347,0.0,-2.387957311916308,2.8,9.236100170605994,-1233.9571340212074,76.45618585394999,-1641.9861260810103,-0.0,-0.0,481.9099699452539,0.0,3.0,0.07251870832354662,0.0,0,1.8769353533933233,197.99884266666666,-73.88097788545107,0.21175401877833833,9.655610071200922,0.003037638384650714,0.7834856026246957,1.2210833853260517,0,0,76.45618585394999
2025-01-01 00:03:00,0.3184249539532512,0.1942976535294147,0.0,0.00530708256588752,0.003238294225490245,0.0,0.024111515530229784,0.27431343842302136,0.0,0.020000000000000004,0.0,0.0,0.0,0.18846432019608136,0,0.005833333333333337,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00284234283625731,0.0,On,0.010634586346986236,0,On,0.010634586346986236,0.0,On,0.023027678161579492,0,On,0.20734038106662725,0.1555052857999704,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,9091.358937777777,Off,0.0,21.0555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2331.67376,Off,0.0,0,41.613665570049086,51.666666666666686,46.10666666666668,0.0,49.87546876715193,0.0,0.0,0.0,65.0213524532017,47.42997538733833,49.87546876715193,46.20722869743153,12.43753247303448,20.014477208893993,0.0,-2.2650115938801756,2.8,9.236100170605994,-1216.729446671034,75.20614624797581,-1620.7976829105087,-0.0,-0.0,481.9099699452539,0.0,3.0,0.07224658396911893,0.0,0,1.8698922077947298,197.99884266666666,-77.84173370577935,0.21385686528544667,9.583382611386803,0.003037645903785761,1.3718615700971402,1.2217481468506777,0,0,75.20614624797581
2025-01-01 00:04:00,0.3184249539532512,0.1942976535294147,0.0,0.00530708256588752,0.003238294225490245,0.0,0.024111515530229784,0.27431343842302136,0.0,0.020000000000000004,0.0,0.0,0.0,0.18846432019608136,0,0.005833333333333337,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00284234283625731,0.0,On,0.010634586346986236,0,On,0.010634586346986236,0.0,On,0.023027678161579492,0,On,0.20734038106662725,0.1555052857999704,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,9091.358937777777,Off,0.0,21.0555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2331.67376,Off,0.0,0,41.838732345970286,51.666666666666686,46.10666666666668,0.0,49.86780949914558,0.0,0.0,0.0,65.37301929057857,47.4234916911276,49.86780949914558,46.201332787118616,12.43753247303448,19.859223539998997,0.0,-2.144246893140803,2.8,9.236100170605994,-1196.8294053504374,74.00027870254762,-1600.2892671324917,-0.0,-0.0,481.9099699452539,0.0,3.0,0.07198161401865226,0.0,0,1.8630342330856535,197.99884266666666,-78.45010816319963,0.21592540700752955,9.51262775791715,0.003037659062419179,1.943445352179511,1.2223954917965267,0,0,74.00027870254762
2025-01-01 00:05:00,0.3184249539532512,0.1942976535294147,0.0,0.00530708256588752,0.003238294225490245,0.0,0.024111515530229784,0.27431343842302136,0.0,0.020000000000000004,0.0,0.0,0.0,0.18846432019608136,0,0.005833333333333337,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00284234283625731,0.0,On,0.010634586346986236,0,On,0.010634586346986236,0.0,On,0.023027678161579492,0,On,0.20734038106662725,0.1555052857999704,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,9091.358937777777,Off,0.0,21.0555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2331.67376,Off,0.0,0,42.0571938215874,51.666666666666686,46.10666666666668,0.0,49.860113111230696,0.0,0.0,0.0,65.71436534623031,47.41697292796033,49.860113111230696,46.19540283632515,12.43753247303448,19.708299678987327,0.0,-2.0255729440502126,2.8,9.236100170605994,-1174.9214749752718,72.83940989660508,-1580.4502472070853,-0.0,-0.0,481.9099699452539,0.0,3.0,0.07172379164176178,0.0,0,1.8563612524814952,197.99884266666666,-76.38119771344057,0.21795826753657352,9.444031910416184,0.0030376776937029444,2.4983031581772384,1.2230254368009,0,0,72.83940989660508
2025-01-01 00:06:00,0.3184249539532512,0.1942976535294147,0.0,0.00530708256588752,0.003238294225490245,0.0,0.024111515530229784,0.27431343842302136,0.0,0.020000000000000004,0.0,0.0,0.0,0.18846432019608136,0,0.005833333333333337,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00284234283625731,0.0,On,0.010634586346986236,0,On,0.010634586346986236,0.0,On,0.023027678161579492,0,On,0.20734038106662725,0.1555052857999704,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,9091.358937777777,Off,0.0,21.0555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2331.67376,Off,0.0,0,42.26912353588107,51.666666666666686,46.10666666666668,0.0,49.85238070373589,0.0,0.0,0.0,66.04550552481417,47.41042012698787,49.85238070373589,46.18943983861387,12.43753247303448,19.561658061086735,0.0,-1.9089118513512042,2.8,9.236100170605994,-1152.9601573130126,71.72354498878165,-1561.2663179595165,-0.0,-0.0,481.9099699452539,0.0,3.0,0.07147305765520637,0.0,0,1.8498717341965936,197.99884266666666,-73.60380929874985,0.21995450291180757,9.37757635946058,0.003037701631921848,3.036613178611505,1.2236381259545255,0,0,71.72354498878165
2025-01-01 00:07:00,0.3184249539532512,0.1942976535294147,0.0,0.00530708256588752,0.003238294225490245,0.0,0.024111515530229784,0.27431343842302136,0.0,0.020000000000000004,0.0,0.0,0.0,0.18846432019608136,0,0.005833333333333337,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00284234283625731,0.0,On,0.010634586346986236,0,On,0.010634586346986236,0.0,On,0.023027678161579492,0,On,0.20734038106662725,0.1555052857999704,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,9091.358937777777,Off,0.0,21.0555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2331.67376,Off,0.0,0,42.47473697434832,51.666666666666686,46.10666666666668,0.0,49.84461336472502,0.0,0.0,0.0,66.36677652241924,47.403834305903715,49.84461336472502,46.18344477649307,12.43753247303448,19.41915730820408,-0.13639824735151862,-1.7941949791770864,2.8,9.236100170605994,-1131.675158678006,70.6515794975032,-1542.7113101452749,-0.0,-0.0,481.9099699452539,0.0,3.0,0.07122919118707335,0.0,0,1.8435599616053904,197.99884266666666,-70.8738184779852,0.22191450417676534,9.312526037123416,0.003037730713546115,3.5589025418240414,1.2242340981139306,0,0,70.6515794975032
2025-01-01 00:08:00,0.3184249539532512,0.1942976535294147,0.0,0.00530708256588752,0.003238294225490245,0.0,0.024111515530229784,0.27431343842302136,0.0,0.020000000000000004,0.0,0.0,0.0,0.18846432019608136,0,0.005833333333333337,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00284234283625731,0.0,On,0.010634586346986236,0,On,0.010634586346986236,0.0,On,0.023027678161579492,0,On,0.20734038106662725,0.1555052857999704,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,9091.358937777777,Off,0.0,21.0555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2331.67376,Off,0.0,0,42.67429451805768,51.666666666666686,46.10666666666668,0.0,49.83681214636476,0.0,0.0,0.0,66.67858518446512,47.39721644882721,49.83681214636476,46.17741860005844,12.43753247303448,19.28062634062244,-0.27492921493315947,-1.6813608465207726,2.8,9.236100170605994,-1111.175692624453,69.6218092098936,-1524.7557507856434,-0.0,-0.0,481.9099699452539,0.0,3.0,0.07099191889511501,0.0,0,1.8374188600406693,197.99884266666666,-68.32991178406337,0.22383916781506744,9.2488082052344,0.0030377647805398416,4.065809825746614,1.2248140201886901,0,0,69.6218092098936
2025-01-01 00:09:00,0.7708145372865847,0.1942976535294147,0.408171052631579,0.012846908954776411,0.003238294225490245,0.006802850877192983,0.024111515530229784,0.27431343842302136,0.4523895833333334,0.020000000000000004,0.0,0.408171052631579,0.0,0.18846432019608136,0,0.005833333333333337,1,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.00284234283625731,0.0,On,0.010634586346986236,0,On,0.010634586346986236,0.0,On,0.023027678161579492,0,On,0.20734038106662725,0.1555052857999704,On,0,0,Off,On,7882.653317061723,20.0555555555556,0.7599999999999999,1661.0952040493873,11.962314391812866,0.4523895833333334,1,9091.358937777777,9091.358937777777,Off,0.0,21.0555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,2331.67376,Off,0.0,0,42.868053372834154,51.666666666666686,46.10666666666668,0.0,49.82897805745066,0.0,0.0,0.0,66.98133339505337,47.39056749930854,49.82897805745066,46.17136222023748,12.43753247303448,19.145896136150238,-0.40965941940536155,-1.5703536434780971,2.8,9.236100170605994,5214.7090485041035,3306.25807358172,-1507.371015945294,-0.0,-0.0,481.9099699452539,0.0,3.0,0.07076096930202122,0.0,0,1.8314414031036879,197.99884266666666,-65.95255914523578,0.22572946704314575,9.18700772486547,0.0030378036813905524,4.557967094725429,1.2253785544254785,0,0,68.63220611998807
