Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.14975040040808163,0.07897713337477502,0.0,0.0024958400068013603,0.0013162855562462504,0.0,0.011002861302280965,0.001,0.08774753910580066,0.0,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.007899553553742953,0,On,0.0022233038830163413,0,On,0.052212722264381596,0.039159541698286185,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,3503.372062222222,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2746.369382222222,Off,0.0,0.0,29.317538564882625,51.666666666666686,43.496666666666684,1925.35264342113,0,4.852569485544465,0.0,51.0878061515643,0.0,0.0,0.0,38.0900514198435,40.446900893015396,51.22011586430419,13.881323333023213,12.43753247303448,19.214342984604677,-0.2856570153953797,2.8,-1288.5844066450206,-1532.005516555263,-0.0,-0.0,227.46973829401935,0.0,2.0,0.07161750272695355,0.0,0,1.3326893537499411,131.99922844444444,15.951371616223003,0.20669336541473765,8.9247643681449,0.0028006122630889274,2.21592390171498,1.2216982440340565
2025-01-01 00:01:00,3.7588916933995344,0.07897713337477502,0.0,0.06264819488999224,0.0013162855562462504,0.0,0.011002861302280965,0.001,0.08774753910580066,3.609141292991453,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.007899553553742953,0,On,0.0022233038830163413,0,On,0.052212722264381596,0.039159541698286185,On,0,0,Off,On,3609.141292991453,20.000000000000057,1.0,0.0,3.503372062222222,0.10576923076923077,1,3503.372062222222,3503.372062222222,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2746.369382222222,Off,0.0,0.0,29.40133330439216,51.666666666666686,43.496666666666684,1924.9627078581918,0,4.851818634800491,0.0,51.07899237283924,0.0,0.0,0.0,38.201777739189545,40.44369352125413,51.21559410008959,13.886338490183787,12.43753247303448,19.15249218963185,-0.34750781036820655,2.8,2326.716258930701,-1523.7202089366838,-0.0,-0.0,227.46973829401935,0.0,2.0,0.07149960215955888,0.0,0,1.3304954091835266,131.99922844444444,13.825436581911765,0.20809906639413348,8.919862843883745,0.002800627545208012,2.3792786652927234,1.2255262362822814
2025-01-01 00:02:00,3.7588916933995344,0.07897713337477502,0.0,0.06264819488999224,0.0013162855562462504,0.0,0.011002861302280965,0.001,0.08774753910580066,3.609141292991453,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.007899553553742953,0,On,0.0022233038830163413,0,On,0.052212722264381596,0.039159541698286185,On,0,0,Off,On,3609.141292991453,20.000000000000057,1.0,0.0,3.503372062222222,0.10576923076923077,1,3503.372062222222,3503.372062222222,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2746.369382222222,Off,0.0,0.0,29.29732291734812,51.666666666666686,43.496666666666684,1927.6271826800648,0,4.857293415888875,0.0,51.07016786786434,0.0,0.0,0.0,38.063097223130825,40.44047674158114,51.211064647075034,13.891333536446892,12.43753247303448,19.222498263294646,-0.27750173670541045,2.8,2312.231889749512,-1533.0992893247133,-0.0,-0.0,227.46973829401935,0.0,2.0,0.07163304386387467,0.0,0,1.3329785499231017,131.99922844444444,8.720147788752454,0.20719414474470607,8.952569772671676,0.002800643902649839,2.186728247080204,1.225232782498365
2025-01-01 00:03:00,3.7588916933995344,0.07897713337477502,0.0,0.06264819488999224,0.0013162855562462504,0.0,0.011002861302280965,0.001,0.08774753910580066,3.609141292991453,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.007899553553742953,0,On,0.0022233038830163413,0,On,0.052212722264381596,0.039159541698286185,On,0,0,Off,On,3609.141292991453,20.000000000000057,1.0,0.0,3.503372062222222,0.10576923076923077,1,3503.372062222222,3503.372062222222,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2746.369382222222,Off,0.0,0.0,29.197096244283557,51.666666666666686,43.496666666666684,1930.1717396320125,0,4.8625222948438624,0.0,51.061369257787035,0.0,0.0,0.0,37.92946165904474,40.4372716394973,51.20654547719357,13.896345105898464,12.43753247303448,19.28986068838565,-0.21013931161440524,2.8,2298.408318757247,-1542.1455939579655,-0.0,-0.0,227.46973829401935,0.0,2.0,0.07176137291053913,0.0,0,1.3353665521258402,131.99922844444444,3.942881429739421,0.206327520081995,8.983799159240945,0.0028006589399162444,2.0017002746484067,1.2249505436068835
2025-01-01 00:04:00,3.7588916933995344,0.07897713337477502,0.0,0.06264819488999224,0.0013162855562462504,0.0,0.011002861302280965,0.001,0.08774753910580066,3.609141292991453,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.007899553553742953,0,On,0.0022233038830163413,0,On,0.052212722264381596,0.039159541698286185,On,0,0,Off,On,3609.141292991453,20.000000000000057,1.0,0.0,3.503372062222222,0.10576923076923077,1,3503.372062222222,3503.372062222222,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2746.369382222222,Off,0.0,0.0,29.1004546392234,51.666666666666686,43.496666666666684,1932.6026750322103,0,4.867518260627025,0.0,51.052595783491775,0.0,0.0,0.0,37.8006061856312,40.43407779019256,51.202036224463676,13.901372452333835,12.43753247303448,19.35471847086019,-0.14528152913986858,2.8,2286.747155003942,-1550.8753625005156,-0.0,-0.0,227.46973829401935,0.0,2.0,0.07188486231984384,0.0,0,1.3376644962709843,131.99922844444444,1.0114862189849951,0.20549691624551575,9.013628761826372,0.0028006727079899177,1.823799072204146,1.2246789221693508
2025-01-01 00:05:00,3.7588916933995344,0.07897713337477502,0.0,0.06264819488999224,0.0013162855562462504,0.0,0.011002861302280965,0.001,0.08774753910580066,3.609141292991453,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.007899553553742953,0,On,0.0022233038830163413,0,On,0.052212722264381596,0.039159541698286185,On,0,0,Off,On,3609.141292991453,20.000000000000057,1.0,0.0,3.503372062222222,0.10576923076923077,1,3503.372062222222,3503.372062222222,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2746.369382222222,Off,0.0,0.0,29.00713315852682,51.666666666666686,43.496666666666684,1934.9283363607528,0,4.872298462502825,0.0,51.043846725051445,0.0,0.0,0.0,37.676177544702426,40.43089479115951,51.19753654193072,13.906414868709223,12.43753247303448,19.41725719226058,-0.08274280773947851,2.8,2276.53312726299,-1559.3113854734536,-0.0,-0.0,227.46973829401935,0.0,2.0,0.0720038728546665,0.0,0,1.3398790955896305,131.99922844444444,-0.7665185490291417,0.20469951816174903,9.042161560335131,0.00280068525520765,1.652505145295315,1.224417127438935
2025-01-01 00:06:00,3.7588916933995344,0.07897713337477502,0.0,0.06264819488999224,0.0013162855562462504,0.0,0.011002861302280965,0.001,0.08774753910580066,3.609141292991453,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.007899553553742953,0,On,0.0022233038830163413,0,On,0.052212722264381596,0.039159541698286185,On,0,0,Off,On,3609.141292991453,20.000000000000057,1.0,0.0,3.503372062222222,0.10576923076923077,1,3503.372062222222,3503.372062222222,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2746.369382222222,Off,0.0,0.0,28.916915938649606,51.666666666666686,43.496666666666684,1937.2121589365922,0,4.876992207812314,0.0,51.03512141463314,0.0,0.0,0.0,37.555887918199474,40.42772226963683,51.19304610801331,13.911471700047615,12.43753247303448,19.47762800563575,-0.022371994364306147,2.8,2266.9067346902657,-1567.4720915250036,-0.0,-0.0,227.46973829401935,0.0,2.0,0.07211869881529964,0.0,0,1.3420158265484483,131.99922844444444,-2.2322050702031326,0.20393300782170135,9.070178620599926,0.0028006966264027687,1.4873936252637137,1.2241645145312405
2025-01-01 00:07:00,3.7588916933995344,0.07897713337477502,0.0,0.06264819488999224,0.0013162855562462504,0.0,0.011002861302280965,0.001,0.08774753910580066,3.609141292991453,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.007899553553742953,0,On,0.0022233038830163413,0,On,0.052212722264381596,0.039159541698286185,On,0,0,Off,On,3609.141292991453,20.000000000000057,1.0,0.0,3.503372062222222,0.10576923076923077,1,3503.372062222222,3503.372062222222,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2746.369382222222,Off,0.0,0.0,28.829641308771286,51.666666666666686,43.496666666666684,1939.4029366011705,0,4.8814953012460265,0.0,51.02641922689816,0.0,0.0,0.0,37.43952174502838,40.42455987709896,51.18856462180612,13.916542333838763,12.43753247303448,19.535944039625367,0.0,2.8,2257.693173430869,-1575.3709936873984,-0.0,-0.0,227.46973829401935,0.0,2.0,0.0722295614277991,0.0,0,1.3440788058172204,131.99922844444444,-3.546864167205346,0.20319559633909862,9.097049698997793,0.002800706863546876,1.328143516645305,1.2239205990517497
2025-01-01 00:08:00,3.7588916933995344,0.07897713337477502,0.0,0.06264819488999224,0.0013162855562462504,0.0,0.011002861302280965,0.001,0.08774753910580066,3.609141292991453,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.007899553553742953,0,On,0.0022233038830163413,0,On,0.052212722264381596,0.039159541698286185,On,0,0,Off,On,3609.141292991453,20.000000000000057,1.0,0.0,3.503372062222222,0.10576923076923077,1,3503.372062222222,3503.372062222222,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2746.369382222222,Off,0.0,0.0,28.74516449897263,51.666666666666686,43.496666666666684,1941.505244985005,0,4.885817167313649,0.0,51.017739568410285,0.0,0.0,0.0,37.326885998630175,40.42140728317156,51.18409179789305,13.921626189447567,12.43753247303448,19.592306576025084,0.0,2.8,2248.8199540116634,-1583.0201808266645,-0.0,-0.0,227.46973829401935,0.0,2.0,0.07233665879249267,0.0,0,1.346071719732216,131.99922844444444,-4.770896447144864,0.20248568170942244,9.122831272911931,0.00280071600645698,1.1744668733866135,1.223684947271433
2025-01-01 00:09:00,3.7588916933995344,0.07897713337477502,0.0,0.06264819488999224,0.0013162855562462504,0.0,0.011002861302280965,0.001,0.08774753910580066,3.609141292991453,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.003103307748538012,0.0,On,0.007899553553742953,0,On,0.0022233038830163413,0,On,0.052212722264381596,0.039159541698286185,On,0,0,Off,On,3609.141292991453,20.000000000000057,1.0,0.0,3.503372062222222,0.10576923076923077,1,3503.372062222222,3503.372062222222,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2746.369382222222,Off,0.0,0.0,28.663351610983792,51.666666666666686,43.496666666666684,1943.580368572789,0,4.890082641146426,0.0,51.009081874321886,0.0,0.0,0.0,37.21780214797839,40.4182641737342,51.17962736472984,13.926722714800274,12.43753247303448,19.646809281275914,0.0,2.8,2240.2391940964517,-1590.4308677547442,-0.0,-0.0,227.46973829401935,0.0,2.0,0.07244017400452389,0.0,0,1.34799797540677,131.99922844444444,-5.940969434276569,0.20180179044254085,9.148277761706613,0.002800724093017501,1.0260972738156866,1.2234571582862321
