Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,2.676149305502099,0.07897713337477502,0.0,2.6761493055020984,0.07897713337477502,0.0,0.011002861302280965,0.001,0.08774753910580066,2.5263989050940174,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.003103307748538012,0.0,0.007899553553742953,0.0,0.0022233038830163413,0.0,0.052212722264381596,0.039159541698286185,0.0,0.0,2526.398905094017,20.000000000000057,0.7,0.0,2.4523604435555555,0.07403846153846154,0.7,2452.3604435555553,3503.372062222222,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2746.369382222222,0.0,0.0,28.48002027967857,51.66666666666668,43.496666666666684,1946.5345980687284,0.0,4.896906622041811,0.0,50.93688087187118,0.0,0.0,0.0,36.97336037290476,40.354632197288446,51.0197831400618,14.031223904605502,12.43753247303448,19.723664086056942,-0.05439201576807798,2.8,1146.6330749204062,-1601.1429419809522,0.0,0.0,227.46973829401935,0.0,2.0,0.07258523090873699,0.0,0.0,1.350697256791514,131.99922844444444,-6.092626486678488,0.2008825148990926,9.182749739218833,0.0028008118772718154,0.8004680191255195,1.2230780430700119
2025-01-01 01:00:00,2.193864930531471,0.07835254250680496,0.0,2.193864930531471,0.07835254250680496,0.0,0.010770113221140614,0.001,0.08691475128184058,2.04518006602849,0.05,0.0,0.0002506236243534685,0.06351858554911816,0.0,0.01458333333333334,1.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.0028705596673976605,0.0,0.007899553553742953,0.0,0.0022233038830163413,0.0,0.052212722264381596,0.039159541698286185,0.0,0.0,2045.18006602849,20.000000000000057,0.5666666666666667,0.0,1.9852441685925926,0.05993589743589744,0.5666666666666667,1985.2441685925926,3503.372062222222,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2746.369382222222,0.0,0.0,28.36911013939244,51.66666666666668,43.496666666666684,1944.035163809494,0.0,4.894251762049537,0.0,50.60887060999184,0.0,0.0,0.0,36.82548018585659,40.16846141461948,50.689146408810025,14.329943397929801,12.43753247303448,19.640656327725818,-0.062376723794102834,2.5,751.1541782881138,-1515.885742156597,0.0,0.0,226.40420238891892,0.0,2.0,0.0678631260257048,0.0,0.0,1.2628262941736124,131.99922844444444,-4.544347972698247,0.20201284755743973,9.146501562224428,0.0028020865603051092,10.342488783899542,1.223483034308753
2025-01-01 02:00:00,0.38846149621178466,0.07772795163883492,0.0,0.3884614962117846,0.07772795163883492,0.0,0.010770113221140614,0.001,0.08608196345788052,0.24060941953276355,0.05,0.0,0.0002506236243534685,0.06289399468114812,0.0,0.01458333333333334,1.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0028705596673976605,0.0,0.007899553553742953,0.0,0.0022233038830163413,0.0,0.052212722264381596,0.039159541698286185,0.0,0.0,240.60941953276355,18.33333333333337,0.06666666666666667,0.0,0.2335581374814815,0.007051282051282051,0.06666666666666667,233.55813748148148,3503.372062222222,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2746.369382222222,0.0,0.0,29.763016602820294,51.66666666666668,43.496666666666684,1902.1172676835731,0.0,4.811194479253879,0.0,50.28164903378603,0.0,0.0,0.0,38.68402213709373,39.97974467699626,50.36389801538524,14.611412709296262,12.43753247303448,18.497659402386297,-0.03662671377506518,1.6500000000000001,-880.2918238428051,-1356.3408216682697,0.0,0.0,225.57141456495887,0.0,2.0,0.0615061475565959,0.0,0.0,1.144532899329916,131.99922844444444,9.868163727741992,0.21779169217807104,8.624605351719769,0.0028103059645577513,30.295177161300384,1.2282779865609885
2025-01-01 03:00:00,1.4100635760146427,0.07710336077086487,0.0,1.4100635760146425,0.07710336077086487,0.0,0.010614947833713712,0.001,0.08524917563392044,1.2631994525470087,0.05,0.0,0.0002506236243534685,0.06226940381317806,0.0,0.01458333333333334,1.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.0027153942799707604,0.0,0.007899553553742953,0.0,0.0022233038830163413,0.0,0.052212722264381596,0.039159541698286185,0.0,0.0,1263.1994525470086,18.33333333333337,0.35,0.0,1.2261802217777777,0.03701923076923077,0.35,1226.1802217777777,3503.372062222222,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2746.369382222222,0.0,0.0,30.132165521956495,51.66666666666668,43.496666666666684,1887.3314991105021,0.0,4.784003731254386,0.0,49.94636786385878,0.0,0.0,0.0,39.17622069594199,39.78127883037238,50.02983457185928,14.86407340839101,12.43753247303448,18.063165603954378,-0.0370292621494268,1.6500000000000001,130.55713712618865,-1353.5767909923416,0.0,0.0,224.5834613535719,0.0,2.0,0.06306252982769359,0.0,0.0,1.1734947313413582,131.99922844444444,-3.64898578205023,0.22451732267724048,8.435725298715662,0.0028219223848195583,3.4035781843515536,1.2300958848174366
2025-01-01 04:00:00,2.0250532647923083,0.08006241900490972,0.0,2.0250532647923083,0.08006241900490972,0.0,0.010614947833713712,0.01529892776971691,0.08441638780996037,1.8647230013789173,0.05,0.0,0.0038342727263683788,0.06164481294520801,0.0,0.01458333333333334,1.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.0027153942799707604,0.0,0.007899553553742953,0.0,0.0022233038830163413,0.0,0.052212722264381596,0.039159541698286185,0.0,0.0,1864.7230013789174,18.33333333333337,0.5166666666666667,0.0,1.8100755654814813,0.0546474358974359,0.5166666666666667,1810.0755654814816,3503.372062222222,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2746.369382222222,62.98520770113094,0.1464888415004494,-2.144647194063242,51.66666666666668,43.496666666666684,1887.3704167001772,0.03333333333333333,4.786823440431297,0.0,49.61819110365721,0.0,0.0,62.98520770113094,38.848396747560024,39.58640504780078,49.69627451530727,15.108603595256005,12.43753247303448,18.06585991886508,-0.04907455155243093,0.55,569.2639073772284,-1493.3933331518188,0.0,0.0,207.73520115224522,0.0,2.0,0.06488412744148554,0.0,0.0,1.2073918047421486,131.99922844444444,-9.800962002115437,0.22416380178386644,8.430026277474159,0.0028192118781867445,27.629851666063626,1.2295095537129874
2025-01-01 05:00:00,3.019019370304964,0.19341561988145908,0.0,3.0190193703049637,0.19341561988145908,0.0,0.010925278608567514,0.4675835085588008,0.08441638780996037,2.4060941953276354,0.05,0.0,0.11718747360291773,0.06164481294520801,0.0,0.01458333333333334,1.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.003025725054824562,0.0,0.007899553553742953,0.0,0.0022233038830163413,0.0,0.052212722264381596,0.039159541698286185,0.0,0.0,2406.094195327635,18.33333333333337,0.6666666666666666,0.0,2.3355813748148146,0.07051282051282051,0.6666666666666666,2335.581374814815,3503.372062222222,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2746.369382222222,1747.1130813572702,3.750733138150697,-806.0854681170913,51.66666666666668,43.496666666666684,1747.1130813572704,1.0,4.056113778161244,0.0,49.85893457284523,0.0,0.0,1747.1130813572704,47.00539990653146,44.151739155081046,49.93889206198324,18.166088336351603,12.43753247303448,17.969346934931405,-0.06645408855387445,-0.25000000000000006,646.616596167259,-1548.6259369180727,0.0,0.0,-196.98375471902935,0.0,2.0,0.06455821190058596,0.0,0.0,1.201327027906317,131.99922844444444,-13.867907523274376,0.22542312809326667,8.380874123835905,0.002819340879331726,-74.2194609711615,1.2292997039632627
2025-01-01 06:00:00,2.003889974368972,0.0897248200650679,0.0,2.003889974368972,0.0897248200650679,0.0,0.01741411502964517,0.04275158130925759,0.08915363153434332,1.8045706464957265,0.05,0.0,0.010714556254568137,0.06442693047716644,0.0,0.01458333333333334,1.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.003413638523391813,0.0,0.014000476506253356,0.0,0.003251057564788046,0.0,0.05425663665907268,0.040692477494304505,0.0,0.0,1804.5706464957266,18.33333333333337,0.5,0.0,1.751686031111111,0.052884615384615384,0.5,1751.686031111111,3503.372062222222,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2746.369382222222,133.01219167742454,0.26495874544544307,-18.335404751110158,51.66666666666668,43.496666666666684,1598.5543612438962,0.08333333333333333,3.4376657399680934,0.0,51.45148392575837,0.03602146567126372,97.97941071553626,133.01219167742454,54.52213078917338,48.58956800834933,51.62835459218578,21.25835554883555,12.43753247303448,18.075109700138754,-0.04881874600219085,0.3,460.4401159502594,-1510.377551813933,0.0,0.0,184.26663111946942,0.0,1.6835,0.06465672480221726,0.0,0.0,1.2031601984332423,111.11035054311111,-18.019609851003587,0.22207783141106827,8.403345663686958,0.00279587338236381,-17.827784843660805,1.2288707941568107
2025-01-01 07:00:00,2.4356174686630485,0.07897713337477502,0.0,2.4356174686630485,0.07897713337477502,0.0,0.011080443995994414,0.001,0.08774753910580066,2.2857894855612537,0.05,0.0,0.0002506236243534685,0.06414317641708822,0.0,0.01458333333333334,1.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0031808904422514625,0.0,0.007899553553742953,0.0,0.0022233038830163413,0.0,0.052212722264381596,0.039159541698286185,0.0,0.0,2285.7894855612535,18.33333333333337,0.6333333333333333,0.0,2.2188023060740742,0.06698717948717949,0.6333333333333333,2218.8023060740743,3503.372062222222,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2746.369382222222,0.0,0.0,41.15225799215194,51.66666666666668,43.496666666666684,1618.3731651571256,0.0,3.507422311000639,0.0,51.17295457104048,0.0,0.0,0.0,53.86967732286926,48.15950393337065,51.271847799674816,21.964307664082373,12.43753247303448,18.082792378692908,-0.0388516464410241,-0.55,798.4573465631424,-1633.7631999204475,0.0,0.0,161.54770676551058,0.5509597130990933,1.0,0.06647882521521956,0.0,0.0,1.2370666281384157,65.99961422222222,-15.116645843174258,0.22137379139725719,8.398327074495015,0.0027884005321530234,-6.885498921397158,1.2288437307469355
2025-01-01 08:00:00,2.6161314941994465,0.07960172424274506,0.0,2.6161314941994465,0.07960172424274506,0.0,0.010304617058859912,0.001,0.08858032692976071,2.466246550210826,0.05,0.0,0.0002506236243534685,0.06476776728505826,0.0,0.01458333333333334,1.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0024050635051169594,0.0,0.007899553553742953,0.0,0.0022233038830163413,0.0,0.052212722264381596,0.039159541698286185,0.0,0.0,2466.246550210826,18.33333333333337,0.6833333333333333,0.0,2.3939709091851853,0.07227564102564103,0.6833333333333333,2393.970909185185,3503.372062222222,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2746.369382222222,0.0,0.0,40.980996521711745,51.66666666666668,43.496666666666684,1627.1510039123564,0.0,3.5407028432131376,0.0,50.86829376423275,0.0,0.0,0.0,53.64132869561566,47.887817238968864,50.995369070130344,23.022708419506863,12.43753247303448,18.026917372851607,-0.049066591691919945,-1.4,853.068967528285,-1766.2640122579921,0.0,0.0,161.60466765233616,18.45226165777384,1.0,0.06876562210503538,0.0,0.0,1.2796203301414748,65.99961422222222,-8.518238076885252,0.22295109679641767,8.385848410521138,0.0027971439240856793,53.83606348725669,1.2296504591828337
2025-01-01 09:00:00,2.106276195639156,0.08465344447962361,0.0,2.106276195639156,0.08465344447962361,0.0,0.02979230357974029,0.001,0.1006085357973075,1.9248753562621084,0.05,0.0,0.0002506236243534685,0.06981948752193681,0.0,0.01458333333333334,1.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0019395673428362575,0.0,0.027852736236904034,0.0,0.007515885768058386,0.0,0.05894834924688633,0.04421126193516474,0.0,0.0,1924.8753562621084,18.33333333333337,0.5333333333333333,0.0,1.868465099851852,0.05641025641025641,0.5333333333333333,1868.4650998518518,3503.372062222222,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2746.369382222222,0.0,0.0,39.142848759871804,51.66666666666668,43.496666666666684,1683.782813158999,0.0,3.7510345708316857,0.0,50.56293663823413,0.1840687528868499,488.9492479117511,0.0,51.19046501316241,46.59184371390439,50.67509350870019,21.05609223457708,12.43753247303448,18.023642232698815,-0.049583229134646585,-0.85,430.92988649795586,-1685.4344708008605,0.0,0.0,192.64906915198796,55.91437318522351,1.0,0.06759557230401178,0.0,0.0,1.2578475392201496,65.99961422222222,-1.160068115280013,0.22590424356087235,8.429123882725406,0.0028322499685420966,116.75860239267789,1.2302553132399867
