Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.15828287226890755,0.09552759765231122,0.0,0.002638047871148459,0.0015921266275385204,0.0,0.0192667196827772,0.13901615258613037,0.0,0.0,0.0,0.0,0.0,0.09552759765231122,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004654961622807018,0.0,On,0.014611758059970182,0,On,0.011646022383048682,0,On,0.09405861724467895,0.07054396293350919,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2088.424737777778,Off,0.0,0,84.05493915085692,51.666666666666686,46.10666666666668,0.0,49.22275739132912,0.0,0.0,0.0,131.33584242321393,48.65055421571293,49.22275739132912,48.36445262790484,12.43753247303448,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5387.517270815743,17.340961533202965,0.0,2.8,-61.11748673314639,-607.1178458725897,-0.0,-73.21045148304479,547.6304547808911,0.0,5.999,0.03203776573360208,0.0,0.0038633344577343525,0.6680631436607933,395.9316857191111,71.580355841597,0.3686821461495138,9.924645642318453,0.004452977080977902,69.91186975510871,1.2283542109379262
2025-01-01 00:01:00,0.15828287226890755,0.09552759765231122,0.0,0.002638047871148459,0.0015921266275385204,0.0,0.0192667196827772,0.13901615258613037,0.0,0.0,0.0,0.0,0.0,0.09552759765231122,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004654961622807018,0.0,On,0.014611758059970182,0,On,0.011646022383048682,0,On,0.09405861724467895,0.07054396293350919,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2088.424737777778,Off,0.0,0,84.02743559656734,51.666666666666686,46.10666666666668,0.0,49.20387968374927,0.0,0.0,0.0,131.29286811963647,48.63309242976675,49.20387968374927,48.34769880277548,12.43753247303448,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5388.179611487221,17.333707379984258,0.0,2.8,-67.27228575355878,-606.7092746731267,-0.0,-72.77323588307317,547.6304547808911,0.0,5.999,0.03203218545062661,0.0,0.0038421792528302787,0.66756563818088,395.9316857191111,64.57977002175005,0.36996832678323277,9.946720102968357,0.004453456615618879,70.03545063462334,1.2319728025798595
2025-01-01 00:02:00,0.15828287226890755,0.09552759765231122,0.0,0.002638047871148459,0.0015921266275385204,0.0,0.0192667196827772,0.13901615258613037,0.0,0.0,0.0,0.0,0.0,0.09552759765231122,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004654961622807018,0.0,On,0.014611758059970182,0,On,0.011646022383048682,0,On,0.09405861724467895,0.07054396293350919,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2088.424737777778,Off,0.0,0,84.00078595686415,51.666666666666686,46.10666666666668,0.0,49.18500892578469,0.0,0.0,0.0,131.25122805760023,48.61563635747858,49.18500892578469,48.33095007332553,12.43753247303448,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5388.0860718212225,17.326140727696696,0.0,2.8,-73.43773651745562,-606.2832124515088,-0.0,-72.31725337136162,547.6304547808911,0.0,5.999,0.03202636463112361,0.0,0.003820093774702398,0.6670463457685623,395.9316857191111,57.5322745245237,0.37018493226270766,9.943672890810836,0.004453935586922319,70.16698764184048,1.2320045398415906
2025-01-01 00:03:00,0.15828287226890755,0.09552759765231122,0.0,0.002638047871148459,0.0015921266275385204,0.0,0.0192667196827772,0.13901615258613037,0.0,0.0,0.0,0.0,0.0,0.09552759765231122,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004654961622807018,0.0,On,0.014611758059970182,0,On,0.011646022383048682,0,On,0.09405861724467895,0.07054396293350919,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2088.424737777778,Off,0.0,0,83.9749504370394,51.666666666666686,46.10666666666668,0.0,49.16614492853491,0.0,0.0,0.0,131.21086005787404,48.59818582145407,49.16614492853491,48.314206267913654,12.43753247303448,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5387.987426173283,17.318276229908154,0.0,2.8,-79.58626884312025,-605.8404978693382,-0.0,-71.84339537525783,547.6304547808911,0.0,5.999,0.03202031452998302,0.0,0.003797118424582144,0.6665062276632074,395.9316857191111,50.467169620584514,0.37040872151303295,9.940477605639428,0.0044544154454434085,70.30597613414704,1.2320375414277336
2025-01-01 00:04:00,0.15828287226890755,0.09552759765231122,0.0,0.002638047871148459,0.0015921266275385204,0.0,0.0192667196827772,0.13901615258613037,0.0,0.0,0.0,0.0,0.0,0.09552759765231122,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004654961622807018,0.0,On,0.014611758059970182,0,On,0.011646022383048682,0,On,0.09405861724467895,0.07054396293350919,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2088.424737777778,Off,0.0,0,83.94988908223507,51.666666666666686,46.10666666666668,0.0,49.14728751187373,0.0,0.0,0.0,131.1717016909923,48.58074065256588,49.14728751187373,48.29746722291196,12.43753247303448,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5387.88398593455,17.310128608122206,0.0,2.8,-82.91007005301765,-605.3819730495266,-0.0,-71.35255719178122,547.6304547808911,0.0,5.999,0.03201404645490291,0.0,0.0037732938579373952,0.6659462508178011,395.9316857191111,46.19400540739913,0.37063936771588835,9.93714170944062,0.004454896241601001,70.45206894033302,1.2320717450596128
2025-01-01 00:05:00,0.15828287226890755,0.09552759765231122,0.0,0.002638047871148459,0.0015921266275385204,0.0,0.0192667196827772,0.13901615258613037,0.0,0.0,0.0,0.0,0.0,0.09552759765231122,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004654961622807018,0.0,On,0.014611758059970182,0,On,0.011646022383048682,0,On,0.09405861724467895,0.07054396293350919,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2088.424737777778,Off,0.0,0,83.92529430765275,51.666666666666686,46.10666666666668,0.0,49.12843650448418,0.0,0.0,0.0,131.13327235570742,48.56330068998701,49.12843650448418,48.28073278273843,12.43753247303448,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5387.775992728047,17.3018123366977,0.0,2.8,-83.12512210599175,-604.9140910431266,-0.0,-70.85164176488428,547.6304547808911,0.0,5.999,0.03200764845865786,0.0,0.0037489529106828116,0.6653742473104508,395.9316857191111,45.0101559211281,0.37087420321087455,9.9346249256457,0.004455378023457258,70.60245610160538,1.2321066652984378
2025-01-01 00:06:00,0.15828287226890755,0.09552759765231122,0.0,0.002638047871148459,0.0015921266275385204,0.0,0.0192667196827772,0.13901615258613037,0.0,0.0,0.0,0.0,0.0,0.09552759765231122,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004654961622807018,0.0,On,0.014611758059970182,0,On,0.011646022383048682,0,On,0.09405861724467895,0.07054396293350919,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2088.424737777778,Off,0.0,0,83.9008446318763,51.666666666666686,46.10666666666668,0.0,49.10959180281896,0.0,0.0,0.0,131.09506973730672,48.545865836788906,49.10959180281896,48.26400285377388,12.43753247303448,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5387.694672677661,17.29344713315565,0.0,2.8,-82.56574280449308,-604.4435925780367,-0.0,-70.34786333607906,547.6304547808911,0.0,5.999,0.032001212637454715,0.0,0.0037244450282063785,0.6647984335374324,395.9316857191111,44.595258328731546,0.37111042843629466,9.931182274431208,0.0044558608200425025,70.75418937444971,1.232141794369911
2025-01-01 00:07:00,0.15828287226890755,0.09552759765231122,0.0,0.002638047871148459,0.0015921266275385204,0.0,0.0192667196827772,0.13901615258613037,0.0,0.0,0.0,0.0,0.0,0.09552759765231122,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004654961622807018,0.0,On,0.014611758059970182,0,On,0.011646022383048682,0,On,0.09405861724467895,0.07054396293350919,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2088.424737777778,Off,0.0,0,83.87645652922095,51.666666666666686,46.10666666666668,0.0,49.090753374159505,0.0,0.0,0.0,131.05696332690772,48.52843606282837,49.090753374159505,48.247277407162805,12.43753247303448,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5387.583222808147,17.285064096937827,0.0,2.8,-81.73480521964899,-603.9722284828465,-0.0,-69.84309583208758,547.6304547808911,0.0,5.999,0.031994762916027805,0.0,0.003699860998712323,0.664220944126541,395.9316857191111,44.450064314393956,0.37134731620557365,9.927732202667721,0.004456344640421991,70.90650284946273,1.2321770003630612
2025-01-01 00:08:00,0.15828287226890755,0.09552759765231122,0.0,0.002638047871148459,0.0015921266275385204,0.0,0.0192667196827772,0.13901615258613037,0.0,0.0,0.0,0.0,0.0,0.09552759765231122,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004654961622807018,0.0,On,0.014611758059970182,0,On,0.011646022383048682,0,On,0.09405861724467895,0.07054396293350919,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2088.424737777778,Off,0.0,0,83.85209819123033,51.666666666666686,46.10666666666668,0.0,49.07192120419013,0.0,0.0,0.0,131.01890342379738,48.51101135531405,49.07192120419013,48.23055643087601,12.43753247303448,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5387.471532708063,17.276675070049716,0.0,2.8,-80.8995765303809,-603.5006652120265,-0.0,-69.33805266805449,547.6304547808911,0.0,5.999,0.03198830840492683,0.0,0.003675235407012416,0.6636425921798932,395.9316857191111,44.308686568809016,0.37158458957945917,9.924280656113412,0.004456829488474414,71.05910491377173,1.2322122330453136
2025-01-01 00:09:00,0.15828287226890755,0.09552759765231122,0.0,0.002638047871148459,0.0015921266275385204,0.0,0.0192667196827772,0.13901615258613037,0.0,0.0,0.0,0.0,0.0,0.09552759765231122,0,0.0,1,0.0,0.0,Off,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004654961622807018,0.0,On,0.014611758059970182,0,On,0.011646022383048682,0,On,0.09405861724467895,0.07054396293350919,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2088.424737777778,Off,0.0,0,83.8277649278346,51.666666666666686,46.10666666666668,0.0,49.053095285603746,0.0,0.0,0.0,130.98088269974156,48.49359170806255,49.053095285603746,48.21383991929196,12.43753247303448,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5387.3597949023815,17.26828179426862,0.0,2.8,-80.11761990866103,-603.0290009387969,-0.0,-68.83283887056437,547.6304547808911,0.0,5.999,0.031981850444289146,0.0,0.0036505732808655893,0.6630634961940473,395.9316857191111,44.113765119809294,0.3718222082870214,9.921728327694698,0.004457315366103799,71.21195332229595,1.2322474850293768
