Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.15559409845373173,0.09500375634339903,0.030971523412061684,0.15559409845373173,0.09500375634339903,0.030971523412061684,0.018474823704002594,0.13711927474972915,0.0,0.0,0.030971523412061684,0.0,0.0,0.09500375634339903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.004654961622807018,0.0,0.013819862081195575,0.0,0.010447599625197082,0.0,0.09336016216612936,0.07002012162459699,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2088.424737777778,703.3706666666666,0.0,88.31919375722211,51.66666666666668,46.10666666666668,0.0,50.32987008645024,0.08774218307006623,223.0004004819365,703.3706666666666,137.99874024565955,49.97278887396632,50.34254072078555,49.781577633389055,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.2542312571295,17.09832613417922,0.0,2.8,-65.6942870008788,-593.527913062611,0.0,-58.6334455164649,544.9905728212138,0.0,5.999,0.031851019751948303,0.0,0.00314233444741006,0.6511714150559775,395.93168571911104,41.47649875698326,0.3767165727316441,9.856105384507082,0.0044676573843800416,74.331887737956,1.232901861160642
2025-01-01 01:00:00,0.14366617582940508,0.09205098188026366,0.0,0.14366617582940508,0.09205098188026364,0.0,0.015101169844004532,0.12856500598540058,0.0,0.0,0.0,0.0,0.0,0.09205098188026366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.00430583950109649,0.0,0.010795330342908043,0.0,0.005830363478382325,0.0,0.0902559173725756,0.06769193802943167,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2088.424737777778,0.0,0.0,91.67351980021398,51.66666666666668,46.10666666666668,0.0,50.78442578257998,0.0,0.0,0.0,143.23987468783434,50.81774238078546,50.834400679888205,50.78442578257998,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5375.7545091083975,16.650428064739092,0.0,2.5,17.671524027617625,-520.4630669149054,0.0,-27.77026658196729,533.2799473324359,0.0,5.999,0.028245931157070896,0.0,0.0015121765031010253,0.5537516913659447,395.93168571911104,32.624910192054436,0.39057522217073515,9.693116927692087,0.004502332385473836,107.38684868760319,1.2348413847427364
2025-01-01 02:00:00,0.13881360812990667,0.08962204872604049,0.0,0.13881360812990667,0.08962204872604049,0.0,0.014523852130446269,0.1242897559994604,0.0,0.0,0.0,0.0,0.0,0.08962204872604049,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.00430583950109649,0.0,0.010218012629349777,0.0,0.004793691031406402,0.0,0.08785012765757143,0.06588759574317855,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2088.424737777778,0.0,0.0,89.481727477596,51.66666666666668,46.10666666666668,0.0,49.6554266394023,0.0,0.0,0.0,139.81519918374372,49.68853295988272,49.705086120122935,49.6554266394023,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5360.160316688588,16.338096102795934,0.0,1.6500000000000001,69.34772436744791,-478.8092283577551,0.0,-9.123289895111535,528.5957849129878,0.0,5.999,0.02490673520321759,0.0,0.0004810689797505744,0.47242720091378315,395.93168571911104,28.684457707326754,0.40302356530675937,9.61009539150842,0.004554751739307168,137.5940723446562,1.2361347240946394
2025-01-01 03:00:00,0.13774807222480626,0.08899745785807042,0.0,0.13774807222480626,0.08899745785807042,0.0,0.01429110404930592,0.12345696817550035,0.0,0.0,0.0,0.0,0.0,0.08899745785807042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.00407309141995614,0.0,0.010218012629349777,0.0,0.004793691031406402,0.0,0.08785012765757143,0.06588759574317855,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2088.424737777778,0.0,0.0,87.42205473450976,51.66666666666668,46.10666666666668,0.0,48.55236104867101,0.0,0.0,0.0,136.59696052267148,48.58581983033938,48.60254922117358,48.55236104867101,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5357.237062826247,16.00300304426389,0.0,1.6500000000000001,74.14684351363458,-492.5311881743694,0.0,-0.16774851815238065,541.8521652941096,0.0,6.215999999999999,0.026283009344588052,0.0,8.503507915264382e-06,0.4892438012827283,410.2536020053333,24.993614912046763,0.4167081247207187,9.519953419941393,0.0046102056802578536,128.04657768460814,1.237526016526111
2025-01-01 04:00:00,0.1444152844008462,0.09056036699010038,0.0,0.1444152844008462,0.09056036699010038,0.0,0.01429110404930592,0.12262418035154027,0.0,0.007499999999999999,0.0,0.0,0.0,0.0883728669901004,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.00407309141995614,0.0,0.010218012629349777,0.0,0.004793691031406402,0.0,0.08785012765757143,0.06588759574317855,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2088.424737777778,0.0,0.0,85.27483208406495,51.66666666666668,46.10666666666668,0.0,47.47601809115095,0.0,0.0,0.0,133.24192513135148,47.50938916532823,47.52607470241688,47.47601809115095,12.43753247303448,0.0,18.888888888888914,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,5333.675182406788,15.726835216129519,0.0,0.55,87.45668307413025,-529.7520349034767,0.0,0.0,592.7630750203717,0.0,7.0,0.02666961450460699,0.0,0.0,0.49627967976504495,461.9972995555555,24.44564295723522,0.42917179028862573,9.454498852129834,0.004667552631303406,172.34797637395656,1.2380850286191507
2025-01-01 05:00:00,0.14823750980790887,0.09120061747877085,0.03871440426507711,0.14823750980790887,0.09120061747877085,0.03871440426507711,0.01670824062379243,0.12402926918411646,0.0,0.007499999999999999,0.03871440426507711,0.0,0.0,0.08901311747877085,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.004538587582236842,0.0,0.012169653041555588,0.0,0.005345112545755298,0.0,0.08870379497579871,0.06652784623184901,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2088.424737777778,879.2133333333333,0.0,85.98163402479017,51.66666666666668,46.10666666666668,0.0,47.473218339188506,0.13769063879408125,361.79085952314176,879.2133333333333,134.34630316373463,47.40431253250406,47.51960248427326,47.323475484077086,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,5318.303552807121,15.394680280591253,0.0,-0.25000000000000006,89.53656244411663,-532.1058409250725,0.0,0.0,596.5255437151585,0.0,7.0,0.025856336730766014,0.0,0.0,0.4811458564736694,461.9972995555555,25.1168596540306,0.4453340666777619,9.38482400644677,0.004744241859952222,176.5836187437144,1.2388312677399282
2025-01-01 06:00:00,0.18049293625390478,0.09815384902286599,0.030971523412061684,0.18049293625390478,0.09815384902286599,0.030971523412061684,0.034553443163929755,0.13843949308997502,0.0,0.007499999999999999,0.030971523412061684,0.0,0.0,0.095966349022866,0.0,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.00512045778508772,0.0,0.02943298537884204,0.0,0.010484361059487005,0.0,0.09630919472000543,0.07223189604000406,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2088.424737777778,703.3706666666666,0.0,92.93998892326528,51.66666666666668,46.10666666666668,0.0,51.315917913752635,0.22061955421899793,597.2668068851866,703.3706666666666,145.21873269260198,49.74623927046806,51.31591791375264,48.961399948825765,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,5328.596942131481,15.162053218127108,0.0,0.3,142.7848708781694,-504.7429107674258,0.0,0.0,628.2485921790599,0.0,7.0,0.0258509126578589,0.0,0.0,0.4810449229875518,461.9972995555555,19.27918946653527,0.4581737856338131,9.351391986889206,0.004809166199457216,155.11494044309524,1.239782465814965
2025-01-01 07:00:00,0.2148524397081624,0.10639240942383457,0.030971523412061684,0.2148524397081624,0.10639240942383457,0.030971523412061684,0.04814679927496701,0.1517056404331954,0.0,0.014999999999999998,0.030971523412061684,0.0,0.0,0.10201740942383457,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.004771335663377193,0.0,0.043375463611589817,0.0,0.015682427868082598,0.0,0.10271169960671007,0.07703377470503253,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2088.424737777778,703.3706666666666,0.0,94.39529578498747,51.66666666666668,46.10666666666668,0.0,51.54949608462976,0.244563118346509,668.0655354298013,703.3706666666666,147.49264966404291,50.07448820784978,51.54949608462976,49.33698426945979,12.43753247303448,0.0,20.000000000000057,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,5310.6202720141355,14.940467031599848,0.0,-0.55,120.39448504271951,-540.2524806474496,0.0,0.0,640.3380040050259,2.414219983006106,6.783,0.026438267838306086,0.0,0.0,0.49197468130146793,447.6753832693333,20.30896168514307,0.47087774483099715,9.321617118041043,0.004872949383329783,148.97896404088937,1.2406885917055017
2025-01-01 08:00:00,0.3114622620710202,0.10529996489037018,0.18845259434380549,0.3114622620710201,0.10529996489037019,0.18845259434380549,0.041976232680883865,0.15056519605680294,0.10392083333333334,0.014999999999999998,0.0696859276771388,0.11876666666666669,0.0,0.10092496489037019,0.0,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0036075952576754386,0.0,0.03836863742320842,0.0,0.015998576202975966,0.0,0.10042231907146416,0.0753167393035981,0.0,0.0,2192.345571111111,19.500000000000057,0.6,0.0,3.4807078962962965,0.10392083333333334,1.0,2088.424737777778,2088.424737777778,1582.5839999999998,0.0,90.39246741802383,51.66666666666668,46.10666666666668,0.0,51.49526904981384,0.527420127087755,1436.8711119164773,1582.5839999999998,141.23823034066223,49.832285327539495,51.49526904981384,49.00079346640233,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,5312.173996769825,16.202671087407087,-2.7267548591418866,-1.4,2130.076289499285,-671.6285875348669,0.0,0.0,581.4435521217954,184.16170281976153,5.999,0.028813510278492348,0.0,0.0,0.5361742162207431,395.93168571911104,27.915753801245028,0.4394662345584684,9.95168582665494,0.0049243759615559355,112.70001739646655,1.2358248187003247
2025-01-01 09:00:00,1.477067441937519,0.37056847582026475,0.14973819007872838,1.4770674419375192,0.3705684758202648,0.14973819007872838,0.05190472157198658,1.3062418870321992,0.10392083333333334,0.014999999999999998,0.030971523412061684,0.11876666666666669,0.0,0.3661934758202648,0.0,0.004375000000000002,1.0,0.09623428561262728,0.11251034705929475,1.0483536013873611,0.1493822976576101,0.03414430078236278,0.025608225586772077,0.0,0.0,0.002909351014254386,0.0,0.04899537055773219,0.0,0.022586225227730777,0.0,0.10492347402211713,0.07869260551658783,0.0,0.0,2192.345571111111,19.500000000000057,0.6,0.0,3.4807078962962965,0.10392083333333334,1.0,2088.424737777778,2088.424737777778,703.3706666666666,0.0,87.83646795530748,51.66666666666668,46.10666666666668,0.0,52.15105326361168,0.194742501761488,536.5101861276372,703.3706666666666,137.24448118016795,50.94759166709806,52.15337555570163,50.3435385767513,12.43753247303448,0.0,20.500000000000057,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,5354.895425785477,18.25832585091877,-0.7767734036575307,-0.85,2309.027120362243,-760.7069817168655,0.0,0.0,769.6567574444633,606.9290594038207,5.999,0.030167568158685598,0.0,0.0,0.5613711087761103,395.93168571911104,107.73177352353437,0.38978895202318853,10.916601115567577,0.0049744207107493416,149.1177840232463,1.2276848738251316
