Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,2.7698401577436673,0.09239616531968466,0.0,2.7698401577436678,0.09239616531968466,0.0,0.05174426010857913,0.0,0.10987816874619953,2.558217728888889,0.05,0.0,0.0,0.07781283198635132,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.017112774122807015,0.0,0.03463148598577211,0.0,0.006127726097731073,0.0,0.06609016820724553,0.04956762615543413,2558.2177288888893,20.611111111111143,0.7,0.0,2.558217728888889,0.0,0.7,2558.2177288888893,3654.596755555556,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3345.992875555555,0.0,0.0,34.018781216812975,51.66666666666668,46.10666666666668,0.0,50.211529624608836,0.04055295861991255,107.27949328436208,0.0,34.018781216812975,49.57125419388568,50.211856551532584,49.25078955160036,12.43753247303448,20.343829726978615,-0.03776361737855337,7.307987492258841,2.8,9.236100170605994,2458.6791685607463,-1109.081481615684,-406.8827460056787,0.0,0.0,354.99495974693815,0.0,3.0,0.017793569352186216,0.0,0.0,0.45388168082851915,197.99884266666666,-47.65077406940222,0.2630516882216658,10.58696853937693,0.0038175731871239447,72.37133735171808,1.2197457457141097,0.1945132015998234,-1142.7725051987625,33.69102358307867
2025-01-01 01:00:00,2.2662184565688155,0.09050626642074243,0.0,2.2662184565688155,0.09050626642074243,0.0,0.041273910088910425,0.0,0.10400638499842366,2.0709381614814815,0.05,0.0,0.0,0.07592293308740909,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03671876758019234,0.027539075685144247,0.0,0.0,0.01582931606359649,0.0,0.025444594025313936,0.0,0.002775807548544845,0.0,0.06451180986968648,0.04838385740226484,2070.9381614814815,20.611111111111143,0.5666666666666667,0.0,2.0709381614814815,0.0,0.5666666666666667,2070.9381614814815,3654.596755555556,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3345.992875555555,0.0,0.0,33.558159199247534,51.66666666666668,46.10666666666668,0.0,49.88281600502581,0.0,0.0,0.0,33.558159199247534,49.16661273274613,49.88281600502581,48.8085110966063,12.43753247303448,20.344672524781554,-0.04245414992242669,7.619736529715809,2.5,9.236100170605994,1958.812389869631,-964.1279035365567,-404.5253063841585,0.0,0.0,338.76331106312267,0.0,3.0,0.017379999324448777,0.0,0.0,0.4433322595396027,197.99884266666666,-46.36377629081466,0.26585159014632137,10.631836144489702,0.003858419028917375,72.78978106639376,1.2197716536427214,0.1531539029776172,-996.0606266340793,31.93272309752258
2025-01-01 02:00:00,2.6307366252633404,0.0898001362749695,0.0,2.6307366252633404,0.0898001362749695,0.0,0.041273910088910425,0.0,0.1030648781373931,2.436397837037037,0.05,0.0,0.0,0.07521680294163616,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.01582931606359649,0.0,0.025444594025313936,0.0,0.002775807548544845,0.0,0.06451180986968648,0.04838385740226484,2436.3978370370373,20.611111111111143,0.6666666666666666,0.0,2.436397837037037,0.0,0.6666666666666666,2436.3978370370373,3654.596755555556,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3345.992875555555,0.0,0.0,33.304495115539446,51.66666666666668,46.10666666666668,0.0,49.57533808196022,0.0,0.0,0.0,33.304495115539446,48.88518812286301,49.57533808196022,48.540113143314414,12.43753247303448,20.280501619089748,-0.059655458591502016,8.149630446751122,1.6500000000000001,9.236100170605994,2312.561541028168,-878.8994116193043,-419.69491224878135,0.0,0.0,337.8218042020921,0.0,3.0,0.01720240833850732,0.0,0.0,0.43880223559647524,197.99884266666666,-41.96318796218,0.2698046725998109,10.64905005619307,0.0039005048296889486,74.74798863946745,1.2200075532393584,0.10725212376676811,-908.3260720292286,29.42666040992432
2025-01-01 03:00:00,2.5071195878443175,0.08909400612919656,0.0,2.5071195878443175,0.08909400612919656,0.0,0.04041827138277008,0.0,0.1021233712763625,2.314577945185185,0.05,0.0,0.0,0.07451067279586322,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03483575385813119,0.026126815393598384,0.0,0.0,0.01497367735745614,0.0,0.025444594025313936,0.0,0.002775807548544845,0.0,0.06451180986968648,0.04838385740226484,2314.5779451851854,20.611111111111143,0.6333333333333333,0.0,2.314577945185185,0.0,0.6333333333333333,2314.5779451851854,3654.596755555556,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3345.992875555555,0.0,0.0,32.88259415863059,51.66666666666668,46.10666666666668,0.0,49.27105016779782,0.0,0.0,0.0,32.88259415863059,48.60644896680169,49.27105016779782,48.274148366303635,12.43753247303448,20.363629936738104,-0.044778899044421,8.007244948441784,1.6500000000000001,9.236100170605994,2178.947991253508,-1029.7161364085948,-429.08947898692765,0.0,0.0,336.0246586349212,0.0,3.0,0.0175158216497426,0.0,0.0,0.4467968407081261,197.99884266666666,-42.565133579670814,0.2712346558285668,10.729667746486756,0.003941626304472975,64.86610236574202,1.2196318664828742,0.13068270332472212,-1061.397089088928,31.68095268033303
2025-01-01 04:00:00,2.2625382972795833,0.08838787598342364,0.0,2.2625382972795833,0.08838787598342364,0.0,0.04041827138277008,0.0,0.10118186441533195,2.0709381614814815,0.05,0.0,0.0,0.0738045426500903,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.01497367735745614,0.0,0.025444594025313936,0.0,0.002775807548544845,0.0,0.06451180986968648,0.04838385740226484,2070.9381614814815,20.611111111111143,0.5666666666666667,0.0,2.0709381614814815,0.0,0.5666666666666667,2070.9381614814815,3654.596755555556,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3345.992875555555,0.0,0.0,32.65054650797604,51.66666666666668,46.10666666666668,0.0,48.96993575075159,0.0,0.0,0.0,32.65054650797604,48.33038596812851,48.96993575075159,48.01061107681697,12.43753247303448,20.286271002093244,-0.06271732085622901,7.759437089916275,0.55,9.236100170605994,1897.6619180706891,-991.4321114970236,-469.0248003899743,0.0,0.0,335.0831517738906,0.0,3.0,0.01803904332430522,0.0,0.0,0.4601432766252803,197.99884266666666,-39.3345947947085,0.2747890853263636,10.72915418445265,0.00397633941992176,68.82303059146899,1.2193554764530306,0.1181702208492344,-1024.8077032751794,33.3755917781558
2025-01-01 05:00:00,2.7515291420992716,0.08838787598342364,0.0,2.7515291420992716,0.08838787598342364,0.0,0.04212954879505078,0.0,0.10118186441533195,2.558217728888889,0.05,0.0,0.0,0.0738045426500903,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03389424699710062,0.025420685247825456,0.0,0.0,0.016684954769736842,0.0,0.025444594025313936,0.0,0.002775807548544845,0.0,0.06451180986968648,0.04838385740226484,2558.2177288888893,20.611111111111143,0.7,0.0,2.558217728888889,0.0,0.7,2558.2177288888893,3654.596755555556,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3345.992875555555,0.0,0.0,32.30472444379988,51.66666666666668,46.10666666666668,0.0,48.672110651132336,0.0,0.0,0.0,32.30472444379988,48.057114788131635,48.672110651132336,47.749616856631285,12.43753247303448,20.30950719783056,-0.048357441146256085,7.86837072387772,-0.25000000000000006,9.236100170605994,2311.309425504245,-1048.360403820108,-496.16503060484104,0.0,0.0,288.43321186483803,0.0,2.2672499999999998,0.01831860890719361,0.0,0.0,0.4672744875786126,149.63762534533333,-39.17648464464097,0.27665554138196324,10.772629084807035,0.0040113708859515285,30.74184704739543,1.2186212809746573,0.10443268353657956,-1081.0438345044067,32.683430684298415
2025-01-01 06:00:00,2.770147392690976,0.09098390502813877,0.0,2.770147392690976,0.09098390502813879,0.0,0.05648772798533689,0.0,0.10544193581675043,2.558217728888889,0.05,0.0,0.0,0.07640057169480545,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03577726071916177,0.02683294553937132,0.0,0.0,0.01882405153508772,0.0,0.03766367645024918,0.0,0.0035745068903431255,0.0,0.06609016820724553,0.04956762615543413,2558.2177288888893,20.611111111111143,0.7,0.0,2.558217728888889,0.0,0.7,2558.2177288888893,3654.596755555556,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3345.992875555555,0.0,0.0,31.921560970883732,51.66666666666668,46.10666666666668,0.0,48.37759891952049,0.0,0.0,0.0,31.921560970883732,47.786664457054705,48.37759891952049,47.491197225821814,12.43753247303448,20.36767356890009,-0.04184900851338244,7.462357612450865,0.3,9.236100170605994,2326.886656921043,-1125.489942328427,-478.65718831530114,0.0,0.0,289.3685800862468,0.0,2.0010000000000003,0.018148741417183794,0.0,0.0,0.4629414760080979,132.0652280586667,-42.0424637387917,0.2760451690815717,10.803907102071197,0.00401694380115002,5.72761453569024,1.2183757292184865,0.1236029213336023,-1160.7394667434287,35.24952441500158
2025-01-01 07:00:00,3.486309623363245,0.10376034535010985,0.0,3.486309623363245,0.10376034535010985,0.0,0.17044041051440162,1.1249534600000002,0.1308875372932872,2.0100282155555558,0.05,0.0,0.0,0.08917701201677651,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.01754059347587719,0.0,0.15289981703852443,0.0,0.011984854604251798,0.0,0.08124240824781247,0.06093180618585933,2010.0282155555556,20.611111111111143,0.55,0.0,2.0100282155555558,0.0,0.55,2010.0282155555556,3654.596755555556,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3345.992875555555,1124.9534600000002,0.45,33.878174663092146,51.66666666666668,46.10666666666668,0.0,49.93385135042125,0.2964243558681081,769.4529173499072,1124.9534600000002,33.878174663092146,49.3992781092084,49.93464170262075,49.131201136402495,12.43753247303448,20.320891964994768,-0.05439914165381747,7.248836210612721,-0.55,9.236100170605994,1901.5743858199096,-1254.9472265120426,-511.8805095108403,0.0,0.0,444.18961094100865,0.9047665746636284,2.2507500000000005,0.018600741564084297,0.0,0.0,0.4744711799336755,148.54863171066665,-40.762931165814294,0.2776061793352414,10.795424165932621,0.004028019965928861,26.264617894088364,1.2185619298482657,0.12521004980522163,-1291.0921426976315,36.14491618558889
2025-01-01 08:00:00,4.041728736593691,0.11167670335609572,0.0,4.04172873659369,0.11167670335609572,0.0,0.2364832298832744,1.291613231851852,0.14905432967337875,2.314577945185185,0.05,0.0,0.0,0.09709337002276239,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.013262399945175439,0.0,0.22322082993809894,0.0,0.019596502976362187,0.0,0.09085604539476307,0.06814203404607229,2314.5779451851854,20.611111111111143,0.6333333333333333,0.0,2.314577945185185,0.0,0.6333333333333333,2314.5779451851854,3654.596755555556,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3345.992875555555,1291.6132318518519,0.5166666666666667,33.4560857006508,51.66666666666668,46.10666666666668,0.0,50.78567289494142,0.4124115935357822,1097.4568853227843,1291.6132318518519,33.4560857006508,48.96620583548111,50.78617729136523,48.05596790932716,12.43753247303448,20.27746304621997,-0.061111891923273966,6.683351367341102,-1.4,9.236100170605994,2299.7928190584284,-1385.5085029689149,-547.8327361351787,0.0,0.0,559.6040817590198,58.01107170853561,2.73375,0.01911417858433272,0.0,0.0,0.487568027066334,180.42644538000002,-26.556471750597982,0.27986011559085405,10.802018573630583,0.004048077311990368,65.28548595705084,1.2192999226129118,0.13331162556289347,-1424.54860070273,39.040097733815216
2025-01-01 09:00:00,3.4840640060613803,0.10668335152454526,0.0,3.48406400606138,0.10668335152454525,0.0,0.18733670705522693,0.7916339162962964,0.14051543752467177,2.314577945185185,0.05,0.0,0.0,0.09210001819121193,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03860178130225349,0.02895133597669011,0.0,0.0,0.010695483826754386,0.0,0.17664122322847253,0.0,0.01771541326972252,0.0,0.08419824295269578,0.06314868221452181,2314.5779451851854,20.611111111111143,0.6333333333333333,0.0,2.314577945185185,0.0,0.6333333333333333,2314.5779451851854,3654.596755555556,0.0,21.611111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3345.992875555555,791.6339162962963,0.31666666666666665,35.31824199052542,51.66666666666668,46.10666666666668,0.0,51.49490385340021,0.2740693112629877,741.0916719988691,791.6339162962963,35.31824199052542,50.70105361503829,51.49808041973335,50.300951929524196,12.43753247303448,20.371834661432324,-0.03976551645267173,6.600285253805692,-0.85,9.236100170605994,2236.2727551629932,-1258.2164011918865,-528.5938258093512,0.0,0.0,455.1124892665433,149.01396504920794,2.0175,0.018858715140293927,0.0,0.0,0.48105161795944945,133.15422169333334,-4.823853479384195,0.2807299468792793,10.884333164763904,0.004082656468916599,47.1818097940055,1.2194942338857808,0.1317057494825163,-1296.546380502823,38.329979310936736
