Metric,Value
Total Electric Energy (kWh),1554.8075421116578
Total Gas Energy (therms),0.0
Average Electric Power (kW),2.1594549195995247
Peak Electric Power (kW),8.357833413979982
Other Electric Energy (kWh),163.1470012592763
HVAC Heating Electric Energy (kWh),1043.3873737111112
Lighting Electric Energy (kWh),108.11499833386294
Water Heating Electric Energy (kWh),205.40816880740746
HVAC Cooling Electric Energy (kWh),34.75
Average Temperature - Indoor (C),20.296319390154267
Unmet Heating Load (C-hours),40.37734185016011
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
