occupants,plug_loads_other,plug_loads_tv,lighting_interior,lighting_garage,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.857,0.663,0.0532,0.22,0.22,0.0,0.0,0.333,0.101,0,0,0,0
0.857,0.696,0.0721,0.273,0.273,0.0,0.0,0.0,0.168,0,0,0,0
0.857,0.708,0.079,0.293,0.293,0.0,0.0,0.0,0.0841,0,0,0,0
0.857,0.708,0.079,0.293,0.293,0.0,0.0,0.0,0.335,0,0,0,0
0.857,0.708,0.079,0.293,0.293,0.0,0.0,0.0,0.336,0,0,0,0
0.752,0.681,0.0747,0.252,0.252,0.0,0.0,0.0,0.0,0,0,0,0
0.714,0.671,0.0731,0.238,0.238,0.0,0.0,0.0,0.0673,0,0,0,0
0.714,0.671,0.0731,0.238,0.238,0.0,0.0,0.0,0.0,0,0,0,0
0.714,0.671,0.0731,0.238,0.238,0.0,0.0,0.0,0.0841,0,0,0,0
0.714,0.671,0.0788,0.233,0.233,0.0,0.0,0.0,0.202,0,0,0,0
0.714,0.671,0.0809,0.232,0.232,0.0,0.0,0.0,0.336,0,0,0,0
0.714,0.698,0.0968,0.276,0.276,0.0,0.0,0.0,0.252,0,0,0,0
0.61,0.708,0.103,0.293,0.293,0.0,0.0,0.0,0.397,0,0,0,0
0.571,0.708,0.11,0.285,0.285,0.0,0.0,0.0,0.336,0,0,0,0
0.571,0.708,0.113,0.282,0.282,0.0,0.0,0.0,0.252,0,0,0,0
0.571,0.708,0.113,0.282,0.282,0.0,0.0,0.733,0.213,0,0,0,0
0.571,0.708,0.113,0.282,0.282,0.0,0.0,1.0,0.0,0,0,0,0
0.571,0.708,0.117,0.277,0.277,0.0,0.0,1.0,0.0,0,0,0,0
0.676,0.708,0.119,0.275,0.275,0.0,0.0,1.0,0.185,0,0,0,0
0.714,0.708,0.119,0.275,0.275,0.0,0.0,1.0,0.0,0,0,0,0
0.714,0.708,0.119,0.275,0.275,0.0,0.0,1.0,0.0841,0,0,0,0
0.61,0.681,0.108,0.232,0.232,0.0,0.0,0.467,0.081,0,0,0,0
0.571,0.671,0.104,0.217,0.217,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.671,0.104,0.217,0.217,0.0,0.0,0.0,0.252,0,0,0,0
0.467,0.644,0.0825,0.176,0.176,0.0,0.0,0.0,0.0841,0,0,0,0
0.533,0.662,0.1,0.204,0.204,0.0,0.0,0.0,0.0841,0,0,0,0
0.467,0.644,0.0867,0.178,0.178,0.0,0.0,0.0,0.252,0,0,0,0
0.429,0.662,0.101,0.205,0.205,0.0,0.0,0.0,0.0841,0,0,0,0
0.429,0.644,0.0867,0.178,0.178,0.0,0.0,0.733,0.0841,0,0,0,0
0.429,0.643,0.0843,0.173,0.173,0.0,0.0,1.0,0.168,0,0,0,0
0.429,0.646,0.0864,0.177,0.177,0.0,0.0,0.333,0.421,0,0,0,0
0.533,0.677,0.112,0.224,0.224,0.0,0.0,0.0,0.252,0,0,0,0
0.676,0.719,0.148,0.287,0.287,0.0,0.0,0.0,0.168,0,0,0,0
0.714,0.755,0.184,0.355,0.355,0.0,0.0,0.0,0.168,0,0,0,0
0.714,0.764,0.194,0.373,0.373,0.0,0.0,0.733,0.168,0,0,0,0
0.714,0.764,0.194,0.373,0.373,0.0,0.0,0.267,0.0,0,0,0,0
0.714,0.764,0.194,0.373,0.373,0.0,0.0,0.0,0.168,0,0,0,0
0.714,0.788,0.225,0.457,0.457,0.0,0.0,0.0,0.0841,0,0,0,0
0.714,0.797,0.237,0.488,0.488,0.0,0.0,0.0,0.0841,0,0,0,0
0.714,0.797,0.237,0.488,0.488,0.0,0.0,0.0,0.0,0,0,0,0
0.714,0.797,0.237,0.488,0.488,0.0,0.0,0.0,0.168,0,0,0,0
0.61,0.76,0.24,0.461,0.461,0.0,0.0,0.0,0.59,0,0,0,0
0.571,0.746,0.241,0.451,0.451,0.0,0.0,0.0,0.336,0,0,0,0
0.571,0.792,0.296,0.549,0.549,0.0,0.0,0.0,0.168,0,0,0,0
0.571,0.808,0.316,0.585,0.585,0.0,0.0,0.0,0.224,0,0,0,0
0.571,0.8,0.407,0.581,0.581,0.0,0.0,0.0,0.0,0,0,0,0
0.676,0.84,0.518,0.677,0.677,0.0,0.0,0.0,0.0841,0,0,0,0
0.714,0.856,0.546,0.712,0.712,0.0,0.0,0.0,0.273,0,0,0,0
0.714,0.856,0.546,0.712,0.712,0.0,0.0,0.0,0.238,0,0,0,0
0.819,0.874,0.735,0.697,0.697,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.881,0.804,0.691,0.691,0.0,0.0,0.733,0.0,0,0,0,0
0.857,0.881,0.804,0.691,0.691,0.0,0.0,1.0,0.137,0,0,0,0
0.857,0.803,0.611,0.534,0.534,0.0,0.0,1.0,0.0,0,0,0,0
0.752,0.711,0.43,0.337,0.337,0.0,0.0,0.333,0.0,0,0,0,0
0.819,0.719,0.48,0.344,0.344,0.0,0.0,0.0,0.0,0,0,0,0
0.962,0.761,0.605,0.423,0.423,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.772,0.638,0.444,0.444,0.0,0.0,0.0,0.168,0,0,0,0
1.0,0.709,0.4,0.353,0.353,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.686,0.313,0.32,0.32,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.686,0.313,0.32,0.32,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.686,0.313,0.32,0.32,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.645,0.163,0.184,0.184,0.0,0.0,0.0,0.233,0,0,0,0
1.0,0.63,0.108,0.135,0.135,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.613,0.0858,0.114,0.114,0.0,0.0,0.0,0.0356,0,0,0,0
1.0,0.607,0.0776,0.106,0.106,0.0,0.0,0.0,0.0712,0,0,0,0
1.0,0.603,0.049,0.08,0.08,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.601,0.0386,0.0705,0.0705,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.587,0.0303,0.0627,0.0627,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0272,0.0599,0.0599,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0221,0.0547,0.0547,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0202,0.0529,0.0529,0.0,0.0,0.0,0.168,0,0,0,0
1.0,0.596,0.0234,0.0555,0.0555,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.601,0.0246,0.0564,0.0564,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.587,0.019,0.0512,0.0512,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0169,0.0493,0.0493,0.0,0.0,0.0,0.168,0,0,0,0
1.0,0.581,0.0169,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0169,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0164,0.0493,0.0493,0.0,0.0,0.0,0.168,0,0,0,0
1.0,0.581,0.0162,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0162,0.0493,0.0493,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.581,0.0162,0.0493,0.0493,0.0,0.0,0.0,0.168,0,0,0,0
1.0,0.567,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.895,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.58,0.022,0.0812,0.0812,0.0,0.0,0.0,0.0943,0,0,0,0
0.857,0.587,0.0243,0.0928,0.0928,0.0,0.0,0.0,0.0841,0,0,0,0
0.857,0.643,0.0455,0.186,0.186,0.0,0.0,0.0,0.088,0,0,0,0
0.752,0.638,0.0441,0.178,0.178,0.0,0.0,0.0,0.432,0,0,0,0
0.714,0.629,0.0408,0.163,0.163,0.0,0.0,0.0,0.274,0,0,0,0
0.819,0.629,0.0408,0.163,0.163,0.0,0.0,0.0,0.0841,0,0,0,0
0.857,0.633,0.0456,0.169,0.169,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.635,0.0474,0.171,0.171,0.0,0.0,0.0,0.488,0,0,0,0
0.857,0.635,0.0474,0.171,0.171,0.0,0.0,0.0,0.0841,0,0,0,0
0.857,0.635,0.0474,0.171,0.171,0.0,0.0,0.0,0.368,0,0,0,0
0.857,0.635,0.0523,0.174,0.174,0.0,0.0,0.0,0.0941,0,0,0,0
0.752,0.608,0.04,0.129,0.129,0.0,0.0,0.0,0.0841,0,0,0,0
0.714,0.625,0.049,0.158,0.158,0.0,0.0,0.733,0.0841,0,0,0,0
0.714,0.635,0.054,0.175,0.175,0.0,0.0,0.267,0.0841,0,0,0,0
0.714,0.662,0.0737,0.217,0.217,0.0,0.0,0.0,0.0,0,0,0,0
0.61,0.644,0.065,0.187,0.187,0.0,0.0,0.0,0.0841,0,0,0,0
0.571,0.635,0.0592,0.171,0.171,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.635,0.0592,0.171,0.171,0.0,0.0,0.0,0.0841,0,0,0,0
0.571,0.635,0.063,0.167,0.167,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.635,0.0644,0.166,0.166,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.635,0.0644,0.166,0.166,0.0,0.0,0.0,0.168,0,0,0,0
0.467,0.608,0.0466,0.123,0.123,0.0,0.0,0.0,0.0,0,0,0,0
0.429,0.598,0.0412,0.106,0.106,0.0,0.0,0.0,0.168,0,0,0,0
0.533,0.625,0.0604,0.147,0.147,0.0,0.0,0.0,0.252,0,0,0,0
0.571,0.635,0.0673,0.162,0.162,0.0,0.0,0.0,0.252,0,0,0,0
0.571,0.635,0.0673,0.162,0.162,0.0,0.0,0.0,0.0841,0,0,0,0
0.571,0.662,0.0943,0.202,0.202,0.0,0.0,0.0,0.168,0,0,0,0
0.571,0.671,0.104,0.217,0.217,0.0,0.0,0.0,0.0841,0,0,0,0
0.571,0.671,0.104,0.217,0.217,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.671,0.104,0.217,0.217,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.671,0.108,0.219,0.219,0.0,0.0,0.0,0.0841,0,0,0,0
0.571,0.671,0.11,0.22,0.22,0.204,0.733,0.0,0.0,0,0,0,0
0.571,0.671,0.11,0.22,0.22,0.248,1.0,0.0,0.0841,0,0,0,0
0.571,0.671,0.11,0.22,0.22,0.0502,0.2,0.0,0.168,0,0,0,0
0.571,0.714,0.144,0.282,0.282,0.272,0.0,0.733,0.0841,0,0,0,0
0.571,0.73,0.157,0.304,0.304,0.221,0.0,1.0,0.168,0,0,0,0
0.571,0.699,0.131,0.258,0.258,0.0679,0.0,0.333,0.0841,0,0,0,0
0.571,0.688,0.122,0.241,0.241,0.0679,0.0,0.0,0.336,0,0,0,0
0.571,0.706,0.142,0.279,0.279,0.298,0.0,0.0,0.0841,0,0,0,0
0.781,0.787,0.215,0.411,0.411,0.399,0.0,0.0,0.43,0,0,0,0
0.857,0.814,0.238,0.454,0.454,0.594,0.0,0.0,0.0176,0,0,0,0
0.857,0.814,0.238,0.454,0.454,0.254,0.0,0.0,0.0841,0,0,0,0
0.752,0.801,0.237,0.479,0.479,0.337,0.0,0.0,0.0961,0,0,0,0
0.714,0.797,0.237,0.488,0.488,0.0974,0.0,0.0,0.252,0,0,0,0
0.819,0.84,0.277,0.568,0.568,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.856,0.292,0.598,0.598,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.866,0.365,0.686,0.686,0.0,0.0,0.0,0.0,0,0,0,0
0.962,0.915,0.446,0.817,0.817,0.0,0.0,0.733,0.0,0,0,0,0
1.0,0.931,0.466,0.852,0.852,0.0,0.0,1.0,0.168,0,0,0,0
1.0,0.931,0.466,0.852,0.852,0.0,0.0,1.0,0.168,0,0,0,0
1.0,0.962,0.68,0.944,0.944,0.0,0.0,0.333,0.0,0,0,0,0
1.0,0.973,0.758,0.977,0.977,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.758,0.977,0.977,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.758,0.977,0.977,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.945,0.888,0.846,0.846,0.0,0.0,0.0,0.336,0,0,0,0
1.0,0.934,0.936,0.798,0.798,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.798,0.798,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.798,0.798,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.877,0.9,0.654,0.654,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.602,0.602,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.602,0.602,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.602,0.602,0.0,0.0,0.0,0.126,0,0,0,0
1.0,0.777,0.575,0.494,0.494,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.748,0.462,0.455,0.455,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.725,0.407,0.406,0.406,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.717,0.387,0.387,0.387,0.0,0.0,0.0,0.168,0,0,0,0
1.0,0.686,0.228,0.244,0.244,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.675,0.17,0.192,0.192,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.658,0.148,0.171,0.171,0.0,0.0,0.0,0.11,0,0,0,0
1.0,0.652,0.139,0.163,0.163,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.63,0.0738,0.103,0.103,0.0,0.0,0.0,0.0362,0,0,0,0
1.0,0.607,0.0416,0.0733,0.0733,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.601,0.0386,0.0705,0.0705,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.587,0.0303,0.0627,0.0627,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.567,0.0189,0.0522,0.0522,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.576,0.0166,0.0493,0.0493,0.0,0.0,0.0,0.168,0,0,0,0
1.0,0.581,0.0169,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0169,0.0493,0.0493,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.581,0.0169,0.0493,0.0493,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.567,0.0161,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.58,0.022,0.0812,0.0812,0.0,0.0,0.0,0.16,0,0,0,0
1.0,0.587,0.0243,0.0928,0.0928,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.643,0.0428,0.188,0.188,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.663,0.0495,0.223,0.223,0.0,0.0,0.0,0.589,0,0,0,0
1.0,0.737,0.0797,0.346,0.346,0.0,0.0,0.733,0.0,0,0,0,0
1.0,0.764,0.0906,0.39,0.39,0.0,0.0,0.267,0.0,0,0,0,0
0.895,0.74,0.0815,0.349,0.349,0.0,0.0,0.0,0.833,0,0,0,0
0.857,0.731,0.0782,0.334,0.334,0.0,0.0,0.0,0.0841,0,0,0,0
0.857,0.741,0.0903,0.348,0.348,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.744,0.0947,0.354,0.354,0.0,0.0,0.0,0.504,0,0,0,0
0.857,0.744,0.0947,0.354,0.354,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.744,0.0947,0.354,0.354,0.0,0.0,0.0,0.0,0,0,0,0
0.648,0.691,0.0789,0.269,0.269,0.0,0.0,0.0,0.168,0,0,0,0
0.571,0.671,0.0731,0.238,0.238,0.0,0.0,0.0,0.0841,0,0,0,0
0.571,0.671,0.0731,0.238,0.238,0.0,0.0,0.0,0.102,0,0,0,0
0.571,0.671,0.0731,0.238,0.238,0.0,0.0,0.0,0.034,0,0,0,0
0.571,0.698,0.0947,0.278,0.278,0.0,0.0,0.0,0.0,0,0,0,0
0.571,0.708,0.103,0.293,0.293,0.399,0.733,0.0,0.159,0,0,0,0
0.571,0.708,0.103,0.293,0.293,0.213,1.0,0.0,0.168,0,0,0,0
0.571,0.708,0.103,0.293,0.293,0.103,1.0,0.0,0.421,0,0,0,0
0.571,0.708,0.11,0.285,0.285,0.221,0.133,0.0,0.209,0,0,0,0
0.571,0.708,0.113,0.282,0.282,0.0266,0.0,0.0,0.168,0,0,0,0
0.571,0.681,0.0951,0.24,0.24,0.379,0.0,0.0,0.0,0,0,0,0
0.571,0.671,0.0886,0.224,0.224,0.149,0.0,0.0,0.326,0,0,0,0
0.571,0.671,0.0918,0.22,0.22,0.316,0.0,0.0,0.0841,0,0,0,0
0.571,0.671,0.093,0.218,0.218,0.0502,0.0,0.0,0.0,0,0,0,0
0.571,0.671,0.093,0.218,0.218,0.162,0.0,0.0,0.0,0,0,0,0
0.467,0.644,0.0742,0.177,0.177,0.239,0.0,0.0,0.168,0,0,0,0
0.429,0.635,0.0727,0.161,0.161,0.23,0.0,0.0,0.0841,0,0,0,0
0.429,0.635,0.0747,0.161,0.161,0.0354,0.0,0.0,0.0841,0,0,0,0
0.429,0.635,0.0747,0.161,0.161,0.162,0.0,0.0,0.0841,0,0,0,0
0.429,0.635,0.0747,0.161,0.161,0.109,0.0,0.0,0.0,0,0,0,0
0.429,0.662,0.1,0.204,0.204,0.213,0.0,0.0,0.168,0,0,0,0
0.429,0.671,0.11,0.22,0.22,0.0591,0.0,0.0,0.252,0,0,0,0
0.324,0.644,0.0867,0.178,0.178,0.145,0.0,0.0,0.476,0,0,0,0
0.286,0.635,0.0783,0.163,0.163,0.309,0.0,0.0,0.181,0,0,0,0
0.286,0.643,0.0843,0.173,0.173,0.252,0.0,0.0,0.0,0,0,0,0
0.286,0.646,0.0864,0.177,0.177,0.372,0.0,0.0,0.168,0,0,0,0
0.286,0.646,0.0864,0.177,0.177,0.434,0.0,0.0,0.106,0,0,0,0
0.39,0.677,0.112,0.224,0.224,0.39,0.0,0.0,0.0,0,0,0,0
0.324,0.669,0.109,0.219,0.219,0.0,0.0,0.0,0.171,0,0,0,0
0.286,0.663,0.105,0.211,0.211,0.0,0.0,0.0,0.157,0,0,0,0
0.286,0.663,0.105,0.211,0.211,0.0,0.0,0.0,0.0,0,0,0,0
0.286,0.663,0.105,0.211,0.211,0.0,0.0,0.0,0.0841,0,0,0,0
0.286,0.675,0.121,0.253,0.253,0.0,0.0,0.0,0.148,0,0,0,0
0.286,0.679,0.126,0.269,0.269,0.0,0.0,0.0,0.0841,0,0,0,0
0.286,0.679,0.126,0.269,0.269,0.0,0.0,0.733,0.0,0,0,0,0
0.39,0.722,0.167,0.349,0.349,0.0,0.0,1.0,0.122,0,0,0,0
0.429,0.744,0.225,0.432,0.432,0.0,0.0,1.0,0.252,0,0,0,0
0.533,0.792,0.296,0.549,0.549,0.0,0.0,1.0,0.232,0,0,0,0
0.467,0.763,0.261,0.487,0.487,0.0,0.0,1.0,0.2,0,0,0,0
0.429,0.746,0.241,0.451,0.451,0.0,0.0,1.0,0.0841,0,0,0,0
0.429,0.74,0.309,0.448,0.448,0.0,0.0,1.0,0.0,0,0,0,0
0.533,0.781,0.412,0.544,0.544,0.0,0.0,0.467,0.252,0,0,0,0
0.676,0.84,0.518,0.677,0.677,0.0,0.0,0.0,0.0,0,0,0,0
0.819,0.899,0.623,0.809,0.809,0.0,0.0,0.0,0.0,0,0,0,0
0.857,0.89,0.764,0.732,0.732,0.0,0.0,0.0,0.0,0,0,0,0
0.962,0.92,0.901,0.77,0.77,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.934,0.936,0.798,0.798,0.0,0.0,0.0,0.182,0,0,0,0
1.0,0.856,0.743,0.641,0.641,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.756,0.556,0.424,0.424,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.73,0.513,0.365,0.365,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.73,0.513,0.365,0.365,0.0,0.0,0.0,0.168,0,0,0,0
1.0,0.73,0.513,0.365,0.365,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.675,0.312,0.282,0.282,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.655,0.239,0.252,0.252,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.632,0.184,0.203,0.203,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.624,0.165,0.185,0.185,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.611,0.101,0.127,0.127,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.607,0.0776,0.106,0.106,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.59,0.055,0.0854,0.0854,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.584,0.0467,0.0778,0.0778,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.568,0.0241,0.0569,0.0569,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.576,0.0172,0.0499,0.0499,0.0,0.0,0.0,0.0841,0,0,0,0
1.0,0.581,0.0177,0.0501,0.0501,0.0,0.0,0.0,0.0,0,0,0,0
