Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.1215405007334456,0.4648560275839129,0.35165,0.01869234167889076,0.007747600459731882,0.005860833333333333,0.050407938584489276,0.0,0.6508742288156228,0.4102583333333334,0.010000000000000002,0.35165,0.0,0,0.46193936091724624,0,0.0029166666666666685,1,0,0,Off,0.06977244475910051,0.05232933356932536,On,0.0,0,Off,0.017184539473684212,0.0,On,0.002933854726828125,0.0,On,0.030289544383976935,0,On,0.03495508092596094,0,On,0.5461467031305614,0.4096100273479209,On,On,5525.563808874771,20.0555555555556,0.8000000000000002,3129.3710222363407,10.305845622222222,0.4102583333333334,1,8244.676497777778,8244.676497777778,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,982.0812933333333,Off,0.0,0.0,3.167176600982202e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.167176600982202e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.995141715672418,0.0,-0.5460255278930785,1.228892657802122,2.8,9.236100170605994,6110.151180569389,1199.7018974002804,3217.7827836664774,-456.0444605548882,-0.0,-0.0,1125.0491977365282,0.0,7.0,0.020350907178760914,0.0,0.0,0.5101080079243709,461.9972995555555,-84.41736548702211,0.36960740173327067,11.949208838180091,0.005277826917688924,181.0084278185586,1.2166300155209508,0.2718417272831999,1185.3948141828273,14.307083217453025,0.11595886540606619,237.42555807070232,-149.01379664056554
2025-01-01 00:01:00,1.1215405007334456,0.4648560275839129,0.35165,0.01869234167889076,0.007747600459731882,0.005860833333333333,0.050407938584489276,0.0,0.6508742288156228,0.4102583333333334,0.010000000000000002,0.35165,0.0,0,0.46193936091724624,0,0.0029166666666666685,1,0,0,Off,0.06977244475910051,0.05232933356932536,On,0.0,0,Off,0.017184539473684212,0.0,On,0.002933854726828125,0.0,On,0.030289544383976935,0,On,0.03495508092596094,0,On,0.5461467031305614,0.4096100273479209,On,On,5525.563808874771,20.0555555555556,0.8000000000000002,3129.3710222363407,10.305845622222222,0.4102583333333334,1,8244.676497777778,8244.676497777778,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,982.0812933333333,Off,0.0,0.0,3.1485012759920515e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.1485012759920515e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.18175386811218,0.0,-0.33352632336419186,1.5478889976216856,2.8,9.236100170605994,6096.166110328015,1124.041520111125,3163.503731212562,-463.22002681866206,-0.0,-0.0,1125.0491977365282,0.0,7.0,0.020449188562677783,0.0,0.0,0.5125714912730742,461.9972995555555,-91.22686946462193,0.366545905154449,12.054705862136355,0.005279515419650712,179.9856144896429,1.2194064567304956,0.2718417272831999,1110.1128257560588,13.928694355066252,0.11477723552790448,187.2907134310136,-153.15800445479218
2025-01-01 00:02:00,0.7112821674001121,0.4648560275839129,0.0,0.011854702790001868,0.007747600459731882,0.0,0.050407938584489276,0.0,0.6508742288156228,0.0,0.010000000000000002,0.0,0.0,0,0.46193936091724624,0,0.0029166666666666685,1,0,0,Off,0.06977244475910051,0.05232933356932536,On,0.0,0,Off,0.017184539473684212,0.0,On,0.002933854726828125,0.0,On,0.030289544383976935,0,On,0.03495508092596094,0,On,0.5461467031305614,0.4096100273479209,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8244.676497777778,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,982.0812933333333,Off,0.0,0.0,3.130420391054637e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.130420391054637e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.362431825035447,0.0,-0.13515529800913176,1.8508944946410018,2.8,9.236100170605994,557.0080844593672,1053.4580335338783,-16.189330862489868,-470.2095733719112,-0.0,-0.0,1125.0491977365282,0.0,7.0,0.020544196660860634,0.0,0.0,0.5149529277011916,461.9972995555555,-97.83153990525007,0.3625889666884588,12.132208042751396,0.005281190557705976,178.99306322971148,1.2186546006008883,0.2718417272831999,1039.836020400038,13.622013133840364,0.11364346185637701,140.56480660124146,-156.75413746373133
2025-01-01 00:03:00,0.7112821674001121,0.4648560275839129,0.0,0.011854702790001868,0.007747600459731882,0.0,0.050407938584489276,0.0,0.6508742288156228,0.0,0.010000000000000002,0.0,0.0,0,0.46193936091724624,0,0.0029166666666666685,1,0,0,Off,0.06977244475910051,0.05232933356932536,On,0.0,0,Off,0.017184539473684212,0.0,On,0.002933854726828125,0.0,On,0.030289544383976935,0,On,0.03495508092596094,0,On,0.5461467031305614,0.4096100273479209,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8244.676497777778,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,982.0812933333333,Off,0.0,0.0,3.139733285214182e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.139733285214182e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.26931845988163,0.0,0.050074928242282477,1.7693986071137315,2.8,9.236100170605994,560.9935503159327,987.5568707051839,-1.5823723011347113,-466.6022992806746,-0.0,-0.0,1125.0491977365282,0.0,7.0,0.020495251910721685,0.0,0.0,0.513726097429085,461.9972995555555,-97.45334813992105,0.364795375494805,12.094836955130972,0.005282857485807819,179.33968079513878,1.2190401087546205,0.2718417272831999,974.2145994640787,13.342271241105312,0.11394950888156834,153.04559521242481,-154.6279675135595
2025-01-01 00:04:00,0.7112821674001121,0.4648560275839129,0.0,0.011854702790001868,0.007747600459731882,0.0,0.050407938584489276,0.0,0.6508742288156228,0.0,0.010000000000000002,0.0,0.0,0,0.46193936091724624,0,0.0029166666666666685,1,0,0,Off,0.06977244475910051,0.05232933356932536,On,0.0,0,Off,0.017184539473684212,0.0,On,0.002933854726828125,0.0,On,0.030289544383976935,0,On,0.03495508092596094,0,On,0.5461467031305614,0.4096100273479209,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8244.676497777778,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,982.0812933333333,Off,0.0,0.0,3.148748959347358e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.148748959347358e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.179506675019443,0.0,0.22306690215109298,1.6934584599404698,2.8,9.236100170605994,565.113805379247,926.0131983164807,12.390964361007349,-463.1333548408597,-0.0,-0.0,1125.0491977365282,0.0,7.0,0.020448005976781043,0.0,0.0,0.5125418490300683,461.9972995555555,-96.80203751642162,0.36694192901157646,12.058965694436377,0.0052845271137239675,179.67082321212325,1.2194121344026,0.2718417272831999,912.9288181520992,13.08438016438148,0.11423395406295553,164.73299094988684,-152.3420265888795
2025-01-01 00:05:00,0.7112821674001121,0.4648560275839129,0.0,0.011854702790001868,0.007747600459731882,0.0,0.050407938584489276,0.0,0.6508742288156228,0.0,0.010000000000000002,0.0,0.0,0,0.46193936091724624,0,0.0029166666666666685,1,0,0,Off,0.06977244475910051,0.05232933356932536,On,0.0,0,Off,0.017184539473684212,0.0,On,0.002933854726828125,0.0,On,0.030289544383976935,0,On,0.03495508092596094,0,On,0.5461467031305614,0.4096100273479209,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8244.676497777778,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,982.0812933333333,Off,0.0,0.0,3.157417876783105e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.157417876783105e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.09275712730622,0.0,0.38465710056699876,1.6229440234766646,2.8,9.236100170605994,570.0932274598766,868.5291635380399,25.32738541324855,-459.79241891938085,-0.0,-0.0,1125.0491977365282,0.0,7.0,0.020402336793503544,0.0,0.0,0.5113971228564099,461.9972995555555,-95.16355135727079,0.369032718297135,12.024484480099682,0.005286199314210003,179.98761015229084,1.2197716482544418,0.2718417272831999,855.682338222939,12.846825315100864,0.11449744371796114,175.63479550911364,-150.3074100958651
2025-01-01 00:06:00,0.7112821674001121,0.4648560275839129,0.0,0.011854702790001868,0.007747600459731882,0.0,0.050407938584489276,0.0,0.6508742288156228,0.0,0.010000000000000002,0.0,0.0,0,0.46193936091724624,0,0.0029166666666666685,1,0,0,Off,0.06977244475910051,0.05232933356932536,On,0.0,0,Off,0.017184539473684212,0.0,On,0.002933854726828125,0.0,On,0.030289544383976935,0,On,0.03495508092596094,0,On,0.5461467031305614,0.4096100273479209,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8244.676497777778,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,982.0812933333333,Off,0.0,0.0,3.1657895741924826e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.1657895741924826e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,20.00891061318203,0.0,0.5356245841458934,1.5576569237515634,2.8,9.236100170605994,575.3306406021002,814.8271788740637,37.55485612869387,-456.5723844499426,-0.0,-0.0,1125.0491977365282,0.0,7.0,0.02035816402660527,0.0,0.0,0.5102899052798637,461.9972995555555,-93.14617268448559,0.3710701592632592,11.991320835486995,0.005287873969308271,180.2907741057717,1.220119290623654,0.2718417272831999,802.1991622421099,12.628016631953878,0.11474086105185398,185.77073548192547,-148.21587935323157
2025-01-01 00:07:00,0.7112821674001121,0.4648560275839129,0.0,0.011854702790001868,0.007747600459731882,0.0,0.050407938584489276,0.0,0.6508742288156228,0.0,0.010000000000000002,0.0,0.0,0,0.46193936091724624,0,0.0029166666666666685,1,0,0,Off,0.06977244475910051,0.05232933356932536,On,0.0,0,Off,0.017184539473684212,0.0,On,0.002933854726828125,0.0,On,0.030289544383976935,0,On,0.03495508092596094,0,On,0.5461467031305614,0.4096100273479209,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8244.676497777778,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,982.0812933333333,Off,0.0,0.0,3.173913588246554e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.173913588246554e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.927809821093536,0.0,0.6766948815229443,1.497422593271996,2.8,9.236100170605994,580.4140793065928,764.6487330584883,48.755846423164655,-453.4663157825499,-0.0,-0.0,1125.0491977365282,0.0,7.0,0.020315407983439192,0.0,0.0,0.5092181987552062,461.9972995555555,-91.16880264738558,0.3730567390138733,11.959403024083405,0.005289550967174176,180.58104275506463,1.2204556961603856,0.2718417272831999,752.2222575377148,12.426475520773623,0.11496498246767178,195.15818496953457,-146.40233854636992
2025-01-01 00:08:00,0.7112821674001121,0.4648560275839129,0.0,0.011854702790001868,0.007747600459731882,0.0,0.050407938584489276,0.0,0.6508742288156228,0.0,0.010000000000000002,0.0,0.0,0,0.46193936091724624,0,0.0029166666666666685,1,0,0,Off,0.06977244475910051,0.05232933356932536,On,0.0,0,Off,0.017184539473684212,0.0,On,0.002933854726828125,0.0,On,0.030289544383976935,0,On,0.03495508092596094,0,On,0.5461467031305614,0.4096100273479209,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8244.676497777778,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,982.0812933333333,Off,0.0,0.0,3.181740382274256e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.181740382274256e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.849300910756938,0.0,0.8085436437154269,1.4420162593283696,2.8,9.236100170605994,585.2866021732411,717.7530679398466,59.56429853007401,-450.4675026297742,-0.0,-0.0,1125.0491977365282,0.0,7.0,0.020273990469742726,0.0,0.0,0.5081800432951423,461.9972995555555,-89.29509293351299,0.37499497331679676,11.927750844180348,0.005291230202020611,180.85913098129856,1.2207814871288964,0.2718417272831999,705.5122615569585,12.240806382888136,0.11517075465038305,203.8235843211229,-144.25928579104888
2025-01-01 00:09:00,0.7112821674001121,0.4648560275839129,0.0,0.011854702790001868,0.007747600459731882,0.0,0.050407938584489276,0.0,0.6508742288156228,0.0,0.010000000000000002,0.0,0.0,0,0.46193936091724624,0,0.0029166666666666685,1,0,0,Off,0.06977244475910051,0.05232933356932536,On,0.0,0,Off,0.017184539473684212,0.0,On,0.002933854726828125,0.0,On,0.030289544383976935,0,On,0.03495508092596094,0,On,0.5461467031305614,0.4096100273479209,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8244.676497777778,Off,0.0,21.0555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,982.0812933333333,Off,0.0,0.0,3.1893690296177134e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.1893690296177134e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.773245270383487,0.0,0.931800104248745,1.39127961842089,2.8,9.236100170605994,589.9519733675323,673.9160479167597,69.6210496699174,-447.5699007283803,-0.0,-0.0,1125.0491977365282,0.0,7.0,0.020233841022839046,0.0,0.0,0.50717367270933,461.9972995555555,-87.52732364061568,0.3768871250170257,11.897220825131182,0.005292911573998612,181.12568264029326,1.2210972242445495,0.2718417272831999,661.8462560490068,12.069791867752853,0.11535886223007441,211.7841303842854,-142.163080714368
