Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.694889562291206,0.45121099042225316,0.0,0.011581492704853433,0.007520183173704219,0.0,0.012971997707772354,0.001,0.13097352361193593,0.5499440409714977,0.0,0.0,0.0002506236243534685,0.095731608881513,0.3552287579163867,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008317036084965337,0,On,0.0033313784365852305,0,On,0.08799975102669498,0.06599981327002122,On,0,0,Off,Off,0.0,0.0,33.879544469331144,51.666666666666686,43.496666666666684,1811.8450100229652,0,4.397415826803985,0.0,49.9287409938745,0.0,0.0,0.0,44.17272595910819,42.17245676840583,50.02458803512163,16.10192326167835,12.43753247303448,HP On,1533.9604992089328,17.5555555555556,2.826170690138611,0.0,0.5388414475991539,0.011102593372343842,2.197054126436683,1522.857905836589,2469.008477110572,0.0,Off,0.0,18.5555555555556,0,0.0,0.0,0.0,0.0,0,0.0,0,3428.541953652098,17.560601874798493,0,2.8,9.236100170605994,768.4170563629248,-987.4637942641989,-0.0,-0.0,204.16015297006186,0.0,1.0,0.05133333291291335,0.0,0,0.9552327805447781,65.99961422222222,17.760198448129,0.22957867600755977,8.155111584045873,0.0028042196340429815,-20.148124857043307,1.2286453421942694
2025-01-01 00:01:00,0.6955648873388631,0.45164720730978464,0.0,0.011592748122314386,0.007527453455163077,0.0,0.012971997707772354,0.001,0.13097352361193593,0.5506193660191548,0.0,0.0,0.0002506236243534685,0.095731608881513,0.3556649748039182,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008317036084965337,0,On,0.0033313784365852305,0,On,0.08799975102669498,0.06599981327002122,On,0,0,Off,Off,0.0,0.0,33.87481848362806,51.666666666666686,43.496666666666684,1813.6974876433962,0,4.401078458823141,0.0,49.91973075463828,0.0,0.0,0.0,44.16642464483741,42.16873720519765,50.01989224550822,16.108053217530887,12.43753247303448,HP On,1538.2206083029844,17.5555555555556,2.8226456700123737,0.0,0.5418503763691628,0.008768989649992039,2.210894390290859,1529.4516186529922,2469.010346154505,0.0,Off,0.0,18.5555555555556,0,0.0,0.0,0.0,0.0,0,0.0,0,3429.0130535990243,17.560536774826986,0,2.8,9.236100170605994,770.5969051839629,-987.4576250470353,-0.0,-0.0,204.16015297006186,0.0,1.0,0.051333238605452074,0.0,0,0.9552310256308977,65.99961422222222,15.673768957952195,0.23023895760550586,8.177986961258298,0.0028040814681710253,-20.12544307621996,1.232234753028662
2025-01-01 00:02:00,0.6967224490847542,0.45239491833230616,0.0,0.011612040818079237,0.007539915305538436,0.0,0.012971997707772354,0.001,0.13097352361193593,0.5517769277650459,0.0,0.0,0.0002506236243534685,0.095731608881513,0.3564126858264397,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008317036084965337,0,On,0.0033313784365852305,0,On,0.08799975102669498,0.06599981327002122,On,0,0,Off,Off,0.0,0.0,33.87000057317765,51.666666666666686,43.496666666666684,1813.706792219587,0,4.401209097106634,0.0,49.91072717124825,0.0,0.0,0.0,44.16000076423686,42.16501817259147,50.01519707894309,16.11417791365528,12.43753247303448,HP On,1540.7235746586562,17.5555555555556,2.8213223587373926,0.0,0.5429827631277663,0.008794164637279701,2.216096206620337,1531.9294100213765,2469.010346154505,0.0,Off,0.0,18.5555555555556,0,0.0,0.0,0.0,0.0,0,0.0,0,3429.0068696453795,17.560536774826982,0,2.8,9.236100170605994,770.9803506429731,-987.4576250470352,-0.0,-0.0,204.16015297006186,0.0,1.0,0.051333238605452074,0.0,0,0.9552310256308977,65.99961422222222,13.554248061290313,0.23022770950164487,8.177727272548074,0.0028039438598536277,-20.102986808417405,1.2322348553510423
2025-01-01 00:03:00,0.6978664637807805,0.4531338788250676,0.0,0.011631107729679676,0.007552231313751127,0.0,0.012971997707772354,0.001,0.13097352361193593,0.5529209424610723,0.0,0.0,0.0002506236243534685,0.095731608881513,0.35715164631920115,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008317036084965337,0,On,0.0033313784365852305,0,On,0.08799975102669498,0.06599981327002122,On,0,0,Off,Off,0.0,0.0,33.86518346892568,51.666666666666686,43.496666666666684,1813.7161049034748,0,4.401339716706528,0.0,49.90173025066221,0.0,0.0,0.0,44.15357795856757,42.16129968090799,50.010502543585496,16.120297373146013,12.43753247303448,HP On,1543.2033280403596,17.5555555555556,2.8200089806861235,0.0,0.5441085159953232,0.008812426465749148,2.221263803505152,1534.3909015746103,2469.010346154505,0.0,Off,0.0,18.5555555555556,0,0.0,0.0,0.0,0.0,0,0.0,0,3429.014795332523,17.560536774826982,0,2.8,9.236100170605994,771.3272234664033,-987.4576250470352,-0.0,-0.0,204.16015297006186,0.0,1.0,0.051333238605452074,0.0,0,0.9552310256308977,65.99961422222222,11.421367503017155,0.23021647394457112,8.17746786196518,0.002803806405093045,-20.08055559951405,1.2322349575592857
2025-01-01 00:04:00,0.6985440663856093,0.4535715668691984,0.0,0.01164240110642682,0.00755952611448664,0.0,0.012971997707772354,0.001,0.13097352361193593,0.553598545065901,0.0,0.0,0.0002506236243534685,0.095731608881513,0.35758933436333196,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008317036084965337,0,On,0.0033313784365852305,0,On,0.08799975102669498,0.06599981327002122,On,0,0,Off,Off,0.0,0.0,33.860367170157545,51.666666666666686,43.496666666666684,1813.725425686487,0,4.401470317643065,0.0,49.892739981770646,0.0,0.0,0.0,44.147156226876724,42.15758173005667,50.005808638721646,16.126411600998647,12.43753247303448,HP On,1544.6693119019894,17.5555555555556,2.8192339959794053,0.0,0.5447736624460636,0.00882488261983728,2.224315305040316,1535.844429282152,2469.010346154505,0.0,Off,0.0,18.5555555555556,0,0.0,0.0,0.0,0.0,0,0.0,0,3429.0093866880607,17.560536774826986,0,2.8,9.236100170605994,771.6567156107767,-987.4576250470353,-0.0,-0.0,204.16015297006186,0.0,1.0,0.051333238605452074,0.0,0,0.9552310256308977,65.99961422222222,10.284875785760875,0.23020525092029273,8.177208729224056,0.002803669103717898,-20.05814942154263,1.2322350596535203
2025-01-01 00:05:00,0.6988177151332705,0.4537483264983515,0.0,0.011646961918887842,0.007562472108305858,0.0,0.012971997707772354,0.001,0.13097352361193593,0.5538721938135622,0.0,0.0,0.0002506236243534685,0.095731608881513,0.35776609399248505,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008317036084965337,0,On,0.0033313784365852305,0,On,0.08799975102669498,0.06599981327002122,On,0,0,Off,Off,0.0,0.0,33.855551676134894,51.666666666666686,43.496666666666684,1813.7347545600487,0,4.401600899936449,0.0,49.88375635348941,0.0,0.0,0.0,44.140735568179856,42.153864319947104,50.001115363640494,16.13252060220263,12.43753247303448,HP On,1545.2602729800865,17.5555555555556,2.818922117172388,0.0,0.5450415220128777,0.008830671800684366,2.2255438010184307,1536.4296011794022,2469.010346154505,0.0,Off,0.0,18.5555555555556,0,0.0,0.0,0.0,0.0,0,0.0,0,3429.0039838365274,17.560536774826982,0,2.8,9.236100170605994,771.9945957709061,-987.4576250470352,-0.0,-0.0,204.16015297006186,0.0,1.0,0.051333238605452074,0.0,0,0.9552310256308977,65.99961422222222,10.031794867793028,0.2301940404148332,8.176949874039394,0.002803531955556999,-20.035768246567052,1.2322351616338731
2025-01-01 00:06:00,0.6990174058659985,0.4538773139692023,0.0,0.011650290097766641,0.007564621899486704,0.0,0.012971997707772354,0.001,0.13097352361193593,0.5540718845462902,0.0,0.0,0.0002506236243534685,0.095731608881513,0.3578950814633358,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008317036084965337,0,On,0.0033313784365852305,0,On,0.08799975102669498,0.06599981327002122,On,0,0,Off,Off,0.0,0.0,33.850736986100934,51.666666666666686,43.496666666666684,1813.7440915155994,0,4.401731463606839,0.0,49.87477935475968,0.0,0.0,0.0,44.134315981467914,42.150147450488944,49.996422717633735,16.1386243817413,12.43753247303448,HP On,1545.6923817200732,17.5555555555556,2.818693694132172,0.0,0.545237771689177,0.008834112857113205,2.2264437357686693,1536.85826886296,2469.010346154505,0.0,Off,0.0,18.5555555555556,0,0.0,0.0,0.0,0.0,0,0.0,0,3428.998586771977,17.560536774826986,0,2.8,9.236100170605994,772.3497583849551,-987.4576250470353,-0.0,-0.0,204.16015297006186,0.0,1.0,0.051333238605452074,0.0,0,0.9552310256308977,65.99961422222222,9.954848741855454,0.23018284241423184,8.17669129612631,0.0028033949604393516,-20.01341204668237,1.2322352635004712
2025-01-01 00:07:00,0.6991928170710855,0.4539906184145011,0.0,0.011653213617851425,0.007566510306908351,0.0,0.012971997707772354,0.001,0.13097352361193593,0.5542472957513772,0.0,0.0,0.0002506236243534685,0.095731608881513,0.35800838590863465,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008317036084965337,0,On,0.0033313784365852305,0,On,0.08799975102669498,0.06599981327002122,On,0,0,Off,Off,0.0,0.0,33.84592309929623,51.666666666666686,43.496666666666684,1813.8042842433929,0,4.401959462706316,0.0,49.865808974547896,0.0,0.0,0.0,44.1278974657283,42.1464311215919,49.99173069999578,16.144722944591923,12.43753247303448,HP On,1546.072074318674,17.5555555555556,2.818492934639003,0.0,0.5454103008457318,0.00883699490564532,2.2272348028849236,1537.2350794130286,2469.010346154505,0.0,Off,0.0,18.5555555555556,0,0.0,0.0,0.0,0.0,0,0.0,0,3428.9931954884682,17.560536774826986,0,2.8,9.236100170605994,772.7201818734968,-987.4576250470353,-0.0,-0.0,204.16015297006186,0.0,1.0,0.051333238605452074,0.0,0,0.9552310256308977,65.99961422222222,9.945579631796509,0.2301716569045433,8.17707117424591,0.0028032581181941492,-19.991080794014785,1.232235365253441
2025-01-01 00:08:00,0.6993710754149102,0.4541057619297454,0.0,0.011656184590248503,0.007568429365495757,0.0,0.012971997707772354,0.001,0.13097352361193593,0.5544255540952019,0.0,0.0,0.0002506236243534685,0.095731608881513,0.35812352942387893,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008317036084965337,0,On,0.0033313784365852305,0,On,0.08799975102669498,0.06599981327002122,On,0,0,Off,Off,0.0,0.0,33.841110015006144,51.666666666666686,43.496666666666684,1813.8136391770706,0,4.402089996427309,0.0,49.85684520184568,0.0,0.0,0.0,44.12148002000819,42.142715333165796,49.98703931002374,16.15081629572566,12.43753247303448,HP On,1546.4580019363236,17.5555555555556,2.8182888558025314,0.0,0.5455857273036367,0.008839826791565098,2.2280390649622284,1537.6181751447584,2469.010346154505,0.0,Off,0.0,18.5555555555556,0,0.0,0.0,0.0,0.0,0,0.0,0,3428.987809980065,17.560536774826982,0,2.8,9.236100170605994,773.1029176419303,-987.4576250470352,-0.0,-0.0,204.16015297006186,0.0,1.0,0.051333238605452074,0.0,0,0.9552310256308977,65.99961422222222,9.942387782579985,0.23016048387183793,8.17681316756946,0.002803121428650777,-19.968774460721697,1.2322354668929094
2025-01-01 00:09:00,0.699558684375443,0.4542269453467096,0.0,0.011659311406257384,0.007570449089111826,0.0,0.012971997707772354,0.001,0.13097352361193593,0.5546131630557347,0.0,0.0,0.0002506236243534685,0.095731608881513,0.35824471284084314,0.0,1,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004654961622807018,0.0,On,0.008317036084965337,0,On,0.0033313784365852305,0,On,0.08799975102669498,0.06599981327002122,On,0,0,Off,Off,0.0,0.0,33.83629773247652,51.666666666666686,43.496666666666684,1813.8230021654301,0,4.402220511581233,0.0,49.84788802566978,0.0,0.0,0.0,44.11506364330202,42.13900008512055,49.98234854701745,16.156904440107617,12.43753247303448,HP On,1546.8641533772193,17.5555555555556,2.8180741027725817,0.0,0.5457703780106057,0.00884278504512916,2.2288855191603334,1538.02136833209,2469.010346154505,0.0,Off,0.0,18.5555555555556,0,0.0,0.0,0.0,0.0,0,0.0,0,3428.982430240836,17.560536774826982,0,2.8,9.236100170605994,773.4945423946018,-987.4576250470352,-0.0,-0.0,204.16015297006186,0.0,1.0,0.051333238605452074,0.0,0,0.9552310256308977,65.99961422222222,9.927861094355876,0.23014932330220159,8.176555437292441,0.0028029848916388106,-19.946493018991525,1.2322355684190034
