Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,4.240636202423903,0.10321129091717532,0.0,0.07067727004039838,0.001720188181952922,0.0,0.1573781046205901,0.0,0.1410358497477574,3.8922222480555555,0.05,0.0,0.0,0.08862795758384198,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.016985553728070178,0.0,On,0.07019627544625996,0,On,0.07019627544625996,0.0,On,0.022865239635968076,0,On,0.08485909715338662,0.06364432286503995,On,0,0,Off,On,2696.690714230638,19.500000000000057,1.0,1195.5315338249172,3.7521894355555556,0.1400328125,1,3752.1894355555555,3752.1894355555555,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2527.1521911111113,Off,0.0,0.0,37.12266293290605,51.666666666666686,46.10666666666668,0.0,51.28501393954845,0.05016738901832419,135.86918832194357,0.0,37.12266293290605,51.31902702153222,51.336033562524115,51.28501393954845,12.43753247303448,19.401958686110525,0.0,-2.713806603139928,-2.155060304040006,2.8,9.236100170605994,1415.0429198607676,1788.6180795644457,518.9005850592254,-1223.9101995406495,-0.0,-0.0,490.4726602342771,0.0,3.0,0.05656822782267352,0.0,0.0,1.4895768859359224,197.99884266666666,-8.872112217370919,0.22369670771257974,9.314412525608782,0.003067935000125517,27.351770280748244,1.2207178935779575,0,0,53.748402893400616,0.0932628474094916,602.2478621134572,-83.34727705423188
2025-01-01 00:01:00,4.240636202423903,0.10321129091717532,0.0,0.07067727004039838,0.001720188181952922,0.0,0.1573781046205901,0.0,0.1410358497477574,3.8922222480555555,0.05,0.0,0.0,0.08862795758384198,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.016985553728070178,0.0,On,0.07019627544625996,0,On,0.07019627544625996,0.0,On,0.022865239635968076,0,On,0.08485909715338662,0.06364432286503995,On,0,0,Off,On,2696.690714230638,19.500000000000057,1.0,1195.5315338249172,3.7521894355555556,0.1400328125,1,3752.1894355555555,3752.1894355555555,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2527.1521911111113,Off,0.0,0.0,37.05541417101941,51.666666666666686,46.10666666666668,0.0,51.276641913350566,0.050178202929899225,135.86918832194357,0.0,37.05541417101941,51.2947490645172,51.30380264010052,51.276641913350566,12.43753247303448,19.43595053060716,0.0,-2.5118634965897777,-2.1027981618398153,2.8,9.236100170605994,1409.6291463094544,1786.4853198345793,510.2421193090085,-1227.5681882644851,-0.0,-0.0,490.4726602342771,0.0,3.0,0.05662136738819703,0.0,0.0,1.4909761779339081,197.99884266666666,-10.627897044848508,0.2238955363167973,9.354572720690513,0.0030682021428883434,27.183332889318084,1.2241413374535657,0,0,51.615643163534216,0.09309188420552612,594.8034613497098,-84.56134204070129
2025-01-01 00:02:00,4.240636202423903,0.10321129091717532,0.0,0.07067727004039838,0.001720188181952922,0.0,0.1573781046205901,0.0,0.1410358497477574,3.8922222480555555,0.05,0.0,0.0,0.08862795758384198,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.016985553728070178,0.0,On,0.07019627544625996,0,On,0.07019627544625996,0.0,On,0.022865239635968076,0,On,0.08485909715338662,0.06364432286503995,On,0,0,Off,On,2696.690714230638,19.500000000000057,1.0,1195.5315338249172,3.7521894355555556,0.1400328125,1,3752.1894355555555,3752.1894355555555,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2527.1521911111113,Off,0.0,0.0,36.98937056847106,51.666666666666686,46.10666666666668,0.0,51.2682763283424,0.050189013179214335,135.86918832194357,0.0,36.98937056847106,51.270480545302505,51.27158265378256,51.2682763283424,12.43753247303448,19.4689158951123,0.0,-2.313750645686286,-2.0524596951471494,2.8,9.236100170605994,1404.3804477943793,1784.5893012136305,501.618469422896,-1231.119851894155,-0.0,-0.0,490.4726602342771,0.0,3.0,0.056672885741944554,0.0,0.0,1.4923327795439914,197.99884266666666,-12.324931930253522,0.22345605498375087,9.369393022446353,0.003068466898042411,27.018909906423435,1.224003234802717,0,0,49.71962454258542,0.09292691647194527,587.6532132926309,-86.03474386973487
2025-01-01 00:03:00,4.240636202423903,0.10321129091717532,0.0,0.07067727004039838,0.001720188181952922,0.0,0.1573781046205901,0.0,0.1410358497477574,3.8922222480555555,0.05,0.0,0.0,0.08862795758384198,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.016985553728070178,0.0,On,0.07019627544625996,0,On,0.07019627544625996,0.0,On,0.022865239635968076,0,On,0.08485909715338662,0.06364432286503995,On,0,0,Off,On,2696.690714230638,19.500000000000057,1.0,1195.5315338249172,3.7521894355555556,0.1400328125,1,3752.1894355555555,3752.1894355555555,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2527.1521911111113,Off,0.0,0.0,36.924480574936666,51.666666666666686,46.10666666666668,0.0,51.25991700606879,0.05019981998927523,135.86918832194357,0.0,36.924480574936666,51.246221294754115,51.25991700606879,51.23937343909679,12.43753247303448,19.50089891752234,0.0,-2.119253671406049,-2.0039279045058453,2.8,9.236100170605994,1399.2509303964566,1782.7300710785116,493.96754103263146,-1234.569571223769,-0.0,-0.0,490.4726602342771,0.0,3.0,0.05672285335143654,0.0,0.0,1.493648546344713,197.99884266666666,-14.004729998562372,0.22303106115357035,9.384339371704325,0.0030687300814714715,26.85819970165696,1.2238692725763962,0,0,47.860394407466714,0.0927675917678845,580.7783459205242,-86.81080488789273
2025-01-01 00:04:00,4.240636202423903,0.10321129091717532,0.0,0.07067727004039838,0.001720188181952922,0.0,0.1573781046205901,0.0,0.1410358497477574,3.8922222480555555,0.05,0.0,0.0,0.08862795758384198,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.016985553728070178,0.0,On,0.07019627544625996,0,On,0.07019627544625996,0.0,On,0.022865239635968076,0,On,0.08485909715338662,0.06364432286503995,On,0,0,Off,On,2696.690714230638,19.500000000000057,1.0,1195.5315338249172,3.7521894355555556,0.1400328125,1,3752.1894355555555,3752.1894355555555,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2527.1521911111113,Off,0.0,0.0,36.86069773888849,51.666666666666686,46.10666666666668,0.0,51.25156377573866,0.050210623573567495,135.86918832194357,0.0,36.86069773888849,51.22197115097268,51.25156377573866,51.2071748385897,12.43753247303448,19.53193936062354,0.0,-1.9282078223809533,-1.9570018436405134,2.8,9.236100170605994,1394.7137994269406,1780.9287335335057,486.5647513377436,-1237.9212870767412,-0.0,-0.0,490.4726602342771,0.0,3.0,0.056771333722620054,0.0,0.0,1.4949251505997185,197.99884266666666,-15.1901451151064,0.22261991749138044,9.398770688374285,0.0030689917281048282,26.701056569662203,1.2237392817894754,0,0,46.05905686246064,0.0926132778671404,574.1484902191015,-87.58373888135792
2025-01-01 00:05:00,4.240636202423903,0.10321129091717532,0.0,0.07067727004039838,0.001720188181952922,0.0,0.1573781046205901,0.0,0.1410358497477574,3.8922222480555555,0.05,0.0,0.0,0.08862795758384198,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.016985553728070178,0.0,On,0.07019627544625996,0,On,0.07019627544625996,0.0,On,0.022865239635968076,0,On,0.08485909715338662,0.06364432286503995,On,0,0,Off,On,2696.690714230638,19.500000000000057,1.0,1195.5315338249172,3.7521894355555556,0.1400328125,1,3752.1894355555555,3752.1894355555555,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2527.1521911111113,Off,0.0,0.0,36.797949616942304,51.666666666666686,46.10666666666668,0.0,51.24321647346709,0.05022142413701609,135.86918832194357,0.0,36.797949616942304,51.19772995857792,51.24321647346709,51.17498670113334,12.43753247303448,19.562099333443985,0.0,-1.7404752100859453,-1.9115631939593571,2.8,9.236100170605994,1390.8199838537469,1779.1842784544624,479.60605571076485,-1241.1813861106375,-0.0,-0.0,490.4726602342771,0.0,3.0,0.05681842513245735,0.0,0.0,1.4961651801767395,197.99884266666666,-15.823861654403641,0.22222168551131377,9.412720623044535,0.0030692518715151984,26.547255877134692,1.2236130002659522,0,0,44.314601783417515,0.0924636098192624,567.7452597575822,-88.13920404681731
2025-01-01 00:06:00,4.240636202423903,0.10321129091717532,0.0,0.07067727004039838,0.001720188181952922,0.0,0.1573781046205901,0.0,0.1410358497477574,3.8922222480555555,0.05,0.0,0.0,0.08862795758384198,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.016985553728070178,0.0,On,0.07019627544625996,0,On,0.07019627544625996,0.0,On,0.022865239635968076,0,On,0.08485909715338662,0.06364432286503995,On,0,0,Off,On,2696.690714230638,19.500000000000057,1.0,1195.5315338249172,3.7521894355555556,0.1400328125,1,3752.1894355555555,3752.1894355555555,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2527.1521911111113,Off,0.0,0.0,36.73616354836142,51.666666666666686,46.10666666666668,0.0,51.23487494613845,0.0502322218709643,135.86918832194357,0.0,36.73616354836142,51.173497572356375,51.23487494613845,51.14280888546535,12.43753247303448,19.591441142231456,0.0,-1.5559382459812219,-1.8674820604319526,2.8,9.236100170605994,1387.2205064553095,1777.49554133475,472.8724719533918,-1244.3563138052543,-0.0,-0.0,490.4726602342771,0.0,3.0,0.05686422601695413,0.0,0.0,1.4973712271315016,197.99884266666666,-16.24841135822399,0.22183543346697815,9.426890279069704,0.0030695105431672734,26.396572624555464,1.2234901652925274,0,0,42.62586466370499,0.09231818134555955,561.5488596942054,-88.67638774081355
2025-01-01 00:07:00,4.240636202423903,0.10321129091717532,0.0,0.07067727004039838,0.001720188181952922,0.0,0.1573781046205901,0.0,0.1410358497477574,3.8922222480555555,0.05,0.0,0.0,0.08862795758384198,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.016985553728070178,0.0,On,0.07019627544625996,0,On,0.07019627544625996,0.0,On,0.022865239635968076,0,On,0.08485909715338662,0.06364432286503995,On,0,0,Off,On,2696.690714230638,19.500000000000057,1.0,1195.5315338249172,3.7521894355555556,0.1400328125,1,3752.1894355555555,3752.1894355555555,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2527.1521911111113,Off,0.0,0.0,36.67529031022627,51.666666666666686,46.10666666666668,0.0,51.22653905143852,0.05024301695310216,135.86918832194357,0.0,36.67529031022627,51.149273857291924,51.22653905143852,51.11064126021863,12.43753247303448,19.62000695855006,0.0,-1.3744943584335023,-1.824658089894668,2.8,9.236100170605994,1383.85276318598,1775.8602761254103,466.51211691031506,-1247.4503692410206,-0.0,-0.0,490.4726602342771,0.0,3.0,0.05690880325487024,0.0,0.0,1.4985450525418866,197.99884266666666,-16.522099191787404,0.22146051554773677,9.439968650044184,0.003069767772411533,26.248853470655863,1.2233705985630934,0,0,40.99059945436544,0.09217668066761635,555.543853336869,-89.03173642655392
2025-01-01 00:08:00,4.240636202423903,0.10321129091717532,0.0,0.07067727004039838,0.001720188181952922,0.0,0.1573781046205901,0.0,0.1410358497477574,3.8922222480555555,0.05,0.0,0.0,0.08862795758384198,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.016985553728070178,0.0,On,0.07019627544625996,0,On,0.07019627544625996,0.0,On,0.022865239635968076,0,On,0.08485909715338662,0.06364432286503995,On,0,0,Off,On,2696.690714230638,19.500000000000057,1.0,1195.5315338249172,3.7521894355555556,0.1400328125,1,3752.1894355555555,3752.1894355555555,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2527.1521911111113,Off,0.0,0.0,36.615286390473955,51.666666666666686,46.10666666666668,0.0,51.21820865437083,0.05025380955195065,135.86918832194357,0.0,36.615286390473955,51.12505868527645,51.21820865437083,51.078483700729265,12.43753247303448,19.647834052608367,0.0,-1.1960523805280223,-1.7829829464792664,2.8,9.236100170605994,1380.3709450305405,1774.2757736189765,460.3947852582302,-1250.4673451040787,-0.0,-0.0,490.4726602342771,0.0,3.0,0.05695221597917336,0.0,0.0,1.499688213520522,197.99884266666666,-16.98694148416864,0.22109635962703325,9.452642523324032,0.003070023587162348,26.10396265850577,1.2232541424419157,0,0,39.406096947931374,0.09203876712260577,549.713858342471,-89.31907308424084
2025-01-01 00:09:00,4.240636202423903,0.10321129091717532,0.0,0.07067727004039838,0.001720188181952922,0.0,0.1573781046205901,0.0,0.1410358497477574,3.8922222480555555,0.05,0.0,0.0,0.08862795758384198,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.016985553728070178,0.0,On,0.07019627544625996,0,On,0.07019627544625996,0.0,On,0.022865239635968076,0,On,0.08485909715338662,0.06364432286503995,On,0,0,Off,On,2696.690714230638,19.500000000000057,1.0,1195.5315338249172,3.7521894355555556,0.1400328125,1,3752.1894355555555,3752.1894355555555,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2527.1521911111113,Off,0.0,0.0,36.5561304361093,51.666666666666686,46.10666666666668,0.0,51.20988362640769,0.05026459982794188,135.86918832194357,0.0,36.5561304361093,51.1008519343084,51.20988362640769,51.04633608825877,12.43753247303448,19.67494065499413,0.0,-1.0205299968608934,-1.7423678415321917,2.8,9.236100170605994,1377.1158530847765,1772.7391514738274,454.5369654684317,-1253.4089889578029,-0.0,-0.0,490.4726602342771,0.0,3.0,0.0569944935434882,0.0,0.0,1.5008014830186307,197.99884266666666,-17.3003895762086,0.22074266013040908,9.465591805178875,0.003070278014063221,25.96183208811934,1.2231407189913204,0,0,37.869474802782335,0.09190416238494158,544.045388826207,-89.50842335777538
