Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.103848721133371,0.06680428330114642,0.0,0.0017308120188895167,0.0011134047216857736,0.0,0.012602433608116918,0.0,0.09124628752525409,0.0,0.0,0.0,0.06680428330114642,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.003412116228070175,0.0,On,0.009190317380046742,0,On,0.002173909790392169,0,On,0.051412103293638996,0.038559077470229235,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3769.7737022222223,Off,0.0,0.0,39.6095040195288,51.666666666666686,46.10666666666668,0.0,50.74125100607516,0.0,0.0,0.0,39.6095040195288,49.336466161816375,50.74125100607516,48.63407373968698,12.43753247303448,15.33375836258883,0.0,2.8,9.236100170605994,-300.3809003791124,-523.2610651002828,-0.0,-0.0,166.24948812503848,0.0,1.0,0.032034610747518656,0.0,0,0.4473472943282576,65.99961422222222,56.63067659613198,0.2487890187760557,6.878359922906144,0.002636399184930449,23.70304037636533,1.2382548327883622
2025-01-01 00:01:00,0.103848721133371,0.06680428330114642,0.0,0.0017308120188895167,0.0011134047216857736,0.0,0.012602433608116918,0.0,0.09124628752525409,0.0,0.0,0.0,0.06680428330114642,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.003412116228070175,0.0,On,0.009190317380046742,0,On,0.002173909790392169,0,On,0.051412103293638996,0.038559077470229235,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3769.7737022222223,Off,0.0,0.0,39.61373778457902,51.666666666666686,46.10666666666668,0.0,50.73504989080639,0.0,0.0,0.0,39.61373778457902,49.33090729977174,50.73504989080639,48.62883600425441,12.43753247303448,15.324541628816151,0.0,2.8,9.236100170605994,-302.7751754346194,-522.72867320211,-0.0,-0.0,166.24948812503848,0.0,1.0,0.03202556722642061,0.0,0,0.44722100608563475,65.99961422222222,53.704009642452085,0.2496749472058268,6.895433042053276,0.0026365202175186605,23.698793482111945,1.241911522458388
2025-01-01 00:02:00,0.103848721133371,0.06680428330114642,0.0,0.0017308120188895167,0.0011134047216857736,0.0,0.012602433608116918,0.0,0.09124628752525409,0.0,0.0,0.0,0.06680428330114642,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.003412116228070175,0.0,On,0.009190317380046742,0,On,0.002173909790392169,0,On,0.051412103293638996,0.038559077470229235,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3769.7737022222223,Off,0.0,0.0,39.61819520166922,51.666666666666686,46.10666666666668,0.0,50.72884828977467,0.0,0.0,0.0,39.61819520166922,49.32534784355364,50.72884828977467,48.62359762044313,12.43753247303448,15.31513207611809,0.0,2.8,9.236100170605994,-305.1504829793977,-522.1853581241799,-0.0,-0.0,166.24948812503848,0.0,1.0,0.03201633393516681,0.0,0,0.44709206779783456,65.99961422222222,50.7853870197437,0.24983730155562933,6.890937397795996,0.002636640872116332,23.694761621426448,1.2419519423748822
2025-01-01 00:03:00,0.103848721133371,0.06680428330114642,0.0,0.0017308120188895167,0.0011134047216857736,0.0,0.012602433608116918,0.0,0.09124628752525409,0.0,0.0,0.0,0.06680428330114642,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.003412116228070175,0.0,On,0.009190317380046742,0,On,0.002173909790392169,0,On,0.051412103293638996,0.038559077470229235,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3769.7737022222223,Off,0.0,0.0,39.62285942842083,51.666666666666686,46.10666666666668,0.0,50.722646169714025,0.0,0.0,0.0,39.62285942842083,49.3197877617744,50.722646169714025,48.61835855780459,12.43753247303448,15.3055441490391,0.0,2.8,9.236100170605994,-307.51291360756795,-521.6319667696147,-0.0,-0.0,166.24948812503848,0.0,1.0,0.0320069250139787,0.0,0,0.44696067692596714,65.99961422222222,47.869565037008215,0.25000263487770946,6.886340217627622,0.0026367615022610197,23.69089636378966,1.241993132966749
2025-01-01 00:04:00,0.103848721133371,0.06680428330114642,0.0,0.0017308120188895167,0.0011134047216857736,0.0,0.012602433608116918,0.0,0.09124628752525409,0.0,0.0,0.0,0.06680428330114642,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.003412116228070175,0.0,On,0.009190317380046742,0,On,0.002173909790392169,0,On,0.051412103293638996,0.038559077470229235,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3769.7737022222223,Off,0.0,0.0,39.627716015678416,51.666666666666686,46.10666666666668,0.0,50.71644349986221,0.0,0.0,0.0,39.627716015678416,49.314227025410005,50.71644349986221,48.61311878818392,12.43753247303448,15.295790237374414,0.0,2.8,9.236100170605994,-308.92323982331277,-521.0692264127728,-0.0,-0.0,166.24948812503848,0.0,1.0,0.03199735258953577,0.0,0,0.4468270028130379,65.99961422222222,45.89649846442154,0.2501707545082368,6.881648493615613,0.0026368821087276273,23.68718698305093,1.2420350410367549
2025-01-01 00:05:00,0.103848721133371,0.06680428330114642,0.0,0.0017308120188895167,0.0011134047216857736,0.0,0.012602433608116918,0.0,0.09124628752525409,0.0,0.0,0.0,0.06680428330114642,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.003412116228070175,0.0,On,0.009190317380046742,0,On,0.002173909790392169,0,On,0.051412103293638996,0.038559077470229235,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3769.7737022222223,Off,0.0,0.0,39.63272294341383,51.666666666666686,46.10666666666668,0.0,50.71024025160495,0.0,0.0,0.0,39.63272294341383,49.30866560746429,50.71024025160495,48.607878285393966,12.43753247303448,15.28590643020361,0.0,2.8,9.236100170605994,-309.15626536056106,-520.4992298034306,-0.0,-0.0,166.24948812503848,0.0,1.0,0.031987652051792326,0.0,0,0.44669153966203345,65.99961422222222,45.09347631783102,0.2503410860532131,6.87688262277705,0.0026370026922415855,23.68360192183634,1.2420775113208253
2025-01-01 00:06:00,0.103848721133371,0.06680428330114642,0.0,0.0017308120188895167,0.0011134047216857736,0.0,0.012602433608116918,0.0,0.09124628752525409,0.0,0.0,0.0,0.06680428330114642,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.003412116228070175,0.0,On,0.009190317380046742,0,On,0.002173909790392169,0,On,0.051412103293638996,0.038559077470229235,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3769.7737022222223,Off,0.0,0.0,39.63783363042027,51.666666666666686,46.10666666666668,0.0,50.704036402573855,0.0,0.0,0.0,39.63783363042027,49.30310348683821,50.704036402573855,48.60263702897039,12.43753247303448,15.275932742702583,0.0,2.8,9.236100170605994,-309.41776980424777,-519.9242926199771,-0.0,-0.0,166.24948812503848,0.0,1.0,0.03197786265336908,0.0,0,0.44655483561614207,65.99961422222222,44.25703469069088,0.2505129902190634,6.872065226842803,0.00263712325338272,23.680106125260327,1.242120371606371
2025-01-01 00:07:00,0.103848721133371,0.06680428330114642,0.0,0.0017308120188895167,0.0011134047216857736,0.0,0.012602433608116918,0.0,0.09124628752525409,0.0,0.0,0.0,0.06680428330114642,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.003412116228070175,0.0,On,0.009190317380046742,0,On,0.002173909790392169,0,On,0.051412103293638996,0.038559077470229235,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3769.7737022222223,Off,0.0,0.0,39.64304213183145,51.666666666666686,46.10666666666668,0.0,50.69783193732425,0.0,0.0,0.0,39.64304213183145,49.29754064897003,50.69783193732425,48.597395004792915,12.43753247303448,15.26587426989874,0.0,2.8,9.236100170605994,-309.20432225336043,-519.344715010658,-0.0,-0.0,166.24948812503848,0.0,1.0,0.03196798937880673,0.0,0,0.4464169602819782,65.99961422222222,43.89090463225908,0.25068638837897333,6.867789244239744,0.002637243792569099,23.676695186568427,1.2421636000300946
2025-01-01 00:08:00,0.103848721133371,0.06680428330114642,0.0,0.0017308120188895167,0.0011134047216857736,0.0,0.012602433608116918,0.0,0.09124628752525409,0.0,0.0,0.0,0.06680428330114642,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.003412116228070175,0.0,On,0.009190317380046742,0,On,0.002173909790392169,0,On,0.051412103293638996,0.038559077470229235,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3769.7737022222223,Off,0.0,0.0,39.64832697916625,51.666666666666686,46.10666666666668,0.0,50.69162684129525,0.0,0.0,0.0,39.64832697916625,49.2919770801323,50.69162684129525,48.59215219955083,12.43753247303448,15.255749450120124,0.0,2.8,9.236100170605994,-309.3402237839531,-518.7615650339595,-0.0,-0.0,166.24948812503848,0.0,1.0,0.031958050312816705,0.0,0,0.44627816620347877,65.99961422222222,43.171853124967924,0.25086098653848665,6.862884644563902,0.002637364310198458,23.673352955400546,1.2422071172516722
2025-01-01 00:09:00,0.103848721133371,0.06680428330114642,0.0,0.0017308120188895167,0.0011134047216857736,0.0,0.012602433608116918,0.0,0.09124628752525409,0.0,0.0,0.0,0.06680428330114642,0.0,1,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.003412116228070175,0.0,On,0.009190317380046742,0,On,0.002173909790392169,0,On,0.051412103293638996,0.038559077470229235,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3769.7737022222223,Off,0.0,0.0,39.653693544873704,51.666666666666686,46.10666666666668,0.0,50.685421103117065,0.0,0.0,0.0,39.653693544873704,49.28641276961053,50.685421103117065,48.58690860285727,12.43753247303448,15.245553654977561,0.0,2.8,9.236100170605994,-309.1361619642629,-518.1745812677624,-0.0,-0.0,166.24948812503848,0.0,1.0,0.03194804089909019,0.0,0,0.44613838975407344,65.99961422222222,42.78893117846099,0.25103686200975767,6.857939191276249,0.002637484806594003,23.670083556807654,1.24225094326789
