occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.589,0.0184,0.337,0.0504,0.239,0.8,0.0,0.0,0.0,0.0,0.23,0,0,0,0
1.0,0.596,0.019,0.316,0.0507,0.568,1.0,0.0,0.0,0.0,0.0,0.384,0,0,0,0
1.0,0.624,0.0215,0.232,0.0518,0.386,1.0,0.0,0.0,0.0,0.8,0.384,0,0,0,0
1.0,0.631,0.0221,0.211,0.0521,0.185,1.0,0.0,0.0,0.0,1.0,0.0768,0,0,0,0
1.0,0.631,0.0293,0.211,0.0904,0.429,0.467,0.0,0.0,0.0,1.0,0.23,0,0,0,0
1.0,0.631,0.0311,0.211,0.0999,0.749,0.0,0.0,0.0,0.0,0.267,0.384,0,0,0,0
1.0,0.631,0.0311,0.211,0.0999,0.394,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.211,0.0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
1.0,0.682,0.0542,0.126,0.242,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.695,0.06,0.105,0.277,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.695,0.06,0.105,0.277,0.359,0.0,0.0,0.0,0.0,0.0,0.613,0,0,0,0
1.0,0.695,0.06,0.105,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0765,0,0,0,0
1.0,0.778,0.0945,0.0211,0.413,0.0,0.0,0.0,0.0,0.0,0.8,0.23,0,0,0,0
1.0,0.798,0.103,0.0,0.447,0.0,0.0,0.0,0.0,0.0,0.2,0.105,0,0,0,0
0.6,0.704,0.0682,0.168,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.68,0.0595,0.211,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.688,0.0688,0.211,0.259,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0,0,0,0
0.5,0.69,0.0711,0.211,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0,0,0,0
0.5,0.69,0.0711,0.211,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0711,0.211,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,0,0,0,0
0.5,0.69,0.0804,0.211,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0,0,0,0
0.5,0.69,0.0827,0.211,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0827,0.211,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0827,0.211,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0899,0.211,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
0.5,0.69,0.0917,0.211,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0,0,0,0
0.5,0.69,0.0917,0.211,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0917,0.211,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0989,0.211,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.101,0.211,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.101,0.211,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.101,0.211,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.105,0.211,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0,0,0,0
0.5,0.69,0.106,0.211,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
0.5,0.69,0.106,0.211,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.106,0.211,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.116,0.211,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.119,0.211,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.119,0.211,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.119,0.211,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.124,0.211,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.125,0.211,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.125,0.211,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
0.5,0.69,0.125,0.211,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
0.5,0.705,0.137,0.211,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
0.5,0.709,0.139,0.211,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.709,0.139,0.211,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
0.5,0.709,0.139,0.211,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.732,0.165,0.211,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0,0,0,0
0.5,0.738,0.172,0.211,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
0.5,0.738,0.172,0.211,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
0.5,0.738,0.172,0.211,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0,0,0,0
0.5,0.762,0.201,0.211,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.767,0.209,0.211,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0,0,0,0
0.7,0.85,0.286,0.126,0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.502,0,0,0,0
0.75,0.87,0.306,0.105,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
0.95,0.968,0.494,0.0211,0.914,0.394,0.8,0.0,0.0,0.0,0.0,0.0768,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.927,1.0,0.0,0.0,0.0,0.0,0.403,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.402,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.993,0.541,0.0,0.986,0.232,1.0,0.0,0.0,0.0,0.8,0.0,0,0,0,0
1.0,0.977,0.714,0.0,0.979,0.0,0.467,0.0,0.0,0.0,0.2,0.0,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.973,0.758,0.0,0.977,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0,0,0,0
1.0,0.942,0.9,0.0,0.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.934,0.936,0.0,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.872,0.896,0.0,0.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.857,0.887,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.751,0.502,0.0842,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.724,0.406,0.105,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.681,0.302,0.189,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.67,0.276,0.211,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.647,0.154,0.211,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.609,0.0807,0.295,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.601,0.0699,0.316,0.0991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.601,0.0699,0.316,0.0991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.569,0.0267,0.4,0.0593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
