Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,3.396198539231505,0.11426577137960349,0.0,0.05660330898719174,0.0019044295229933915,0.0,0.04377476498791927,0.0,0.1608732323632438,3.181550541880342,0.010000000000000002,0.0,0.0,0.11134910471293682,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.028625751830024533,0,On,0.012407759412661338,0,On,0.10882307880192676,0.08161730910144505,On,0,0,Off,On,3181.5505418803423,19.444444444444457,1.0,0.0,3.075781311111111,0.10576923076923077,1,3075.7813111111113,3075.7813111111113,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,600.2096355555556,Off,0.0,0.0,35.55760380243453,51.666666666666686,46.10666666666668,0.0,49.97118349829456,0.0,0.0,0.0,35.55760380243453,49.16616712004996,49.97118349829456,48.76365893092766,12.43753247303448,18.62833598031963,-0.3161084641248273,6.711410313065089,2.8,9.236100170605994,3093.4423054540252,-498.12662135395084,-358.7625641140716,-0.0,-0.0,329.02961027947265,0.0,2.0,0.01739218743458979,0.0,0,0.8583530629335095,131.99922844444444,-58.37528259171798,0.2758126653393399,9.568401070740567,0.0036074827260587574,35.52107891268461,1.2235566290043345,0.1000045777292613,-509.76605042716335,11.639429073212456
2025-01-01 00:01:00,3.396198539231505,0.11426577137960349,0.0,0.05660330898719174,0.0019044295229933915,0.0,0.04377476498791927,0.0,0.1608732323632438,3.181550541880342,0.010000000000000002,0.0,0.0,0.11134910471293682,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.028625751830024533,0,On,0.012407759412661338,0,On,0.10882307880192676,0.08161730910144505,On,0,0,Off,On,3181.5505418803423,19.444444444444457,1.0,0.0,3.075781311111111,0.10576923076923077,1,3075.7813111111113,3075.7813111111113,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,600.2096355555556,Off,0.0,0.0,35.35615061221478,51.666666666666686,46.10666666666668,0.0,49.96571863859798,0.0,0.0,0.0,35.35615061221478,49.16117690825437,49.96571863859798,48.75890604308257,12.43753247303448,18.796479898692997,-0.14796454575146,6.738135413889457,2.8,9.236100170605994,3084.4203128764675,-501.8283849543184,-364.643500018916,-0.0,-0.0,329.02961027947265,0.0,2.0,0.017491473638873236,0.0,0,0.8632531146305288,131.99922844444444,-61.516339264431345,0.2737725522928866,9.669018400265703,0.003608131445271637,35.0898417428509,1.2264235624601862,0.10002839767718852,-513.3713278431896,11.542942888871284
2025-01-01 00:02:00,3.396198539231505,0.11426577137960349,0.0,0.05660330898719174,0.0019044295229933915,0.0,0.04377476498791927,0.0,0.1608732323632438,3.181550541880342,0.010000000000000002,0.0,0.0,0.11134910471293682,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.028625751830024533,0,On,0.012407759412661338,0,On,0.10882307880192676,0.08161730910144505,On,0,0,Off,On,3181.5505418803423,19.444444444444457,1.0,0.0,3.075781311111111,0.10576923076923077,1,3075.7813111111113,3075.7813111111113,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,600.2096355555556,Off,0.0,0.0,35.16273404733524,51.666666666666686,46.10666666666668,0.0,49.9602838272651,0.0,0.0,0.0,35.16273404733524,49.156214968726275,49.9602838272651,48.75418053945686,12.43753247303448,18.957744696930888,0.0,6.76293577403,2.8,9.236100170605994,3075.918186344035,-505.30028984716984,-370.3197779715024,-0.0,-0.0,329.02961027947265,0.0,2.0,0.01758646344895441,0.0,0,0.8679411272647813,131.99922844444444,-64.34218784427762,0.2710754552973428,9.742617192053276,0.003608770790767621,34.67583672923781,1.2257460152151327,0.10005049704032523,-516.7184114154087,11.41812156823884
2025-01-01 00:03:00,3.396198539231505,0.11426577137960349,0.0,0.05660330898719174,0.0019044295229933915,0.0,0.04377476498791927,0.0,0.1608732323632438,3.181550541880342,0.010000000000000002,0.0,0.0,0.11134910471293682,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.028625751830024533,0,On,0.012407759412661338,0,On,0.10882307880192676,0.08161730910144505,On,0,0,Off,On,3181.5505418803423,19.444444444444457,1.0,0.0,3.075781311111111,0.10576923076923077,1,3075.7813111111113,3075.7813111111113,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,600.2096355555556,Off,0.0,0.0,34.97675342750966,51.666666666666686,46.10666666666668,0.0,49.95487786940275,0.0,0.0,0.0,34.97675342750966,49.15128017359263,49.95487786940275,48.749481325687576,12.43753247303448,19.11264552734038,0.0,6.78597724833961,2.8,9.236100170605994,3067.62668637195,-508.5587313683411,-375.80508870998784,-0.0,-0.0,329.02961027947265,0.0,2.0,0.01767749021361185,0.0,0,0.8724335525302342,131.99922844444444,-67.14837707787672,0.26851432334098563,9.812688758321507,0.003609402942228029,34.2776472897908,1.2250958966437853,0.10007102470372106,-519.8293712651212,11.270639896780054
2025-01-01 00:04:00,3.396198539231505,0.11426577137960349,0.0,0.05660330898719174,0.0019044295229933915,0.0,0.04377476498791927,0.0,0.1608732323632438,3.181550541880342,0.010000000000000002,0.0,0.0,0.11134910471293682,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.028625751830024533,0,On,0.012407759412661338,0,On,0.10882307880192676,0.08161730910144505,On,0,0,Off,On,3181.5505418803423,19.444444444444457,1.0,0.0,3.075781311111111,0.10576923076923077,1,3075.7813111111113,3075.7813111111113,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,600.2096355555556,Off,0.0,0.0,34.79773956617945,51.666666666666686,46.10666666666668,0.0,49.949499659412766,0.0,0.0,0.0,34.79773956617945,49.14637147928086,49.949499659412766,48.744807389214905,12.43753247303448,19.26158460829771,0.0,6.80740435544786,2.8,9.236100170605994,3059.9590799843772,-511.5390585105798,-381.10971886379514,-0.0,-0.0,329.02961027947265,0.0,2.0,0.0177648168190621,0.0,0,0.8767433645964687,131.99922844444444,-69.51135331164224,0.2660787606981002,9.880651013672495,0.0036100281661791897,33.89424008184614,1.2244714362236992,0.10009011034846883,-522.7234528087,11.184394298120178
2025-01-01 00:05:00,3.396198539231505,0.11426577137960349,0.0,0.05660330898719174,0.0019044295229933915,0.0,0.04377476498791927,0.0,0.1608732323632438,3.181550541880342,0.010000000000000002,0.0,0.0,0.11134910471293682,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.028625751830024533,0,On,0.012407759412661338,0,On,0.10882307880192676,0.08161730910144505,On,0,0,Off,On,3181.5505418803423,19.444444444444457,1.0,0.0,3.075781311111111,0.10576923076923077,1,3075.7813111111113,3075.7813111111113,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,600.2096355555556,Off,0.0,0.0,34.62524341183778,51.666666666666686,46.10666666666668,0.0,49.944148161446805,0.0,0.0,0.0,34.62524341183778,49.14148790806476,49.944148161446805,48.74015778137374,12.43753247303448,19.404946918213223,0.0,6.827360660242627,2.8,9.236100170605994,3052.978784456421,-514.3257906551803,-386.2438304157696,-0.0,-0.0,329.02961027947265,0.0,2.0,0.01784869267802641,0.0,0,0.880882872678414,131.99922844444444,-71.35753728762415,0.26375913593248246,9.945536728560029,0.003610646712074135,33.52463359904112,1.2238709458908932,0.1001078826412578,-525.419819914751,11.094029259570641
2025-01-01 00:06:00,3.396198539231505,0.11426577137960349,0.0,0.05660330898719174,0.0019044295229933915,0.0,0.04377476498791927,0.0,0.1608732323632438,3.181550541880342,0.010000000000000002,0.0,0.0,0.11134910471293682,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.028625751830024533,0,On,0.012407759412661338,0,On,0.10882307880192676,0.08161730910144505,On,0,0,Off,On,3181.5505418803423,19.444444444444457,1.0,0.0,3.075781311111111,0.10576923076923077,1,3075.7813111111113,3075.7813111111113,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,600.2096355555556,Off,0.0,0.0,34.45885749919547,51.666666666666686,46.10666666666668,0.0,49.93882240641274,0.0,0.0,0.0,34.45885749919547,49.136628545238764,49.93882240641274,48.735531614651784,12.43753247303448,19.543081755410547,0.0,6.845962937001906,2.8,9.236100170605994,3046.392506890229,-516.9225773008392,-391.2167436225114,-0.0,-0.0,329.02961027947265,0.0,2.0,0.017929343346045318,0.0,0,0.8848632085724482,131.99922844444444,-72.97090164707444,0.26154682575672245,10.008143723555712,0.003611258813091443,33.1679398180841,1.223292896054761,0.10012444624961324,-527.9340569816397,11.01147968080054
2025-01-01 00:07:00,0.21464799735116308,0.11426577137960349,0.0,0.0035774666225193846,0.0019044295229933915,0.0,0.04377476498791927,0.0,0.1608732323632438,0.0,0.010000000000000002,0.0,0.0,0.11134910471293682,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.028625751830024533,0,On,0.012407759412661338,0,On,0.10882307880192676,0.08161730910144505,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3075.7813111111113,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,600.2096355555556,Off,0.0,0.0,34.29824298225012,51.666666666666686,46.10666666666668,0.0,49.9335214857928,0.0,0.0,0.0,34.29824298225012,49.13179253328165,49.9335214857928,48.73092805702608,12.43753247303448,19.676279497569126,0.0,6.8633186285735714,2.8,9.236100170605994,-141.48075096238034,-519.3437564948217,-396.03603078276825,-0.0,-0.0,329.02961027947265,0.0,2.0,0.01800695743232668,0.0,0,0.8886936806701611,131.99922844444444,-74.47433045908474,0.25943452596143163,10.068033279954259,0.0036118646876681254,32.82341671708685,1.222736011326414,0.10013989741860133,-530.2805198143811,10.936763319559429
2025-01-01 00:08:00,0.21464799735116308,0.11426577137960349,0.0,0.0035774666225193846,0.0019044295229933915,0.0,0.04377476498791927,0.0,0.1608732323632438,0.0,0.010000000000000002,0.0,0.0,0.11134910471293682,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.028625751830024533,0,On,0.012407759412661338,0,On,0.10882307880192676,0.08161730910144505,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3075.7813111111113,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,600.2096355555556,Off,0.0,0.0,34.4961507731543,51.666666666666686,46.10666666666668,0.0,49.92824454144384,0.0,0.0,0.0,34.4961507731543,49.12697906222637,49.92824454144384,48.726346322617644,12.43753247303448,19.50135144443379,0.0,6.879525280408848,2.8,9.236100170605994,-132.9678440633209,-521.6033077561113,-389.7117477342331,-0.0,-0.0,329.02961027947265,0.0,2.0,0.017904996102339265,0.0,0,0.8836616040423869,131.99922844444444,-72.28570660856049,0.26231334123939626,9.990781788867352,0.003612464541958911,33.196504812279336,1.22346644190812,0.10015432348523803,-532.4722538754781,10.868946119366747
2025-01-01 00:09:00,0.21464799735116308,0.11426577137960349,0.0,0.0035774666225193846,0.0019044295229933915,0.0,0.04377476498791927,0.0,0.1608732323632438,0.0,0.010000000000000002,0.0,0.0,0.11134910471293682,0.0,0.0029166666666666685,1,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.015149013157894735,0.0,On,0.028625751830024533,0,On,0.012407759412661338,0,On,0.10882307880192676,0.08161730910144505,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3075.7813111111113,Off,0.0,22.222222222222285,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,600.2096355555556,Off,0.0,0.0,34.686051601922905,51.666666666666686,46.10666666666668,0.0,49.92293828530792,0.0,0.0,0.0,34.686051601922905,49.1221378164707,49.92293828530792,48.721737582052086,12.43753247303448,19.333277520685748,0.0,6.894671626390425,2.8,9.236100170605994,-125.06176292129607,-523.7134646925582,-383.6737544411341,-0.0,-0.0,329.02961027947265,0.0,2.0,0.017806783739021628,0.0,0,0.8788145493985314,131.99922844444444,-70.41761875963456,0.2651152998176531,9.916284992409935,0.0036130708523128352,33.55462869494793,1.2241690532929375,0.10016780386104822,-534.5211365356264,10.807671843068182
