Metric,Value
Total Electric Energy (kWh),44.60332222654545
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.858471759439394
Peak Electric Power (kW),6.217638459888266
Lighting Electric Energy (kWh),2.460039469093464
Water Heating Electric Energy (kWh),4.541478782962964
Other Electric Energy (kWh),4.644859235486183
HVAC Heating Electric Energy (kWh),32.71694473900285
HVAC Cooling Electric Energy (kWh),0.2400000000000001
Average Temperature - Indoor (C),19.147974896694194
Unmet Heating Load (C-hours),1.4332396598257335
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),32.716944739002855
Average HVAC Heating COP (-),1.0
Average HVAC Heating Duct Efficiency (-),1.0000000000000002
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
