Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.0760979351387918,0.1387301372244143,0.7110250000000001,0.01793496558564653,0.002312168953740238,0.011850416666666669,0.026962166830450808,0.0,0.1696066016416743,0.8295291666666665,0.05,0.7110250000000001,0.0,0,0.12414680389108096,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003974278143274853,0.0,On,0.011493944343587978,0,On,0.011493944343587978,0.0,On,0.004077529786899625,0,On,0.12786879741355175,0.09590159806016378,On,0,0,Off,On,13577.388768088407,19.500000000000057,0.7999999999999999,3922.6113408004812,20.83808867777778,0.8295291666666665,1,16670.470942222222,16670.470942222222,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8498.18300888889,Off,0.0,0.0,3.2539648486817896e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2539648486817896e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.127351596164765,0.0,-2.6788286440648044,2.8,9.236100170605994,7084.835995156949,6808.851611945424,-4056.5941919969914,-0.0,-0.0,385.61679531984316,0.0,3.0,0.19064620628868884,0.0,0.0,1.8306182819096946,197.99884266666666,-106.09762263662896,0.20863145425986326,8.897743777766026,0.0028116327479757613,-120.0703279883199,1.222053734906278,0,0,170.76251752726117
2025-01-01 00:01:00,1.0760979351387918,0.1387301372244143,0.7110250000000001,0.01793496558564653,0.002312168953740238,0.011850416666666669,0.026962166830450808,0.0,0.1696066016416743,0.8295291666666665,0.05,0.7110250000000001,0.0,0,0.12414680389108096,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003974278143274853,0.0,On,0.011493944343587978,0,On,0.011493944343587978,0.0,On,0.004077529786899625,0,On,0.12786879741355175,0.09590159806016378,On,0,0,Off,On,13577.388768088407,19.500000000000057,0.7999999999999999,3922.6113408004812,20.83808867777778,0.8295291666666665,1,16670.470942222222,16670.470942222222,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8498.18300888889,Off,0.0,0.0,3.245791297956657e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.245791297956657e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.209018186609622,0.0,-2.4559517240179862,2.8,9.236100170605994,7045.386030748012,6803.311237907342,-4084.9558487070904,-0.0,-0.0,385.61679531984316,0.0,3.0,0.1910236409924688,0.0,0.0,1.8342424760776106,197.99884266666666,-117.18593033546682,0.20814678052711266,8.957841950059588,0.0028112055807205973,-120.35821276174535,1.2252814663861418,0,0,165.22214348917868
2025-01-01 00:02:00,1.0760979351387918,0.1387301372244143,0.7110250000000001,0.01793496558564653,0.002312168953740238,0.011850416666666669,0.026962166830450808,0.0,0.1696066016416743,0.8295291666666665,0.05,0.7110250000000001,0.0,0,0.12414680389108096,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003974278143274853,0.0,On,0.011493944343587978,0,On,0.011493944343587978,0.0,On,0.004077529786899625,0,On,0.12786879741355175,0.09590159806016378,On,0,0,Off,On,13577.388768088407,19.500000000000057,0.7999999999999999,3922.6113408004812,20.83808867777778,0.8295291666666665,1,16670.470942222222,16670.470942222222,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8498.18300888889,Off,0.0,0.0,3.2378654305868317e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.2378654305868317e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.28835840374456,0.0,-2.236332018334741,2.8,9.236100170605994,7006.950666239587,6798.422592531817,-4112.582783904212,-0.0,-0.0,385.61679531984316,0.0,3.0,0.19139014972461976,0.0,0.0,1.8377617571512614,197.99884266666666,-127.9943596467696,0.20708906259726076,8.994052464388808,0.0028107785172495608,-120.62932231158614,1.224949356112626,0,0,160.3334981136538
2025-01-01 00:03:00,1.0760979351387918,0.1387301372244143,0.7110250000000001,0.01793496558564653,0.002312168953740238,0.011850416666666669,0.026962166830450808,0.0,0.1696066016416743,0.8295291666666665,0.05,0.7110250000000001,0.0,0,0.12414680389108096,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003974278143274853,0.0,On,0.011493944343587978,0,On,0.011493944343587978,0.0,On,0.004077529786899625,0,On,0.12786879741355175,0.09590159806016378,On,0,0,Off,On,13577.388768088407,19.500000000000057,0.7999999999999999,3922.6113408004812,20.83808867777778,0.8295291666666665,1,16670.470942222222,16670.470942222222,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8498.18300888889,Off,0.0,0.0,3.230137709901252e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.230137709901252e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.365460982804045,0.0,-2.0197820286092,2.8,9.236100170605994,6969.38689693394,6793.671375110097,-4139.499601464015,-0.0,-0.0,385.61679531984316,0.0,3.0,0.19174615645233825,0.0,0.0,1.8411801961379644,197.99884266666666,-138.64131139261465,0.20606596234068322,9.029690445272202,0.002810350375761604,-120.88359415232726,1.2246267946770475,0,0,155.582280691934
2025-01-01 00:04:00,1.0760979351387918,0.1387301372244143,0.7110250000000001,0.01793496558564653,0.002312168953740238,0.011850416666666669,0.026962166830450808,0.0,0.1696066016416743,0.8295291666666665,0.05,0.7110250000000001,0.0,0,0.12414680389108096,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003974278143274853,0.0,On,0.011493944343587978,0,On,0.011493944343587978,0.0,On,0.004077529786899625,0,On,0.12786879741355175,0.09590159806016378,On,0,0,Off,On,13577.388768088407,19.500000000000057,0.7999999999999999,3922.6113408004812,20.83808867777778,0.8295291666666665,1,16670.470942222222,16670.470942222222,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8498.18300888889,Off,0.0,0.0,3.22265767257098e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.22265767257098e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.44040834012852,0.0,-1.806162225475065,2.8,9.236100170605994,6935.237005185379,6789.1018684638675,-4165.729192742277,-0.0,-0.0,385.61679531984316,0.0,3.0,0.19209205496263607,0.0,0.0,1.8445015742496151,197.99884266666666,-146.56161186291433,0.20507592038784342,9.063420334142041,0.002809921218795481,-121.1216745550475,1.224313422221315,0,0,151.012774045705
2025-01-01 00:05:00,1.0760979351387918,0.1387301372244143,0.7110250000000001,0.01793496558564653,0.002312168953740238,0.011850416666666669,0.026962166830450808,0.0,0.1696066016416743,0.8295291666666665,0.05,0.7110250000000001,0.0,0,0.12414680389108096,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003974278143274853,0.0,On,0.011493944343587978,0,On,0.011493944343587978,0.0,On,0.004077529786899625,0,On,0.12786879741355175,0.09590159806016378,On,0,0,Off,On,13577.388768088407,19.500000000000057,0.7999999999999999,3922.6113408004812,20.83808867777778,0.8295291666666665,1,16670.470942222222,16670.470942222222,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8498.18300888889,Off,0.0,0.0,3.215326245253891e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.215326245253891e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.513326877562278,0.0,-1.5953588162242283,2.8,9.236100170605994,6904.896326508108,6784.706692406106,-4191.310355084616,-0.0,-0.0,385.61679531984316,0.0,3.0,0.19242844096939624,0.0,0.0,1.8477316116353122,197.99884266666666,-151.32112819784462,0.204116860130807,9.09669968149414,0.0028094911065417554,-121.34449810750608,1.224008696066344,0,0,146.6175979879435
2025-01-01 00:06:00,1.0760979351387918,0.1387301372244143,0.7110250000000001,0.01793496558564653,0.002312168953740238,0.011850416666666669,0.026962166830450808,0.0,0.1696066016416743,0.8295291666666665,0.05,0.7110250000000001,0.0,0,0.12414680389108096,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003974278143274853,0.0,On,0.011493944343587978,0,On,0.011493944343587978,0.0,On,0.004077529786899625,0,On,0.12786879741355175,0.09590159806016378,On,0,0,Off,On,13577.388768088407,19.500000000000057,0.7999999999999999,3922.6113408004812,20.83808867777778,0.8295291666666665,1,16670.470942222222,16670.470942222222,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8498.18300888889,Off,0.0,0.0,3.20824250129211e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.20824250129211e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.584345923565188,0.0,-1.3872769248488706,2.8,9.236100170605994,6876.334407921232,6780.479427002296,-4216.283494051993,-0.0,-0.0,385.61679531984316,0.0,3.0,0.19275592241866127,0.0,0.0,1.850876145899493,197.99884266666666,-154.90990781734365,0.20318671802567262,9.12890803661741,0.0028090600957480275,-121.55301210472301,1.2237120627435512,0,0,142.39033258413278
2025-01-01 00:07:00,1.0760979351387918,0.1387301372244143,0.7110250000000001,0.01793496558564653,0.002312168953740238,0.011850416666666669,0.026962166830450808,0.0,0.1696066016416743,0.8295291666666665,0.05,0.7110250000000001,0.0,0,0.12414680389108096,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003974278143274853,0.0,On,0.011493944343587978,0,On,0.011493944343587978,0.0,On,0.004077529786899625,0,On,0.12786879741355175,0.09590159806016378,On,0,0,Off,On,13577.388768088407,19.500000000000057,0.7999999999999999,3922.6113408004812,20.83808867777778,0.8295291666666665,1,16670.470942222222,16670.470942222222,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8498.18300888889,Off,0.0,0.0,3.201307367343512e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.201307367343512e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.653552659450348,0.0,-1.1818352988153928,2.8,9.236100170605994,6848.672983834017,6776.411826931256,-4240.674701451761,-0.0,-0.0,385.61679531984316,0.0,3.0,0.19307491179735906,0.0,0.0,1.8539391378139236,197.99884266666666,-158.1801245047906,0.2022840077830097,9.160094264428434,0.002808628239662446,-121.74787720360366,1.2234231462815015,0,0,138.32273251309286
2025-01-01 00:08:00,0.2465687684721251,0.1387301372244143,0.0,0.004109479474535419,0.002312168953740238,0.0,0.026962166830450808,0.0,0.1696066016416743,0.0,0.05,0.0,0.0,0,0.12414680389108096,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003974278143274853,0.0,On,0.011493944343587978,0,On,0.011493944343587978,0.0,On,0.004077529786899625,0,On,0.12786879741355175,0.09590159806016378,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,16670.470942222222,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8498.18300888889,Off,0.0,0.0,3.194570380079161e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.194570380079161e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.72101486682462,0.0,-0.978962754986767,2.8,9.236100170605994,-4040.213085633691,134.40586171192527,-4264.503608264384,-0.0,-0.0,385.61679531984316,0.0,3.0,0.19338573136280682,0.0,0.0,1.8569236817498378,197.99884266666666,-161.32627268915095,0.20140752032786796,9.19100008133333,0.002808195589107958,-121.92962081364011,1.2231416527265353,0,0,134.40586171192527
2025-01-01 00:09:00,0.2465687684721251,0.1387301372244143,0.0,0.004109479474535419,0.002312168953740238,0.0,0.026962166830450808,0.0,0.1696066016416743,0.0,0.05,0.0,0.0,0,0.12414680389108096,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.003974278143274853,0.0,On,0.011493944343587978,0,On,0.011493944343587978,0.0,On,0.004077529786899625,0,On,0.12786879741355175,0.09590159806016378,On,0,0,Off,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,16670.470942222222,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8498.18300888889,Off,0.0,0.0,3.208292037963171e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.208292037963171e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,19.583754448721866,0.0,-0.9029652276762621,2.8,9.236100170605994,-3983.148531384368,133.7864315701991,-4216.075270174154,-0.0,-0.0,385.61679531984316,0.0,3.0,0.1927531956025671,0.0,0.0,1.8508499625335053,197.99884266666666,-152.69005653005766,0.2031007243405174,9.126798573368632,0.0028077621929797412,-120.75376764483015,1.223715493687046,0,0,133.7864315701991
