Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.472116620386842,0.9524808916628348,0.0,0.024535277006447368,0.015874681527713912,0.0,0.0310341892427842,0.27878073234628326,1.1623016987977746,0.0,0.0,0.0,0.2017081620253508,0.750772729637484,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.006816077302631578,0.0,On,0.0007767021984027945,0.0,On,0.023441409741749828,0,On,0.009836516312482111,0,On,0.2249988368389865,0.16874912762923983,On,0,0,Off,Off,0.0,0,80.44705473166688,51.666666666666686,46.10666666666668,0.0,51.66237153808047,0.0,0.0,0.0,125.69852301822951,51.709566605496256,51.73316413920415,51.66237153808047,12.43753247303448,HP On,3282.982501311226,21.722222222222285,2.862756780519998,0.0,1.1384636065699638,0.023838092227810786,1.7978870529339357,3259.144409083415,6037.90969322207,0.0,Off,0.0,22.722222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,8913.466714966182,21.727784742597688,0,4.76634442538041,-0.18604921142989228,-2.069604183740285,2.8,9.236100170605994,2620.0037263648064,-1593.830535185885,1423.220470083922,2420.284275290266,-1067.4194762715483,-0.0,-0.0,426.13023106900505,0.0,2.0010000000000003,0.04327306753948713,0.0,0,0.3155935205039259,132.0652280586667,-21.689529743875994,0.1768290126396907,10.063177156793053,0.002798020505950894,46.359352567349866,1.2112867823521247,0.6649025451135665,-1703.865222147341,110.03468696145592,0.3624556363775999,1410.4882426893523,12.732227394569751,0.4366876180350516,2771.2913855345305,-351.0071102442645
2025-01-01 00:01:00,1.529130393417371,0.9893081509272209,0.0,0.025485506556956184,0.01648846918212035,0.0,0.0310341892427842,0.27878073234628326,1.2193154718283035,0.0,0.0,0.0,0.2017081620253508,0.7875999889018701,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.006816077302631578,0.0,On,0.0007767021984027945,0.0,On,0.023441409741749828,0,On,0.009836516312482111,0,On,0.2249988368389865,0.16874912762923983,On,0,0,Off,Off,0.0,0,80.41710252307807,51.666666666666686,46.10666666666668,0.0,51.64900099318529,0.0,0.0,0.0,125.65172269230949,51.69703239932184,51.72104810239013,51.64900099318529,12.43753247303448,HP On,3389.5839022562395,21.722222222222285,2.808198536826807,0.0,1.2002379087401114,0.01907756308819204,1.8934387245309,3370.5063391680474,6038.013038036468,0.0,Off,0.0,22.722222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,8914.795849617562,21.72638414216997,0,4.814549688443421,-0.0453947258444148,-2.019833566907212,2.8,9.236100170605994,2717.9004521896536,-1638.5725047016667,1356.2602983887496,2384.0014080718665,-1067.2964190923387,-0.0,-0.0,426.13023106900505,0.0,2.0010000000000003,0.0432712807626179,0.0,0,0.31558048941473865,132.0652280586667,-30.517262043252373,0.17736871186608796,10.087128060763664,0.0027981468875108587,46.344481000917,1.2148307854227804,0.6651984387396179,-1746.4126029653287,107.84009826366196,0.3624556363775999,1344.0487823347007,12.211516054048795,0.4358737568098782,2737.854822757708,-353.8534146858417
2025-01-01 00:02:00,1.5351482303445891,0.9931952895772238,0.0,0.025585803839076486,0.016553254826287063,0.0,0.0310341892427842,0.27878073234628326,1.2253333087555216,0.0,0.0,0.0,0.2017081620253508,0.791487127551873,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.006816077302631578,0.0,On,0.0007767021984027945,0.0,On,0.023441409741749828,0,On,0.009836516312482111,0,On,0.2249988368389865,0.16874912762923983,On,0,0,Off,Off,0.0,0,80.38340461289586,51.666666666666686,46.10666666666668,0.0,51.635635842327964,0.0,0.0,0.0,125.59906970764978,51.68450285990819,51.70893636869831,51.635635842327964,12.43753247303448,HP On,3399.951500456998,21.722222222222285,2.8034235745070593,0.0,1.2058277503086752,0.019505558446846497,1.901971457858113,3380.4459420101516,6038.013038036468,0.0,Off,0.0,22.722222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,8914.768874814881,21.72638414216997,0,4.8602059940274,0.08822795089653057,-1.9714471670958555,2.8,9.236100170605994,2719.2012396916016,-1680.6689371070981,1292.6903887561864,2349.1961225556315,-1067.2964190923387,-0.0,-0.0,426.13023106900505,0.0,2.0010000000000003,0.0432712807626179,0.0,0,0.31558048941473865,132.0652280586667,-39.58407274206259,0.17737666123143253,10.08737419559216,0.0027982728599567365,46.32715215895046,1.2148306930741717,0.6654785650377837,-1786.7441538626479,106.07521675554966,0.3624556363775999,1280.9308625836288,11.75952617255768,0.4350810711570325,2705.440333770171,-356.24421121453975
2025-01-01 00:03:00,1.5409826296527647,0.9969639392306873,0.0,0.025683043827546076,0.016616065653844787,0.0,0.0310341892427842,0.27878073234628326,1.2311677080636974,0.0,0.0,0.0,0.2017081620253508,0.7952557772053365,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.006816077302631578,0.0,On,0.0007767021984027945,0.0,On,0.023441409741749828,0,On,0.009836516312482111,0,On,0.2249988368389865,0.16874912762923983,On,0,0,Off,Off,0.0,0,80.34972086183213,51.666666666666686,46.10666666666668,0.0,51.622276708771516,0.0,0.0,0.0,125.54643884661269,51.67197857086145,51.696829501906414,51.622276708771516,12.43753247303448,HP On,3410.2320360987574,21.722222222222285,2.7985459029084265,0.0,1.211570038057576,0.01959767000612111,1.9107177938135236,3390.6343660926364,6038.013038036468,0.0,Off,0.0,22.722222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,8914.740930676111,21.72638414216997,0,4.903502299142676,0.21519194243024514,-1.9242569475123508,2.8,9.236100170605994,2720.3657767286004,-1720.4114956183498,1232.294081068552,2317.5295889369177,-1067.2964190923387,-0.0,-0.0,426.13023106900505,0.0,2.0010000000000003,0.0432712807626179,0.0,0,0.31558048941473865,132.0652280586667,-48.70007134682358,0.17738460762179956,10.086854293349585,0.0027983987853093485,46.309829795160624,1.214830600760123,0.6657441025602748,-1825.0214404074477,104.60994478909758,0.3624556363775999,1220.9582350000865,11.33584606846561,0.43430658823440366,2673.9148908218363,-356.3853018849184
2025-01-01 00:04:00,1.5446240083764136,0.9993160375256698,0.0,0.025743733472940226,0.016655267292094496,0.0,0.0310341892427842,0.27878073234628326,1.234809086787346,0.0,0.0,0.0,0.2017081620253508,0.797607875500319,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.006816077302631578,0.0,On,0.0007767021984027945,0.0,On,0.023441409741749828,0,On,0.009836516312482111,0,On,0.2249988368389865,0.16874912762923983,On,0,0,Off,Off,0.0,0,80.31605126386711,51.666666666666686,46.10666666666668,0.0,51.608923589785086,0.0,0.0,0.0,125.49383009979235,51.659459529975514,51.684727500070736,51.608923589785086,12.43753247303448,HP On,3416.6267560618617,21.722222222222285,2.795526864056459,0.0,1.2151406436467052,0.019668443140640843,1.9161466376738847,3396.958312921221,6038.013038036468,0.0,Off,0.0,22.722222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,8914.754114766627,21.72638414216997,0,4.94459746722282,0.3358486143770458,-1.878066565584792,2.8,9.236100170605994,2721.4789687378943,-1758.1757913235479,1174.9051045495542,2287.0448067938805,-1067.2964190923387,-0.0,-0.0,426.13023106900505,0.0,2.0010000000000003,0.0432712807626179,0.0,0,0.31558048941473865,132.0652280586667,-53.98159930063345,0.17739255103830318,10.087100240085626,0.0027985246635862924,46.29251390712669,1.2148305084806224,0.6659960425091255,-1861.380196929007,103.2044056054591,0.3624556363775999,1163.9649287506247,10.940175798929369,0.43354717472011906,2643.1414753344834,-356.096668540603
2025-01-01 00:05:00,1.546007267874176,1.0002095348938713,0.0,0.025766787797902934,0.016670158914897856,0.0,0.0310341892427842,0.27878073234628326,1.2361923462851085,0.0,0.0,0.0,0.2017081620253508,0.7985013728685206,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.006816077302631578,0.0,On,0.0007767021984027945,0.0,On,0.023441409741749828,0,On,0.009836516312482111,0,On,0.2249988368389865,0.16874912762923983,On,0,0,Off,Off,0.0,0,80.28239581308749,51.666666666666686,46.10666666666668,0.0,51.59557648263907,0.0,0.0,0.0,125.4412434579492,51.64694573504526,51.67263036124835,51.59557648263907,12.43753247303448,HP On,3419.0473781288765,21.722222222222285,2.7943896970892474,0.0,1.216488834830397,0.019703511454711557,1.9181945357976788,3399.343866674165,6038.013038036468,0.0,Off,0.0,22.722222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,8914.767293385119,21.72638414216997,0,4.98362450342394,0.45053084883116556,-1.8327405081947539,2.8,9.236100170605994,2722.6505132756865,-1793.945717678483,1120.364740410732,2257.9674411263504,-1067.2964190923387,-0.0,-0.0,426.13023106900505,0.0,2.0010000000000003,0.0432712807626179,0.0,0,0.31558048941473865,132.0652280586667,-55.23067682985658,0.17740049148205705,10.087346084746422,0.0027986504948051597,46.2752044924288,1.2148304162356565,0.6662352152715071,-1895.9339153815745,101.98819770309137,0.3624556363775999,1109.7937038680243,10.571036542707887,0.4328006761829892,2613.024955605771,-355.0575144794209
2025-01-01 00:06:00,1.546965047898245,1.0008281996723936,0.0,0.025782750798304083,0.01668046999453989,0.0,0.0310341892427842,0.27878073234628326,1.2371501263091778,0.0,0.0,0.0,0.2017081620253508,0.7991200376470429,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.006816077302631578,0.0,On,0.0007767021984027945,0.0,On,0.023441409741749828,0,On,0.009836516312482111,0,On,0.2249988368389865,0.16874912762923983,On,0,0,Off,Off,0.0,0,80.24875450342796,51.666666666666686,46.10666666666668,0.0,51.5822353846051,0.0,0.0,0.0,125.38867891160619,51.634437183866424,51.6605380834971,51.5822353846051,12.43753247303448,HP On,3420.7278044673967,21.722222222222285,2.793597621871415,0.0,1.217428954817583,0.019721171491594754,1.9196219511243,3401.006632975802,6038.013038036467,0.0,Off,0.0,22.722222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,8914.780466534094,21.726384142169973,0,5.020706105590517,0.5595540481400711,-1.7881566274420817,2.8,9.236100170605994,2723.9095533143354,-1827.91880087182,1068.5224166532291,2230.0667091161145,-1067.296419092339,-0.0,-0.0,426.13023106900505,0.0,2.0010000000000003,0.04327128076261791,0.0,0,0.3155804894147387,132.0652280586667,-55.65206312972745,0.17740842895417455,10.087591827378601,0.0027987762789835357,46.25790154864789,1.214830324025212,0.6664623861416906,-1928.787497368959,100.86869649713904,0.3624556363775999,1058.2955771067604,10.226839546468629,0.43206514268860813,2583.480082169458,-353.41337305334343
2025-01-01 00:07:00,1.5477431655433658,1.0013308140185746,0.0,0.02579571942572276,0.016688846900309577,0.0,0.0310341892427842,0.27878073234628326,1.2379282439542985,0.0,0.0,0.0,0.2017081620253508,0.7996226519932239,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.006816077302631578,0.0,On,0.0007767021984027945,0.0,On,0.023441409741749828,0,On,0.009836516312482111,0,On,0.2249988368389865,0.16874912762923983,On,0,0,Off,Off,0.0,0,80.21512732903598,51.666666666666686,46.10666666666668,0.0,51.56890029295607,0.0,0.0,0.0,125.33613645161871,51.621933874235765,51.64845066487561,51.56890029295607,12.43753247303448,HP On,3422.0932752238105,21.722222222222285,2.7929538965712526,0.0,1.2181936386910954,0.01973460526320325,1.9207826183283259,3402.358669960607,6038.013038036467,0.0,Off,0.0,22.722222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,8914.79363421605,21.726384142169973,0,5.055951169786148,0.6632169341784856,-1.7442130582403885,2.8,9.236100170605994,2725.233723678918,-1860.1713927314636,1019.2355597588788,2203.161572856123,-1067.296419092339,-0.0,-0.0,426.13023106900505,0.0,2.0010000000000003,0.04327128076261791,0.0,0,0.3155804894147387,132.0652280586667,-55.69336352155861,0.17741636345576842,10.087837468028674,0.002798902016138999,46.24060507336586,1.2148302318492767,0.6666782341829596,-1960.0340833666442,99.86269063518088,0.3624556363775999,1009.3294443984474,9.906115360431482,0.43133894552749547,2554.435902493748,-351.2743296376251
2025-01-01 00:08:00,1.5485231614710226,1.0018346416154187,0.0,0.02580871935785038,0.016697244026923644,0.0,0.0310341892427842,0.27878073234628326,1.2387082398819553,0.0,0.0,0.0,0.2017081620253508,0.800126479590068,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.006816077302631578,0.0,On,0.0007767021984027945,0.0,On,0.023441409741749828,0,On,0.009836516312482111,0,On,0.2249988368389865,0.16874912762923983,On,0,0,Off,Off,0.0,0,80.18151428386139,51.666666666666686,46.10666666666668,0.0,51.55557120496613,0.0,0.0,0.0,125.28361606853342,51.60943580395087,51.63636810344325,51.55557120496613,12.43753247303448,HP On,3423.4624492584594,21.722222222222285,2.7923082234805565,0.0,1.218961214792532,0.019747025089423168,1.9219473350715401,3403.7154241690364,6038.013038036468,0.0,Off,0.0,22.722222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,8914.806796433471,21.72638414216997,0,5.089460243209716,0.7618024163881943,-1.7008250989085338,2.8,9.236100170605994,2726.605492356344,-1890.8776001919891,972.3691477446025,2177.099495961739,-1067.2964190923387,-0.0,-0.0,426.13023106900505,0.0,2.0010000000000003,0.0432712807626179,0.0,0,0.31558048941473865,132.0652280586667,-55.69076887878178,0.17742429498795112,10.088083006743183,0.0027990277062891204,46.2233150641656,1.2148301397078372,0.6668833858727808,-1989.7598175393796,98.88221734739037,0.3624556363775999,962.7616708251284,9.607476919474182,0.43062072866870205,2525.833506529968,-348.7340105682288
2025-01-01 00:09:00,1.5493559037310112,1.002372539977146,0.0,0.025822598395516854,0.0167062089996191,0.0,0.0310341892427842,0.27878073234628326,1.2395409821419436,0.0,0.0,0.0,0.2017081620253508,0.800664377951795,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.006816077302631578,0.0,On,0.0007767021984027945,0.0,On,0.023441409741749828,0,On,0.009836516312482111,0,On,0.2249988368389865,0.16874912762923983,On,0,0,Off,Off,0.0,0,80.14791536200609,51.666666666666686,46.10666666666668,0.0,51.54224811791065,0.0,0.0,0.0,125.23111775313451,51.59694297081034,51.62429039726019,51.54224811791065,12.43753247303448,HP On,3424.9239945197473,21.722222222222285,2.791619183638921,0.0,1.2197809848960857,0.019759997245857887,1.923190874497112,3405.1639972738894,6038.013038036468,0.0,Off,0.0,22.722222222222285,0,0.0,0.0,0.0,0.0,0,0.0,0,8914.819953188862,21.72638414216997,0,5.121324108358909,0.8555784100134022,-1.6579227835549948,2.8,9.236100170605994,2728.008682303448,-1920.0414376288606,927.7953199106112,2151.7508177745863,-1067.2964190923387,-0.0,-0.0,426.13023106900505,0.0,2.0010000000000003,0.0432712807626179,0.0,0,0.31558048941473865,132.0652280586667,-55.74912419296548,0.17743222355183466,10.088328443568738,0.002799153349451466,46.20603151863078,1.214830047600881,0.667078406627253,-2018.0425383457216,98.00110071686086,0.3624556363775999,918.4657041181601,9.329615792451158,0.4299093710549646,2497.6242678264216,-345.87345005183545
