Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.6052150843403007,0.2674347674395865,0.15594983850254351,0.6052150843403007,0.2674347674395865,0.15594983850254351,0.021298188371501617,0.007772,0.35766072930213244,0.16848416666666666,0.05,0.01153483850254352,0.144415,0.0,0.0,0.25285143410625316,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.005264967105263157,0.0,0.01603322126623846,0.0,0.02052548382712811,0.0,0.29749285132634856,0.2231196384947614,0.0,0.0,2807.828602554123,15.000000000000057,0.16000000000000003,746.5647250014331,4.232386451111111,0.16848416666666666,0.2,3385.9091608888893,16929.545804444446,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8484.994808888889,255.0270275241022,32.813565044274604,3.696348787435176e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.09324828898072372,255.0270275241022,255.0270275241022,3.696348787435176e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.703265895423703,-0.049409697236074086,7.142542080030652,-1.2279476981114827,2.8,9.236100170605994,2522.3926042680423,-1384.5931734970848,796.6584333301406,-887.5954296281304,0.0,0.0,701.2829123256785,0.0,5.19925,0.057198534583283375,0.0,0.0,0.740208659279142,343.14849424488887,-99.12348098362857,0.3499577564257695,7.697708941432538,0.0035551641845869195,54.457909105191625,1.243843845800834,0.3828461414225384,-2166.814397405722,35.65649890720423,0.1746980088145747,921.9667683677413,-125.30833503760068
2025-01-01 01:00:00,0.607486590347165,0.2726959737134043,0.15755117612761446,0.607486590347165,0.27269597371340426,0.15755117612761446,0.01960435748343903,0.007772,0.36162606619705934,0.16848416666666666,0.05,0.013136176127614458,0.144415,0.0,0.0,0.2581126403800709,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.00487009457236842,0.0,0.01473426291107061,0.0,0.017475879023631315,0.0,0.3054988528784887,0.22912413965886647,0.0,0.0,2807.828602554123,15.000000000000057,0.16000000000000003,746.5647250014331,4.232386451111111,0.16848416666666666,0.2,3385.9091608888893,16929.545804444446,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8484.994808888889,290.431456853069,37.3689470989538,3.7001474243049244e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.1061935932071673,290.431456853069,290.431456853069,3.7001474243049244e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.665291957098695,-0.06697647132998417,7.419166784667697,0.5567752803437533,2.5,9.236100170605994,2604.4490666501897,-1101.0381613190732,254.93194680839704,-872.1517981800276,0.0,0.0,762.3606512167819,0.0,6.09875,0.054980084553979076,0.0,0.0,0.711499603464467,402.51514723777774,-93.58838894068718,0.3531852821029997,7.7080548827661355,0.0035790082071296336,107.51017238978686,1.2440506090784422,0.30091112010164256,-1881.2986970509273,33.69581073042117,0.1288959284377255,349.32620930857195,-94.39426250017488
2025-01-01 02:00:00,0.9270427114203785,0.26470915360927594,0.45181661074929835,0.9270427114203785,0.26470915360927594,0.45181661074929835,0.017936087439056794,0.007772,0.34588212398132173,0.5054525000000001,0.05,0.01857161074929834,0.43324500000000005,0.0,0.0,0.2501258202759426,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00487009457236842,0.0,0.013065992866688374,0.0,0.012381030280064821,0.0,0.29584081926003397,0.22188061444502544,0.0,0.0,8423.485807662368,18.33333333333337,0.4800000000000001,2239.6941750042993,12.697159353333332,0.5054525000000001,0.6,10157.727482666667,16929.545804444446,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8484.994808888889,410.60502794935866,52.831321146340535,3.4146874034569744e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.15013395511399816,410.60502794935866,410.60502794935866,3.4146874034569744e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.519883479764506,-0.45748756046550354,8.980774636616742,0.730729770292047,1.6500000000000001,9.236100170605994,7736.519125109577,188.5928037680172,3.992706170167445,-1277.820198560268,0.0,0.0,748.9739817317317,0.0,6.1495,0.06121202314649969,0.0,0.0,0.7921473848086378,405.86462765955554,-158.12046572425567,0.29755342449718214,9.08398049967563,0.0036097434873535237,92.53352860930543,1.2318258779140117,0.21645410618018943,-2069.91310728681,18.81173605052806,0.07954014477610645,103.80996122620641,-99.81725505603895
2025-01-01 03:00:00,0.6902095300009966,0.25634109533599814,0.2406916666666667,0.6902095300009965,0.25634109533599814,0.24069166666666666,0.017672839083793634,0.007772,0.3339577464727585,0.2808069444444445,0.05,0.0,0.2406916666666667,0.0,0.0,0.2417577620026648,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.004606846217105263,0.0,0.013065992866688374,0.0,0.011614063802538682,0.0,0.2856744680827133,0.2142558510620349,0.0,0.0,4679.714337590205,18.33333333333337,0.2666666666666667,1244.2745416690552,7.053977418518518,0.2808069444444445,0.3333333333333333,5643.181934814815,16929.545804444446,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8484.994808888889,0.0,0.0,3.363355853775513e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.363355853775513e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.033186302432643,-0.056854458841251974,8.686038141812311,0.4475529892920415,1.6500000000000001,9.236100170605994,3930.813910955709,-1073.0884053439565,68.6863028946909,-1364.736943870175,0.0,0.0,734.14852002854,0.0,6.09875,0.06363304602033958,0.0,0.0,0.8234779443865208,402.51514723777774,-118.31200279286045,0.2891061777362017,9.347701183051543,0.0036314298909776795,53.79232402415385,1.2296227304875669,0.2611947744145523,-2352.2151741900793,34.852227177067334,0.10136639641834404,181.54726582737987,-112.86096293268898
2025-01-01 04:00:00,0.5205031316472383,0.25998203939093034,0.05740786495163016,0.5205031316472383,0.25998203939093034,0.05740786495163015,0.018150397302605346,0.007772,0.388419345455744,0.05616138888888889,0.05,0.009269531618296823,0.04813833333333333,0.0,0.0,0.24539870605759703,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.04863916825953098,0.0,0.004606846217105263,0.0,0.013543551085500084,0.0,0.012581902452750239,0.0,0.29152012000967265,0.21864009000725443,0.0,0.0,935.9428675180409,15.000000000000057,0.053333333333333344,248.85490833381104,1.4107954837037038,0.05616138888888889,0.06666666666666667,1128.6363869629631,16929.545804444446,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8484.994808888889,204.94271286361257,26.369366040094256,3.60927075016251e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.07493541958721815,204.94271286361257,204.94271286361257,3.60927075016251e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,15.574029873548547,-0.030153672758850992,7.4612994102044565,0.5657493100438751,0.55,9.236100170605994,552.2236785381544,-1621.4850086447434,-40.28538577537506,-1186.6544179384725,0.0,-0.01717959253137493,830.5606843400403,0.0,7.0,0.06006959790399811,0.0,8.578841561337404e-07,0.7773743132613699,461.9972995555555,-27.60827578892279,0.34057717062271176,8.222959943006918,0.003653544260125883,146.2025003780255,1.239508401938199,0.23060021890830104,-1923.7114529632215,53.37153598466732,0.09331985070231766,73.07333647312998,-113.35872224850506
2025-01-01 05:00:00,0.560287496711789,0.25845708671433226,0.10091143247581508,0.560287496711789,0.25845708671433226,0.10091143247581508,0.019727522094517422,0.007772,0.37046519683949375,0.11232277777777779,0.05,0.004634765809148411,0.09627666666666666,0.0,0.0,0.24387375338099895,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.03242611217302065,0.0,0.005133342927631578,0.0,0.014594179166885844,0.0,0.012874080158474483,0.0,0.2894868497742085,0.21711513733065635,0.0,0.0,1871.8857350360818,15.000000000000057,0.10666666666666669,497.7098166676221,2.8215909674074076,0.11232277777777779,0.13333333333333333,2257.2727739259262,16929.545804444446,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8484.994808888889,102.47135643180629,13.184683020047128,3.693619316559686e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.037467709793609076,102.47135643180629,102.47135643180629,3.693619316559686e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.730562473824042,-0.04644364593790232,7.697482038109399,-0.3548258839696024,-0.25000000000000006,9.236100170605994,1441.0112099355074,-1531.3532716252323,-93.44947724005553,-1166.9462508902407,0.0,0.0,780.576370853025,0.0,6.39975,0.05906825157820514,0.0,0.0,0.76440474612167,422.3810311186666,-44.504645063358474,0.3632089425049304,7.875495593001426,0.0037004144696212854,118.77905632854142,1.242470164082037,0.20467089498547003,-2072.7451815551367,43.68209326228251,0.07240533670318797,49.47435724780881,-142.92383448786435
2025-01-01 06:00:00,0.6403887601897381,0.2717620597385422,0.1775483679333784,0.640388760189738,0.2717620597385422,0.1775483679333784,0.03632972004806892,0.007772,0.37780287347500247,0.16848416666666666,0.05,0.033133367933378385,0.144415,0.0,0.0,0.2571787264052089,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.013514149097030748,0.0,0.005791463815789473,0.0,0.030538256232279452,0.0,0.02138375583769308,0.0,0.3052446940990557,0.22893352057429173,0.0,0.0,2807.828602554123,15.000000000000057,0.16000000000000003,746.5647250014331,4.232386451111111,0.16848416666666666,0.2,3385.9091608888893,16929.545804444446,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8484.994808888889,732.5550621318737,94.25566934275265,3.6965279457490395e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.26785202647397505,732.5550621318737,732.5550621318737,3.6965279457490395e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.701507187624038,-0.057550757546697744,7.342688618519621,-0.6213134459454105,0.3,9.236100170605994,2422.586156111652,-1453.5603859951864,-6.96253979717773,-1100.9147542797616,0.0,0.0,783.8070928861034,0.0,5.999,0.05815366697398183,0.0,0.0,0.7525690680117044,395.93168571911104,-68.13478504881276,0.3657771406027458,7.884316259470776,0.0037197086751166912,56.75412644477542,1.2425812036046586,0.24298815457634146,-2244.1205024668884,43.99539147026886,0.0925195048963991,115.41693921319937,-122.3794790103771
2025-01-01 07:00:00,0.7501564456252497,0.28497172322046477,0.2322612988330599,0.7501564456252499,0.2849717232204648,0.23226129883305988,0.049459296271921804,0.007772,0.41827959379777246,0.22464555555555557,0.05,0.03970796549972655,0.19255333333333333,0.0,0.0,0.27038838988713143,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.027028298194061495,0.0,0.005396591282894736,0.0,0.04406270498902707,0.0,0.03073344242086887,0.0,0.3208754590341864,0.2406565942756397,0.0,0.0,3743.7714700721635,15.000000000000057,0.21333333333333337,995.4196333352442,5.643181934814815,0.22464555555555557,0.26666666666666666,4514.5455478518525,16929.545804444446,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8484.994808888889,877.9147110028348,112.95866070545996,3.6944515317413914e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.321001446265471,877.9147110028348,877.9147110028348,3.6944515317413914e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.722276654343814,-0.053200922772773517,7.1794881813921325,-0.866442175567478,-0.55,9.236100170605994,3143.7659515042387,-1480.743744062468,-80.66875636435037,-1214.905348707085,0.0,0.0,689.5960071545666,3.7948087203222793,3.85,0.06029521944117836,0.0,0.0,0.7802829892173495,254.09851475555558,-74.69617701540655,0.36611968337564255,7.9042562421690645,0.0037282422546332725,-27.501307933085616,1.2424851662186733,0.24643009395929896,-2519.0441529745467,42.88077557683484,0.08767219433016704,44.307891449451496,-124.97664781380188
2025-01-01 08:00:00,0.7163886377306508,0.2871446612450628,0.1851535158091484,0.7163886377306508,0.2871446612450628,0.1851535158091484,0.0494802175082788,0.007772,0.3985312118890387,0.21060520833333335,0.05,0.004634765809148411,0.18051875,0.0,0.0,0.2725613279117295,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.004080349506578947,0.0,0.045399868001699845,0.0,0.035116108006732524,0.0,0.322781649879934,0.24208623740995044,0.0,0.0,3509.7857531926534,15.000000000000057,0.20000000000000004,933.2059062517914,5.290483063888889,0.21060520833333335,0.25,4232.3864511111115,16929.545804444446,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8484.994808888889,102.47135643180629,13.184683020047128,3.700774888710296e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.037467709793609076,102.47135643180629,102.47135643180629,3.700774888710296e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.65902129816099,-0.05982537489115011,6.647414231675638,-1.1883167098277512,-1.4,9.236100170605994,2728.5360073911183,-1813.759262573989,-44.16359466678308,-1327.5343564287505,0.0,0.0,557.547941578611,271.5685380272989,2.002,0.06251272741380517,0.0,0.0,0.8089798538366507,132.13122767288888,-11.263330951395638,0.3658227075540765,7.854289210380147,0.0037083550645385247,-72.83256464858506,1.2433566326350438,0.26259287268880194,-2793.7376942627116,46.772525436931595,0.09169715383591984,82.02157695750886,-126.18517162429194
2025-01-01 09:00:00,0.693057331304494,0.2871446612450628,0.19350167179635686,0.693057331304494,0.2871446612450628,0.19350167179635688,0.04951824002176295,0.007772,0.403242577393842,0.18252451388888888,0.05,0.03705208846302353,0.15644958333333334,0.0,0.0,0.2725613279117295,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.003290604440789473,0.0,0.046227635580973474,0.0,0.03982747351153595,0.0,0.322781649879934,0.24208623740995044,0.0,0.0,3041.8143194336326,15.000000000000057,0.17333333333333337,808.7784520848858,4.5850853220370364,0.18252451388888888,0.21666666666666667,3668.06825762963,16929.545804444446,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8484.994808888889,819.1951696767434,105.4033929074554,3.693670504674173e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.2995311855972231,819.1951696767434,819.1951696767434,3.693670504674173e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.730093813928203,-0.050131863151768,6.54658035932349,-1.0352521591590025,-0.85,9.236100170605994,2451.322373195851,-1680.9058859568258,-18.875496504708217,-1263.5192741266867,0.0,0.0,562.2973295968985,780.8832716698682,2.002,0.06134135558143024,0.0,0.0,0.7938210813282898,132.13122767288888,110.72999829200633,0.36323178662369776,7.878686483082486,0.00369699692690579,-3.316322608946999,1.2436821509401053,0.259335131691726,-2534.987603995347,45.30326595363565,0.09586976684038899,25.153799907642277,-44.0292964123505
