Metric,Value
Total Electric Energy (kWh),1177.377080214078
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.6352459447417749
Peak Electric Power (kW),8.065561922186724
Other Electric Energy (kWh),174.36804965770528
HVAC Heating Electric Energy (kWh),758.6726871124444
Lighting Electric Energy (kWh),134.9658681661505
Water Heating Electric Energy (kWh),109.3704752777778
Average Temperature - Indoor (C),19.75586196697917
Unmet Heating Load (C-hours),37.84543126729391
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
