Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,2.352529171513489,1.5068122446287608,0.0,2.352529171513489,1.5068122446287608,0.0,0.011864208445834778,0.0,0.15764030785020408,2.1330246552174503,0.05,0.0,0.0,0.11443109474049869,1.3777978165549287,0.01458333333333334,1.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.003412116228070175,0.0,0.008452092217764603,0.0,0.005065514862872458,0.0,0.11751004250480243,0.0881325318786018,0.0,0.0,4005.0585310731885,19.500000000000057,1.4949431438494576,0.0,1.8849074677174504,0.24811718750000003,0.75,3756.9413435731885,5007.016724177051,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6648.318155555556,0.0,0.0,35.61628035765946,51.66666666666668,46.10666666666668,0.0,49.86617281359868,0.0,0.0,0.0,35.61628035765946,49.92436106801449,49.9534551952224,49.86617281359868,12.43753247303448,19.310602998874085,-0.03424182283606534,2.8,3122.43249857002,-1029.4887046745491,0.0,0.0,293.2780417651471,0.0,2.0,0.04783876075948368,0.0,0.0,0.668044333625296,131.99922844444444,-146.4153695937663,0.21683996079450515,9.159506709651803,0.0029474313424749394,14.905365086320217,1.2246970027928343
2025-01-01 01:00:00,2.3352870367965157,1.4957490022538484,0.0,2.3352870367965157,1.4957490022538482,0.0,0.011608299728729515,0.0,0.15676368908814084,2.116915047979646,0.05,0.0,0.0,0.11377363066895126,1.3673920382515636,0.01458333333333334,1.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0031562075109649117,0.0,0.008452092217764603,0.0,0.005065514862872458,0.0,0.11751004250480243,0.0881325318786018,0.0,0.0,3967.176296453871,19.500000000000057,1.4925685955969041,0.0,1.868797860479646,0.24811718750000003,0.75,3719.0591089538707,4948.74628939253,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6648.318155555556,0.0,0.0,35.456067770426266,51.66666666666668,46.10666666666668,0.0,49.616430111717854,0.0,0.0,0.0,35.456067770426266,49.62508576614096,49.629413593352524,49.616430111717854,12.43753247303448,19.150492666875888,-0.05802142818083252,2.5,3156.028056104207,-966.4711199148294,0.0,0.0,292.1455142859786,0.0,2.0,0.044547134447119836,0.0,0.0,0.6220784208074003,131.99922844444444,-136.82263472081394,0.21940449192386405,9.092075086649363,0.0029525869480733135,22.40780138995865,1.225423474040556
2025-01-01 02:00:00,2.21230884592928,1.4162217140417637,0.0,2.2123088459292806,1.4162217140417637,0.0,0.011608299728729515,0.0,0.15588707032607763,1.9948134758744736,0.05,0.0,0.0,0.11311616659740384,1.2885222141110264,0.01458333333333334,1.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0031562075109649117,0.0,0.008452092217764603,0.0,0.005065514862872458,0.0,0.11751004250480243,0.0881325318786018,0.0,0.0,3650.9773151127442,19.500000000000057,1.3917708054693518,0.0,1.7577237189300292,0.23708975694444448,0.7166666666666667,3413.8875581683,4769.283247892331,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6648.318155555556,0.0,0.0,34.90373847720674,51.66666666666668,46.10666666666668,0.0,49.30292952541147,0.0,0.0,0.0,34.90373847720674,49.328853236956526,49.34181509272906,49.30292952541147,12.43753247303448,19.3284747742706,-0.024267607548596536,1.6500000000000001,2831.50819943461,-977.2213633373464,0.0,0.0,291.2688955239154,0.0,2.0,0.042211918403944275,0.0,0.0,0.589468298373887,131.99922844444444,-133.51664786470366,0.21763461986785462,9.184099332167197,0.0029615270373714933,34.42406619745543,1.2246710537293408
2025-01-01 03:00:00,2.3500412078335784,1.5052070071524895,0.0,2.3500412078335784,1.5052070071524895,0.0,0.011437693917326004,0.0,0.15501045156401438,2.1335930623522383,0.05,0.0,0.0,0.11245870252585641,1.3781649712932997,0.01458333333333334,1.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.002985601699561403,0.0,0.008452092217764603,0.0,0.005065514862872458,0.0,0.11751004250480243,0.0881325318786018,0.0,0.0,3924.426831029035,19.500000000000057,1.4966836123874345,0.0,1.8799621595744607,0.2536309027777778,0.7666666666666667,3670.795928251257,4811.635204290826,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6648.318155555556,0.0,0.0,34.76633314887555,51.66666666666668,46.10666666666668,0.0,48.992778273929915,0.0,0.0,0.0,34.76633314887555,49.03556720193613,49.05696166593925,48.992778273929915,12.43753247303448,19.152789913934008,-0.06201176858957431,1.6500000000000001,3091.2390895606704,-997.529030269962,0.0,0.0,290.22167095044875,0.0,2.0,0.04357530842939991,0.0,0.0,0.6085073572158601,131.99922844444444,-125.88038214885114,0.22077564164264493,9.114665545019337,0.0029715205601892115,14.947475847588809,1.2253999579319157
2025-01-01 04:00:00,2.4769984587682274,1.5871220656812222,0.0,2.4769984587682274,1.5871220656812222,0.0,0.011437693917326004,0.0,0.15413383280195114,2.2614269320489506,0.05,0.0,0.0,0.11180123845430899,1.4607374938935798,0.01458333333333334,1.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.002985601699561403,0.0,0.008452092217764603,0.0,0.005065514862872458,0.0,0.11751004250480243,0.0881325318786018,0.0,0.0,4034.695409884202,19.500000000000057,1.5749221033368945,0.0,1.9857411681600616,0.27568576388888894,0.8333333333333334,3759.009645995313,4584.8766881925485,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6648.318155555556,0.0,0.0,34.294839359980614,51.66666666666668,46.10666666666668,0.0,48.688953176982956,0.0,0.0,0.0,34.294839359980614,48.74489429565207,48.77286485498662,48.688953176982956,12.43753247303448,19.266975438413045,-0.022533125354671075,0.55,3091.9808877335695,-1105.0400716191102,0.0,0.0,289.3450521883854,0.0,2.0,0.04493056061839631,0.0,0.0,0.6274327752475729,131.99922844444444,-127.01950271990769,0.21925190045749485,9.165940713010844,0.00297371868140683,33.27506551770525,1.2243445516337037
2025-01-01 05:00:00,3.2950838728532017,1.578419624257577,0.0,3.2950838728532017,1.5784196242575768,0.0,0.023496968483017622,0.8166328820740741,0.16671083463453587,2.238243187661574,0.05,0.0,0.0,0.11807401652396037,1.4457622744002832,0.01458333333333334,1.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003326813322368421,0.0,0.0201701551606492,0.0,0.0092788126025887,0.0,0.12587374659767092,0.09440530994825316,0.0,0.0,3924.59644220566,19.500000000000057,1.5484839748202393,0.0,1.9625574237726855,0.27568576388888894,0.8333333333333334,3648.9106783167713,4420.710645438643,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6648.318155555556,816.6328820740741,0.23333333333333334,34.38473938587739,51.66666666666668,46.10666666666668,0.0,49.04441876470662,0.18785281594430922,476.3463052213553,816.6328820740741,34.38473938587739,48.87933960723675,49.048319429837775,48.79289936337067,12.43753247303448,19.35370533948152,-0.027149588851545777,-0.25000000000000006,2949.7478917796993,-1162.0260253137699,0.0,0.0,313.39586930016105,0.0,2.0,0.045005020605664824,0.0,0.0,0.6284725716759676,131.99922844444444,-126.21839441235211,0.21923921955339598,9.221145853520502,0.0029909894354267718,39.116481787850255,1.2233549189175092
2025-01-01 06:00:00,3.5534091835172843,1.617279192658438,0.0,3.5534091835172843,1.617279192658438,0.0,0.04185631964394379,0.9916256425185186,0.1886119242043553,2.2813152971504667,0.05,0.0,0.0,0.12911175067501482,1.4735841086500898,0.01458333333333334,1.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.003753327850877193,0.0,0.038102991793066594,0.0,0.016462923304335488,0.0,0.1388374879416171,0.1041281159562128,0.0,0.0,4077.6984133823935,19.500000000000057,1.579721338580257,0.0,2.005629533261578,0.27568576388888894,0.8333333333333334,3802.0126494935043,4573.814753925129,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6648.318155555556,991.6256425185186,0.2833333333333333,36.1814434746479,51.66666666666668,46.10666666666668,0.0,51.30656806491582,0.351656012545768,945.6041237578689,991.6256425185186,36.1814434746479,50.33214909381531,51.308046576894164,49.84346109628671,12.43753247303448,19.265973824777493,-0.03329653310189092,0.3,3184.913542929199,-1115.914769632802,0.0,0.0,352.7488481368303,0.0,2.0,0.04477750144822953,0.0,0.0,0.6252953805969591,131.99922844444444,-129.6189489572228,0.22075798464438642,9.185990319801267,0.002995416422232959,9.711072470163122,1.2237185486421758
2025-01-01 07:00:00,2.7365922788893275,1.5975090210692762,0.0,2.7365922788893275,1.5975090210692762,0.0,0.06414503824197129,0.17499276044444445,0.2180827755061103,2.229371704696802,0.05,0.0,0.0,0.14289382523154176,1.440031862504401,0.01458333333333334,1.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0034974191337719296,0.0,0.06064761910819935,0.0,0.027557675197387898,0.0,0.15546034982619322,0.11659526236964489,0.0,0.0,3904.235580096611,19.500000000000057,1.5474875554106073,0.0,1.9536859408079128,0.27568576388888894,0.8333333333333334,3628.5498162077215,4378.650118401606,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6648.318155555556,174.99276044444443,0.05,36.07573398112659,51.66666666666668,46.10666666666668,0.0,51.36384467127525,0.17078870054888257,460.75163451470377,174.99276044444443,36.07573398112659,50.21767148138566,51.36384467127525,49.64458488644087,12.43753247303448,19.22498227345061,-0.03444948311859832,-0.55,2982.416019569879,-1196.9767085724764,0.0,0.0,403.3448177046925,2.971116288743753,2.0,0.04590366112441262,0.0,0.0,0.6410216364298356,131.99922844444444,-128.187669658948,0.22174690362908062,9.173710242921068,0.0030011707621828425,33.367818376327854,1.2238858911955932
2025-01-01 08:00:00,3.45305780370608,1.8456042577545317,0.0,3.45305780370608,1.8456042577545317,0.0,0.04811938928085299,0.5249782813333334,0.20453132911756397,2.62542880397433,0.05,0.0,0.0,0.13516144863493046,1.695859475786268,0.01458333333333334,1.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0026443900767543858,0.0,0.0454749992040986,0.0,0.024316064270989958,0.0,0.1442738956019816,0.10820542170148616,0.0,0.0,4481.280169177645,19.500000000000057,1.8085602493620572,0.0,2.2946058873076636,0.3308229166666667,1.0,4150.457252510979,4150.457252510979,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6648.318155555556,524.9782813333334,0.15,35.480423368962065,51.66666666666668,46.10666666666668,0.0,51.32678595501152,0.18942936151312786,513.2064359825315,524.9782813333334,35.480423368962065,49.945919336077836,51.32678595501152,49.255486026610996,12.43753247303448,19.492074250629297,0.0,-1.4,3430.36701473103,-1321.1752301334275,0.0,0.0,374.55077415072265,185.34667521174086,2.0,0.04783361041596929,0.0,0.0,0.6679724116577035,131.99922844444444,-104.28869846391093,0.21930468696732264,9.3181473244191,0.003017064548392753,72.66118368800309,1.223330319442845
2025-01-01 09:00:00,3.226262268111737,1.5300778043137373,0.0,3.226262268111737,1.5300778043137373,0.0,0.0641517280132608,0.758301961925926,0.23081883475641554,2.122989743416135,0.05,0.0,0.0,0.1441785671100543,1.3713159038703497,0.01458333333333334,1.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0021325726425438594,0.0,0.062019155370716936,0.0,0.03858074527634305,0.0,0.15629672023548005,0.11722254017661002,0.0,0.0,3636.7446346285474,19.500000000000057,1.4839066366901401,0.0,1.8528176948050237,0.27017204861111116,0.8166666666666667,3366.5725860174357,4139.54103363097,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6648.318155555556,758.301961925926,0.21666666666666667,36.03532401254453,51.66666666666668,46.10666666666668,0.0,51.427779385122676,0.11087287165641299,296.29874342637873,758.301961925926,36.03532401254453,50.282936989137774,51.43076583297813,49.707529343289885,12.43753247303448,19.37591447155673,-0.030113455483030075,-0.85,2764.4310678301554,-1254.113530216064,0.0,0.0,416.02902079763714,540.8934484019383,2.0,0.04691133583952159,0.0,0.0,0.6550933091253408,131.99922844444444,-34.22905737996526,0.22321070641275353,9.301981109102664,0.003046458569718268,117.87484597337222,1.2244100819197756
