Metric,Value
Total Electric Energy (kWh),56.59711857164206
Total Gas Energy (therms),0.0
Average Electric Power (kW),2.3582132738184196
Peak Electric Power (kW),9.582090885334775
Lighting Electric Energy (kWh),1.463926923154927
Water Heating Electric Energy (kWh),13.383492819407408
Other Electric Energy (kWh),11.513436103852879
HVAC Heating Electric Energy (kWh),29.03626272522685
HVAC Cooling Electric Energy (kWh),1.2
Average Temperature - Indoor (C),19.130849393566038
Unmet Heating Load (C-hours),1.5104716403273972
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),29.03626272522685
Average HVAC Heating COP (-),1.0
Average HVAC Heating Duct Efficiency (-),1.0
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
