occupants,plug_loads_other,plug_loads_tv,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.75,0.614,0.077,0.106,0.0,0.055,0,0,0,0
0.75,0.596,0.0387,0.0717,0.0,0.0,0,0,0,0
0.75,0.596,0.0387,0.0717,0.0,0.0868,0,0,0,0
0.75,0.596,0.0387,0.0717,0.0,0.0,0,0,0,0
0.75,0.596,0.0308,0.0639,0.0,0.0,0,0,0,0
0.75,0.596,0.0255,0.0587,0.0,0.0868,0,0,0,0
0.75,0.596,0.0255,0.0587,0.0,0.0,0,0,0,0
0.75,0.596,0.0255,0.0587,0.0,0.0,0,0,0,0
0.9,0.617,0.0229,0.0548,0.0,0.246,0,0,0,0
1.0,0.61,0.02,0.0522,0.0,0.109,0,0,0,0
1.0,0.596,0.0192,0.0522,0.0,0.0,0,0,0,0
1.0,0.596,0.0192,0.0522,0.0,0.147,0,0,0,0
1.0,0.596,0.0183,0.0522,0.0,0.0,0,0,0,0
1.0,0.596,0.0178,0.0522,0.0,0.0,0,0,0,0
1.0,0.596,0.0178,0.0522,0.0,0.0,0,0,0,0
1.0,0.596,0.0178,0.0522,0.0,0.0868,0,0,0,0
1.0,0.575,0.0174,0.0522,0.0,0.0,0,0,0,0
1.0,0.562,0.0172,0.0522,0.0,0.0,0,0,0,0
1.0,0.562,0.0172,0.0522,0.0,0.0,0,0,0,0
1.0,0.562,0.0172,0.0522,0.0,0.0,0,0,0,0
1.0,0.562,0.0172,0.0522,0.0,0.0,0,0,0,0
1.0,0.562,0.0172,0.0522,0.0,0.0,0,0,0,0
1.0,0.562,0.0172,0.0522,0.0,0.0,0,0,0,0
1.0,0.582,0.0222,0.0682,0.6,0.0,0,0,0,0
1.0,0.602,0.0301,0.111,1.0,0.174,0,0,0,0
0.85,0.579,0.0236,0.0843,0.467,0.0,0,0,0,0
0.75,0.562,0.0172,0.0522,0.0,0.0,0,0,0,0
0.75,0.562,0.0172,0.0522,0.0,0.0,0,0,0,0
0.75,0.597,0.0314,0.115,0.6,0.347,0,0,0,0
0.75,0.621,0.0408,0.157,0.4,0.0868,0,0,0,0
0.75,0.621,0.0408,0.157,0.0,0.0,0,0,0,0
0.75,0.621,0.0408,0.157,0.0,0.0,0,0,0,0
0.75,0.662,0.0626,0.229,0.0,0.0868,0,0,0,0
0.75,0.69,0.077,0.277,0.0,0.26,0,0,0,0
0.75,0.69,0.077,0.277,0.6,0.174,0,0,0,0
0.75,0.69,0.077,0.277,0.4,0.0868,0,0,0,0
0.75,0.69,0.0846,0.281,0.0,0.0,0,0,0,0
0.75,0.69,0.0896,0.284,0.0,0.0,0,0,0,0
0.75,0.69,0.0896,0.284,0.0,0.174,0,0,0,0
0.75,0.69,0.0896,0.284,0.0,0.0868,0,0,0,0
0.75,0.728,0.12,0.348,0.0,0.23,0,0,0,0
0.75,0.754,0.14,0.39,0.0,0.0,0,0,0,0
0.75,0.754,0.14,0.39,0.0,0.0277,0,0,0,0
0.75,0.754,0.14,0.39,0.0,0.28,0,0,0,0
0.6,0.715,0.122,0.316,0.0,0.0,0,0,0,0
0.5,0.69,0.109,0.268,0.0,0.174,0,0,0,0
0.65,0.728,0.137,0.332,0.0,0.26,0,0,0,0
0.75,0.754,0.155,0.375,0.0,0.24,0,0,0,0
0.75,0.754,0.16,0.369,0.0,0.113,0,0,0,0
0.6,0.715,0.134,0.302,0.0,0.0,0,0,0,0
0.5,0.69,0.115,0.261,0.0,0.258,0,0,0,0
0.5,0.69,0.115,0.261,0.0,0.0,0,0,0,0
0.5,0.69,0.123,0.259,0.0,0.0,0,0,0,0
0.5,0.69,0.129,0.258,0.0,0.0,0,0,0,0
0.5,0.69,0.129,0.258,0.0,0.0,0,0,0,0
0.5,0.69,0.129,0.258,0.0,0.0,0,0,0,0
0.5,0.69,0.133,0.261,0.0,0.506,0,0,0,0
0.35,0.651,0.1,0.2,0.0,0.141,0,0,0,0
0.25,0.626,0.0764,0.157,0.0,0.0868,0,0,0,0
