Metric,Value
Total Electric Energy (kWh),40.90989215822181
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.7045788399259085
Peak Electric Power (kW),4.890418203338762
Lighting Electric Energy (kWh),1.4129131121082399
Water Heating Electric Energy (kWh),10.457900683703706
Other Electric Energy (kWh),7.255839995019513
HVAC Heating Electric Energy (kWh),20.583238367390344
HVAC Cooling Electric Energy (kWh),1.2
Average Temperature - Indoor (C),19.799652174723462
Unmet Heating Load (C-hours),0.9196698764018476
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),39.58529134104489
Average HVAC Heating COP (-),2.0626067550760845
Average HVAC Heating Duct Efficiency (-),0.9999999999999998
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
