Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.4197077650792589,0.16129365620178954,0.15183783783783783,0.006995129417987648,0.002688227603363159,0.0025306306306306305,0.013053438638598803,0.20303713894066008,0.15361718750000003,0.05,0.0,0.15183783783783783,0.0,0.1467103228684562,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.004654961622807018,0.0,On,0.008398477015791784,0,On,0.007423375116051755,0,On,0.19561376382460832,0.1467103228684562,On,0,0,Off,On,2717.772896865556,23.388888888888914,0.9250000000000003,1552.0280461899997,4.449928384384384,0.15361718750000003,1,4116.183755555556,4116.183755555556,Off,0.0,24.388888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2839.859066666667,Off,0.0,0,71.54529646851233,51.666666666666686,46.10666666666668,0.0,50.05692087176752,0.0,0.0,0.0,111.78952573205052,50.0978701340474,50.118344765187345,50.05692087176752,12.43753247303448,23.43202293792665,0.0,7.623461701418983,2.8,9.236100170605994,1995.430885006713,-127.95987410093971,-992.4666031949532,-0.0,-0.0,268.39722833375856,0.0,1.0,0.03691105323048649,0.0,0,0.686856785044719,65.99961422222222,1.7273630023516375,0.1639852331139802,10.898888775169373,0.0028780905698528366,-5.9835315365101165,1.2042682271311171,0.26737706508673853,-1680.740396099264,0.7524758083245526
2025-01-01 00:01:00,0.4197077650792589,0.16129365620178954,0.15183783783783783,0.006995129417987648,0.002688227603363159,0.0025306306306306305,0.013053438638598803,0.20303713894066008,0.15361718750000003,0.05,0.0,0.15183783783783783,0.0,0.1467103228684562,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.004654961622807018,0.0,On,0.008398477015791784,0,On,0.007423375116051755,0,On,0.19561376382460832,0.1467103228684562,On,0,0,Off,On,2717.772896865556,23.388888888888914,0.9250000000000003,1552.0280461899997,4.449928384384384,0.15361718750000003,1,4116.183755555556,4116.183755555556,Off,0.0,24.388888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2839.859066666667,Off,0.0,0,71.42290011926188,51.666666666666686,46.10666666666668,0.0,50.041184701428875,0.0,0.0,0.0,111.5982814363467,50.08300713295537,50.10391834871862,50.041184701428875,12.43753247303448,23.46275009863976,0.0,7.663112469002663,2.8,9.236100170605994,1990.3148293626514,-143.07850013131906,-994.662852043481,-0.0,-0.0,268.39722833375856,0.0,1.0,0.03693772327303587,0.0,0,0.6873530726897257,65.99961422222222,-1.1924437931821643,0.16415730911958953,10.937039811146061,0.002878048707171352,-6.02292265079173,1.2076609622649588,0.26747003640754496,-1695.1459732627432,0.03942694142428671
2025-01-01 00:02:00,0.4197077650792589,0.16129365620178954,0.15183783783783783,0.006995129417987648,0.002688227603363159,0.0025306306306306305,0.013053438638598803,0.20303713894066008,0.15361718750000003,0.05,0.0,0.15183783783783783,0.0,0.1467103228684562,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.004654961622807018,0.0,On,0.008398477015791784,0,On,0.007423375116051755,0,On,0.19561376382460832,0.1467103228684562,On,0,0,Off,On,2717.772896865556,23.388888888888914,0.9250000000000003,1552.0280461899997,4.449928384384384,0.15361718750000003,1,4116.183755555556,4116.183755555556,Off,0.0,24.388888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2839.859066666667,Off,0.0,0,71.30285869437144,51.666666666666686,46.10666666666668,0.0,50.02547604493478,0.0,0.0,0.0,111.41071670995537,50.06816955879093,50.08951631571901,50.02547604493478,12.43753247303448,23.492625079704712,0.0,7.700600640257626,2.8,9.236100170605994,1985.298542515363,-157.3351438864479,-996.8000484243692,-0.0,-0.0,268.39722833375856,0.0,1.0,0.036963646603490496,0.0,0,0.6878354651942834,65.99961422222222,-4.071534259582506,0.1638594187153889,10.950284822788742,0.002878006687278067,-6.06104788032697,1.2075393689259555,0.26755790725976203,-1708.7745012611424,-0.5886888153051562
2025-01-01 00:03:00,0.4197077650792589,0.16129365620178954,0.15183783783783783,0.006995129417987648,0.002688227603363159,0.0025306306306306305,0.013053438638598803,0.20303713894066008,0.15361718750000003,0.05,0.0,0.15183783783783783,0.0,0.1467103228684562,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.004654961622807018,0.0,On,0.008398477015791784,0,On,0.007423375116051755,0,On,0.19561376382460832,0.1467103228684562,On,0,0,Off,On,2717.772896865556,23.388888888888914,0.9250000000000003,1552.0280461899997,4.449928384384384,0.15361718750000003,1,4116.183755555556,4116.183755555556,Off,0.0,24.388888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2839.859066666667,Off,0.0,0,71.18505370544938,51.666666666666686,46.10666666666668,0.0,50.00979438216684,0.0,0.0,0.0,111.22664641476466,50.05335692233612,50.07513819242077,50.00979438216684,12.43753247303448,23.52169155107607,0.0,7.736073677189146,2.8,9.236100170605994,1980.3612956432762,-170.79042401388756,-998.8811629033139,-0.0,-0.0,268.39722833375856,0.0,1.0,0.0369888616985775,0.0,0,0.6883046785499118,65.99961422222222,-6.927666652724593,0.16357009391716484,10.96228693120475,0.0028779643971399743,-6.097958099980192,1.2074210908091538,0.2676410281485797,-1721.6781782693085,-1.1402919345787907
2025-01-01 00:04:00,0.4197077650792589,0.16129365620178954,0.15183783783783783,0.006995129417987648,0.002688227603363159,0.0025306306306306305,0.013053438638598803,0.20303713894066008,0.15361718750000003,0.05,0.0,0.15183783783783783,0.0,0.1467103228684562,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.004654961622807018,0.0,On,0.008398477015791784,0,On,0.007423375116051755,0,On,0.19561376382460832,0.1467103228684562,On,0,0,Off,On,2717.772896865556,23.388888888888914,0.9250000000000003,1552.0280461899997,4.449928384384384,0.15361718750000003,1,4116.183755555556,4116.183755555556,Off,0.0,24.388888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2839.859066666667,Off,0.0,0,71.06938115743955,51.666666666666686,46.10666666666668,0.0,49.99413921912991,0.0,0.0,0.0,111.0459080584993,50.038568758988085,50.06078352891718,49.99413921912991,12.43753247303448,23.549987805733142,0.0,7.769662504775924,2.8,9.236100170605994,1976.428725941372,-183.5153012056378,-1000.9087952934748,-0.0,-0.0,268.39722833375856,0.0,1.0,0.037013402316433006,0.0,0,0.6887613409425558,65.99961422222222,-8.832603964467829,0.16328890948698546,10.97468693886557,0.002877921845297899,-6.133710599590475,1.2073059701485642,0.2677197101457977,-1733.9033846951384,-1.6399627004991135
2025-01-01 00:05:00,0.4197077650792589,0.16129365620178954,0.15183783783783783,0.006995129417987648,0.002688227603363159,0.0025306306306306305,0.013053438638598803,0.20303713894066008,0.15361718750000003,0.05,0.0,0.15183783783783783,0.0,0.1467103228684562,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.004654961622807018,0.0,On,0.008398477015791784,0,On,0.007423375116051755,0,On,0.19561376382460832,0.1467103228684562,On,0,0,Off,On,2717.772896865556,23.388888888888914,0.9250000000000003,1552.0280461899997,4.449928384384384,0.15361718750000003,1,4116.183755555556,4116.183755555556,Off,0.0,24.388888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2839.859066666667,Off,0.0,0,70.95565808401018,51.666666666666686,46.10666666666668,0.0,49.97851008475818,0.0,0.0,0.0,110.86821575626591,50.02380462574814,50.04645189624312,49.97851008475818,12.43753247303448,23.57758159058118,0.0,7.801483754874056,2.8,9.236100170605994,1973.6402693645023,-195.58416854926713,-1002.8876712803548,-0.0,-0.0,268.39722833375856,0.0,1.0,0.03703732770176148,0.0,0,0.689206554823207,65.99961422222222,-9.642184554457518,0.1630151551551785,10.986711043172678,0.0028778790398919286,-6.168404933314188,1.2071937295198487,0.2677942302587441,-1745.4914674030672,-2.1207473361996154
2025-01-01 00:06:00,0.26609057757925886,0.16129365620178954,0.0,0.004434842959654314,0.002688227603363159,0.0,0.013053438638598803,0.20303713894066008,0.0,0.05,0.0,0.0,0.0,0.1467103228684562,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.004654961622807018,0.0,On,0.008398477015791784,0,On,0.007423375116051755,0,On,0.19561376382460832,0.1467103228684562,On,0,0,Off,Off,0.0,23.388888888888914,0.0,0.0,0.0,0.0,0,0.0,4116.183755555556,Off,0.0,24.388888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2839.859066666667,Off,0.0,0,70.84370013478043,51.666666666666686,46.10666666666668,0.0,49.96290654831218,0.0,0.0,0.0,110.69328146059443,50.00906411762749,50.032142902285145,49.96290654831218,12.43753247303448,23.604541206368083,0.0,7.831641794437226,2.8,9.236100170605994,-746.5024058269655,-1759.0218137402455,-1004.8225749714261,-0.0,-0.0,268.39722833375856,0.0,1.0,0.03706069750844778,0.0,0,0.6896414302570625,65.99961422222222,-10.077059189298005,0.16274812143990294,10.998395438961069,0.0028778359883617523,-6.202141225562651,1.2070840894956967,0.2678648362727973,-1756.479451529522,-2.5423622107235033
2025-01-01 00:07:00,0.26609057757925886,0.16129365620178954,0.0,0.004434842959654314,0.002688227603363159,0.0,0.013053438638598803,0.20303713894066008,0.0,0.05,0.0,0.0,0.0,0.1467103228684562,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.004654961622807018,0.0,On,0.008398477015791784,0,On,0.007423375116051755,0,On,0.19561376382460832,0.1467103228684562,On,0,0,Off,Off,0.0,23.388888888888914,0.0,0.0,0.0,0.0,0,0.0,4116.183755555556,Off,0.0,24.388888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2839.859066666667,Off,0.0,0,70.9963570540629,51.666666666666686,46.10666666666668,0.0,49.94732821968234,0.0,0.0,0.0,110.93180789697327,49.994346867934766,50.01785619206099,49.94732821968234,12.43753247303448,23.532903373101295,0.0,7.748434018673545,2.8,9.236100170605994,-738.5446041590575,-1726.6038967725158,-999.684375111698,-0.0,-0.0,268.39722833375856,0.0,1.0,0.03699858617022317,0.0,0,0.6884856357089799,65.99961422222222,-7.25745738111781,0.16344986126046337,10.967053173411443,0.0028777926974420066,-6.09391420860037,1.2073755867257667,0.2676699850001063,-1726.176144229796,-0.42775254271989027
2025-01-01 00:08:00,0.26609057757925886,0.16129365620178954,0.0,0.004434842959654314,0.002688227603363159,0.0,0.013053438638598803,0.20303713894066008,0.0,0.05,0.0,0.0,0.0,0.1467103228684562,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.004654961622807018,0.0,On,0.008398477015791784,0,On,0.007423375116051755,0,On,0.19561376382460832,0.1467103228684562,On,0,0,Off,Off,0.0,23.388888888888914,0.0,0.0,0.0,0.0,0,0.0,4116.183755555556,Off,0.0,24.388888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2839.859066666667,Off,0.0,0,71.1422952315675,51.666666666666686,46.10666666666668,0.0,49.93171680116682,0.0,0.0,0.0,111.15983629932423,49.979597904907,50.0035384567771,49.93171680116682,12.43753247303448,23.463737829581305,0.0,7.670163508117204,2.8,9.236100170605994,-731.2684982109625,-1696.4984301074667,-994.7334830652541,-0.0,-0.0,268.39722833375856,0.0,1.0,0.03693858046504655,0.0,0,0.6873690236880606,65.99961422222222,-4.932243479467026,0.16413058104889533,10.936981359875752,0.002877750172215749,-5.9892900017717094,1.2076571582390205,0.2674865659799927,-1697.7086811446163,1.2102510371497246
2025-01-01 00:09:00,0.26609057757925886,0.16129365620178954,0.0,0.004434842959654314,0.002688227603363159,0.0,0.013053438638598803,0.20303713894066008,0.0,0.05,0.0,0.0,0.0,0.1467103228684562,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.004654961622807018,0.0,On,0.008398477015791784,0,On,0.007423375116051755,0,On,0.19561376382460832,0.1467103228684562,On,0,0,Off,Off,0.0,23.388888888888914,0.0,0.0,0.0,0.0,0,0.0,4116.183755555556,Off,0.0,24.388888888888914,0,0.0,0.05,0.0,0.0,0,0,0,2839.859066666667,Off,0.0,0,71.28202420533324,51.666666666666686,46.10666666666668,0.0,49.916073773816294,0.0,0.0,0.0,111.3781628208332,49.96481862431263,49.989191049560795,49.916073773816294,12.43753247303448,23.396856071641135,0.0,7.596403611116912,2.8,9.236100170605994,-724.4763228756062,-1668.2288793770442,-989.9554015788569,-0.0,-0.0,268.39722833375856,0.0,1.0,0.03688052065720362,0.0,0,0.686288621763296,65.99961422222222,-2.918149630507827,0.1647918278833073,10.90808229558572,0.0028777083868344556,-5.887999107796385,1.2079295579037344,0.26731360194228704,-1670.915282166391,2.6864027893468503
