Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.6864340226242196,0.44519834199853947,0.0,0.011440567043736994,0.0074199723666423245,0.0,0.03374412213487454,0.652689900489345,0.0,0.0,0.0,0.0,0.44519834199853947,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.10949265885008036,0.08211949413756024,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0010700870460920268,0.0,On,0.026642483553694793,0,On,0.05909211115795888,0,On,0.48410513048130577,0.3630788478609792,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17412.233924444445,Off,0.0,0,79.30277118765588,51.666666666666686,46.10666666666668,0.0,50.11557707327506,0.0,0.0,0.0,123.91057998071231,49.53330376539279,50.11557707327506,49.24216711145166,12.43753247303448,19.99953914540682,0.0,-0.9769424913559227,0.9839203773338193,2.8,9.236100170605994,-825.6894567931681,3590.2417659487955,405.2661158062012,-1629.1266901081635,-0.0,-0.0,916.545120379417,0.0,4.0,0.07268091674926834,0.0,0,0.6802214713814496,263.9984568888889,-113.10788706442149,0.2145668885360697,9.570909508100373,0.0030538863985395738,53.71844743390197,1.2182398010997009,0.7249112727551998,3568.148145033635,22.093620915159825,0.31075954162390096,735.490401836686,-330.22428603048485
2025-01-01 00:01:00,0.6864340226242196,0.44519834199853947,0.0,0.011440567043736994,0.0074199723666423245,0.0,0.03374412213487454,0.652689900489345,0.0,0.0,0.0,0.0,0.44519834199853947,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.10949265885008036,0.08211949413756024,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0010700870460920268,0.0,On,0.026642483553694793,0,On,0.05909211115795888,0,On,0.48410513048130577,0.3630788478609792,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17412.233924444445,Off,0.0,0,79.53274676666396,51.666666666666686,46.10666666666668,0.0,50.102090461546645,0.0,0.0,0.0,124.26991682291244,49.52094784648956,50.102090461546645,49.230376538961025,12.43753247303448,19.901439582120204,0.0,-0.691836405423012,0.9627539194276186,2.8,9.236100170605994,-816.170973131753,3319.865542889526,415.1533263133029,-1615.718140718944,-0.0,-0.0,916.545120379417,0.0,4.0,0.0724962059811945,0.0,0,0.6784927613422983,263.9984568888889,-116.99795279222619,0.21651900076215794,9.550032975088286,0.0030540732530303905,54.0854705585685,1.2222072991072503,0.7249112727551998,3298.803098349034,21.062444540491363,0.31105643519648735,744.7734254631708,-329.62009914986794
2025-01-01 00:02:00,0.6864340226242196,0.44519834199853947,0.0,0.011440567043736994,0.0074199723666423245,0.0,0.03374412213487454,0.652689900489345,0.0,0.0,0.0,0.0,0.44519834199853947,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.10949265885008036,0.08211949413756024,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0010700870460920268,0.0,On,0.026642483553694793,0,On,0.05909211115795888,0,On,0.48410513048130577,0.3630788478609792,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17412.233924444445,Off,0.0,0,79.75525549548367,51.666666666666686,46.10666666666668,0.0,50.0885661121622,0.0,0.0,0.0,124.61758671169324,49.5085560958044,50.0885661121622,49.21855108762551,12.43753247303448,19.806086789081746,0.0,-0.4279936954923358,0.9424009796410631,2.8,9.236100170605994,-807.3408086878762,3069.747886267257,426.12212100806494,-1602.7270420613754,-0.0,-0.0,916.545120379417,0.0,4.0,0.07231652043976017,0.0,0,0.67681108245261,263.9984568888889,-121.15888700591773,0.21781642871656884,9.507512255191966,0.0030542607734696027,54.44139726170614,1.2226049709149243,0.7249112727551998,3049.545960287126,20.20192598013101,0.31134165086774646,753.7144632957549,-327.5923422876899
2025-01-01 00:03:00,0.6864340226242196,0.44519834199853947,0.0,0.011440567043736994,0.0074199723666423245,0.0,0.03374412213487454,0.652689900489345,0.0,0.0,0.0,0.0,0.44519834199853947,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.10949265885008036,0.08211949413756024,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0010700870460920268,0.0,On,0.026642483553694793,0,On,0.05909211115795888,0,On,0.48410513048130577,0.3630788478609792,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17412.233924444445,Off,0.0,0,79.97070778138661,51.666666666666686,46.10666666666668,0.0,50.07500526919664,0.0,0.0,0.0,124.95423090841658,49.49612967672408,50.07500526919664,49.20669188048781,12.43753247303448,19.713328986152074,0.0,-0.18378846491043738,0.9230153525016622,2.8,9.236100170605994,-799.1772334624384,2838.2494021074904,437.4010413384291,-1590.1292869722975,-0.0,-0.0,916.545120379417,0.0,4.0,0.07214158635968305,0.0,0,0.6751738725402019,263.9984568888889,-125.59306686955784,0.21908737096433958,9.464966496691218,0.0030544494665515113,54.78671178377182,1.2229920640858192,0.7249112727551998,2818.840715898961,19.408686208529122,0.31161306837660585,762.2440360875449,-324.84299474911586
2025-01-01 00:04:00,0.6864340226242196,0.44519834199853947,0.0,0.011440567043736994,0.0074199723666423245,0.0,0.03374412213487454,0.652689900489345,0.0,0.0,0.0,0.0,0.44519834199853947,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.10949265885008036,0.08211949413756024,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0010700870460920268,0.0,On,0.026642483553694793,0,On,0.05909211115795888,0,On,0.48410513048130577,0.3630788478609792,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17412.233924444445,Off,0.0,0,80.1794626047352,51.666666666666686,46.10666666666668,0.0,50.06140910835737,0.0,0.0,0.0,125.28041031989876,49.4836696886911,50.06140910835737,49.19479997885797,12.43753247303448,19.623033494388746,0.0,0.04227514065493837,0.904703822607233,2.8,9.236100170605994,-786.882830806198,2623.957844083723,448.59337857818304,-1577.9036945194027,-0.0,-0.0,916.545120379417,0.0,4.0,0.07197116480549122,0.0,0,0.6735788954054555,263.9984568888889,-125.52425666621227,0.2203330124824616,9.424354400590945,0.0030546392963857953,55.12194678845047,1.2233691127051185,0.7249112727551998,2605.2742036463133,18.683640437409938,0.3118692305428649,770.3130712698473,-321.7196926916643
2025-01-01 00:05:00,0.6864340226242196,0.44519834199853947,0.0,0.011440567043736994,0.0074199723666423245,0.0,0.03374412213487454,0.652689900489345,0.0,0.0,0.0,0.0,0.44519834199853947,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.10949265885008036,0.08211949413756024,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0010700870460920268,0.0,On,0.026642483553694793,0,On,0.05909211115795888,0,On,0.48410513048130577,0.3630788478609792,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17412.233924444445,Off,0.0,0,80.38161071949592,51.666666666666686,46.10666666666668,0.0,50.04777874554846,0.0,0.0,0.0,125.59626674921238,49.471177175216326,50.04777874554846,49.18287639005027,12.43753247303448,19.535167538538087,0.0,0.25157852821331894,0.8875410327031646,2.8,9.236100170605994,-771.6508668073498,2425.562219816543,459.31624747414855,-1566.0428465722819,-0.0,-0.0,916.545120379417,0.0,4.0,0.07180520454101734,0.0,0,0.6720256715285372,263.9984568888889,-122.1531406144849,0.2215532173267398,9.384317677764187,0.0030548302289073875,55.44721763590907,1.2237362350208834,0.7249112727551998,2407.541382515224,18.020837301318924,0.31210913197529,777.886534383322,-318.57028690917343
2025-01-01 00:06:00,0.6864340226242196,0.44519834199853947,0.0,0.011440567043736994,0.0074199723666423245,0.0,0.03374412213487454,0.652689900489345,0.0,0.0,0.0,0.0,0.44519834199853947,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.10949265885008036,0.08211949413756024,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0010700870460920268,0.0,On,0.026642483553694793,0,On,0.05909211115795888,0,On,0.48410513048130577,0.3630788478609792,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17412.233924444445,Off,0.0,0,80.57728228978306,51.666666666666686,46.10666666666668,0.0,50.034115281529225,0.0,0.0,0.0,125.90200357778603,49.458653165670555,50.034115281529225,49.17092210774122,12.43753247303448,19.449683642213422,-0.05031635778663457,0.44539706120132394,0.8715732861461118,2.8,9.236100170605994,-755.9444510914216,2241.852566891374,469.46892398409256,-1554.5374762274462,-0.0,-0.0,916.545120379417,0.0,4.0,0.07164362605809325,0.0,0,0.6705134567916571,263.9984568888889,-117.95209524339224,0.22274807311744338,9.34550591746072,0.0030550222304907768,55.762702413919655,1.2240936115884478,0.7249112727551998,2224.437392836521,17.415174054852642,0.31233216362648764,784.9418790085172,-315.4729550244246
2025-01-01 00:07:00,0.6864340226242196,0.44519834199853947,0.0,0.011440567043736994,0.0074199723666423245,0.0,0.03374412213487454,0.652689900489345,0.0,0.0,0.0,0.0,0.44519834199853947,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.10949265885008036,0.08211949413756024,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0010700870460920268,0.0,On,0.026642483553694793,0,On,0.05909211115795888,0,On,0.48410513048130577,0.3630788478609792,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17412.233924444445,Off,0.0,0,80.76670977197608,51.666666666666686,46.10666666666668,0.0,50.02041979535332,0.0,0.0,0.0,126.19798401871263,49.44609866914408,50.02041979535332,49.158938106039464,12.43753247303448,19.366496187511302,-0.13350381248875465,0.6249082207578138,0.8568289305358081,2.8,9.236100170605994,-740.680402879696,2071.7117548007627,479.7726706331142,-1543.3733515201495,-0.0,-0.0,916.545120379417,0.0,4.0,0.07148627713891878,0.0,0,0.6690408265868073,263.9984568888889,-113.85217173896335,0.2239182236922683,9.30787530698974,0.0030552152681547384,56.06874083201855,1.2244415835442157,0.7249112727551998,2054.849846176688,16.86190862407483,0.312537966065317,791.4645535733321,-311.69188294021785
2025-01-01 00:08:00,0.6864340226242196,0.44519834199853947,0.0,0.011440567043736994,0.0074199723666423245,0.0,0.03374412213487454,0.652689900489345,0.0,0.0,0.0,0.0,0.44519834199853947,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.10949265885008036,0.08211949413756024,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0010700870460920268,0.0,On,0.026642483553694793,0,On,0.05909211115795888,0,On,0.48410513048130577,0.3630788478609792,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17412.233924444445,Off,0.0,0,80.95015163599895,51.666666666666686,46.10666666666668,0.0,50.00669332733896,0.0,0.0,0.0,126.48461193124837,49.433514658508926,50.00669332733896,49.14692532409391,12.43753247303448,19.285509825717693,-0.21449017428236417,0.791199202404252,0.8433427060557166,2.8,9.236100170605994,-726.0105308107895,1914.108465678067,489.62184712963534,-1532.535138700421,-0.0,-0.0,916.545120379417,0.0,4.0,0.07133298642340913,0.0,0,0.6676061771531354,263.9984568888889,-110.02051248978556,0.2250644857690867,9.270716994044104,0.0030554093100932677,56.365715146947664,1.2247805340282298,0.7249112727551998,1897.7516486119837,16.35681706608348,0.3127260888533765,797.4372735233235,-307.81542639368814
2025-01-01 00:09:00,0.6864340226242196,0.44519834199853947,0.0,0.011440567043736994,0.0074199723666423245,0.0,0.03374412213487454,0.652689900489345,0.0,0.0,0.0,0.0,0.44519834199853947,0,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.10949265885008036,0.08211949413756024,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0010700870460920268,0.0,On,0.026642483553694793,0,On,0.05909211115795888,0,On,0.48410513048130577,0.3630788478609792,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,17412.233924444445,Off,0.0,0,81.12785681283503,51.666666666666686,46.10666666666668,0.0,49.992936874739165,0.0,0.0,0.0,126.76227627005474,49.420902066365684,49.992936874739165,49.13488466217895,12.43753247303448,19.20663272272095,-0.2933672772791063,0.9452739006988189,0.8311215488768747,2.8,9.236100170605994,-711.8955403323403,1768.0903144405988,499.0211170976707,-1522.00817713768,-0.0,-0.0,916.545120379417,0.0,4.0,0.07118358847539344,0.0,0,0.6662079601717621,263.9984568888889,-106.43248357407738,0.22618766503788812,9.235305473165393,0.0030556043258121407,56.653994415364295,1.225110832737883,0.7249112727551998,1752.1944021951838,15.895912245414994,0.31289646720663966,802.8551867102585,-303.8340696125878
