Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Gas Fireplace Gas Power (therms/hour),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 10:00:00,1.1475343812506422,0.2970973508630232,0.6016519109247135,1.1475343812506422,0.2970973508630232,0.6016519109247135,0.06735795869685071,0.5651260753315692,0.46505034722222227,0.05,0.06226171538237654,0.007904084431225717,0.5314861111111112,0.0,0.28251401752968985,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.0034643092105263156,0.0,0.06389364948632441,0.0,0.031156150051679633,0.0,0.31230171407091695,0.23422628555318764,0.05188322088189189,0.0,0.007904084431225717,0.054919368994268615,0.0,0.05048197869747569,0.0,0.0,0.0,7933.552640643228,16.444444444444485,0.25,1877.2912139864031,15.576322512345682,0.46505034722222227,0.4166666666666667,9345.793507407408,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,1406.7413333333336,0.0,90.96839811256375,51.66666666666668,46.10666666666668,0.0,51.88726166516009,0.6776604131471335,1852.422457017857,1406.7413333333336,142.13812205088087,50.763400092564915,51.88726166516009,50.201469306267335,12.43753247303448,16.145586938628846,-0.04972406174775319,0.7456400557343889,0.85,9.236100170605994,8360.919298302055,-6319.225462180433,-1003.5711497289576,0.0,0.0,635.1609000208095,3027.1895770185556,1.0,0.04991763763883993,0.0,0.0,0.2396589521247282,65.99961422222222,795.7769073669759,0.2653816043670662,7.67888907171293,0.002954515084014918,137.30905346777624,1.2381506187659128,0.0,0.0,207.61455404859404
2025-01-01 11:00:00,0.9936842478628123,0.3110349373436242,0.34704411690836573,0.9936842478628122,0.3110349373436242,0.3470441169083657,0.08975155288980687,0.5935045005285607,0.2604281944444445,0.05,0.04150781025491769,0.007904084431225717,0.2976322222222223,0.0,0.29645160401029086,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.0034643092105263156,0.0,0.08628724367928055,0.0,0.047977883120652945,0.0,0.33088516271171825,0.24816387203378865,0.05188322088189189,0.0,0.007904084431225717,0.05125807772798404,0.0,0.04711651345097732,0.0,0.0,0.0,4442.789478760208,16.444444444444485,0.14,1051.2830798323857,8.722740606913582,0.2604281944444445,0.23333333333333334,5233.644364148148,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,937.8275555555556,0.0,87.1479876631166,51.66666666666668,46.10666666666668,0.0,51.07626135841843,0.33659433528054566,908.3417419271079,937.8275555555556,136.1687307236197,49.2142874190677,51.07644048720339,48.283121320607385,12.43753247303448,16.097657758200775,-0.062129418321543464,1.9507089179066086,1.95,9.236100170605994,5283.454827250603,-6110.728443451171,-870.8824798512505,0.0,0.0,730.1366096102397,3613.6469928586107,1.583,0.047153830504576645,0.0,0.0,0.22638967190628673,104.47738931377778,981.4112187314051,0.26740413359449716,7.669891818911629,0.002969392357148801,152.66853047246343,1.2377634992500661,0.0,0.0,205.82935036792034
2025-01-01 12:00:00,0.962762791165042,0.32345819477080034,0.27214377398428014,0.962762791165042,0.3234581947708004,0.2721437739842802,0.10468799802336022,0.6220546542527927,0.1860201388888889,0.05,0.05188476281864711,0.007664566721188574,0.2125944444444445,0.0,0.30887486143746706,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06760282476710315,0.050702118575327346,0.0,0.0,0.003608655427631579,0.0,0.10107934259572864,0.0,0.061535912423252806,0.0,0.3442303238161864,0.2581727428621397,0.050311002067289105,0.0,0.007664566721188574,0.05125807772798404,0.0,0.04711651345097732,0.0,0.0,0.0,3173.421056257291,16.444444444444485,0.1,750.9164855945613,6.230529004938273,0.1860201388888889,0.16666666666666666,3738.3174029629636,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,1172.2844444444445,0.0,87.8295974883453,51.66666666666668,46.10666666666668,0.0,51.600327130814385,0.40168936340760025,1097.4723879090977,1172.2844444444445,137.23374607553953,49.5752633360007,51.600327130814385,48.562731438593865,12.43753247303448,16.206910647112753,-0.0340046544401481,2.912538682904248,3.05,9.236100170605994,4179.308797985436,-4046.2032879572957,-796.0586728038012,0.0,0.0,798.2733190654129,3659.152156483498,2.0,0.04653370894518104,0.0,0.0,0.22341241396411465,131.99922844444444,1003.6730954665338,0.26688659588876984,7.738310202307772,0.0029859700128811533,150.35300918407583,1.236662931531941,0.0,0.0,202.69536914528265
2025-01-01 13:00:00,1.0441763227328618,0.32345819477080034,0.34680459919832857,1.0441763227328618,0.3234581947708004,0.34680459919832857,0.104504699219824,0.6292434290685933,0.2604281944444445,0.05,0.04150781025491769,0.007664566721188574,0.2976322222222223,0.0,0.30887486143746706,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06760282476710315,0.050702118575327346,0.0,0.0,0.004041694078947369,0.0,0.10046300514087662,0.0,0.06872468723905337,0.0,0.3442303238161864,0.2581727428621397,0.050311002067289105,0.0,0.007664566721188574,0.05125807772798404,0.0,0.04711651345097732,0.0,0.0,0.0,4442.789478760208,16.444444444444485,0.14,1051.2830798323857,8.722740606913582,0.2604281944444445,0.23333333333333334,5233.644364148148,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,937.8275555555556,0.0,88.57960145204244,51.66666666666668,46.10666666666668,0.0,51.31312402225254,0.25741741314315025,700.0550063294063,937.8275555555556,138.4056272688163,49.71403935273373,51.31312402225254,48.91449701797433,12.43753247303448,16.05034776163568,-0.07762067575915976,4.327441856728206,4.45,9.236100170605994,5491.143603963604,-2825.537010916392,-652.0579890455774,0.0,0.0,805.2787950776773,3146.5596595329603,2.0,0.04333532726622635,0.0,0.0,0.20805670327886394,131.99922844444444,895.1333191712965,0.27078521227274294,7.677210825230114,0.0030009665727056298,139.99538434638316,1.23673993831289,0.0,0.0,188.77674308485578
2025-01-01 14:00:00,0.8341905242686654,0.2835162523062592,0.17774012227674418,0.8341905242686652,0.2835162523062592,0.17774012227674416,0.038218674239103904,0.5971557389184503,0.14881611111111112,0.05,0.0,0.007664566721188574,0.1700755555555556,0.0,0.26893291897292587,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06760282476710315,0.050702118575327346,0.0,0.0,0.004330386513157894,0.0,0.03388828772594601,0.0,0.019625355247135535,0.0,0.29097440053013146,0.21823080039759854,0.050311002067289105,0.0,0.007664566721188574,0.08787099039082978,0.0,0.08077116591596112,0.0,0.0,0.0,2538.736845005833,16.444444444444485,0.08,600.7331884756491,4.984423203950618,0.14881611111111112,0.13333333333333333,2990.6539223703708,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,0.0,0.0,83.92217159773826,51.66666666666668,46.10666666666668,0.0,50.44950811102868,0.0,0.0,0.0,131.12839312146602,48.04886610234404,50.44950811102868,46.84854509800173,12.43753247303448,16.180084816684978,-0.037540198261070516,4.719041973709769,4.7,9.236100170605994,3136.395229033231,-4324.690927332344,-628.0756619708956,0.0,0.0,530.344072540564,2382.794306451798,0.333,0.042323883640445814,0.0,0.0,0.20320067380804635,21.977871536000002,695.3899734577292,0.2693535266367144,7.748309370384496,0.0030115136208375194,34.98370359435242,1.2355565520207208,0.0,0.0,204.67191843504006
2025-01-01 15:00:00,1.1878868557195779,0.2743580868534837,0.3895630057972546,1.1878868557195779,0.2743580868534837,0.38956300579725456,0.025309075281486737,0.8149455582158688,0.29763222222222224,0.05,0.04150781025491769,0.007904084431225717,0.3401511111111112,0.0,0.25977475352015034,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.005052117598684211,0.0,0.020256957682802525,0.0,0.009144121565698314,0.0,0.2803731043256475,0.21027982824423555,0.05188322088189189,0.0,0.007904084431225717,0.21235489344450534,0.0,0.19519698429690605,0.0,0.0,0.0,5077.473690011666,16.444444444444485,0.16,1201.4663769512981,9.968846407901236,0.29763222222222224,0.26666666666666666,5981.3078447407415,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,937.8275555555556,0.0,84.45910040288923,51.66666666666668,46.10666666666668,0.0,50.03930093267311,0.0,0.0,937.8275555555556,131.96734437951443,48.13601714420501,50.039918127060346,47.18375805558374,12.43753247303448,16.080001231605646,-0.07295838293596635,4.176598772659842,4.15,9.236100170605994,5409.9710383842485,-5215.374200683804,-660.5732877656636,0.0,0.0,477.0163579000248,1599.532883127311,0.0,0.042807013382373714,0.0,0.0,0.20552022203123066,0.0,516.0542782382213,0.27117513524793857,7.701249054325543,0.00301243924193437,9.832321261828609,1.2359837135146539,0.0,0.0,229.34928709939967
2025-01-01 16:00:00,1.594076904364282,0.28939165031301883,0.18085385250722702,1.594076904364282,0.2893916503130188,0.18085385250722702,0.04776911051868624,1.3474916827344847,0.14881611111111112,0.05,0.0,0.010778296951671432,0.1700755555555556,0.0,0.2748083169796855,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07082200689886999,0.05311650517415247,0.0,0.0,0.006351233552631579,0.0,0.041417876966054666,0.0,0.024959426160459548,0.0,0.29558908240737747,0.22169181180553302,0.0707498466571253,0.0,0.010778296951671432,0.4613226995518564,0.0,0.42404862105879587,0.0,0.0,0.0,2538.736845005833,16.444444444444485,0.08,600.7331884756491,4.984423203950618,0.14881611111111112,0.13333333333333333,2990.6539223703708,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,0.0,0.0,92.15919005808367,51.66666666666668,46.10666666666668,0.0,51.21627704156406,0.0,0.0,0.0,143.99873446575572,51.24861411126597,51.26478264611693,51.21627704156406,12.43753247303448,16.151239785513457,-0.04632743142489101,3.088045456523479,3.05,9.236100170605994,2623.6812111627787,-8128.799701512754,-785.1286181523617,0.0,0.0,598.3864348127358,615.5956559836266,0.33330000000000004,0.04586335755754762,0.0,0.0,0.2201939982153978,21.997671420266666,271.6865494965719,0.2700443473452928,7.736966926953162,0.003013644072854962,-8.722199092230678,1.2356782710603866,0.0,0.0,257.9893688949088
2025-01-01 17:00:00,2.003934099623724,0.3439841551058351,0.35380362058322834,2.003934099623724,0.3439841551058351,0.35380362058322834,0.15600437732237568,1.500297500079126,0.29763222222222224,0.05,0.0,0.01365250947211715,0.3401511111111112,0.0,0.3294008217725018,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07726037116240361,0.057945278371802696,0.013860340962002065,0.0,0.008083388157894738,0.0,0.14792098916448093,0.0,0.10035529642857584,0.0,0.3619407245342655,0.2714555434006991,0.08961647243235872,0.0,0.01365250947211715,0.44667753448671804,0.0,0.41058676007280237,0.0,0.0,0.0,5077.473690011666,16.444444444444485,0.16,1201.4663769512981,9.968846407901236,0.29763222222222224,0.26666666666666666,5981.3078447407415,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,0.0,0.0,90.37166103764874,51.66666666666668,46.10666666666668,0.0,50.537250393409586,0.0,0.0,0.0,141.20572037132615,50.5652384067197,50.57923241337476,50.537250393409586,12.43753247303448,16.148756696735113,-0.050523974386641454,1.9775407886777627,1.95,9.236100170605994,5290.554522528937,-8274.144318582306,-898.8435304259446,0.0,0.0,983.6051286828535,54.36739391685987,1.583,0.04854575707545792,0.0,0.0,0.2330724333347325,104.47738931377778,128.31923426036244,0.26988758723364525,7.731192900871253,0.003012835575347477,31.3928080019509,1.2351085240664157,0.0,0.0,267.7859793360787
2025-01-01 18:00:00,1.8618255696804078,0.3786701345624277,0.35595927997356264,1.8618255696804076,0.3786701345624277,0.3559592799735626,0.2539241274709824,1.260269219987203,0.29763222222222224,0.05,0.0,0.015808168862451434,0.3401511111111112,0.0,0.36408680122909437,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08047955329417043,0.06035966497062781,0.0,0.0,0.009238157894736842,0.0,0.24468596957624555,0.0,0.1932342670487191,0.0,0.40496951501128886,0.30372713625846653,0.10376644176378377,0.0,0.015808168862451434,0.24896780610735106,0.0,0.22885163676188985,0.0,0.0,0.0,5077.473690011666,16.444444444444485,0.16,1201.4663769512981,9.968846407901236,0.29763222222222224,0.26666666666666666,5981.3078447407415,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,0.0,0.0,87.00541860691528,51.66666666666668,46.10666666666668,0.0,49.73494907337592,0.1629542522454602,421.71988333096766,0.0,135.94596657330513,49.26186748679249,49.77637570339072,48.983900063485976,12.43753247303448,16.12993761826716,-0.05690250833760577,1.187345609398837,1.15,9.236100170605994,5539.802720391137,-9650.160784053513,-941.7954808404296,0.0,0.0,1289.8825774123507,0.0,2.3329999999999997,0.048066131680663295,0.0,0.0,0.2307697097891885,153.97709998044445,114.24193380755057,0.27066763322322207,7.726164301879667,0.003019474149904581,76.80725287322889,1.2345628158185404,0.0,0.0,270.95448841231047
2025-01-01 19:00:00,2.264284193542989,0.42901278672238763,0.41023921989258116,2.2642841935429887,0.42901278672238763,0.41023921989258116,0.38937669204285025,1.5272752792779163,0.29763222222222224,0.05,0.05188476281864711,0.018203345962822862,0.3401511111111112,0.0,0.4144294533890543,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07726037116240361,0.057945278371802696,0.0,0.0,0.009815542763157896,0.0,0.37956114927969237,0.0,0.42658189756960524,0.0,0.4753122333563356,0.3564841750172516,0.11948862990981161,0.0,0.018203345962822862,0.22333876724335902,0.0,0.20529338003640119,0.0,0.0,0.0,5077.473690011666,16.444444444444485,0.16,1201.4663769512981,9.968846407901236,0.29763222222222224,0.26666666666666666,5981.3078447407415,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,1172.2844444444445,0.0,88.17097982559385,51.66666666666668,46.10666666666668,0.0,50.70160376858542,0.1746369369423368,467.0369013024648,1172.2844444444445,137.76715597749038,49.643702579068155,50.70160376858543,49.11475198430953,12.43753247303448,16.133207372592178,-0.055152063083664986,-0.20270864714127748,-0.25000000000000006,9.236100170605994,5973.290997510036,-11958.871926670201,-1077.3696893875335,0.0,0.0,1854.9796004732518,0.0,3.8329999999999997,0.04994445279461234,0.0,0.0,0.23978769403715547,252.97652131377774,118.2073964126518,0.27163623276926235,7.74130520321959,0.003030969223572075,145.15587543637596,1.234540327341521,0.0,0.0,291.1619047408488
2025-01-01 20:00:00,2.1571988647521367,0.40507516714924324,0.3808114900685642,2.1571988647521367,0.40507516714924324,0.3808114900685642,0.30265908043378625,1.4883055482072394,0.3162342361111111,0.05,0.0,0.019400934513008578,0.3614105555555556,0.0,0.3904918338159099,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07565078009652021,0.056738085072390136,0.0,0.0,0.010104235197368422,0.0,0.29255484523641784,0.0,0.48193546365126966,0.0,0.44500499832469315,0.33375374874351976,0.12734972398282554,0.0,0.019400934513008578,0.1867258545805133,0.0,0.17163872757141738,0.0,0.0,0.0,5394.815795637394,16.444444444444485,0.16999999999999998,1276.558025510754,10.591899308395064,0.3162342361111111,0.2833333333333333,6355.139585037037,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,0.0,0.0,88.87608968957737,51.66666666666668,46.10666666666668,0.0,50.99992562519576,0.0,0.0,0.0,138.86889013996463,49.941400928789356,50.99992562519576,49.412138580586166,12.43753247303448,16.135443647266037,-0.054366358238380624,-0.5892575746897658,-0.55,9.236100170605994,6227.380589116871,-9334.657104920585,-1107.0471588981516,0.0,0.0,1822.391101228496,0.0,4.0,0.050394566000890366,0.0,0.0,0.24194872697975128,263.9984568888889,117.22085114913199,0.27307266797548174,7.762010615178409,0.003047512778555014,168.60116668586684,1.2345185007036281,0.0,0.0,271.55320333649627
2025-01-01 21:00:00,1.653789858809591,0.33586377672636125,0.40326852306319433,1.6537898588095907,0.33586377672636125,0.4032685230631944,0.14600397327070297,1.122949635538888,0.33483625000000006,0.05,0.0,0.020598523063194287,0.38267000000000007,0.0,0.3212804433930279,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07404118903063679,0.05553089177297758,0.0,0.0,0.009382504111842107,0.0,0.13662146915886086,0.0,0.2572143629093441,0.0,0.35433273549340055,0.2657495516200503,0.13521081805583945,0.0,0.020598523063194287,0.15743552445023667,0.0,0.14471500559943032,0.0,0.0,0.0,5712.157901263124,16.444444444444485,0.18,1351.6496740702103,11.21495220888889,0.33483625000000006,0.3,6728.971325333334,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,0.0,0.0,87.15246075819276,51.66666666666668,46.10666666666668,0.0,50.267965968399615,0.0,0.0,0.0,136.17571993467618,49.28326687895462,50.267965968399615,48.790917334232134,12.43753247303448,16.130919242905566,-0.05201369439358266,-0.26802004078297725,-0.3,9.236100170605994,6097.928222815028,-10143.638628484803,-1096.057395856196,0.0,0.0,1372.629028177345,0.0,4.0,0.05073255076595518,0.0,0.0,0.24357142145130478,263.9984568888889,109.19868923075542,0.27483568108868034,7.7822236343060185,0.0030664184791781295,183.66918645488303,1.2345236666477002,0.0,0.0,255.72526590650116
2025-01-01 22:00:00,1.4979948154664382,0.3347589620116194,0.4218932726972302,1.4979948154664382,0.3347589620116194,0.42189327269723026,0.16370859550802572,0.9308479560695236,0.35343826388888894,0.05,0.0,0.01796382825278572,0.40392944444444456,0.0,0.3201756286782861,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07082200689886999,0.05311650517415247,0.0,0.0,0.008083388157894738,0.0,0.15562520735013097,0.0,0.21738855042980898,0.0,0.356078831338845,0.26705912350413363,0.11791641109520883,0.0,0.01796382825278572,0.08787099039082978,0.0,0.08077116591596112,0.0,0.0,0.0,6029.500006888853,16.444444444444485,0.19,1426.7413226296665,11.838005109382719,0.35343826388888894,0.31666666666666665,7102.8030656296305,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,0.0,0.0,85.50777926477548,51.66666666666668,46.10666666666668,0.0,49.5513537226994,0.0,0.0,0.0,133.60590510121168,48.637808614874665,49.5513537226994,48.181036060962306,12.43753247303448,16.10910654658128,-0.06556524544459101,-1.8821524093266224,-1.95,9.236100170605994,6144.584438365725,-14436.682981148855,-1309.0151685324247,0.0,0.0,1310.3048781633734,0.0,4.0,0.054601462905399016,0.0,0.0,0.26214640762974317,263.9984568888889,113.79472184592353,0.2768995215317039,7.793928313575455,0.0030851508205675515,164.3088788729801,1.2346029615444378,0.0,0.0,299.76325468943173
2025-01-01 23:00:00,1.2546755393912101,0.2767901489239241,0.6320925400413032,1.25467553939121,0.2767901489239241,0.6320925400413033,0.030451630470264317,0.6347655061431678,0.5394584027777778,0.05,0.0,0.015568651152414292,0.616523888888889,0.0,0.2622068155905908,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.006784272203947369,0.0,0.023667358266316947,0.0,0.014320039433074718,0.0,0.28361585375290144,0.21271189031467597,0.102194222949181,0.0,0.015568651152414292,0.08787099039082978,0.0,0.08077116591596112,0.0,0.0,0.0,9202.921063146145,16.444444444444485,0.29,2177.6578082242277,18.06853411432099,0.5394584027777778,0.48333333333333334,10841.120468592593,22429.90441777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,13736.53604888889,0.0,0.0,83.80773251436646,51.66666666666668,46.10666666666668,0.0,48.850042687497755,0.0,0.0,0.0,130.94958205369758,48.00504135928874,48.850042687497755,47.582540695184235,12.43753247303448,16.121167558827533,-0.059954044915068866,-3.0260333196183,-3.05,9.236100170605994,8765.933224734326,-12524.997626678403,-1426.1425103925394,0.0,0.0,866.6621990706128,0.0,4.0,0.05602410568784623,0.0,0.0,0.2689766402812944,263.9984568888889,122.49247291010964,0.2781136360234729,7.818667631864341,0.003101170017050856,146.13420277806512,1.234539453826837,0.0,0.0,302.96602392002995
