Metric,Value
Total Electric Energy (kWh),530.6839672730663
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.7370610656570366
Peak Electric Power (kW),4.326513382071349
Other Electric Energy (kWh),108.911214427442
HVAC Heating Electric Energy (kWh),212.81016817037047
Lighting Electric Energy (kWh),34.3973014321227
Water Heating Electric Energy (kWh),160.49336029333335
HVAC Cooling Electric Energy (kWh),14.071922949797816
Average Temperature - Indoor (C),19.736724332080545
Unmet Heating Load (C-hours),114.99943366538291
Unmet Cooling Load (C-hours),0.8571040228308805
Total Hot Water Unmet Demand (kWh),0.0
