Metric,Value
Total Electric Energy (kWh),15.636914852253396
Total Gas Energy (therms),8.769032351237733
Average Electric Power (kW),0.6515381188438915
Peak Electric Power (kW),1.6065088599905746
Lighting Electric Energy (kWh),1.423476853643332
Other Electric Energy (kWh),5.654988259026727
HVAC Heating Electric Energy (kWh),8.558449739583336
Water Heating Gas Energy (therms),0.30971523412061686
HVAC Heating Gas Energy (therms),8.459317117117116
Average Temperature - Indoor (C),17.907831943660884
Unmet Heating Load (C-hours),1.900505355879282
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),186.1710695461072
Average HVAC Heating COP (-),0.925
Average HVAC Heating Duct Efficiency (-),0.7826169865660582
Total Hot Water Unmet Demand (kWh),0.0
