Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.4645152175720633,0.11013445365688138,0.0,1.4645152175720633,0.11013445365688138,0.0,0.009353688758990264,0.13078576281307291,1.274375766,0.05,0.0,0.0,0.09555112032354804,0.0,0.01458333333333334,1.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0028521290204678363,0.0,0.006501559738522427,0.0,0.003384269048342151,0.0,0.08775909961607506,0.06581932471205627,0.0,0.0,1274.375766,15.5555555555556,0.45,0.0,1.274375766,0.0,0.45,1274.375766,2831.9461466666667,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2819.051017777778,0.0,0.0,92.247906465552,51.66666666666668,46.10666666666668,0.0,49.597524928409065,0.0,0.0,0.0,144.137353852425,49.63066170463254,49.64723009274427,49.597524928409065,12.43753247303448,15.249281510297097,-0.051408322627715615,2.8,893.5206176133858,-567.7116774336287,0.0,0.0,199.99592882116016,0.0,1.0,0.03498369038734182,0.0,0.0,0.8923704896027679,65.99961422222222,-13.139399774145868,0.2668911157945021,7.062914531681912,0.002805010359678362,3.0808119631541677,1.2420504074746033
2025-01-01 01:00:00,1.4633102480418116,0.10939115876659408,0.0,1.4633102480418114,0.10939115876659408,0.0,0.009139779082455175,0.12979470295935652,1.274375766,0.05,0.0,0.0,0.09480782543326075,0.0,0.01458333333333334,1.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.0026382193439327484,0.0,0.006501559738522427,0.0,0.003384269048342151,0.0,0.08775909961607506,0.06581932471205627,0.0,0.0,1274.375766,15.5555555555556,0.45,0.0,1.274375766,0.0,0.45,1274.375766,2831.9461466666667,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2819.051017777778,0.0,0.0,89.28258288857448,51.66666666666668,46.10666666666668,0.0,48.46575321371117,0.0,0.0,0.0,139.5040357633976,48.499621981720594,48.51655636572532,48.46575321371117,12.43753247303448,15.223382357032389,-0.059011481028027085,2.5,930.0754350244455,-530.5876467132689,0.0,0.0,198.79095929090866,0.0,1.0,0.03202596823746189,0.0,0.0,0.8169243621709885,65.99961422222222,-12.503643553194363,0.2675788996469823,7.053483923078285,0.002807429713775798,8.503497130429567,1.24222044032178
2025-01-01 02:00:00,1.2735227784103174,0.10864786387630679,0.0,1.2735227784103174,0.10864786387630679,0.0,0.009139779082455175,0.12880364310564013,1.0855793562222222,0.05,0.0,0.0,0.09406453054297345,0.0,0.01458333333333334,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0026382193439327484,0.0,0.006501559738522427,0.0,0.003384269048342151,0.0,0.08775909961607506,0.06581932471205627,0.0,0.0,1085.5793562222223,15.5555555555556,0.38333333333333336,0.0,1.0855793562222222,0.0,0.38333333333333336,1085.5793562222223,2831.9461466666667,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2819.051017777778,0.0,0.0,86.36841141965012,51.66666666666668,46.10666666666668,0.0,47.37111394915733,0.0,0.0,0.0,134.95064284320333,47.40579917024368,47.423141780786864,47.37111394915733,12.43753247303448,15.215633401417676,-0.059234675355179255,1.6500000000000001,749.4870005706163,-524.2772482969606,0.0,0.0,197.79989943719227,0.0,1.0,0.029507126719697484,0.0,0.0,0.7526732836383331,65.99961422222222,-9.615006791837748,0.26841712227776465,7.058747406020306,0.0028148701868531208,17.599558255895072,1.242248174039491
2025-01-01 03:00:00,1.3195882145500222,0.1079045689860195,0.03871440426507711,1.319588214550022,0.1079045689860195,0.03871440426507711,0.008997172631431783,0.12781258325192374,1.1327784586666667,0.05,0.03871440426507711,0.0,0.09332123565268616,0.0,0.01458333333333334,1.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.002495612892909357,0.0,0.006501559738522427,0.0,0.003384269048342151,0.0,0.08775909961607506,0.06581932471205627,0.0,0.0,1132.7784586666667,15.5555555555556,0.4,0.0,1.1327784586666667,0.0,0.4,1132.7784586666667,2831.9461466666667,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2819.051017777778,879.2133333333333,0.0,87.3735554715832,51.66666666666668,46.10666666666668,0.0,47.72086062772071,0.0,0.0,879.2133333333333,136.52118042434876,47.74549039917739,47.75780528490574,47.72086062772071,12.43753247303448,15.237701674615732,-0.053006969599239305,1.6500000000000001,768.2721608426418,-551.9006669414869,0.0,0.0,196.66623313245248,0.0,1.0,0.031072241614934385,0.0,0.0,0.7925965258658737,65.99961422222222,-9.271864014990381,0.2688785266357684,7.080364753965435,0.002823757184040172,3.4072624219983516,1.2421464638924684
2025-01-01 04:00:00,1.3185971546963058,0.1071612740957322,0.0,1.3185971546963058,0.1071612740957322,0.0,0.008997172631431783,0.12682152339820735,1.1327784586666667,0.05,0.0,0.0,0.09257794076239886,0.0,0.01458333333333334,1.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.002495612892909357,0.0,0.006501559738522427,0.0,0.003384269048342151,0.0,0.08775909961607506,0.06581932471205627,0.0,0.0,1132.7784586666667,15.5555555555556,0.4,0.0,1.1327784586666667,0.0,0.4,1132.7784586666667,2831.9461466666667,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2819.051017777778,0.0,0.0,99.07969444377639,51.66666666666668,46.10666666666668,0.0,52.14425292136229,0.0,0.0,0.0,154.8120225684006,52.17630830723956,52.1923360001782,52.14425292136229,12.43753247303448,15.248784288423028,-0.0591644548708552,0.55,701.1727455675986,-620.282081259056,0.0,0.0,195.67517327873608,0.0,1.0,0.03211993404343824,0.0,0.0,0.819321259449595,65.99961422222222,-6.998805118748275,0.2684724299433094,7.0809724383194,0.0028227099345978996,17.257798099838585,1.2415168702182235
2025-01-01 05:00:00,1.4132805724872415,0.1071612740957322,0.0,1.4132805724872415,0.1071612740957322,0.0,0.009282385533478568,0.12682152339820735,1.2271766635555557,0.05,0.0,0.0,0.09257794076239886,0.0,0.01458333333333334,1.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0027808257949561406,0.0,0.006501559738522427,0.0,0.003384269048342151,0.0,0.08775909961607506,0.06581932471205627,0.0,0.0,1227.1766635555555,15.5555555555556,0.43333333333333335,0.0,1.2271766635555557,0.0,0.43333333333333335,1227.1766635555555,2831.9461466666667,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2819.051017777778,0.0,0.0,95.75858754901645,51.66666666666668,46.10666666666668,0.0,50.92919800843963,0.0,0.0,0.0,149.6227930453382,50.961480376139335,50.977621559989196,50.92919800843963,12.43753247303448,15.271711034325184,-0.05023760788850614,-0.25000000000000006,763.0466646104672,-654.5154507045803,0.0,0.0,195.96038618078288,0.0,1.0,0.03202357202664728,0.0,0.0,0.8168632391792701,65.99961422222222,-5.574934421290909,0.26970148520491694,7.111069519840522,0.002841367840437273,21.313694540422993,1.2407810851753325
2025-01-01 06:00:00,1.4556515544764488,0.1311927393337282,0.03871440426507711,1.4556515544764488,0.13119273933372821,0.03871440426507711,0.05278921294794452,0.17288478041739316,1.1799775611111112,0.05,0.03871440426507711,0.0,0.11660940600039485,0.0,0.01458333333333334,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0031373419225146203,0.0,0.049651871025429895,0.0,0.01740557241686663,0.0,0.1178189335593036,0.08836420016947767,0.0,0.0,1179.977561111111,15.5555555555556,0.4166666666666667,0.0,1.1799775611111112,0.0,0.4166666666666667,1179.977561111111,2831.9461466666667,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2819.051017777778,879.2133333333333,0.0,90.21897125194972,51.66666666666668,46.10666666666668,0.0,50.328898814627784,0.3537696604817968,954.5480056884578,879.2133333333333,140.96714258117143,48.872965956702366,50.32946161878272,48.14443672358472,12.43753247303448,15.287645544692891,-0.038804835665821207,0.3,825.8411042463388,-630.2868550486444,0.0,0.0,283.42628223840865,0.0,1.0,0.03199813438243228,0.0,0.0,0.8162143710132432,65.99961422222222,-7.275884054536665,0.26961642294422705,7.121480424764313,0.002843472050868607,0.944527878823023,1.2407108461484353
2025-01-01 07:00:00,1.585944533813304,0.11704431158928585,0.023228642559046265,1.585944533813304,0.11704431158928587,0.02322864255904626,0.022536910382120467,0.14463365254229466,1.3687739708888889,0.05,0.023228642559046265,0.0,0.10246097825595252,0.0,0.01458333333333334,1.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.002923432245979533,0.0,0.019613478136140935,0.0,0.008019014867691228,0.0,0.0969722435259477,0.07272918264446075,0.0,0.0,1368.7739708888887,15.5555555555556,0.48333333333333334,0.0,1.3687739708888889,0.0,0.48333333333333334,1368.7739708888887,2831.9461466666667,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2819.051017777778,527.528,0.0,98.98276768994528,51.66666666666668,46.10666666666668,0.0,52.126009516800515,0.0,0.0,527.528,154.66057451553948,52.090559925687344,52.17205459308032,52.026790053850966,12.43753247303448,15.235212802132622,-0.05906155589436469,-0.55,854.0860337479347,-686.7187572726372,0.0,0.0,176.88240943315432,3.579454966309925,0.25,0.032967339906509525,0.0,0.0,0.8409370460218085,16.499903555555555,-4.8515893014714,0.27018015523036865,7.09131118759794,0.0028397676555339635,-19.867562829603948,1.2409392908498964
2025-01-01 08:00:00,1.653660958173952,0.11087774854716867,0.0,1.6536609581739519,0.11087774854716867,0.0,0.008711959729385,0.1317768226667893,1.4631721757777778,0.05,0.0,0.0,0.09629441521383533,0.0,0.01458333333333334,1.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0022103999908625735,0.0,0.006501559738522427,0.0,0.003384269048342151,0.0,0.08775909961607506,0.06581932471205627,0.0,0.0,1463.1721757777777,15.5555555555556,0.5166666666666667,0.0,1.4631721757777778,0.0,0.5166666666666667,1463.1721757777777,2831.9461466666667,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2819.051017777778,0.0,0.0,95.93637736240052,51.66666666666668,46.10666666666668,0.0,50.98167654681247,0.0,0.0,0.0,149.9005896287508,51.013856875248486,51.02994703946649,50.98167654681247,12.43753247303448,15.2578291586008,-0.05600355062343363,-1.4,878.1787277973683,-757.5666833967776,0.0,0.0,134.34564542304906,237.85233866102266,0.0,0.03439171133967532,0.0,0.0,0.877270177807421,0.0,38.227589993319,0.2690397787516344,7.094629779848325,0.0028305111311399777,-1.0510938379623056,1.2414317566580413
2025-01-01 09:00:00,1.370038524154215,0.11087774854716867,0.0,1.370038524154215,0.11087774854716867,0.0,0.008284140376314825,0.1317768226667893,1.1799775611111112,0.05,0.0,0.0,0.09629441521383533,0.0,0.01458333333333334,1.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0017825806377923979,0.0,0.006501559738522427,0.0,0.003384269048342151,0.0,0.08775909961607506,0.06581932471205627,0.0,0.0,1179.977561111111,15.5555555555556,0.4166666666666667,0.0,1.1799775611111112,0.0,0.4166666666666667,1179.977561111111,2831.9461466666667,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2819.051017777778,0.0,0.0,92.79229879845728,51.66666666666668,46.10666666666668,0.0,49.80511894024459,0.0,0.0,0.0,144.98796687258948,49.837403441457134,49.85354569206342,49.80511894024459,12.43753247303448,15.253156456177072,-0.05886036559597683,-0.85,708.2247355522337,-717.8300563303418,0.0,0.0,133.91782606997887,611.7805524190959,0.0,0.03371978778671933,0.0,0.0,0.860130626682651,0.0,112.15940470148557,0.27009953298632444,7.106836075060868,0.0028394057631568135,33.017975652649426,1.242068406912445
