occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.631,0.0556,0.211,0.0864,0.0,0.0,0,0,0,0
1.0,0.631,0.0556,0.211,0.0864,0.0,0.0,0,0,0,0
1.0,0.631,0.0458,0.211,0.0765,0.0,0.0,0,0,0,0
1.0,0.603,0.025,0.295,0.0567,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.589,0.0184,0.337,0.0504,0.0,0.146,0,0,0,0
1.0,0.631,0.0221,0.211,0.0521,0.0,0.0243,0,0,0,0
1.0,0.631,0.0221,0.211,0.0521,0.0,0.0,0,0,0,0
1.0,0.631,0.0221,0.211,0.0521,0.0,0.195,0,0,0,0
1.0,0.631,0.0257,0.211,0.0712,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.211,0.0999,0.0,0.146,0,0,0,0
1.0,0.631,0.0311,0.211,0.0999,0.0,0.077,0,0,0,0
1.0,0.631,0.0311,0.211,0.0999,0.0,0.0,0,0,0,0
1.0,0.639,0.0368,0.211,0.141,0.0,0.155,0,0,0,0
1.0,0.651,0.0453,0.211,0.201,0.4,0.129,0,0,0,0
1.0,0.651,0.0453,0.211,0.201,0.6,0.0,0,0,0,0
1.0,0.686,0.0571,0.126,0.262,0.0,0.468,0,0,0,0
