Metric,Value
Total Electric Energy (kWh),677.16156990267
Total Gas Energy (therms),35.296041852918826
Average Electric Power (kW),0.9405021804203749
Peak Electric Power (kW),6.214611046306928
Other Electric Energy (kWh),542.1046629765744
HVAC Heating Electric Energy (kWh),20.988586354166664
Lighting Electric Energy (kWh),114.06832057192894
HVAC Heating Gas Energy (therms),17.990216874999998
Water Heating Gas Energy (therms),17.30582497791882
Average Temperature - Indoor (C),20.189096652966708
Unmet Heating Load (C-hours),28.2792016682429
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
