Metric,Value
Total Electric Energy (kWh),20.46098154118262
Total Gas Energy (therms),4.376573054793096
Average Electric Power (kW),0.8525408975492759
Peak Electric Power (kW),1.7884073274049612
Lighting Electric Energy (kWh),4.640442993766479
Other Electric Energy (kWh),12.081854102971695
HVAC Heating Electric Energy (kWh),3.738684444444445
Water Heating Gas Energy (therms),1.1719863881264285
HVAC Heating Gas Energy (therms),3.204586666666667
Average Temperature - Indoor (C),20.792675260732334
Unmet Heating Load (C-hours),1.3722715914300099
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),50.49315139675891
Average HVAC Heating COP (-),0.8
Average HVAC Heating Duct Efficiency (-),0.6401876253885671
Total Hot Water Unmet Demand (kWh),0.0
