Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,1.7166196036058108,0.23518132988569007,0.0,1.716619603605811,0.23518132988569007,0.0,0.015341982564112502,0.0,0.3249801010416985,1.36629752,0.010000000000000002,0.0,0.0,0.2322646632190234,0.0,0.0029166666666666685,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.004654961622807018,0.0,0.010687020941305485,0.0,0.015293883416333847,0.0,0.2680617037692761,0.20104627782695703,0.0,0.0,1366.29752,20.611111111111143,0.6666666666666666,0.0,1.36629752,0.0,0.6666666666666666,1366.29752,2049.44628,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,483.2742622222222,0.0,0.0,36.206528838565966,51.66666666666668,46.10666666666668,0.0,51.606328640614066,0.0,0.0,0.0,36.206528838565966,51.506939730726415,51.606328640614066,51.4572452757826,12.43753247303448,20.390519665386474,-0.04168197717792263,2.8,9.236100170605994,844.5318525202674,-1058.2244536899707,0.0,0.0,519.5566070086282,0.0,3.0,0.04615441697107738,0.0,0.0,0.8588612808854764,197.99884266666666,16.902179201609762,0.2325658168898446,10.133552540468125,0.003382342590291234,8.653618275524678,1.2198718489763885
2025-01-01 01:00:00,2.2109986772832255,0.238046556845716,0.0,2.2109986772832255,0.238046556845716,0.0,0.01493017996767291,0.5249782813333334,0.3289501339822193,1.332140082,0.010000000000000002,0.0,0.0,0.2351298901790493,0.0,0.0029166666666666685,1.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.00430583950109649,0.0,0.010624340466576421,0.0,0.015443613743486767,0.0,0.27292261922904626,0.2046919644217846,0.0,0.0,1332.1400820000001,20.611111111111143,0.65,0.0,1.332140082,0.0,0.65,1332.1400820000001,2049.44628,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,483.2742622222222,524.9782813333334,0.15,35.118242357228475,51.66666666666668,46.10666666666668,0.0,51.218302292078945,0.1679831440706592,451.3388768350104,524.9782813333334,35.118242357228475,50.62198086813204,51.21846246195218,50.323659986285364,12.43753247303448,20.46048974018485,-0.01182202423900911,2.5,9.236100170605994,878.7086711334689,-1017.2478844668287,0.0,0.0,549.1744189594144,0.0,3.4,0.04345639363756135,0.0,0.0,0.8086553000032008,224.39868835555555,14.642054640883119,0.23198411662339677,10.172290668490028,0.003388729083559824,39.12698618256715,1.2196348641599892
2025-01-01 02:00:00,1.9513647088321318,0.23362041061608674,0.0,1.9513647088321318,0.23362041061608674,0.0,0.014606330848239408,0.0,0.3213587919838926,1.605399586,0.010000000000000002,0.0,0.0,0.23070374394942006,0.0,0.0029166666666666685,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.00430583950109649,0.0,0.01030049134714292,0.0,0.013753800051332397,0.0,0.2680617037692761,0.20104627782695703,0.0,0.0,1605.399586,20.611111111111143,0.7833333333333333,0.0,1.605399586,0.0,0.7833333333333333,1605.399586,2049.44628,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,483.2742622222222,0.0,0.0,33.42023086949643,51.66666666666668,46.10666666666668,0.0,51.150933652242756,0.16334978739760758,442.54964607559185,0.0,33.42023086949643,49.11827311308376,51.150987097338934,48.101889398408076,12.43753247303448,20.423487913816057,-0.031659191645021185,1.6500000000000001,9.236100170605994,1191.921191403727,-1010.3107825463674,0.0,0.0,581.1992604571716,0.0,4.0,0.04108944629433185,0.0,0.0,0.7646101238228049,263.9984568888889,15.633127492922906,0.2344462606666995,10.186672139933725,0.003416987174661251,82.1833259584248,1.219768260709634
2025-01-01 03:00:00,2.5416935090332817,0.231684001573169,0.0,2.5416935090332817,0.231684001573169,0.0,0.014373582767099062,0.5249782813333334,0.31862718293284936,1.6737144620000002,0.010000000000000002,0.0,0.0,0.22876733490650233,0.0,0.0029166666666666685,1.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.00407309141995614,0.0,0.01030049134714292,0.0,0.013604069724179478,0.0,0.26652043789178803,0.19989032841884097,0.0,0.0,1673.7144620000001,20.611111111111143,0.8166666666666667,0.0,1.6737144620000002,0.0,0.8166666666666667,1673.7144620000001,2049.44628,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,483.2742622222222,524.9782813333334,0.15,36.31832229013912,51.66666666666668,46.10666666666668,0.0,51.734403388204704,0.0,0.0,524.9782813333334,36.31832229013912,51.496761091609486,51.74374790174829,51.36859542976829,12.43753247303448,20.32408941365169,-0.04853320227715242,1.6500000000000001,9.236100170605994,1233.4787453067538,-1035.9685119898136,0.0,0.0,578.3427919364123,0.0,4.0,0.042409350659213155,0.0,0.0,0.789171473047055,263.9984568888889,17.390003360155095,0.23810822004560678,10.177776318881891,0.003449214621292891,58.12158754124018,1.2201578232276906
2025-01-01 04:00:00,1.6399427968535463,0.23090354193836735,0.0,1.6399427968535463,0.23090354193836737,0.0,0.014373582767099062,0.0,0.31758657008644714,1.2979826440000002,0.010000000000000002,0.0,0.0,0.22798687527170067,0.0,0.0029166666666666685,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.00407309141995614,0.0,0.01030049134714292,0.0,0.013604069724179478,0.0,0.26652043789178803,0.19989032841884097,0.0,0.0,1297.982644,20.611111111111143,0.6333333333333333,0.0,1.2979826440000002,0.0,0.6333333333333333,1297.982644,2049.44628,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,483.2742622222222,0.0,0.0,36.51309011222711,51.66666666666668,46.10666666666668,0.0,51.60726641601638,0.0,0.0,0.0,36.51309011222711,51.63119952075879,51.64316607313001,51.60726641601638,12.43753247303448,20.24764905549073,-0.04737748110397462,0.55,9.236100170605994,770.955019671479,-1124.3138436774184,0.0,0.0,577.30217909001,0.0,4.0,0.04342880641778802,0.0,0.0,0.8081419451291606,263.9984568888889,19.984040258887415,0.24049102066746605,10.161932646836723,0.0034692289422057422,72.427680240853,1.219887949565403
2025-01-01 05:00:00,3.277895104339096,0.24237411683428836,0.0,3.277895104339096,0.24237411683428836,0.0,0.02118025362280345,1.5749348440000002,0.3396399247162926,1.332140082,0.010000000000000002,0.0,0.0,0.23945745016762168,0.0,0.0029166666666666685,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.004538587582236842,0.0,0.01664166604056661,0.0,0.020363324492796955,0.0,0.28181453775301607,0.21136090331476198,0.0,0.0,1332.1400820000001,20.611111111111143,0.65,0.0,1.332140082,0.0,0.65,1332.1400820000001,2049.44628,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,483.2742622222222,1574.934844,0.45,34.28679661988402,51.66666666666668,46.10666666666668,0.0,50.89340858733336,0.6832861807624865,1824.3592495225685,1574.934844,34.28679661988402,49.93299237509619,50.90746456690287,49.4387282894081,12.43753247303448,20.474451246041827,-0.036559075854755346,-0.25000000000000006,9.236100170605994,753.9560547031641,-1192.630754668338,0.0,0.0,595.1916754519406,0.0,3.85,0.04369555691295846,0.0,0.0,0.813105753297347,254.09851475555556,19.255051919561687,0.23961573101651798,10.299526919612587,0.003506946774517747,66.68026161258034,1.2183066168748555
2025-01-01 06:00:00,3.1273739091174653,0.260029408632277,0.0,3.1273739091174653,0.260029408632277,0.0,0.04309437872511259,0.8166328820740741,0.37898755831827846,1.8786590900000002,0.010000000000000002,0.0,0.0,0.25711274196561035,0.0,0.0029166666666666685,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.00512045778508772,0.0,0.03797392094002487,0.0,0.036170569030797954,0.0,0.3032737011241965,0.22745527584314731,0.0,0.0,1878.65909,20.611111111111143,0.9166666666666666,0.0,1.8786590900000002,0.0,0.9166666666666666,1878.65909,2049.44628,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,483.2742622222222,816.6328820740741,0.23333333333333334,35.12427123553448,51.66666666666668,46.10666666666668,0.0,51.58390220746911,0.29907844697440394,810.0345105302029,816.6328820740741,35.12427123553448,50.64007206166082,51.58697839939829,50.16508079682749,12.43753247303448,20.47898576516753,-0.010693960772988297,0.3,9.236100170605994,1336.8523502133423,-1156.2105941641341,0.0,0.0,598.851620631364,0.0,3.0,0.04359824613694296,0.0,0.0,0.8112949524419272,197.99884266666666,15.552233746112194,0.24005138965903383,10.310094830938368,0.0035146707974237825,-5.580919909384057,1.2182816718935574
2025-01-01 07:00:00,3.6780514022631703,0.2956463758486846,0.0,3.6780514022631703,0.29564637584868464,0.0,0.07601814193874709,1.6332657641481483,0.48999766217627483,1.4687698340000002,0.010000000000000002,0.0,0.0,0.2927297091820179,0.0,0.0029166666666666685,1.0,0.041624513856088494,0.03121838539206636,0.029767320486504368,0.0,0.004771335663377193,0.0,0.0712468062753699,0.0,0.06992406278041306,0.0,0.34868176505326887,0.26151132378995157,0.0,0.0,1468.769834,20.611111111111143,0.7166666666666667,0.0,1.4687698340000002,0.0,0.7166666666666667,1468.769834,2049.44628,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,483.2742622222222,1633.2657641481483,0.4666666666666667,34.030349477161536,51.66666666666668,46.10666666666668,0.0,51.15517844975645,0.6595008293298699,1771.8614117433383,1633.2657641481483,34.030349477161536,49.48376885689826,51.15545350198629,48.64778900823933,12.43753247303448,20.274205848060323,-0.04572930255569314,-0.55,9.236100170605994,998.2654322578522,-1220.2307546965253,0.0,0.0,728.8356999887809,2.50629680725027,3.0,0.044418057824258755,0.0,0.0,0.8265503616109815,197.99884266666666,20.890652965596466,0.24330061873282055,10.222422515633816,0.0035175367552243006,22.209723354946252,1.2191297935614835
2025-01-01 08:00:00,3.0793941286594064,0.2939370982967747,0.0,3.0793941286594064,0.2939370982967747,0.0,0.07198154644129656,1.1666184029629632,0.46449665925514677,1.36629752,0.010000000000000002,0.0,0.0,0.29102043163010805,0.0,0.0029166666666666685,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0036075952576754386,0.0,0.06837395118362112,0.0,0.07646941708166924,0.0,0.34536211547098683,0.25902158660324004,0.0,0.0,1366.29752,20.611111111111143,0.6666666666666666,0.0,1.36629752,0.0,0.6666666666666666,1366.29752,2049.44628,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,483.2742622222222,1166.618402962963,0.3333333333333333,35.26847889569171,51.66666666666668,46.10666666666668,0.0,51.451106327881874,0.2200365021248585,598.1427851950295,1166.618402962963,35.26847889569171,50.59540052142247,51.451106327881874,50.16754761819277,12.43753247303448,20.346095389817933,-0.0446688895769969,-1.4,9.236100170605994,786.8769702598438,-1320.9758875064888,0.0,0.0,683.901854591252,149.17746261136972,2.6,0.04595548227759141,0.0,0.0,0.8551594183797278,171.59899697777777,57.65348317508064,0.2432171499187829,10.271630006481683,0.003529927651682077,32.70682067937767,1.2193957587183482
2025-01-01 09:00:00,3.153061343579495,0.28371139199420947,0.0,3.1530613435794956,0.28371139199420947,0.0,0.06224686709110205,1.3999420835555556,0.45120462493283786,1.229667768,0.010000000000000002,0.0,0.0,0.2807947253275428,0.0,0.0029166666666666685,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.002909351014254386,0.0,0.05933751607684767,0.0,0.07681165782944734,0.0,0.3317278404008998,0.2487958803006748,0.0,0.0,1229.667768,20.611111111111143,0.6,0.0,1.229667768,0.0,0.6,1229.667768,2049.44628,0.0,21.611111111111143,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,483.2742622222222,1399.9420835555554,0.4,34.60365495822825,51.66666666666668,46.10666666666668,0.0,51.372544530853496,0.571142760893967,1542.628771666609,1399.9420835555554,34.60365495822825,50.186516711780186,51.372958479649846,49.59308885344718,12.43753247303448,20.46965706550922,-0.015546661818374889,-0.85,9.236100170605994,686.162564553317,-1278.7972674838957,0.0,0.0,632.1297137736547,328.71321863010206,2.15,0.04540778669869502,0.0,0.0,0.844967663022466,141.89917057777777,103.16235026355776,0.242446797348583,10.346453856454124,0.003544377471561191,56.21201027187321,1.219482512532614
