occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.75,0.575,0.0238,0.379,0.0567,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.75,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
0.9,0.582,0.0204,0.358,0.053,0.0,0.19,0,0,0,0
1.0,0.596,0.02,0.316,0.0518,0.0,0.0,0,0,0,0
1.0,0.575,0.0166,0.379,0.0493,0.0,0.0233,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.163,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.582,0.0204,0.358,0.0645,0.0,0.34,0,0,0,0
1.0,0.617,0.0281,0.253,0.0898,0.0,0.214,0,0,0,0
0.85,0.616,0.0308,0.274,0.115,0.0,0.214,0,0,0,0
0.75,0.606,0.0306,0.316,0.125,0.0,0.189,0,0,0,0
0.75,0.633,0.0394,0.253,0.171,0.0,0.0,0,0,0,0
0.75,0.651,0.0453,0.211,0.201,0.0,0.0,0,0,0,0
0.75,0.668,0.0538,0.211,0.23,0.0,0.152,0,0,0,0
0.75,0.715,0.0726,0.147,0.308,0.6,0.315,0,0,0,0
0.75,0.739,0.0813,0.105,0.348,0.4,0.0,0,0,0,0
0.75,0.739,0.0813,0.105,0.348,0.0,0.0719,0,0,0,0
0.75,0.748,0.0917,0.105,0.36,0.0,0.359,0,0,0,0
0.75,0.754,0.0987,0.105,0.369,0.0,0.024,0,0,0,0
0.75,0.754,0.0987,0.105,0.369,0.0,0.0,0,0,0,0
0.6,0.715,0.0821,0.168,0.305,0.0,0.205,0,0,0,0
0.5,0.69,0.078,0.211,0.266,0.0,0.0228,0,0,0,0
0.5,0.69,0.0827,0.211,0.269,0.0,0.286,0,0,0,0
0.5,0.69,0.0827,0.211,0.269,0.0,0.292,0,0,0,0
0.5,0.69,0.0827,0.211,0.269,0.0,0.0,0,0,0,0
0.65,0.728,0.111,0.147,0.329,0.0,0.0714,0,0,0,0
0.75,0.754,0.13,0.105,0.369,0.0,0.217,0,0,0,0
0.75,0.754,0.13,0.105,0.369,0.0,0.336,0,0,0,0
0.75,0.754,0.13,0.105,0.369,0.0,0.214,0,0,0,0
0.75,0.754,0.138,0.105,0.36,0.0,0.143,0,0,0,0
0.6,0.715,0.118,0.168,0.294,0.0,0.143,0,0,0,0
0.5,0.69,0.101,0.211,0.253,0.0,0.214,0,0,0,0
0.5,0.69,0.101,0.211,0.253,0.0,0.0,0,0,0,0
0.5,0.69,0.104,0.211,0.249,0.0,0.0,0,0,0,0
0.5,0.69,0.106,0.211,0.246,0.0,0.0,0,0,0,0
0.5,0.69,0.106,0.211,0.246,0.0,0.0,0,0,0,0
0.5,0.69,0.106,0.211,0.246,0.0,0.0,0,0,0,0
0.5,0.69,0.114,0.211,0.245,0.0,0.0,0,0,0,0
0.5,0.69,0.119,0.211,0.244,0.0,0.0,0,0,0,0
0.5,0.69,0.119,0.211,0.244,0.0,0.0,0,0,0,0
0.5,0.69,0.119,0.211,0.244,0.0,0.0714,0,0,0,0
0.5,0.69,0.123,0.211,0.247,0.0,0.143,0,0,0,0
0.5,0.69,0.125,0.211,0.249,0.0,0.143,0,0,0,0
0.5,0.69,0.125,0.211,0.249,0.0,0.214,0,0,0,0
0.35,0.651,0.0924,0.274,0.189,0.0,0.0714,0,0,0,0
0.25,0.631,0.0748,0.316,0.156,0.0,0.214,0,0,0,0
0.4,0.68,0.115,0.253,0.228,0.0,0.0,0,0,0,0
0.5,0.709,0.139,0.211,0.272,0.0,0.0714,0,0,0,0
0.5,0.709,0.139,0.211,0.272,0.0,0.0714,0,0,0,0
0.65,0.78,0.205,0.147,0.394,0.0,0.0714,0,0,0,0
0.75,0.827,0.249,0.105,0.475,0.0,0.0714,0,0,0,0
0.75,0.827,0.249,0.105,0.475,0.0,0.0,0,0,0,0
0.75,0.827,0.249,0.105,0.475,0.0,0.0,0,0,0,0
0.6,0.791,0.225,0.168,0.45,0.6,0.0714,0,0,0,0
0.5,0.767,0.209,0.211,0.433,1.0,0.0,0,0,0,0
0.5,0.767,0.209,0.211,0.433,1.0,0.0,0,0,0,0
0.5,0.767,0.209,0.211,0.433,1.0,0.0,0,0,0,0
0.5,0.773,0.251,0.211,0.484,1.0,0.214,0,0,0,0
