Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.3206315859107263,0.18345205166814374,0.03864803130863493,0.3206315859107263,0.1834520516681437,0.03864803130863493,0.04274710783959021,0.2442626831993412,0.013621794871794872,0.020000000000000004,0.0,0.03864803130863493,0.0,0.17761871833481038,0.0,0.005833333333333337,1.0,0.043945379194814636,0.03295903439611097,0.0,0.0,0.017184539473684212,0.0,0.025562568365906,0.0,0.007437725419593953,0.0,0.1928795785849326,0.1446596839386994,0.0,0.0,1059.8368163532764,16.666666666666686,0.15394632069895126,0.0,1.132662147787865,0.013621794871794872,0.16666666666666666,1046.2150214814815,6277.290128888889,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1672.26376,0.0,0.0,50.1974084721378,51.66666666666668,46.10666666666668,0.0,49.952798953226996,0.0,0.0,0.0,78.43345073771532,49.57179418653207,49.952798953226996,49.381291803184595,12.43753247303448,16.410328903625224,-0.04484730333174992,2.8,9.236100170605994,1315.1491344534652,-218.02124394209505,0.0,0.0,537.5066774268751,0.0,4.0,0.012288745338590784,0.0,0.0,0.3080249617127935,263.9984568888889,-64.17311538459109,0.3701304728013696,9.244250660205466,0.004199233857580106,136.9383719623452,1.2360320264572127
2025-01-01 01:00:00,0.32505500840622703,0.18262807580824092,0.0579720469629524,0.32505500840622703,0.18262807580824092,0.0579720469629524,0.0414582673790639,0.2431640487194708,0.020432692307692308,0.020000000000000004,0.0,0.0579720469629524,0.0,0.1767947424749076,0.0,0.005833333333333337,1.0,0.042846744714944256,0.03213505853620819,0.0,0.0,0.015895699013157894,0.0,0.025562568365906,0.0,0.007437725419593953,0.0,0.1928795785849326,0.1446596839386994,0.0,0.0,1589.7552245299146,16.666666666666686,0.23091948104842688,0.0,1.6989932216817973,0.020432692307692308,0.25,1569.3225322222222,6277.290128888889,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1672.26376,0.0,0.0,49.24920563517521,51.66666666666668,46.10666666666668,0.0,49.287177218885816,0.0,0.0,0.0,76.95188380496126,48.95182160441759,49.287177218885816,48.78414379718348,12.43753247303448,16.415596140109944,-0.05996294792187748,2.5,9.236100170605994,1853.5997014896516,-205.56471842882397,0.0,0.0,535.1192024864783,0.0,4.0,0.011344761232431404,0.0,0.0,0.28436341937094745,263.9984568888889,-65.71000709791745,0.37665314566539304,9.331872070348616,0.004274714220656,140.2674857909629,1.2360138323061183
2025-01-01 02:00:00,0.31714547649045927,0.18180409994833815,0.03864803130863493,0.31714547649045927,0.18180409994833815,0.03864803130863493,0.0414582673790639,0.24206541423960046,0.013621794871794872,0.020000000000000004,0.0,0.03864803130863493,0.0,0.17597076661500483,0.0,0.005833333333333337,1.0,0.0417481102350739,0.03131108267630542,0.0,0.0,0.015895699013157894,0.0,0.025562568365906,0.0,0.007437725419593953,0.0,0.1928795785849326,0.1446596839386994,0.0,0.0,1059.8368163532764,16.666666666666686,0.15394632069895126,0.0,1.132662147787865,0.013621794871794872,0.16666666666666666,1046.2150214814815,6277.290128888889,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1672.26376,0.0,0.0,48.34627185400432,51.66666666666668,46.10666666666668,0.0,48.635037097462586,0.0,0.0,0.0,75.54104977188176,48.34360137645772,48.635037097462586,48.19788351595529,12.43753247303448,16.402751946934632,-0.04586327839983332,1.6500000000000001,9.236100170605994,1329.2036028296204,-203.41817129725362,0.0,0.0,534.020568006608,0.0,4.0,0.010529128519794385,0.0,0.0,0.263919083667061,263.9984568888889,-61.23561023301023,0.3838719787440049,9.414935289618898,0.004353909701611841,144.56950603593856,1.2360093663651779
2025-01-01 03:00:00,0.3219985124728021,0.18098012408843536,0.0579720469629524,0.3219985124728021,0.18098012408843536,0.0579720469629524,0.04059904040537969,0.24096677975973008,0.020432692307692308,0.020000000000000004,0.0,0.0579720469629524,0.0,0.17514679075510203,0.0,0.005833333333333337,1.0,0.04064947575520353,0.030487106816402636,0.0,0.0,0.015036472039473687,0.0,0.025562568365906,0.0,0.007437725419593953,0.0,0.1928795785849326,0.1446596839386994,0.0,0.0,1589.7552245299146,16.666666666666686,0.23091948104842688,0.0,1.6989932216817973,0.020432692307692308,0.25,1569.3225322222222,6277.290128888889,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1672.26376,0.0,0.0,47.4438666357088,51.66666666666668,46.10666666666668,0.0,47.99555664618462,0.0,0.0,0.0,74.131041618295,47.74639469406166,47.99555664618462,47.621813718000176,12.43753247303448,16.400621783558574,-0.06570055620728207,1.6500000000000001,9.236100170605994,1848.6143782753707,-212.6592513752805,0.0,0.0,532.0627065530534,0.0,4.0,0.011024606094654896,0.0,0.0,0.276338533889264,263.9984568888889,-60.54430143231687,0.3907928129148487,9.501271742055382,0.004432076623271124,134.7266133118085,1.2359608606645378
2025-01-01 04:00:00,0.3168133395313933,0.1801561482285326,0.046377637570361924,0.3168133395313933,0.1801561482285326,0.04637763757036192,0.04059904040537969,0.23986814527985972,0.016346153846153847,0.020000000000000004,0.0,0.046377637570361924,0.0,0.17432281489519927,0.0,0.005833333333333337,1.0,0.03955084127533316,0.02966313095649986,0.0,0.0,0.015036472039473687,0.0,0.025562568365906,0.0,0.007437725419593953,0.0,0.1928795785849326,0.1446596839386994,0.0,0.0,1271.8041796239315,16.666666666666686,0.1847355848387415,0.0,1.359194577345438,0.016346153846153847,0.2,1255.4580257777777,6277.290128888889,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1672.26376,0.0,0.0,46.60240864267453,51.66666666666668,46.10666666666668,0.0,47.36915584291579,0.0,0.0,0.0,72.81626350417896,47.16063263647531,47.36915584291579,47.05637103325508,12.43753247303448,16.369708683145856,-0.05729114875589918,0.55,9.236100170605994,1448.627252803399,-236.02372808006132,0.0,0.0,469.38643200384973,0.0,3.067,0.01135756099432082,0.0,0.0,0.2846842532768743,202.42081681955554,-56.53963074432111,0.3965848015774515,9.550021543126487,0.004491661382420469,87.78058184330477,1.2354680267303844
2025-01-01 05:00:00,0.373215384866399,0.19006610878305205,0.08829394680922634,0.373215384866399,0.19006610878305202,0.08829394680922634,0.07646141173398362,0.2590456397990821,0.017708333333333333,0.020000000000000004,0.038051506108000926,0.05024244070122541,0.0,0.18423277544971872,0.0,0.005833333333333337,1.0,0.03955084127533316,0.02966313095649986,0.0,0.0,0.01675492598684211,0.0,0.059706485747141505,0.0,0.013401939199457029,0.0,0.20609285932429186,0.15456964449321886,0.0,0.0,1377.7878612592592,16.666666666666686,0.20013021690863664,0.0,1.4724607921242243,0.017708333333333333,0.21666666666666667,1360.079527925926,6277.290128888889,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1672.26376,879.2133333333333,0.0,49.0994395386322,51.66666666666668,46.10666666666668,0.0,49.065345410743326,0.05641516723452426,146.46250260893882,879.2133333333333,76.7178742791128,48.83773721272162,49.065345410743326,48.72393311371078,12.43753247303448,16.44442256175579,-0.039991013497610486,-0.25000000000000006,9.236100170605994,1590.9857827326894,-249.68673590696596,0.0,0.0,519.0793940470319,0.0,3.0,0.011356578805364255,0.0,0.0,0.2846596341064541,197.99884266666666,-56.19473666663585,0.3988206464062862,9.63480940852321,0.0045411921913309505,84.80055866354726,1.2344927648551958
2025-01-01 06:00:00,0.8472945634013491,0.20509894229077996,0.046377637570361924,0.8472945634013491,0.20509894229077996,0.04637763757036192,0.12429025549753123,0.6866581540576641,0.016346153846153847,0.020000000000000004,0.0,0.046377637570361924,0.0,0.19926560895744663,0.0,0.005833333333333337,1.0,0.0417481102350739,0.03131108267630542,0.39877444455718586,0.0,0.018902993421052634,0.0,0.1053872620764786,0.0,0.02219623089054925,0.0,0.22393936837485504,0.16795452628114121,0.0,0.0,1271.8041796239315,16.666666666666686,0.1847355848387415,0.0,1.359194577345438,0.016346153846153847,0.2,1255.4580257777777,6277.290128888889,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1672.26376,0.0,0.0,52.42307192415049,51.66666666666668,46.10666666666668,0.0,52.00462125563804,0.07803756748396964,215.17134727813763,0.0,81.91104988148514,50.962495073711416,52.00462125563804,50.44143198274811,12.43753247303448,16.33625659587058,-0.06262974872061863,0.3,9.236100170605994,1817.3195263296604,-237.99069455214556,0.0,0.0,840.9588895987213,0.0,2.384,0.011291989366989436,0.0,0.0,0.28304066009940254,157.34308030577776,-57.45284834084717,0.40544951972670656,9.634976002102215,0.004585324270787896,77.07548887846404,1.2349212181176707
2025-01-01 07:00:00,0.6073640487215993,0.19915354761166804,0.08056434054749936,0.6073640487215993,0.199153547611668,0.08056434054749935,0.09642775116778216,0.4759523231948429,0.01498397435897436,0.020000000000000004,0.038051506108000926,0.04251283443949842,0.0,0.19332021427833468,0.0,0.005833333333333337,1.0,0.043945379194814636,0.03295903439611097,0.19938722227859293,0.0,0.01761415296052632,0.0,0.07881359820725582,0.0,0.01880481521180358,0.0,0.21381490650963167,0.16036117988222373,0.0,0.0,1165.820497988604,16.666666666666686,0.1693409527688464,0.0,1.2459283625666513,0.01498397435897436,0.18333333333333332,1150.8365236296297,6277.290128888889,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1672.26376,879.2133333333333,0.0,50.45386140934155,51.66666666666668,46.10666666666668,0.0,51.60686486392077,0.31694979358850117,866.7152646262447,879.2133333333333,78.83415845209616,49.69223622028054,51.60686486392077,48.734921898460435,12.43753247303448,16.40822106923077,-0.04552383357897272,-0.55,9.236100170605994,1415.526658370995,-260.9591859031946,0.0,0.0,567.5842228911671,4.314453521131838,1.0,0.011666383936050987,0.0,0.0,0.29242509029330604,65.99961422222222,-56.91887660558153,0.4055068400333892,9.691810599034756,0.0046072753288746516,-6.9237362930660336,1.23459800495312
2025-01-01 08:00:00,0.39419462039814007,0.1966313030245902,0.08080295062775296,0.3941946203981401,0.1966313030245902,0.08080295062775296,0.08107437957719182,0.27268754851325594,0.020432692307692308,0.020000000000000004,0.022830903664800558,0.0579720469629524,0.0,0.19079796969125687,0.0,0.005833333333333337,1.0,0.045044013674684996,0.03378301025601374,0.0,0.0,0.013318018092105265,0.0,0.06775636148508654,0.0,0.0182902555915801,0.0,0.2093532792469909,0.15701495943524313,0.0,0.0,1589.7552245299146,16.666666666666686,0.23091948104842688,0.0,1.6989932216817973,0.020432692307692308,0.25,1569.3225322222222,6277.290128888889,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1672.26376,527.528,0.0,51.849270291259856,51.66666666666668,46.10666666666668,0.0,51.45806944047341,0.09027383095289364,247.54225793060084,527.528,81.01448483009354,50.61067110617354,51.45806944047341,50.186971939023614,12.43753247303448,16.389653621265516,-0.051971847383692864,-1.4,9.236100170605994,1711.0658195954845,-285.09137923331497,0.0,0.0,388.58710932555846,308.80624250165147,0.7497,0.01212031011053746,0.0,0.0,0.3038030291035072,49.4799107824,17.81486497332647,0.4050085191336083,9.672398871273993,0.00459386529968263,-27.144387847520964,1.2352672726896856
2025-01-01 09:00:00,0.4154682106206998,0.20074972819010478,0.08454844871848964,0.4154682106206997,0.20074972819010475,0.08454844871848965,0.09253537083680663,0.2838623269633802,0.01907051282051282,0.020000000000000004,0.030441204886400744,0.054107243832088904,0.0,0.19491639485677145,0.0,0.005833333333333337,1.0,0.045044013674684996,0.03378301025601374,0.0,0.0,0.010740337171052633,0.0,0.081795033665754,0.0,0.023973800487684913,0.0,0.21484451280101033,0.1611333846007577,0.0,0.0,1483.7715428945871,16.666666666666686,0.21552484897853175,0.0,1.5857270069030107,0.01907051282051282,0.23333333333333334,1464.701030074074,6277.290128888889,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,1672.26376,703.3706666666666,0.0,50.89416659804349,51.66666666666668,46.10666666666668,0.0,51.40265587993256,0.3211479302674072,866.5565836916738,703.3706666666666,79.52213530944296,49.97452951551665,51.40265587993256,49.2604663333087,12.43753247303448,16.373498293035894,-0.06476875676971099,-0.85,9.236100170605994,1803.833030095468,-270.69389765174617,0.0,0.0,427.3581961263384,888.0801142068241,1.0,0.01189208207357577,0.0,0.0,0.2980823529555407,65.99961422222222,163.39718872628876,0.4049809248040616,9.660708003510099,0.0045862837484583014,-0.10349159465065452,1.2359619378038351
