Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.30700979103893145,0.1834520516681437,0.0,0.005116829850648858,0.0030575341944690617,0.0,0.04274710783959021,0.2442626831993412,0.0,0.020000000000000004,0.0,0.0,0.0,0.17761871833481038,0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.017184539473684212,0.0,On,0.025562568365906,0,On,0.007437725419593953,0,On,0.1928795785849326,0.1446596839386994,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,6277.290128888889,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1672.26376,Off,0.0,0,50.075292344097306,51.666666666666686,46.10666666666668,0.0,50.284437056869486,0.0,0.0,0.0,78.24264428765204,49.88041744290753,50.284437056869486,49.678407635926554,12.43753247303448,16.800348738966402,0.0,2.8,9.236100170605994,268.56536885896605,-226.78729385822797,-0.0,-0.0,537.5066774268751,0.0,4.0,0.012429744830040274,0.0,0.0,0.3115592007061644,263.9984568888889,-42.154014709681,0.35676643872167385,9.357693095789855,0.004162004926029547,137.58305635017754,1.230859737266526
2025-01-01 00:01:00,0.30700979103893145,0.1834520516681437,0.0,0.005116829850648858,0.0030575341944690617,0.0,0.04274710783959021,0.2442626831993412,0.0,0.020000000000000004,0.0,0.0,0.0,0.17761871833481038,0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.017184539473684212,0.0,On,0.025562568365906,0,On,0.007437725419593953,0,On,0.1928795785849326,0.1446596839386994,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,6277.290128888889,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1672.26376,Off,0.0,0,50.16948197065659,51.666666666666686,46.10666666666668,0.0,50.27325196230462,0.0,0.0,0.0,78.38981557915092,49.870014674849656,50.27325196230462,49.66839603112217,12.43753247303448,16.72767703740447,0.0,2.8,9.236100170605994,263.694946114002,-225.13431872304776,-0.0,-0.0,537.5066774268751,0.0,4.0,0.012403531758074456,0.0,0.0,0.3109021539315608,263.9984568888889,-48.67741258982531,0.35957293902868687,9.349724518367537,0.004163273505524479,137.68357373884524,1.2347637713004227
2025-01-01 00:02:00,0.30700979103893145,0.1834520516681437,0.0,0.005116829850648858,0.0030575341944690617,0.0,0.04274710783959021,0.2442626831993412,0.0,0.020000000000000004,0.0,0.0,0.0,0.17761871833481038,0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.017184539473684212,0.0,On,0.025562568365906,0,On,0.007437725419593953,0,On,0.1928795785849326,0.1446596839386994,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,6277.290128888889,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1672.26376,Off,0.0,0,50.260764715868866,51.666666666666686,46.10666666666668,0.0,50.26204641339539,0.0,0.0,0.0,78.5324448685451,49.8595923396002,50.26204641339539,49.658365302702606,12.43753247303448,16.65690675611504,0.0,2.8,9.236100170605994,258.59538983682955,-223.52911519511375,-0.0,-0.0,537.5066774268751,0.0,4.0,0.012377990713434428,0.0,0.0,0.3102619519352965,263.9984568888889,-55.38217239493177,0.36130294764756987,9.31914788984444,0.0041645389979544705,137.7805592265029,1.2350643583754546
2025-01-01 00:03:00,0.30700979103893145,0.1834520516681437,0.0,0.005116829850648858,0.0030575341944690617,0.0,0.04274710783959021,0.2442626831993412,0.0,0.020000000000000004,0.0,0.0,0.0,0.17761871833481038,0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.017184539473684212,0.0,On,0.025562568365906,0,On,0.007437725419593953,0,On,0.1928795785849326,0.1446596839386994,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,6277.290128888889,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1672.26376,Off,0.0,0,50.34932403194296,51.666666666666686,46.10666666666668,0.0,50.25082105088845,0.0,0.0,0.0,78.67081879991088,49.849151041042056,50.25082105088845,49.64831603611887,12.43753247303448,16.58791726565432,0.0,2.8,9.236100170605994,253.3228130799957,-221.9686032921416,-0.0,-0.0,537.5066774268751,0.0,4.0,0.012353079279121855,0.0,0.0,0.30963753150921414,263.9984568888889,-62.21526105473774,0.3630010785940648,9.28853382283712,0.004165805073598619,137.87410392407202,1.2353574990460128
2025-01-01 00:04:00,0.30700979103893145,0.1834520516681437,0.0,0.005116829850648858,0.0030575341944690617,0.0,0.04274710783959021,0.2442626831993412,0.0,0.020000000000000004,0.0,0.0,0.0,0.17761871833481038,0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.017184539473684212,0.0,On,0.025562568365906,0,On,0.007437725419593953,0,On,0.1928795785849326,0.1446596839386994,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,6277.290128888889,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1672.26376,Off,0.0,0,50.43531678549348,51.666666666666686,46.10666666666668,0.0,50.23957647510044,0.0,0.0,0.0,78.80518247733356,49.83869134494731,50.23957647510044,49.63824877987074,12.43753247303448,16.520605467396372,0.0,2.8,9.236100170605994,252.80280052305687,-220.45013585495104,-0.0,-0.0,537.5066774268751,0.0,4.0,0.012328761249174454,0.0,0.0,0.30902798512859575,263.9984568888889,-64.25374104886713,0.3646691295683048,9.259666348636086,0.0041670717081980215,137.9644098288451,1.2356436223894633
2025-01-01 00:05:00,0.30700979103893145,0.1834520516681437,0.0,0.005116829850648858,0.0030575341944690617,0.0,0.04274710783959021,0.2442626831993412,0.0,0.020000000000000004,0.0,0.0,0.0,0.17761871833481038,0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.017184539473684212,0.0,On,0.025562568365906,0,On,0.007437725419593953,0,On,0.1928795785849326,0.1446596839386994,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,6277.290128888889,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1672.26376,Off,0.0,0,50.51852550177808,51.666666666666686,46.10666666666668,0.0,50.228313251775866,0.0,0.0,0.0,78.93519609652824,49.828213784500136,50.228313251775866,49.628164050862274,12.43753247303448,16.45511561386273,0.0,2.8,9.236100170605994,254.92271603111175,-218.97665571566074,-0.0,-0.0,537.5066774268751,0.0,4.0,0.012305089740355678,0.0,0.0,0.3084346441977938,263.9984568888889,-63.60730568010258,0.36630318580590165,9.230793578102876,0.004168338878936417,138.05116468104748,1.2359221029431484
2025-01-01 00:06:00,0.30700979103893145,0.1834520516681437,0.0,0.005116829850648858,0.0030575341944690617,0.0,0.04274710783959021,0.2442626831993412,0.0,0.020000000000000004,0.0,0.0,0.0,0.17761871833481038,0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.017184539473684212,0.0,On,0.025562568365906,0,On,0.007437725419593953,0,On,0.1928795785849326,0.1446596839386994,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,6277.290128888889,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1672.26376,Off,0.0,0,50.59889005832944,51.666666666666686,46.10666666666668,0.0,50.21703199455841,0.0,0.0,0.0,79.06076571613974,49.81771893806349,50.21703199455841,49.61806240981605,12.43753247303448,16.3914880164165,0.0,2.8,9.236100170605994,257.63743108303026,-217.54875008833505,-0.0,-0.0,537.5066774268751,0.0,4.0,0.012282080342322541,0.0,0.0,0.3078578994811518,263.9984568888889,-62.32049625550971,0.36790171060428184,9.202852878797598,0.004169606560796675,138.13427185871126,1.2361927581738454
2025-01-01 00:07:00,0.30700979103893145,0.1834520516681437,0.0,0.005116829850648858,0.0030575341944690617,0.0,0.04274710783959021,0.2442626831993412,0.0,0.020000000000000004,0.0,0.0,0.0,0.17761871833481038,0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.017184539473684212,0.0,On,0.025562568365906,0,On,0.007437725419593953,0,On,0.1928795785849326,0.1446596839386994,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,6277.290128888889,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1672.26376,Off,0.0,0,50.6764960220131,51.666666666666686,46.10666666666668,0.0,50.20573333032389,0.0,0.0,0.0,79.18202503439547,49.80720739649035,50.20573333032389,49.60794442957358,12.43753247303448,16.32966672012725,0.0,2.8,9.236100170605994,260.33109528463194,-216.16485325895053,-0.0,-0.0,537.5066774268751,0.0,4.0,0.012259713801565174,0.0,0.0,0.3072972683776004,263.9984568888889,-61.0107288832926,0.36946542628569,9.175816456660248,0.004170874728088248,138.21383558416133,1.23645581671768
2025-01-01 00:08:00,0.30700979103893145,0.1834520516681437,0.0,0.005116829850648858,0.0030575341944690617,0.0,0.04274710783959021,0.2442626831993412,0.0,0.020000000000000004,0.0,0.0,0.0,0.17761871833481038,0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.017184539473684212,0.0,On,0.025562568365906,0,On,0.007437725419593953,0,On,0.1928795785849326,0.1446596839386994,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,6277.290128888889,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1672.26376,Off,0.0,0,50.751464856030566,51.666666666666686,46.10666666666668,0.0,50.194417867083345,0.0,0.0,0.0,79.29916383754775,49.79667973285774,50.194417867083345,49.597810665744944,12.43753247303448,16.269572030063472,0.0,2.8,9.236100170605994,262.85905663527745,-214.82289078698915,-0.0,-0.0,537.5066774268751,0.0,4.0,0.012237962199873154,0.0,0.0,0.30675205110002074,263.9984568888889,-59.82473000460844,0.3709956522042189,9.149644265279377,0.004172143355868723,138.29001038741805,1.2367116093421582
2025-01-01 00:09:00,0.30700979103893145,0.1834520516681437,0.0,0.005116829850648858,0.0030575341944690617,0.0,0.04274710783959021,0.2442626831993412,0.0,0.020000000000000004,0.0,0.0,0.0,0.17761871833481038,0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.017184539473684212,0.0,On,0.025562568365906,0,On,0.007437725419593953,0,On,0.1928795785849326,0.1446596839386994,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,6277.290128888889,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1672.26376,Off,0.0,0,50.823919040827526,51.666666666666686,46.10666666666668,0.0,50.183086186075236,0.0,0.0,0.0,79.412373501293,49.786136495009686,50.183086186075236,49.587661649476914,12.43753247303448,16.21112355380428,0.0,2.8,9.236100170605994,265.2846675479574,-213.5207976334428,-0.0,-0.0,537.5066774268751,0.0,4.0,0.012216797285045952,0.0,0.0,0.3062215394896262,263.9984568888889,-58.70121224547488,0.3724937688440853,9.12429584281549,0.004173412420298762,138.3629531237365,1.2369604706204307
