Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.27127597270272247,0.1390069801394854,0.0,0.0045212662117120415,0.0023167830023247565,0.0,0.028683896262934567,0.0,0.19259207643978793,0.0,0.05,0.0,0.0,0.12442364680615205,0.0,0.01458333333333334,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.005118174342105263,0.0,On,0.023565721920829303,0,On,0.026693880698251807,0,On,0.13083344525900692,0.09812508394425516,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,3756.8785733333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,2843.37592,Off,0.0,0.0,36.78011106680267,51.666666666666686,46.10666666666668,0.0,51.28030089668073,0.0,0.0,0.0,36.78011106680267,51.30515885226042,51.31758783005028,51.28030089668073,12.43753247303448,19.692077711787334,0.0,6.632776686184502,2.8,9.236100170605994,-255.04172322216434,-1725.8574093699283,-700.8404819123652,-0.0,-0.0,410.11647420125865,0.0,3.0,0.031835997134174905,0.0,0.0,0.4445737546949418,197.99884266666666,35.68228448894224,0.23446468181538552,9.678533391886312,0.0032752177228321166,63.35267629505083,1.2193561430131292,0.3531845167467747,-1764.139094650459,38.28168528053092
2025-01-01 00:01:00,0.27127597270272247,0.1390069801394854,0.0,0.0045212662117120415,0.0023167830023247565,0.0,0.028683896262934567,0.0,0.19259207643978793,0.0,0.05,0.0,0.0,0.12442364680615205,0.0,0.01458333333333334,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.005118174342105263,0.0,On,0.023565721920829303,0,On,0.026693880698251807,0,On,0.13083344525900692,0.09812508394425516,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,3756.8785733333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,2843.37592,Off,0.0,0.0,36.834564888946474,51.666666666666686,46.10666666666668,0.0,51.274839765032986,0.0,0.0,0.0,36.834564888946474,51.29999707181233,51.312575725202,51.274839765032986,12.43753247303448,19.640104264573704,0.0,6.661180244887449,2.8,9.236100170605994,-251.86686772922215,-1739.7089080025607,-697.5106296438514,-0.0,-0.0,410.11647420125865,0.0,3.0,0.03178252537347266,0.0,0.0,0.44382704833844366,197.99884266666666,35.527287713370605,0.2359333574832525,9.679770602465467,0.0032755462283671492,63.475824351780616,1.2231348793822927,0.35327404949017366,-1777.663126227274,37.954218224713316
2025-01-01 00:02:00,0.27127597270272247,0.1390069801394854,0.0,0.0045212662117120415,0.0023167830023247565,0.0,0.028683896262934567,0.0,0.19259207643978793,0.0,0.05,0.0,0.0,0.12442364680615205,0.0,0.01458333333333334,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.005118174342105263,0.0,On,0.023565721920829303,0,On,0.026693880698251807,0,On,0.13083344525900692,0.09812508394425516,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,3756.8785733333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,2843.37592,Off,0.0,0.0,36.887506496406196,51.666666666666686,46.10666666666668,0.0,51.269370606716116,0.0,0.0,0.0,36.887506496406196,51.2948276492265,51.307556170481696,51.269370606716116,12.43753247303448,19.58942290587589,0.0,6.687732903111521,2.8,9.236100170605994,-248.87324231839708,-1752.777332834325,-694.2696816173428,-0.0,-0.0,410.11647420125865,0.0,3.0,0.03173034394595245,0.0,0.0,0.44309836083856013,197.99884266666666,35.27996509768709,0.23670101542625616,9.656746492200543,0.0032758743556141065,63.59534691121377,1.2233463962121165,0.35335772737099774,-1790.3117631169484,37.53443028262313
2025-01-01 00:03:00,0.27127597270272247,0.1390069801394854,0.0,0.0045212662117120415,0.0023167830023247565,0.0,0.028683896262934567,0.0,0.19259207643978793,0.0,0.05,0.0,0.0,0.12442364680615205,0.0,0.01458333333333334,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.005118174342105263,0.0,On,0.023565721920829303,0,On,0.026693880698251807,0,On,0.13083344525900692,0.09812508394425516,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,3756.8785733333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,2843.37592,Off,0.0,0.0,36.938991846416705,51.666666666666686,46.10666666666668,0.0,51.26389364657891,0.0,0.0,0.0,36.938991846416705,51.2896507967296,51.30252937180496,51.26389364657891,12.43753247303448,19.539985753271274,-0.015569802284325363,6.712576823106189,2.8,9.236100170605994,-246.0627577990443,-1765.1102976866223,-691.1141273885105,-0.0,-0.0,410.11647420125865,0.0,3.0,0.03167940635666633,0.0,0.0,0.44238704291663045,197.99884266666666,34.93489538820754,0.23745313551889566,9.635008037974991,0.00327620304387208,63.71128123693454,1.223552784614672,0.35343600240501516,-1802.1515773217657,37.04127963514341
2025-01-01 00:04:00,0.27127597270272247,0.1390069801394854,0.0,0.0045212662117120415,0.0023167830023247565,0.0,0.028683896262934567,0.0,0.19259207643978793,0.0,0.05,0.0,0.0,0.12442364680615205,0.0,0.01458333333333334,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.005118174342105263,0.0,On,0.023565721920829303,0,On,0.026693880698251807,0,On,0.13083344525900692,0.09812508394425516,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,3756.8785733333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,2843.37592,Off,0.0,0.0,36.98907647944764,51.666666666666686,46.10666666666668,0.0,51.2584091011503,0.0,0.0,0.0,36.98907647944764,51.28446671869517,51.29749552746762,51.2584091011503,12.43753247303448,19.491745274705764,-0.06381028084983598,6.735836743769538,2.8,9.236100170605994,-242.51854090403648,-1776.4859873846415,-688.0405115514509,-0.0,-0.0,410.11647420125865,0.0,3.0,0.03162966627095076,0.0,0.0,0.44169244753228554,197.99884266666666,35.40549644615577,0.23819023578558773,9.61324487315402,0.0032765322757847123,63.82376111339707,1.2237542381382733,0.3535092710677308,-1813.2410219381288,36.75503455348708
2025-01-01 00:05:00,0.27127597270272247,0.1390069801394854,0.0,0.0045212662117120415,0.0023167830023247565,0.0,0.028683896262934567,0.0,0.19259207643978793,0.0,0.05,0.0,0.0,0.12442364680615205,0.0,0.01458333333333334,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.005118174342105263,0.0,On,0.023565721920829303,0,On,0.026693880698251807,0,On,0.13083344525900692,0.09812508394425516,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,3756.8785733333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,2843.37592,Off,0.0,0.0,37.037786186575694,51.666666666666686,46.10666666666668,0.0,51.25291717870146,0.0,0.0,0.0,37.037786186575694,51.279275611702104,51.29245482820243,51.25291717870146,12.43753247303448,19.444679499764387,-0.11087605579121274,6.7576385672142365,2.8,9.236100170605994,-238.48388156103297,-1787.1835561234795,-685.0470343473206,-0.0,-0.0,410.11647420125865,0.0,3.0,0.03158110354503202,0.0,0.0,0.4410142933878142,197.99884266666666,36.44667858502899,0.23891246724835133,9.592728678899157,0.0032768620346503327,63.9328437164193,1.2239508437869149,0.35357793294471795,-1823.6392632178433,36.45570709436372
2025-01-01 00:06:00,0.27127597270272247,0.1390069801394854,0.0,0.0045212662117120415,0.0023167830023247565,0.0,0.028683896262934567,0.0,0.19259207643978793,0.0,0.05,0.0,0.0,0.12442364680615205,0.0,0.01458333333333334,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.005118174342105263,0.0,On,0.023565721920829303,0,On,0.026693880698251807,0,On,0.13083344525900692,0.09812508394425516,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,3756.8785733333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,2843.37592,Off,0.0,0.0,37.08515405715498,51.666666666666686,46.10666666666668,0.0,51.247418083667576,0.0,0.0,0.0,37.08515405715498,51.27407766870972,51.2874074612308,51.247418083667576,12.43753247303448,19.398760181646352,-0.15679537390924736,6.778084397858994,2.8,9.236100170605994,-234.46704755924017,-1797.2116103726712,-682.131516824006,-0.0,-0.0,410.11647420125865,0.0,3.0,0.03153369143782608,0.0,0.0,0.44035220705737166,197.99884266666666,37.54799506350714,0.23962008196123752,9.572165292498461,0.0032771923040537786,64.03860558569225,1.2241427150606115,0.3536423121936543,-1833.3942547998192,36.18264442714796
2025-01-01 00:07:00,0.27127597270272247,0.1390069801394854,0.0,0.0045212662117120415,0.0023167830023247565,0.0,0.028683896262934567,0.0,0.19259207643978793,0.0,0.05,0.0,0.0,0.12442364680615205,0.0,0.01458333333333334,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.005118174342105263,0.0,On,0.023565721920829303,0,On,0.026693880698251807,0,On,0.13083344525900692,0.09812508394425516,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,3756.8785733333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,2843.37592,Off,0.0,0.0,37.131228171616435,51.666666666666686,46.10666666666668,0.0,51.24191201556313,0.0,0.0,0.0,37.131228171616435,51.26887307803355,51.28235360926876,51.24191201556313,12.43753247303448,19.353946184001497,-0.20160937155410252,6.797268875873573,2.8,9.236100170605994,-230.4298668791864,-1806.6149249446605,-679.2909847925785,-0.0,-0.0,410.11647420125865,0.0,3.0,0.031487389757547155,0.0,0.0,0.43970562728279977,197.99884266666666,38.74464371213343,0.24031353331753535,9.552174020730376,0.0032775230679585273,64.14116273941247,1.2243300196692675,0.3537027090754408,-1842.5505017693997,35.93557682473911
2025-01-01 00:08:00,0.27127597270272247,0.1390069801394854,0.0,0.0045212662117120415,0.0023167830023247565,0.0,0.028683896262934567,0.0,0.19259207643978793,0.0,0.05,0.0,0.0,0.12442364680615205,0.0,0.01458333333333334,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.005118174342105263,0.0,On,0.023565721920829303,0,On,0.026693880698251807,0,On,0.13083344525900692,0.09812508394425516,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,3756.8785733333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,2843.37592,Off,0.0,0.0,37.17605330927954,51.666666666666686,46.10666666666668,0.0,51.236399166753856,0.0,0.0,0.0,37.17605330927954,51.26366202124141,51.277293448485196,51.236399166753856,12.43753247303448,19.31019920114395,-0.24535635441165127,6.815278444149441,2.8,9.236100170605994,-226.57806126072526,-1815.4376618585434,-676.5226687687882,-0.0,-0.0,410.11647420125865,0.0,3.0,0.031442161080563934,0.0,0.0,0.43907403146183116,197.99884266666666,39.82813330680429,0.24099324297276598,9.532735038353774,0.0032778543108951085,64.24062317131994,1.2245129137848818,0.3537593977039554,-1851.1486943754214,35.711032516878134
2025-01-01 00:09:00,0.27127597270272247,0.1390069801394854,0.0,0.0045212662117120415,0.0023167830023247565,0.0,0.028683896262934567,0.0,0.19259207643978793,0.0,0.05,0.0,0.0,0.12442364680615205,0.0,0.01458333333333334,1,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.005118174342105263,0.0,On,0.023565721920829303,0,On,0.026693880698251807,0,On,0.13083344525900692,0.09812508394425516,On,0,0,Off,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,3756.8785733333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,2843.37592,Off,0.0,0.0,37.21967858466607,51.666666666666686,46.10666666666668,0.0,51.230879722947435,0.0,0.0,0.0,37.21967858466607,51.25844467361675,51.27222714895141,51.230879722947435,12.43753247303448,19.267477194944384,-0.28807836061121606,6.832192290907383,2.8,9.236100170605994,-222.8842608456233,-1823.7184690804852,-673.823587243505,-0.0,-0.0,410.11647420125865,0.0,3.0,0.03139796397442714,0.0,0.0,0.43845684101106325,197.99884266666666,40.82285219662311,0.24165969865285888,9.513826518764684,0.003278186017921831,64.33710671989607,1.224691569499327,0.35381262906461924,-1859.2261433170506,35.50767423656532
